episode,total_reward
1,"[[1.8496667]
 [1.6973596]
 [1.5844952]
 [1.6864551]
 [1.329984 ]
 [1.56864  ]
 [1.4504504]
 [1.737888 ]
 [1.5215611]
 [1.6482625]
 [1.6306211]
 [1.5654964]
 [1.4610819]
 [1.6754065]
 [1.508792 ]
 [1.6227758]
 [1.7142497]
 [1.5132712]
 [1.7170472]
 [1.8451548]
 [1.5768416]
 [1.6836296]
 [1.3820413]
 [1.5860835]
 [1.8061013]
 [1.3098187]
 [1.6014637]
 [1.7102219]
 [1.3808644]
 [1.3410832]
 [1.3762616]
 [1.6483855]
 [1.4009383]
 [1.3197079]
 [1.4031575]
 [1.4368916]
 [1.1590178]
 [1.7849162]
 [1.5107503]
 [1.6903683]
 [1.3848684]
 [1.6231948]
 [1.7456744]
 [1.2581342]
 [1.4414469]
 [1.5202731]
 [1.4904238]
 [1.5456282]
 [1.3740885]
 [1.313963 ]
 [1.7175726]
 [1.521558 ]
 [2.037131 ]
 [2.1035228]
 [1.6096536]
 [1.457757 ]
 [1.6060473]
 [1.4305828]
 [1.5968128]
 [1.4516717]
 [1.734509 ]
 [1.5975348]
 [1.5426729]
 [1.5901529]
 [1.4823887]
 [1.8649448]
 [1.6505525]
 [1.5821083]
 [1.7684295]
 [1.4354697]
 [1.5407006]
 [1.6935923]
 [1.7138549]
 [1.6985888]
 [1.4504652]
 [1.663246 ]
 [1.788189 ]
 [1.4817946]
 [1.7540283]
 [1.4475031]
 [1.6811565]
 [1.6271325]
 [1.4681773]
 [1.6700749]
 [1.8457984]
 [1.8641435]
 [1.8221637]
 [1.5732021]
 [1.625618 ]
 [1.8427793]
 [1.5748767]
 [1.590992 ]
 [1.6185689]
 [1.5426704]
 [1.5625552]
 [1.4418751]
 [1.7779917]
 [1.6879079]
 [1.4147673]
 [1.508505 ]
 [1.6737081]
 [1.6364329]
 [1.6430364]
 [1.5538037]
 [1.3561084]
 [1.464553 ]
 [1.6955508]
 [1.3940829]
 [1.4714617]
 [1.4827083]
 [1.6066879]
 [1.5381095]
 [1.519135 ]
 [1.7004395]
 [1.6606762]
 [1.5378706]
 [1.9657975]
 [1.5998479]
 [1.6453427]
 [1.4442716]
 [1.5018513]
 [1.5519292]
 [1.6847957]
 [1.6735191]
 [1.3646117]
 [1.8776668]
 [1.5563142]
 [1.7848116]]"
2,"[[83.26883 ]
 [84.38043 ]
 [83.253815]
 [82.73237 ]
 [81.49442 ]
 [82.74712 ]
 [80.19734 ]
 [83.54484 ]
 [81.57016 ]
 [80.94065 ]
 [84.262695]
 [80.11765 ]
 [81.524704]
 [79.037224]
 [83.215614]
 [83.103676]
 [82.81536 ]
 [82.3777  ]
 [84.63069 ]
 [83.472   ]
 [82.977325]
 [82.58367 ]
 [84.05957 ]
 [81.49118 ]
 [83.14978 ]
 [81.24721 ]
 [82.81743 ]
 [83.879654]
 [81.56703 ]
 [82.34636 ]
 [83.57402 ]
 [86.43931 ]
 [81.72864 ]
 [85.753136]
 [81.55369 ]
 [83.80114 ]
 [83.37286 ]
 [83.863205]
 [80.180336]
 [84.34972 ]
 [83.65085 ]
 [83.866264]
 [82.87754 ]
 [82.723015]
 [81.030594]
 [85.90532 ]
 [82.5346  ]
 [83.72101 ]
 [80.87161 ]
 [78.62258 ]
 [83.16137 ]
 [83.13681 ]
 [83.653404]
 [82.51746 ]
 [81.9673  ]
 [84.78633 ]
 [82.344696]
 [82.141846]
 [84.40728 ]
 [82.16448 ]
 [83.25333 ]
 [82.584335]
 [83.324394]
 [82.30692 ]
 [83.618256]
 [82.60358 ]
 [81.812164]
 [82.302216]
 [80.06694 ]
 [83.798904]
 [80.20793 ]
 [84.06865 ]
 [83.774376]
 [85.092224]
 [83.07313 ]
 [82.58795 ]
 [85.0899  ]
 [82.661   ]
 [84.68351 ]
 [83.86316 ]
 [81.544235]
 [83.25859 ]
 [84.63944 ]
 [80.18403 ]
 [81.55381 ]
 [87.05215 ]
 [80.703255]
 [82.78713 ]
 [87.31206 ]
 [87.55454 ]
 [82.767914]
 [83.34984 ]
 [83.91348 ]
 [82.38637 ]
 [84.47821 ]
 [85.82675 ]
 [84.92674 ]
 [81.29153 ]
 [84.063065]
 [82.380646]
 [83.56965 ]
 [82.337425]
 [84.87499 ]
 [83.452614]
 [82.662605]
 [84.14342 ]
 [83.87668 ]
 [84.272354]
 [85.02498 ]
 [85.35951 ]
 [80.41607 ]
 [80.566826]
 [81.8895  ]
 [85.142746]
 [83.57204 ]
 [82.76833 ]
 [83.75819 ]
 [85.692856]
 [82.05069 ]
 [84.12032 ]
 [84.73277 ]
 [81.0391  ]
 [80.93867 ]
 [81.377174]
 [83.14418 ]
 [84.27181 ]
 [84.30021 ]
 [84.561775]]"
3,"[[257.5859 ]
 [258.65372]
 [258.27545]
 [254.58292]
 [257.953  ]
 [248.22868]
 [257.63995]
 [261.821  ]
 [253.48372]
 [259.9459 ]
 [259.49286]
 [250.49826]
 [254.4241 ]
 [263.6253 ]
 [257.68408]
 [247.73491]
 [256.55243]
 [253.8453 ]
 [255.2306 ]
 [252.96385]
 [252.51141]
 [258.81076]
 [259.52325]
 [258.76926]
 [255.70345]
 [255.75348]
 [253.9301 ]
 [249.51955]
 [253.45938]
 [262.06403]
 [259.03854]
 [265.32312]
 [259.86945]
 [249.43633]
 [259.05313]
 [262.54245]
 [252.71799]
 [257.94644]
 [257.1021 ]
 [258.77362]
 [260.2784 ]
 [252.95279]
 [265.19275]
 [257.72165]
 [262.41638]
 [241.3756 ]
 [254.97466]
 [263.31638]
 [258.1621 ]
 [259.15057]
 [259.50177]
 [252.42607]
 [253.16899]
 [261.97766]
 [246.75966]
 [262.79965]
 [252.6691 ]
 [262.06348]
 [258.44168]
 [263.3569 ]
 [256.88348]
 [258.81436]
 [261.56702]
 [259.19287]
 [257.357  ]
 [249.50723]
 [257.84735]
 [265.65   ]
 [261.94833]
 [249.52711]
 [258.35217]
 [255.00107]
 [246.21814]
 [257.48245]
 [265.8042 ]
 [256.78146]
 [250.26051]
 [248.17487]
 [253.64622]
 [246.81366]
 [257.07126]
 [256.39447]
 [259.46887]
 [257.20746]
 [253.28865]
 [258.92377]
 [245.69823]
 [254.55493]
 [262.78992]
 [260.79205]
 [254.76375]
 [248.61414]
 [247.20213]
 [259.11734]
 [262.4163 ]
 [257.9961 ]
 [253.42229]
 [255.70906]
 [255.62442]
 [251.58028]
 [267.92642]
 [253.81398]
 [261.5133 ]
 [253.41309]
 [254.04576]
 [249.91602]
 [253.8676 ]
 [255.74854]
 [255.68974]
 [255.17491]
 [249.041  ]
 [251.91977]
 [252.39871]
 [258.69135]
 [260.56677]
 [259.64746]
 [254.43428]
 [247.20625]
 [257.33545]
 [257.12946]
 [255.16896]
 [250.9896 ]
 [253.68085]
 [258.06967]
 [252.45091]
 [250.14937]
 [262.03848]
 [252.47708]]"
4,"[[530.6208 ]
 [504.0715 ]
 [520.4561 ]
 [515.7669 ]
 [509.09235]
 [514.34204]
 [525.6985 ]
 [502.8782 ]
 [493.01154]
 [506.35355]
 [515.5423 ]
 [521.2658 ]
 [495.14954]
 [527.48236]
 [497.4156 ]
 [520.1822 ]
 [525.16437]
 [502.848  ]
 [516.77466]
 [510.9478 ]
 [499.1004 ]
 [499.4383 ]
 [521.19586]
 [510.82077]
 [523.9455 ]
 [507.8028 ]
 [514.3719 ]
 [508.64218]
 [515.76666]
 [495.07135]
 [529.94604]
 [517.593  ]
 [488.99213]
 [501.6147 ]
 [497.94702]
 [496.23224]
 [513.22864]
 [517.18634]
 [520.4061 ]
 [521.9022 ]
 [529.006  ]
 [517.6336 ]
 [517.22424]
 [502.5078 ]
 [515.75574]
 [519.89984]
 [525.7227 ]
 [521.1848 ]
 [513.0524 ]
 [514.24615]
 [502.51077]
 [501.9637 ]
 [512.06696]
 [488.29895]
 [497.14438]
 [515.7834 ]
 [504.61377]
 [510.27997]
 [518.34894]
 [504.4531 ]
 [538.58545]
 [516.8351 ]
 [511.5377 ]
 [516.0155 ]
 [506.11627]
 [518.51294]
 [508.86285]
 [512.7274 ]
 [514.6127 ]
 [520.0043 ]
 [485.14996]
 [517.16016]
 [522.69183]
 [521.7414 ]
 [497.37567]
 [522.7318 ]
 [509.771  ]
 [516.652  ]
 [496.15213]
 [513.5652 ]
 [525.6581 ]
 [477.51407]
 [517.0256 ]
 [520.51843]
 [526.868  ]
 [503.891  ]
 [509.72064]
 [522.3161 ]
 [529.84393]
 [519.3046 ]
 [522.9511 ]
 [509.84964]
 [517.7776 ]
 [492.52295]
 [524.489  ]
 [491.6772 ]
 [516.13745]
 [508.62796]
 [526.4211 ]
 [507.21576]
 [519.4115 ]
 [522.79755]
 [506.53812]
 [510.28183]
 [528.19434]
 [522.3608 ]
 [531.05426]
 [491.5461 ]
 [507.54803]
 [509.5011 ]
 [518.6402 ]
 [526.00586]
 [525.81445]
 [517.226  ]
 [519.6333 ]
 [491.17334]
 [528.7515 ]
 [517.1361 ]
 [517.0193 ]
 [512.6768 ]
 [518.6684 ]
 [517.0237 ]
 [531.36237]
 [532.1854 ]
 [497.97803]
 [519.02924]
 [517.12744]
 [529.8836 ]]"
5,"[[823.45105]
 [804.2493 ]
 [804.79205]
 [817.9848 ]
 [821.23456]
 [809.78815]
 [829.5468 ]
 [798.3377 ]
 [815.3844 ]
 [817.79   ]
 [802.8174 ]
 [826.0981 ]
 [791.9875 ]
 [814.6075 ]
 [822.4572 ]
 [850.6718 ]
 [831.164  ]
 [849.7998 ]
 [818.7588 ]
 [811.6093 ]
 [849.72485]
 [797.16315]
 [834.4983 ]
 [830.95276]
 [823.849  ]
 [783.0304 ]
 [799.6475 ]
 [828.62616]
 [817.7802 ]
 [841.3595 ]
 [829.6071 ]
 [802.87866]
 [829.62805]
 [797.3041 ]
 [818.3934 ]
 [809.24884]
 [802.65424]
 [827.2598 ]
 [814.4487 ]
 [808.1529 ]
 [791.66675]
 [806.3665 ]
 [813.03906]
 [799.2001 ]
 [777.5382 ]
 [822.4717 ]
 [797.3772 ]
 [809.1954 ]
 [817.81537]
 [813.81714]
 [863.2177 ]
 [819.0375 ]
 [840.07825]
 [816.86005]
 [832.31116]
 [817.0956 ]
 [815.1288 ]
 [805.15906]
 [808.7069 ]
 [822.0583 ]
 [813.4503 ]
 [805.8559 ]
 [792.9198 ]
 [845.5632 ]
 [827.3367 ]
 [828.78845]
 [845.21497]
 [830.77606]
 [800.15265]
 [810.29834]
 [801.1718 ]
 [832.64795]
 [825.8356 ]
 [798.14825]
 [816.37695]
 [851.28406]
 [824.8474 ]
 [827.4795 ]
 [818.4221 ]
 [800.2736 ]
 [829.43884]
 [823.832  ]
 [791.72864]
 [791.20233]
 [814.61584]
 [810.3902 ]
 [844.4101 ]
 [810.99097]
 [802.7447 ]
 [826.4954 ]
 [806.7927 ]
 [838.71173]
 [795.4605 ]
 [821.7418 ]
 [819.53033]
 [811.07776]
 [856.463  ]
 [821.9237 ]
 [810.61145]
 [833.6763 ]
 [826.66864]
 [818.61615]
 [807.21014]
 [830.9506 ]
 [804.81647]
 [838.9972 ]
 [828.92676]
 [831.6142 ]
 [836.5691 ]
 [803.0144 ]
 [784.2043 ]
 [835.66406]
 [812.16016]
 [828.9105 ]
 [829.24426]
 [834.1665 ]
 [807.1535 ]
 [830.7702 ]
 [849.41223]
 [834.481  ]
 [802.30884]
 [800.99493]
 [804.1283 ]
 [816.686  ]
 [809.7175 ]
 [822.4126 ]
 [825.42865]
 [805.6064 ]]"
6,"[[1161.6472]
 [1148.2677]
 [1144.6125]
 [1133.7471]
 [1159.4081]
 [1164.4507]
 [1094.9692]
 [1154.1057]
 [1117.165 ]
 [1172.0984]
 [1146.556 ]
 [1157.7717]
 [1144.0787]
 [1132.4368]
 [1174.1443]
 [1152.6653]
 [1129.1462]
 [1161.2975]
 [1177.6064]
 [1186.4032]
 [1186.6451]
 [1171.393 ]
 [1174.1483]
 [1151.1614]
 [1131.3625]
 [1169.5558]
 [1179.0406]
 [1150.709 ]
 [1136.0476]
 [1173.8456]
 [1182.4163]
 [1117.6743]
 [1123.2684]
 [1139.6417]
 [1166.6116]
 [1191.3518]
 [1112.7588]
 [1112.5565]
 [1142.7661]
 [1179.5326]
 [1168.5933]
 [1153.956 ]
 [1192.2605]
 [1083.2905]
 [1202.8469]
 [1204.0891]
 [1179.8335]
 [1147.7052]
 [1135.224 ]
 [1158.5845]
 [1159.37  ]
 [1128.6996]
 [1129.8933]
 [1178.7202]
 [1174.2992]
 [1196.2644]
 [1116.6168]
 [1155.6927]
 [1128.3628]
 [1134.6671]
 [1161.3324]
 [1168.8478]
 [1135.9772]
 [1158.377 ]
 [1184.4208]
 [1180.0773]
 [1183.9098]
 [1146.2988]
 [1162.684 ]
 [1194.8202]
 [1192.8309]
 [1145.6979]
 [1130.4827]
 [1150.4252]
 [1141.1451]
 [1193.7317]
 [1188.0958]
 [1124.3315]
 [1175.6803]
 [1161.2535]
 [1147.5786]
 [1145.8032]
 [1196.6262]
 [1150.3243]
 [1148.0459]
 [1170.327 ]
 [1117.9902]
 [1143.5195]
 [1152.7511]
 [1146.2317]
 [1156.1566]
 [1143.0743]
 [1122.8458]
 [1116.3933]
 [1194.6844]
 [1190.5706]
 [1148.3772]
 [1166.8018]
 [1128.6086]
 [1130.5481]
 [1134.1704]
 [1165.2349]
 [1156.5311]
 [1110.2379]
 [1142.6396]
 [1117.5516]
 [1142.9243]
 [1166.629 ]
 [1144.7141]
 [1162.8416]
 [1153.9077]
 [1133.5182]
 [1169.5253]
 [1123.92  ]
 [1121.188 ]
 [1171.3789]
 [1137.4209]
 [1101.4369]
 [1144.0223]
 [1202.32  ]
 [1158.3768]
 [1195.3936]
 [1135.0361]
 [1128.7258]
 [1176.005 ]
 [1166.817 ]
 [1136.211 ]
 [1163.4556]]"
7,"[[1479.2019]
 [1476.992 ]
 [1510.1835]
 [1501.807 ]
 [1525.5015]
 [1487.0802]
 [1498.2557]
 [1547.7015]
 [1532.8345]
 [1500.8225]
 [1452.4583]
 [1474.7809]
 [1496.6299]
 [1468.572 ]
 [1521.2311]
 [1481.7745]
 [1513.496 ]
 [1507.4095]
 [1522.5549]
 [1524.6482]
 [1528.4669]
 [1538.842 ]
 [1455.6799]
 [1485.0682]
 [1455.5958]
 [1477.01  ]
 [1497.3422]
 [1531.8295]
 [1461.2682]
 [1504.1586]
 [1497.6855]
 [1484.7743]
 [1507.7958]
 [1454.4952]
 [1542.7526]
 [1531.9825]
 [1502.7255]
 [1545.7318]
 [1504.967 ]
 [1545.735 ]
 [1475.7178]
 [1498.5944]
 [1494.8864]
 [1550.1117]
 [1493.0978]
 [1513.861 ]
 [1537.2589]
 [1508.8989]
 [1525.0251]
 [1496.5459]
 [1536.3557]
 [1562.534 ]
 [1548.7601]
 [1535.1626]
 [1533.5244]
 [1495.5736]
 [1526.6368]
 [1480.9622]
 [1474.7299]
 [1500.9412]
 [1515.499 ]
 [1533.3799]
 [1523.0348]
 [1502.585 ]
 [1542.1512]
 [1503.3619]
 [1546.6406]
 [1511.4314]
 [1560.982 ]
 [1534.3073]
 [1564.0668]
 [1498.7753]
 [1491.373 ]
 [1502.5663]
 [1501.3003]
 [1506.688 ]
 [1523.8741]
 [1473.0042]
 [1457.2509]
 [1482.2017]
 [1477.627 ]
 [1495.7556]
 [1536.0154]
 [1540.9825]
 [1537.1995]
 [1474.458 ]
 [1543.8457]
 [1514.9686]
 [1497.6616]
 [1474.2507]
 [1565.1545]
 [1516.8357]
 [1545.0234]
 [1511.2542]
 [1512.6562]
 [1448.9066]
 [1516.5002]
 [1543.7566]
 [1545.1362]
 [1499.9733]
 [1517.7731]
 [1477.5276]
 [1507.4196]
 [1542.9833]
 [1498.7064]
 [1520.3165]
 [1507.7314]
 [1499.3284]
 [1497.0167]
 [1514.4098]
 [1506.238 ]
 [1500.063 ]
 [1528.9241]
 [1485.8557]
 [1562.1494]
 [1504.6005]
 [1475.7853]
 [1474.9562]
 [1495.2505]
 [1488.547 ]
 [1497.2972]
 [1457.2625]
 [1521.9933]
 [1517.6035]
 [1501.6234]
 [1514.6268]
 [1490.4797]
 [1534.2716]]"
8,"[[1762.7206]
 [1686.1315]
 [1714.2999]
 [1733.6567]
 [1777.1243]
 [1771.1283]
 [1754.3446]
 [1751.8889]
 [1753.363 ]
 [1723.7837]
 [1766.0525]
 [1780.7279]
 [1712.7712]
 [1795.8975]
 [1799.6013]
 [1720.7764]
 [1778.932 ]
 [1697.4259]
 [1741.1942]
 [1776.8213]
 [1735.7955]
 [1786.2538]
 [1698.0728]
 [1711.3923]
 [1761.7944]
 [1761.3798]
 [1717.808 ]
 [1735.9037]
 [1763.2616]
 [1742.6969]
 [1746.8339]
 [1778.2942]
 [1718.0806]
 [1729.5709]
 [1762.4268]
 [1783.0458]
 [1751.6293]
 [1692.6426]
 [1809.9451]
 [1750.378 ]
 [1703.3047]
 [1741.3766]
 [1769.4888]
 [1790.8334]
 [1716.2981]
 [1825.748 ]
 [1792.9427]
 [1683.8944]
 [1752.0795]
 [1718.9491]
 [1765.9159]
 [1779.3724]
 [1767.6403]
 [1784.202 ]
 [1694.3162]
 [1669.2565]
 [1771.6064]
 [1761.3264]
 [1749.4127]
 [1718.7062]
 [1711.3265]
 [1787.8014]
 [1747.0668]
 [1744.2673]
 [1726.3442]
 [1696.7516]
 [1784.5122]
 [1710.6824]
 [1799.0018]
 [1744.8429]
 [1692.135 ]
 [1776.5256]
 [1728.6643]
 [1752.5885]
 [1690.614 ]
 [1784.6317]
 [1737.055 ]
 [1717.6251]
 [1746.2992]
 [1754.8422]
 [1787.7727]
 [1712.748 ]
 [1688.656 ]
 [1696.9093]
 [1760.1066]
 [1676.4948]
 [1819.2012]
 [1760.0322]
 [1767.3413]
 [1738.7898]
 [1828.5112]
 [1797.0216]
 [1713.7728]
 [1778.6481]
 [1761.1267]
 [1767.0748]
 [1762.2301]
 [1732.4983]
 [1783.9478]
 [1771.4866]
 [1749.178 ]
 [1806.8832]
 [1723.1498]
 [1761.5621]
 [1724.1583]
 [1766.65  ]
 [1741.9497]
 [1742.0363]
 [1730.0719]
 [1733.601 ]
 [1766.4113]
 [1768.3818]
 [1721.2778]
 [1775.8506]
 [1791.1638]
 [1764.768 ]
 [1827.6007]
 [1718.708 ]
 [1714.303 ]
 [1730.5918]
 [1763.0095]
 [1698.8698]
 [1771.703 ]
 [1695.0288]
 [1833.7128]
 [1763.0297]
 [1754.2363]
 [1776.5951]]"
9,"[[2198.5403]
 [2054.2407]
 [2238.969 ]
 [2166.8965]
 [2218.2686]
 [2195.3037]
 [2173.7107]
 [2171.2117]
 [2179.1646]
 [2249.059 ]
 [2201.0771]
 [2194.273 ]
 [2223.946 ]
 [2195.4648]
 [2200.8977]
 [2215.0386]
 [2221.9182]
 [2191.4902]
 [2220.5906]
 [2134.1912]
 [2252.711 ]
 [2282.5815]
 [2156.1943]
 [2249.546 ]
 [2235.398 ]
 [2259.8362]
 [2198.085 ]
 [2201.2034]
 [2142.933 ]
 [2229.518 ]
 [2077.606 ]
 [2183.2083]
 [2230.9456]
 [2205.1824]
 [2192.858 ]
 [2216.4155]
 [2173.667 ]
 [2180.021 ]
 [2208.1494]
 [2196.0767]
 [2222.1697]
 [2237.554 ]
 [2180.5237]
 [2220.87  ]
 [2141.729 ]
 [2206.0308]
 [2223.7156]
 [2188.8303]
 [2171.8184]
 [2202.8105]
 [2201.545 ]
 [2242.593 ]
 [2231.2942]
 [2228.965 ]
 [2247.7534]
 [2116.339 ]
 [2214.334 ]
 [2163.264 ]
 [2198.5386]
 [2215.9548]
 [2215.6309]
 [2246.6099]
 [2132.2078]
 [2166.2917]
 [2247.7305]
 [2197.6235]
 [2142.6714]
 [2151.335 ]
 [2135.972 ]
 [2209.9014]
 [2296.1172]
 [2209.4465]
 [2228.6182]
 [2211.976 ]
 [2160.354 ]
 [2222.7356]
 [2166.5046]
 [2190.9207]
 [2183.0242]
 [2227.8347]
 [2262.5356]
 [2266.1018]
 [2128.293 ]
 [2158.1565]
 [2183.43  ]
 [2224.4363]
 [2271.6177]
 [2109.6692]
 [2232.606 ]
 [2259.3218]
 [2230.3257]
 [2169.8892]
 [2309.4233]
 [2208.9888]
 [2207.074 ]
 [2128.7627]
 [2171.2048]
 [2203.0107]
 [2101.3472]
 [2230.5125]
 [2185.715 ]
 [2137.6167]
 [2210.1106]
 [2275.5376]
 [2225.1953]
 [2274.3706]
 [2183.5762]
 [2201.7507]
 [2157.9614]
 [2231.794 ]
 [2211.0303]
 [2245.9788]
 [2161.8284]
 [2282.712 ]
 [2236.4983]
 [2220.071 ]
 [2143.4062]
 [2254.967 ]
 [2216.846 ]
 [2252.7754]
 [2169.1187]
 [2228.4368]
 [2228.9631]
 [2185.6387]
 [2204.9336]
 [2169.986 ]
 [2189.8958]
 [2161.4575]]"
10,"[[2372.968 ]
 [2420.5117]
 [2383.8093]
 [2425.7332]
 [2428.522 ]
 [2383.4941]
 [2415.9976]
 [2464.6267]
 [2455.1282]
 [2352.9297]
 [2471.2869]
 [2493.7522]
 [2450.9763]
 [2351.1838]
 [2490.5374]
 [2414.0078]
 [2465.352 ]
 [2357.2458]
 [2439.4026]
 [2360.6968]
 [2372.3877]
 [2476.7869]
 [2375.4685]
 [2471.821 ]
 [2487.7102]
 [2473.4468]
 [2349.1604]
 [2420.4766]
 [2336.6597]
 [2461.6116]
 [2391.174 ]
 [2394.9963]
 [2423.0334]
 [2440.9727]
 [2533.0994]
 [2465.4985]
 [2384.4678]
 [2389.3594]
 [2473.9177]
 [2429.8323]
 [2424.5928]
 [2481.4607]
 [2406.364 ]
 [2498.5442]
 [2524.5962]
 [2377.3354]
 [2402.6165]
 [2405.6914]
 [2417.4001]
 [2460.2625]
 [2472.8455]
 [2456.613 ]
 [2422.6787]
 [2555.074 ]
 [2455.2698]
 [2386.5369]
 [2473.6646]
 [2452.8943]
 [2393.2993]
 [2432.8223]
 [2391.6367]
 [2439.8354]
 [2497.8303]
 [2469.4111]
 [2466.6794]
 [2370.6995]
 [2345.151 ]
 [2336.7944]
 [2442.133 ]
 [2486.905 ]
 [2485.2373]
 [2493.5344]
 [2366.229 ]
 [2540.4636]
 [2434.4202]
 [2417.7078]
 [2363.0632]
 [2450.8408]
 [2413.4028]
 [2407.0955]
 [2424.6914]
 [2481.7512]
 [2415.732 ]
 [2439.2466]
 [2455.0833]
 [2408.0388]
 [2473.5266]
 [2446.0974]
 [2538.8645]
 [2446.05  ]
 [2448.4714]
 [2482.9097]
 [2384.3438]
 [2471.5688]
 [2463.4663]
 [2487.0667]
 [2480.7803]
 [2367.2727]
 [2473.414 ]
 [2496.9248]
 [2411.4878]
 [2351.5164]
 [2428.8232]
 [2433.512 ]
 [2402.941 ]
 [2401.2437]
 [2441.9868]
 [2383.3164]
 [2423.6633]
 [2469.6353]
 [2503.7102]
 [2401.4846]
 [2437.2988]
 [2416.744 ]
 [2359.35  ]
 [2492.5232]
 [2489.2969]
 [2438.8438]
 [2462.0596]
 [2443.9058]
 [2518.9841]
 [2437.2966]
 [2402.7456]
 [2341.1113]
 [2425.8572]
 [2458.8748]
 [2461.0317]
 [2464.098 ]]"
