episode,total_reward
1,"[[7.6886888]
 [7.688682 ]
 [7.6882668]
 [7.687619 ]
 [7.688752 ]
 [7.688752 ]
 [7.6900263]
 [7.6900263]
 [7.690296 ]
 [7.6922617]
 [7.697829 ]
 [7.700236 ]
 [7.705243 ]
 [7.730199 ]
 [7.7601724]
 [7.776771 ]
 [7.7798343]
 [7.7944007]
 [7.795202 ]
 [7.7862763]
 [7.778929 ]
 [7.770246 ]
 [7.7581186]
 [7.7562757]
 [7.7587023]
 [7.764893 ]
 [7.768123 ]
 [7.7728767]
 [7.774726 ]
 [7.778587 ]
 [7.783895 ]
 [7.790917 ]
 [7.792722 ]
 [7.79839  ]
 [7.801468 ]
 [7.807008 ]
 [7.8089285]
 [7.8112216]
 [7.811243 ]
 [7.811533 ]
 [7.8115544]
 [7.8120403]
 [7.812137 ]
 [7.812139 ]
 [7.8120747]
 [7.8121576]
 [7.81207  ]
 [7.812059 ]
 [7.812161 ]
 [7.812036 ]
 [7.811785 ]
 [7.8121576]
 [7.8121576]
 [7.8121567]
 [7.812157 ]
 [7.8121557]
 [7.812156 ]
 [7.812155 ]
 [7.8121576]
 [7.812158 ]
 [7.8121576]
 [7.8121576]
 [7.81216  ]
 [7.812184 ]]"
2,"[[-30.409584]
 [-30.307114]
 [-30.048033]
 [-29.837793]
 [-29.566223]
 [-28.95099 ]
 [-28.741177]
 [-28.740196]
 [-28.725176]
 [-28.680933]
 [-28.628937]
 [-28.628208]
 [-28.586637]
 [-28.58642 ]
 [-28.584145]
 [-28.577482]
 [-28.574362]
 [-28.579771]
 [-28.587349]
 [-28.600494]
 [-28.619919]
 [-28.619596]
 [-28.620525]
 [-28.605848]
 [-28.599838]
 [-28.547777]
 [-28.5053  ]
 [-28.433958]
 [-28.397793]
 [-28.355305]
 [-28.298326]
 [-28.290014]
 [-28.272068]
 [-28.26077 ]
 [-28.257278]
 [-28.254051]
 [-28.251303]
 [-28.249441]
 [-28.245161]
 [-28.239695]
 [-28.237766]
 [-28.231379]
 [-28.215517]
 [-28.219782]
 [-28.21083 ]
 [-28.205276]
 [-28.194813]
 [-28.186512]
 [-28.175385]
 [-28.17247 ]
 [-28.171955]
 [-28.169071]
 [-28.163824]
 [-28.164162]
 [-28.1623  ]
 [-28.162281]
 [-28.161764]
 [-28.161268]
 [-28.16192 ]
 [-28.160847]
 [-28.16063 ]
 [-28.160543]
 [-28.160528]
 [-28.16144 ]]"
3,"[[-126.21048 ]
 [-125.90212 ]
 [-125.1177  ]
 [-124.616   ]
 [-124.20444 ]
 [-123.93037 ]
 [-123.87826 ]
 [-123.84406 ]
 [-123.69525 ]
 [-123.62712 ]
 [-123.52212 ]
 [-123.52168 ]
 [-123.51871 ]
 [-123.50657 ]
 [-123.45934 ]
 [-123.393456]
 [-123.39319 ]
 [-123.30894 ]
 [-123.30866 ]
 [-123.300964]
 [-123.2776  ]
 [-123.26251 ]
 [-123.19963 ]
 [-123.18382 ]
 [-123.16178 ]
 [-123.12095 ]
 [-123.05188 ]
 [-123.04716 ]
 [-122.992676]
 [-122.948204]
 [-122.93542 ]
 [-122.926926]
 [-122.858376]
 [-122.8002  ]
 [-122.667404]
 [-122.582825]
 [-122.47773 ]
 [-122.32742 ]
 [-122.30387 ]
 [-122.25725 ]
 [-122.25183 ]
 [-122.218636]
 [-122.20916 ]
 [-122.202705]
 [-122.1962  ]
 [-122.194534]
 [-122.18731 ]
 [-122.17927 ]
 [-122.17564 ]
 [-122.16367 ]
 [-122.15272 ]
 [-122.07415 ]
 [-122.14511 ]
 [-122.13859 ]
 [-122.11487 ]
 [-122.10962 ]
 [-122.08426 ]
 [-122.07227 ]
 [-122.05636 ]
 [-122.05122 ]
 [-122.05117 ]
 [-122.05016 ]
 [-122.03603 ]
 [-122.04424 ]]"
4,"[[-241.71236]
 [-241.72404]
 [-241.80365]
 [-241.86002]
 [-241.87358]
 [-241.87688]
 [-241.87445]
 [-241.85234]
 [-241.85123]
 [-241.80367]
 [-241.75435]
 [-241.71283]
 [-241.5134 ]
 [-241.4019 ]
 [-241.20798]
 [-241.20685]
 [-241.19981]
 [-241.17363]
 [-241.06169]
 [-240.87254]
 [-240.87141]
 [-240.86765]
 [-240.60718]
 [-240.6059 ]
 [-240.58054]
 [-240.50365]
 [-240.45291]
 [-240.23827]
 [-240.18256]
 [-240.10588]
 [-239.97093]
 [-239.76195]
 [-239.74924]
 [-239.60078]
 [-239.49008]
 [-239.46098]
 [-239.44368]
 [-239.27803]
 [-239.15459]
 [-238.9474 ]
 [-238.84045]
 [-238.70988]
 [-238.64484]
 [-238.64293]
 [-238.501  ]
 [-238.46652]
 [-238.39711]
 [-238.38895]
 [-238.33893]
 [-238.32474]
 [-238.31575]
 [-238.30597]
 [-238.30301]
 [-238.29243]
 [-238.28056]
 [-238.27522]
 [-238.25754]
 [-238.24124]
 [-238.26364]
 [-238.22935]
 [-238.21967]
 [-238.18419]
 [-238.17639]
 [-238.13855]]"
5,"[[-371.81424]
 [-371.9087 ]
 [-372.09753]
 [-372.24655]
 [-372.67465]
 [-372.75797]
 [-372.89453]
 [-373.20218]
 [-373.27417]
 [-373.50403]
 [-373.55408]
 [-373.6739 ]
 [-373.73532]
 [-373.81702]
 [-373.9486 ]
 [-373.94452]
 [-374.0136 ]
 [-374.0187 ]
 [-374.04193]
 [-374.05807]
 [-374.04755]
 [-374.00674]
 [-373.92178]
 [-373.91754]
 [-373.91074]
 [-373.89484]
 [-373.83652]
 [-373.73975]
 [-373.73456]
 [-373.72778]
 [-373.68967]
 [-373.57132]
 [-373.56436]
 [-373.53915]
 [-373.4661 ]
 [-373.40976]
 [-373.13083]
 [-373.05017]
 [-372.93958]
 [-372.74527]
 [-372.43637]
 [-372.41196]
 [-372.26886]
 [-372.17218]
 [-371.99783]
 [-371.94977]
 [-371.92084]
 [-371.67966]
 [-371.50156]
 [-371.20102]
 [-371.0453 ]
 [-370.86343]
 [-370.77878]
 [-370.77625]
 [-370.60138]
 [-370.5606 ]
 [-370.48123]
 [-370.47156]
 [-370.4134 ]
 [-370.3975 ]
 [-370.38647]
 [-370.3747 ]
 [-370.3711 ]
 [-370.35782]]"
6,"[[-507.59534]
 [-507.71796]
 [-507.88492]
 [-507.8963 ]
 [-508.2927 ]
 [-508.5994 ]
 [-508.6766 ]
 [-509.1786 ]
 [-509.3229 ]
 [-509.43652]
 [-509.617  ]
 [-509.99734]
 [-510.02686]
 [-510.0853 ]
 [-510.35928]
 [-510.42368]
 [-510.49042]
 [-510.5864 ]
 [-510.6739 ]
 [-510.7992 ]
 [-511.02313]
 [-511.02594]
 [-511.17075]
 [-511.19376]
 [-511.25818]
 [-511.31918]
 [-511.56113]
 [-511.6159 ]
 [-511.73032]
 [-511.855  ]
 [-511.8557 ]
 [-511.8589 ]
 [-511.87296]
 [-511.92877]
 [-511.9651 ]
 [-512.0086 ]
 [-512.0084 ]
 [-512.00806]
 [-512.03076]
 [-512.0896 ]
 [-512.0863 ]
 [-512.0879 ]
 [-512.1028 ]
 [-512.10895]
 [-512.13586]
 [-512.05804]
 [-511.94214]
 [-511.73383]
 [-511.38782]
 [-511.36267]
 [-511.203  ]
 [-511.0949 ]
 [-510.89685]
 [-510.84192]
 [-510.80884]
 [-510.52982]
 [-510.32266]
 [-509.96732]
 [-509.7801 ]
 [-509.55786]
 [-509.5235 ]
 [-509.45053]
 [-509.44736]
 [-509.23148]]"
7,"[[-661.13763]
 [-661.31744]
 [-661.5553 ]
 [-661.5688 ]
 [-662.10706]
 [-662.5163 ]
 [-662.6168 ]
 [-663.3504 ]
 [-663.62933]
 [-663.8289 ]
 [-664.09595]
 [-664.70496]
 [-664.7505 ]
 [-664.84814]
 [-665.3514 ]
 [-665.4682 ]
 [-665.5907 ]
 [-665.7688 ]
 [-665.8462 ]
 [-665.9311 ]
 [-666.009  ]
 [-666.13904]
 [-666.1698 ]
 [-666.5884 ]
 [-666.58984]
 [-666.6248 ]
 [-666.85815]
 [-666.8987 ]
 [-667.0167 ]
 [-667.12933]
 [-667.5584 ]
 [-667.5907 ]
 [-667.65924]
 [-667.9026 ]
 [-668.25024]
 [-668.2733 ]
 [-668.2756 ]
 [-668.28564]
 [-668.3234 ]
 [-668.4582 ]
 [-668.5339 ]
 [-668.62177]
 [-668.62286]
 [-668.6255 ]
 [-668.6768 ]
 [-668.81116]
 [-668.81195]
 [-668.827  ]
 [-668.8744 ]
 [-668.90094]
 [-669.00885]
 [-668.8963 ]
 [-668.7326 ]
 [-668.4433 ]
 [-667.98645]
 [-667.9569 ]
 [-667.88293]
 [-667.7414 ]
 [-667.59784]
 [-667.3304 ]
 [-667.2572 ]
 [-667.2134 ]
 [-666.82837]
 [-666.54236]]"
8,"[[-804.18317]
 [-804.45844]
 [-804.7982 ]
 [-804.90607]
 [-805.5713 ]
 [-806.10516]
 [-806.3165 ]
 [-807.1709 ]
 [-807.5849 ]
 [-807.9466 ]
 [-808.06915]
 [-808.42236]
 [-808.6951 ]
 [-809.29266]
 [-809.50916]
 [-809.68726]
 [-809.91284]
 [-810.36334]
 [-810.6563 ]
 [-810.9214 ]
 [-811.195  ]
 [-811.5252 ]
 [-811.74176]
 [-811.9674 ]
 [-812.1766 ]
 [-812.4316 ]
 [-812.59186]
 [-813.1172 ]
 [-813.21796]
 [-813.33905]
 [-813.637  ]
 [-813.74115]
 [-813.91895]
 [-814.08795]
 [-814.55194]
 [-814.6511 ]
 [-814.7765 ]
 [-815.0476 ]
 [-815.14655]
 [-815.473  ]
 [-815.5478 ]
 [-815.597  ]
 [-815.6515 ]
 [-815.7347 ]
 [-815.935  ]
 [-816.07697]
 [-816.2276 ]
 [-816.26526]
 [-816.30475]
 [-816.3941 ]
 [-816.54114]
 [-816.57904]
 [-816.6272 ]
 [-816.67706]
 [-816.7225 ]
 [-816.7675 ]
 [-816.6837 ]
 [-816.5902 ]
 [-816.4463 ]
 [-816.16956]
 [-815.7164 ]
 [-815.6978 ]
 [-815.6364 ]
 [-815.5055 ]]"
9,"[[-942.5025 ]
 [-942.4702 ]
 [-942.43555]
 [-942.41736]
 [-942.4185 ]
 [-942.4073 ]
 [-942.3999 ]
 [-942.3998 ]
 [-942.3889 ]
 [-942.3713 ]
 [-942.3688 ]
 [-942.361  ]
 [-942.3557 ]
 [-942.3351 ]
 [-942.31714]
 [-942.32227]
 [-942.3772 ]
 [-942.474  ]
 [-942.5681 ]
 [-942.884  ]
 [-943.3981 ]
 [-944.1747 ]
 [-944.6315 ]
 [-945.59393]
 [-946.1238 ]
 [-946.686  ]
 [-949.01306]
 [-949.97363]
 [-951.87683]
 [-953.7513 ]
 [-954.09766]
 [-954.4087 ]
 [-954.6579 ]
 [-954.82404]
 [-954.84686]
 [-955.7988 ]
 [-956.521  ]
 [-956.69696]
 [-956.7692 ]
 [-957.9658 ]
 [-958.4432 ]
 [-958.741  ]
 [-958.8295 ]
 [-958.83   ]
 [-959.1993 ]
 [-959.45984]
 [-960.33966]
 [-960.33966]
 [-960.43805]
 [-960.5649 ]
 [-960.62805]
 [-960.76483]
 [-961.09607]
 [-961.22296]
 [-961.2819 ]
 [-961.3118 ]
 [-961.52704]
 [-961.5449 ]
 [-961.73865]
 [-961.9042 ]
 [-961.9071 ]
 [-961.9459 ]
 [-962.23126]
 [-962.30725]]"
10,"[[-1290.5607]
 [-1287.0303]
 [-1283.5049]
 [-1280.0142]
 [-1276.5837]
 [-1273.1527]
 [-1269.7667]
 [-1266.4465]
 [-1263.1523]
 [-1259.8557]
 [-1256.6625]
 [-1253.5143]
 [-1250.3352]
 [-1247.2805]
 [-1244.2227]
 [-1241.2131]
 [-1238.3125]
 [-1235.3475]
 [-1232.4772]
 [-1229.7336]
 [-1226.9755]
 [-1224.2699]
 [-1221.6404]
 [-1219.0773]
 [-1216.5154]
 [-1214.012 ]
 [-1211.7179]
 [-1209.2781]
 [-1207.0171]
 [-1204.7076]
 [-1202.3787]
 [-1200.0674]
 [-1197.7604]
 [-1195.4697]
 [-1193.2391]
 [-1191.0776]
 [-1188.9387]
 [-1186.8   ]
 [-1184.6702]
 [-1182.635 ]
 [-1180.6029]
 [-1178.5442]
 [-1176.5125]
 [-1174.4845]
 [-1172.4922]
 [-1170.5035]
 [-1168.5963]
 [-1166.6215]
 [-1164.661 ]
 [-1162.7345]
 [-1160.8201]
 [-1158.8959]
 [-1157.07  ]
 [-1155.1948]
 [-1153.3978]
 [-1151.6174]
 [-1149.8463]
 [-1148.0891]
 [-1146.4028]
 [-1144.7196]
 [-1143.0612]
 [-1141.437 ]
 [-1139.8132]
 [-1138.2244]]"
