episode,total_reward
1,"[[6.0893817]
 [5.7970605]
 [6.5115676]
 [6.2361546]
 [7.152332 ]
 [5.884489 ]
 [7.474533 ]
 [5.62986  ]
 [7.3620634]
 [5.475715 ]
 [8.408539 ]
 [6.157669 ]
 [6.953497 ]
 [7.0923004]
 [6.7653656]
 [7.045211 ]
 [6.2661233]
 [8.048463 ]
 [6.5990996]
 [6.885523 ]
 [6.200074 ]
 [7.1449947]
 [7.2013645]
 [8.148521 ]
 [6.7934685]
 [7.6537967]
 [6.088517 ]
 [5.982502 ]
 [7.4173226]
 [8.104758 ]
 [6.633602 ]
 [6.8886986]
 [6.678999 ]
 [6.6604424]
 [7.370351 ]
 [5.567936 ]
 [6.4042563]
 [6.190404 ]
 [6.3322334]
 [6.654922 ]
 [6.421497 ]
 [6.638687 ]
 [6.995239 ]
 [6.6671286]
 [6.126678 ]
 [6.1358705]
 [6.603574 ]
 [7.098354 ]
 [7.8315864]
 [7.8334694]
 [7.582074 ]
 [7.102441 ]
 [6.269664 ]
 [6.1437135]
 [6.6015306]
 [5.872141 ]
 [8.2877   ]
 [5.8067017]
 [6.14066  ]
 [8.086581 ]
 [6.7956386]
 [7.7395205]
 [7.5280814]
 [6.409533 ]]"
2,"[[40.39725 ]
 [42.416912]
 [37.22307 ]
 [40.54249 ]
 [44.958443]
 [36.814716]
 [44.81864 ]
 [43.325836]
 [41.325058]
 [40.372692]
 [39.991734]
 [43.818375]
 [39.854515]
 [40.067905]
 [35.86778 ]
 [44.491146]
 [39.06152 ]
 [40.194717]
 [40.032078]
 [40.87252 ]
 [46.20344 ]
 [39.610134]
 [41.300076]
 [42.47611 ]
 [43.9675  ]
 [38.00497 ]
 [39.357742]
 [43.791145]
 [40.64808 ]
 [39.804203]
 [36.685795]
 [39.35937 ]
 [36.659393]
 [41.840668]
 [39.298504]
 [40.46164 ]
 [40.496597]
 [37.73935 ]
 [36.523136]
 [41.097107]
 [37.957584]
 [34.07663 ]
 [38.573265]
 [40.75943 ]
 [39.686287]
 [42.766434]
 [40.151253]
 [41.728477]
 [42.30808 ]
 [36.26814 ]
 [42.104084]
 [39.129482]
 [39.416862]
 [44.356525]
 [44.101032]
 [44.51879 ]
 [42.241432]
 [41.718204]
 [38.846725]
 [44.757767]
 [43.95431 ]
 [46.468204]
 [42.074837]
 [40.356094]]"
3,"[[74.966675]
 [78.45713 ]
 [69.57608 ]
 [66.570885]
 [74.29958 ]
 [68.32805 ]
 [74.6302  ]
 [77.57258 ]
 [67.289696]
 [71.74433 ]
 [72.22139 ]
 [70.56217 ]
 [71.959785]
 [76.71364 ]
 [68.45593 ]
 [77.25487 ]
 [74.3754  ]
 [75.144035]
 [67.51986 ]
 [65.604805]
 [63.523205]
 [67.52117 ]
 [68.7731  ]
 [77.83247 ]
 [67.7851  ]
 [74.03789 ]
 [63.571114]
 [80.8954  ]
 [68.20661 ]
 [74.8955  ]
 [58.38852 ]
 [76.993004]
 [79.53875 ]
 [73.79254 ]
 [67.73056 ]
 [66.87327 ]
 [75.322365]
 [71.089264]
 [70.5601  ]
 [70.96121 ]
 [77.19246 ]
 [79.05971 ]
 [72.853806]
 [70.51058 ]
 [66.39815 ]
 [80.90055 ]
 [79.76809 ]
 [80.110954]
 [75.30728 ]
 [64.11156 ]
 [75.28431 ]
 [70.103615]
 [69.83855 ]
 [61.17864 ]
 [71.947525]
 [72.707535]
 [70.59544 ]
 [68.33786 ]
 [75.41799 ]
 [83.39534 ]
 [75.376656]
 [79.243164]
 [72.379456]
 [76.526184]]"
4,"[[106.25165 ]
 [105.41357 ]
 [ 98.25271 ]
 [103.898315]
 [114.15112 ]
 [102.9917  ]
 [ 93.4865  ]
 [104.65393 ]
 [115.36856 ]
 [100.72861 ]
 [101.82428 ]
 [107.97057 ]
 [103.79332 ]
 [104.94463 ]
 [108.224915]
 [103.998795]
 [104.2107  ]
 [100.90821 ]
 [102.35199 ]
 [104.83895 ]
 [102.15132 ]
 [ 99.75596 ]
 [106.449715]
 [114.54661 ]
 [109.09899 ]
 [ 97.216995]
 [105.89701 ]
 [104.613525]
 [100.14337 ]
 [103.258446]
 [102.974525]
 [102.92473 ]
 [114.26898 ]
 [110.94441 ]
 [113.97196 ]
 [109.35347 ]
 [102.24045 ]
 [ 97.27784 ]
 [106.22614 ]
 [106.84588 ]
 [111.57432 ]
 [ 87.777885]
 [108.78769 ]
 [101.17194 ]
 [109.453   ]
 [113.41328 ]
 [109.282585]
 [102.11752 ]
 [ 99.65788 ]
 [ 97.446976]
 [114.0061  ]
 [118.9816  ]
 [ 97.695114]
 [114.85618 ]
 [105.84978 ]
 [100.59982 ]
 [105.20899 ]
 [109.92806 ]
 [104.85341 ]
 [108.33886 ]
 [ 94.84096 ]
 [106.83378 ]
 [ 97.58492 ]
 [111.80359 ]]"
5,"[[135.34619 ]
 [129.86586 ]
 [140.43713 ]
 [134.50798 ]
 [129.48639 ]
 [134.70673 ]
 [141.65819 ]
 [138.26419 ]
 [128.5002  ]
 [134.51271 ]
 [132.58192 ]
 [146.21622 ]
 [138.73557 ]
 [137.86038 ]
 [143.3186  ]
 [141.0375  ]
 [134.17287 ]
 [138.53226 ]
 [129.9052  ]
 [130.247   ]
 [132.21753 ]
 [132.28665 ]
 [146.7963  ]
 [122.28937 ]
 [114.83824 ]
 [141.17757 ]
 [135.9433  ]
 [140.9778  ]
 [135.83408 ]
 [122.047615]
 [127.21306 ]
 [142.74959 ]
 [126.11006 ]
 [132.80911 ]
 [139.88261 ]
 [141.95476 ]
 [132.79536 ]
 [131.80847 ]
 [150.71375 ]
 [146.54019 ]
 [132.86661 ]
 [144.66478 ]
 [140.23883 ]
 [137.93736 ]
 [129.74135 ]
 [130.23254 ]
 [124.85899 ]
 [142.95981 ]
 [142.70723 ]
 [130.36511 ]
 [126.732864]
 [132.82423 ]
 [127.43596 ]
 [134.39183 ]
 [116.63791 ]
 [131.57782 ]
 [144.3632  ]
 [122.30413 ]
 [127.18786 ]
 [137.01233 ]
 [135.42299 ]
 [142.89676 ]
 [135.75583 ]
 [129.95879 ]]"
6,"[[174.0285 ]
 [163.57906]
 [158.20247]
 [178.834  ]
 [143.03687]
 [169.42476]
 [169.84041]
 [161.92812]
 [163.46675]
 [172.84387]
 [173.21004]
 [147.64757]
 [168.58145]
 [158.8131 ]
 [177.07439]
 [158.40689]
 [160.57472]
 [171.18279]
 [164.64264]
 [152.41069]
 [156.91756]
 [161.67523]
 [163.532  ]
 [153.45262]
 [147.58315]
 [155.70187]
 [174.01295]
 [170.18942]
 [151.81   ]
 [150.06424]
 [167.04898]
 [155.54855]
 [150.51645]
 [179.08902]
 [163.68881]
 [179.086  ]
 [168.66956]
 [155.92897]
 [171.01321]
 [185.80518]
 [174.47888]
 [158.92293]
 [167.50893]
 [157.66663]
 [167.73244]
 [169.23198]
 [166.54063]
 [149.2806 ]
 [160.17964]
 [163.42758]
 [182.55292]
 [151.61057]
 [165.77357]
 [160.3397 ]
 [181.56032]
 [162.8166 ]
 [157.75952]
 [160.21857]
 [163.43939]
 [171.65039]
 [141.23387]
 [160.24553]
 [163.97711]
 [153.37917]]"
7,"[[204.40608]
 [189.58588]
 [199.82535]
 [197.189  ]
 [181.31004]
 [184.38567]
 [180.33057]
 [184.79292]
 [189.53822]
 [177.1659 ]
 [193.98625]
 [166.59859]
 [192.41597]
 [179.56294]
 [202.82773]
 [192.37256]
 [206.39758]
 [172.31087]
 [184.63362]
 [187.96988]
 [204.74985]
 [186.29605]
 [188.48111]
 [181.87827]
 [182.21443]
 [194.2646 ]
 [196.3515 ]
 [182.04312]
 [198.5331 ]
 [206.64798]
 [171.56612]
 [191.58682]
 [188.49309]
 [167.65305]
 [186.9513 ]
 [176.86493]
 [191.99522]
 [195.4964 ]
 [176.74564]
 [207.41403]
 [181.87012]
 [192.87297]
 [193.80939]
 [203.12334]
 [189.48682]
 [186.26537]
 [179.5938 ]
 [194.7268 ]
 [184.88776]
 [205.31688]
 [200.54456]
 [193.23189]
 [181.64818]
 [198.19307]
 [193.58505]
 [183.09264]
 [181.239  ]
 [202.86859]
 [195.86823]
 [187.74641]
 [209.08638]
 [191.11374]
 [189.93863]
 [188.20343]]"
8,"[[220.96405]
 [232.62347]
 [225.51822]
 [202.40758]
 [219.86206]
 [212.94202]
 [230.9183 ]
 [223.13998]
 [204.81064]
 [234.17221]
 [203.13802]
 [219.55106]
 [232.11331]
 [229.74332]
 [219.54758]
 [223.16447]
 [203.82639]
 [203.32983]
 [245.30713]
 [231.12122]
 [220.22649]
 [237.6212 ]
 [233.414  ]
 [212.04482]
 [225.3532 ]
 [228.14604]
 [227.95862]
 [231.41257]
 [233.31487]
 [221.06372]
 [243.41801]
 [219.59093]
 [214.30916]
 [231.32462]
 [228.03856]
 [217.9737 ]
 [221.30542]
 [212.20256]
 [216.03839]
 [220.2943 ]
 [232.02515]
 [222.74503]
 [238.99557]
 [218.1124 ]
 [217.53822]
 [228.46004]
 [220.82922]
 [233.0368 ]
 [237.45288]
 [218.02884]
 [223.88847]
 [219.99095]
 [222.8414 ]
 [225.67218]
 [208.82265]
 [226.55725]
 [235.06564]
 [214.02065]
 [237.17345]
 [233.43887]
 [189.28773]
 [220.31274]
 [234.61464]
 [217.63333]]"
9,"[[265.90067]
 [257.26538]
 [291.26065]
 [258.95416]
 [291.60138]
 [262.44162]
 [279.3775 ]
 [272.5244 ]
 [270.19235]
 [267.1847 ]
 [262.60458]
 [272.5124 ]
 [264.71405]
 [277.89145]
 [276.04034]
 [272.3735 ]
 [269.67807]
 [259.65103]
 [296.5579 ]
 [298.9392 ]
 [273.75186]
 [293.77917]
 [273.84488]
 [269.03094]
 [282.82764]
 [265.6553 ]
 [282.13727]
 [279.09958]
 [282.16425]
 [269.10373]
 [278.15726]
 [268.57816]
 [263.8629 ]
 [262.00198]
 [269.42438]
 [272.00467]
 [289.2473 ]
 [270.55496]
 [275.8103 ]
 [276.77353]
 [280.53146]
 [271.20438]
 [268.2647 ]
 [294.32852]
 [284.2425 ]
 [253.5334 ]
 [279.07086]
 [261.16495]
 [279.67703]
 [293.80334]
 [256.49722]
 [285.0815 ]
 [263.53403]
 [252.99713]
 [273.61783]
 [265.0059 ]
 [291.29938]
 [259.96548]
 [275.19073]
 [288.44617]
 [282.33023]
 [278.5839 ]
 [285.70795]
 [279.8094 ]]"
10,"[[293.59436]
 [310.2027 ]
 [310.40106]
 [321.9187 ]
 [313.17987]
 [310.37064]
 [306.94287]
 [296.40594]
 [294.89658]
 [310.56155]
 [308.87936]
 [312.8024 ]
 [299.3339 ]
 [329.90466]
 [300.8844 ]
 [320.43658]
 [316.19556]
 [310.0912 ]
 [287.5873 ]
 [306.21878]
 [313.04547]
 [305.70288]
 [313.14008]
 [310.7154 ]
 [322.67706]
 [299.52396]
 [333.44937]
 [316.49237]
 [316.56012]
 [306.88885]
 [309.70688]
 [330.92606]
 [324.91827]
 [285.79996]
 [326.31305]
 [320.21704]
 [313.71747]
 [324.21313]
 [316.04642]
 [326.10425]
 [314.90988]
 [300.88922]
 [295.54208]
 [320.8142 ]
 [317.37122]
 [303.71133]
 [313.9538 ]
 [324.45752]
 [326.5083 ]
 [322.7757 ]
 [307.73846]
 [303.6189 ]
 [310.51416]
 [316.355  ]
 [309.51453]
 [322.03314]
 [320.2755 ]
 [331.32825]
 [316.88318]
 [332.95935]
 [317.36987]
 [316.94208]
 [301.756  ]
 [326.99298]]"
