episode,total_reward
1,"[[-132.56189]
 [-132.56522]
 [-132.6007 ]
 [-132.7021 ]
 [-132.84502]
 [-132.5561 ]
 [-132.61067]
 [-132.59042]
 [-132.62589]
 [-132.5622 ]
 [-132.67677]
 [-132.57635]
 [-132.60834]
 [-132.91687]
 [-132.61557]
 [-132.68411]
 [-132.696  ]
 [-132.73843]
 [-132.62402]
 [-132.56259]
 [-132.66595]
 [-132.74164]
 [-132.62013]
 [-132.64087]
 [-132.70914]
 [-132.5618 ]
 [-132.6644 ]
 [-132.65565]
 [-132.58725]
 [-132.55957]
 [-132.59715]
 [-132.7706 ]
 [-132.62006]
 [-132.57281]
 [-132.79932]
 [-132.61166]
 [-132.62679]
 [-132.54915]
 [-132.68117]
 [-132.6804 ]
 [-132.5752 ]
 [-132.6369 ]
 [-132.54701]
 [-132.62837]
 [-132.56099]
 [-132.56422]
 [-132.6703 ]
 [-132.77176]
 [-132.7876 ]
 [-132.68405]
 [-132.55826]
 [-132.73732]
 [-132.61691]
 [-132.67363]
 [-132.78868]
 [-132.58498]
 [-132.6649 ]
 [-132.6835 ]
 [-132.7524 ]
 [-132.73392]
 [-132.65172]
 [-132.56187]
 [-132.6122 ]
 [-132.57802]
 [-132.65456]
 [-132.66933]
 [-132.70741]
 [-132.82484]
 [-132.62415]
 [-132.82181]
 [-132.58202]
 [-132.5561 ]
 [-132.75912]
 [-132.70995]
 [-132.6536 ]
 [-132.69768]
 [-132.62886]
 [-132.61105]
 [-132.76614]
 [-132.55963]
 [-132.75758]
 [-132.8281 ]
 [-132.63751]
 [-132.58484]
 [-132.7027 ]
 [-132.65892]
 [-132.6079 ]
 [-132.62347]
 [-132.82524]
 [-132.75964]
 [-132.87106]
 [-132.69397]
 [-132.74716]
 [-132.63683]
 [-132.64464]
 [-132.69844]
 [-132.59845]
 [-132.55592]
 [-132.57121]
 [-132.57852]
 [-132.82622]
 [-132.72908]
 [-132.68019]
 [-132.58797]
 [-132.7046 ]
 [-132.68399]
 [-132.74284]
 [-132.66252]
 [-132.57115]
 [-132.58855]
 [-132.7379 ]
 [-132.71985]
 [-132.55121]
 [-132.79448]
 [-132.66885]
 [-132.66476]
 [-132.62381]
 [-132.69841]
 [-132.91794]
 [-132.61458]
 [-132.6771 ]
 [-132.84326]
 [-132.6434 ]
 [-132.74309]
 [-132.8097 ]
 [-132.57181]
 [-132.73534]
 [-132.60944]]"
2,"[[-296.84323]
 [-296.75937]
 [-296.98697]
 [-296.96234]
 [-296.53857]
 [-296.83414]
 [-297.09494]
 [-296.51486]
 [-296.98093]
 [-296.777  ]
 [-296.98352]
 [-297.21906]
 [-296.6407 ]
 [-296.5034 ]
 [-296.7749 ]
 [-296.85724]
 [-296.44446]
 [-296.61594]
 [-296.6922 ]
 [-296.9856 ]
 [-296.85797]
 [-297.01584]
 [-297.01456]
 [-296.75806]
 [-297.2052 ]
 [-296.35306]
 [-296.66855]
 [-296.98608]
 [-296.83246]
 [-296.81644]
 [-296.64374]
 [-296.81546]
 [-297.12372]
 [-296.7542 ]
 [-297.07904]
 [-297.20398]
 [-296.94052]
 [-296.61044]
 [-296.8227 ]
 [-296.95773]
 [-296.5835 ]
 [-297.05206]
 [-296.7803 ]
 [-297.12125]
 [-297.31104]
 [-296.98648]
 [-296.73358]
 [-297.29147]
 [-296.62784]
 [-296.75555]
 [-296.57016]
 [-296.53058]
 [-296.65567]
 [-296.75525]
 [-296.4472 ]
 [-296.91254]
 [-296.7673 ]
 [-296.92084]
 [-296.2041 ]
 [-296.34045]
 [-296.9444 ]
 [-296.9028 ]
 [-296.9274 ]
 [-296.79675]
 [-297.3277 ]
 [-296.85413]
 [-296.42902]
 [-296.98932]
 [-296.69217]
 [-296.6121 ]
 [-296.7177 ]
 [-296.46982]
 [-297.01288]
 [-297.12683]
 [-296.7606 ]
 [-296.89102]
 [-296.53363]
 [-297.12885]
 [-297.1304 ]
 [-296.71347]
 [-296.57068]
 [-297.0136 ]
 [-297.8191 ]
 [-297.1459 ]
 [-297.34897]
 [-297.3457 ]
 [-297.21704]
 [-297.0681 ]
 [-297.12387]
 [-296.8193 ]
 [-297.2829 ]
 [-296.89914]
 [-296.95493]
 [-296.48572]
 [-296.74783]
 [-296.29755]
 [-297.05365]
 [-296.5757 ]
 [-297.46185]
 [-296.9731 ]
 [-297.05774]
 [-296.79767]
 [-296.87115]
 [-296.55923]
 [-296.4106 ]
 [-297.13672]
 [-296.8956 ]
 [-297.15616]
 [-297.29434]
 [-296.4868 ]
 [-297.31403]
 [-297.0797 ]
 [-296.8169 ]
 [-297.4434 ]
 [-297.59964]
 [-297.02014]
 [-297.1836 ]
 [-296.93884]
 [-296.7922 ]
 [-296.84134]
 [-297.0136 ]
 [-296.72604]
 [-296.78452]
 [-296.6154 ]
 [-297.03165]
 [-296.61353]
 [-296.93607]
 [-296.70822]]"
3,"[[-210.7835 ]
 [-210.22673]
 [-212.18266]
 [-211.46497]
 [-210.62234]
 [-210.16673]
 [-211.07318]
 [-211.13057]
 [-211.56451]
 [-210.25787]
 [-211.51204]
 [-210.0272 ]
 [-211.16792]
 [-211.71843]
 [-212.53249]
 [-211.43126]
 [-211.42635]
 [-212.02917]
 [-210.39317]
 [-210.32666]
 [-211.1001 ]
 [-210.68242]
 [-211.05325]
 [-210.2588 ]
 [-210.90483]
 [-210.83307]
 [-210.81453]
 [-210.32501]
 [-210.54088]
 [-210.23116]
 [-211.41063]
 [-210.6567 ]
 [-210.7818 ]
 [-212.46573]
 [-211.39339]
 [-211.92451]
 [-211.3277 ]
 [-213.43736]
 [-211.02678]
 [-210.98581]
 [-210.06363]
 [-211.71887]
 [-210.9286 ]
 [-210.76431]
 [-210.66829]
 [-211.47665]
 [-210.57097]
 [-210.84114]
 [-211.17769]
 [-211.17935]
 [-212.28821]
 [-211.90857]
 [-210.99506]
 [-210.40976]
 [-211.01665]
 [-210.22086]
 [-211.30016]
 [-211.06677]
 [-210.00432]
 [-210.28334]
 [-211.69968]
 [-211.26562]
 [-211.58981]
 [-211.72351]
 [-211.39175]
 [-212.25722]
 [-211.32819]
 [-211.34294]
 [-211.25748]
 [-210.19241]
 [-210.69122]
 [-211.63231]
 [-211.06335]
 [-210.45184]
 [-210.99368]
 [-211.49283]
 [-210.25842]
 [-211.9946 ]
 [-210.25114]
 [-212.0643 ]
 [-210.9798 ]
 [-210.60187]
 [-210.42038]
 [-210.83398]
 [-210.76016]
 [-211.21815]
 [-210.44638]
 [-210.80916]
 [-210.87314]
 [-210.3131 ]
 [-210.73532]
 [-210.85008]
 [-210.1301 ]
 [-211.59741]
 [-210.56017]
 [-211.11194]
 [-209.7727 ]
 [-211.38254]
 [-211.75024]
 [-209.9296 ]
 [-211.64096]
 [-209.95912]
 [-211.1089 ]
 [-210.31267]
 [-211.80092]
 [-211.196  ]
 [-212.32143]
 [-210.34337]
 [-211.09267]
 [-210.09772]
 [-211.63557]
 [-210.85588]
 [-210.62749]
 [-210.7349 ]
 [-210.8154 ]
 [-211.5766 ]
 [-210.2311 ]
 [-210.08221]
 [-210.69438]
 [-210.52681]
 [-210.77957]
 [-210.0465 ]
 [-210.47777]
 [-210.71326]
 [-213.05272]
 [-210.07664]
 [-210.35034]
 [-211.47404]]"
4,"[[-136.42946]
 [-135.10057]
 [-135.525  ]
 [-137.74963]
 [-134.74475]
 [-137.23628]
 [-135.56346]
 [-137.37233]
 [-136.06743]
 [-134.84349]
 [-136.23518]
 [-135.31206]
 [-137.1011 ]
 [-134.99205]
 [-136.01273]
 [-136.017  ]
 [-135.162  ]
 [-136.33907]
 [-136.43951]
 [-135.49826]
 [-135.26212]
 [-135.36255]
 [-136.34503]
 [-135.92102]
 [-135.65659]
 [-135.2048 ]
 [-135.75873]
 [-135.58858]
 [-134.38332]
 [-136.30574]
 [-136.88234]
 [-137.41634]
 [-135.03741]
 [-134.97781]
 [-136.20808]
 [-135.50229]
 [-137.9656 ]
 [-135.01242]
 [-134.58946]
 [-136.24585]
 [-135.82129]
 [-134.14563]
 [-137.14952]
 [-135.87361]
 [-135.40392]
 [-134.26422]
 [-135.67871]
 [-135.41626]
 [-134.79565]
 [-137.94708]
 [-135.32535]
 [-134.84375]
 [-137.41302]
 [-135.24503]
 [-134.69516]
 [-134.71053]
 [-137.49213]
 [-135.39598]
 [-136.40048]
 [-135.51118]
 [-133.61229]
 [-135.40103]
 [-136.4428 ]
 [-134.38112]
 [-135.53595]
 [-135.71925]
 [-136.69151]
 [-135.74356]
 [-136.50737]
 [-134.48792]
 [-136.5154 ]
 [-135.81886]
 [-134.29994]
 [-135.59563]
 [-134.80518]
 [-134.78911]
 [-136.28539]
 [-134.13136]
 [-135.62439]
 [-135.13115]
 [-137.31892]
 [-134.42703]
 [-135.4416 ]
 [-135.12566]
 [-136.76498]
 [-134.22562]
 [-136.52652]
 [-136.4956 ]
 [-135.94498]
 [-135.56586]
 [-136.27501]
 [-135.80038]
 [-135.22202]
 [-136.46204]
 [-136.84   ]
 [-134.9149 ]
 [-135.90756]
 [-135.14725]
 [-135.46683]
 [-135.78313]
 [-136.91212]
 [-135.33751]
 [-135.27469]
 [-136.31233]
 [-135.9717 ]
 [-136.71461]
 [-135.9348 ]
 [-135.10474]
 [-135.6009 ]
 [-134.14636]
 [-136.22292]
 [-136.32861]
 [-137.24599]
 [-135.26103]
 [-136.63014]
 [-134.02844]
 [-134.39604]
 [-135.48761]
 [-135.04591]
 [-137.24324]
 [-136.46298]
 [-134.38573]
 [-135.71593]
 [-135.73761]
 [-135.96194]
 [-134.28978]
 [-136.4414 ]
 [-134.16461]]"
5,"[[-68.96072 ]
 [-68.76674 ]
 [-67.95113 ]
 [-71.3787  ]
 [-68.99906 ]
 [-66.92592 ]
 [-68.037964]
 [-71.386925]
 [-69.95582 ]
 [-67.98681 ]
 [-70.94337 ]
 [-66.208275]
 [-69.13073 ]
 [-69.15095 ]
 [-70.42244 ]
 [-68.59331 ]
 [-70.60342 ]
 [-68.179634]
 [-66.24042 ]
 [-67.97323 ]
 [-67.734406]
 [-68.292725]
 [-69.76609 ]
 [-67.852646]
 [-69.53349 ]
 [-69.02215 ]
 [-70.6526  ]
 [-68.777466]
 [-71.676674]
 [-67.97063 ]
 [-66.83788 ]
 [-67.5375  ]
 [-69.73528 ]
 [-70.22233 ]
 [-70.132065]
 [-68.82427 ]
 [-70.499596]
 [-67.02781 ]
 [-70.487946]
 [-70.79554 ]
 [-70.55912 ]
 [-70.21657 ]
 [-71.70326 ]
 [-69.40579 ]
 [-66.051346]
 [-70.31963 ]
 [-69.18504 ]
 [-67.935135]
 [-69.1391  ]
 [-70.729614]
 [-70.57334 ]
 [-66.759674]
 [-68.27527 ]
 [-70.60959 ]
 [-68.36569 ]
 [-67.75051 ]
 [-71.070076]
 [-71.51961 ]
 [-67.55253 ]
 [-74.126114]
 [-69.020454]
 [-70.34061 ]
 [-69.41884 ]
 [-72.9001  ]
 [-70.403366]
 [-70.938034]
 [-68.9546  ]
 [-70.92502 ]
 [-67.95218 ]
 [-67.90582 ]
 [-68.34782 ]
 [-67.95124 ]
 [-71.329025]
 [-66.90239 ]
 [-70.43453 ]
 [-67.90038 ]
 [-67.671364]
 [-69.4466  ]
 [-72.55154 ]
 [-67.365685]
 [-69.97687 ]
 [-69.68885 ]
 [-68.596466]
 [-69.31503 ]
 [-68.76658 ]
 [-69.84541 ]
 [-69.85431 ]
 [-66.620865]
 [-67.495605]
 [-68.4651  ]
 [-70.08059 ]
 [-69.295105]
 [-67.35767 ]
 [-72.823944]
 [-72.18418 ]
 [-69.363266]
 [-69.529434]
 [-67.24263 ]
 [-68.651535]
 [-70.57136 ]
 [-68.30387 ]
 [-68.3776  ]
 [-68.06224 ]
 [-66.363625]
 [-69.947815]
 [-67.28605 ]
 [-70.951675]
 [-73.33485 ]
 [-72.25587 ]
 [-68.89034 ]
 [-68.9171  ]
 [-69.264206]
 [-71.07193 ]
 [-69.088615]
 [-69.08666 ]
 [-67.63313 ]
 [-69.02966 ]
 [-68.299995]
 [-70.672325]
 [-72.02289 ]
 [-67.35461 ]
 [-72.888306]
 [-67.255325]
 [-69.32361 ]
 [-69.26811 ]
 [-72.96826 ]
 [-69.47936 ]
 [-70.937935]]"
6,"[[ -4.30666  ]
 [ -1.8267156]
 [ -6.2815204]
 [ -6.399633 ]
 [ -6.3480887]
 [ -6.2798057]
 [ -5.609968 ]
 [ -3.0576563]
 [ -8.765226 ]
 [ -2.1624124]
 [ -3.4210615]
 [ -2.290844 ]
 [ -5.1107163]
 [ -6.78615  ]
 [ -2.594089 ]
 [ -6.410334 ]
 [ -5.3540483]
 [ -6.369027 ]
 [ -1.1525532]
 [ -7.037634 ]
 [ -6.4484496]
 [ -6.0902166]
 [ -4.5316863]
 [ -7.366493 ]
 [ -3.7436454]
 [ -7.7049975]
 [ -3.2191324]
 [ -5.609305 ]
 [ -7.078173 ]
 [ -8.683698 ]
 [ -1.1999822]
 [ -6.2925   ]
 [-10.6755905]
 [ -4.89538  ]
 [ -4.8010077]
 [ -3.9206817]
 [ -6.8495135]
 [ -5.7755322]
 [ -3.786184 ]
 [ -7.6971993]
 [ -6.505162 ]
 [ -7.354571 ]
 [ -3.4778562]
 [ -7.7239137]
 [ -6.7313805]
 [ -5.705554 ]
 [ -3.875737 ]
 [ -4.74345  ]
 [ -3.5146208]
 [ -7.200619 ]
 [ -6.6342907]
 [ -5.266888 ]
 [ -1.8476774]
 [ -2.971586 ]
 [ -6.937516 ]
 [ -4.047503 ]
 [ -5.401589 ]
 [ -4.304657 ]
 [ -7.0763836]
 [ -1.7774068]
 [ -7.395723 ]
 [ -6.499686 ]
 [ -7.964463 ]
 [ -3.8089592]
 [ -7.3554606]
 [ -2.8524501]
 [ -3.9944026]
 [ -2.7351115]
 [ -5.762558 ]
 [ -5.3733563]
 [ -6.893687 ]
 [ -5.1407595]
 [ -6.151954 ]
 [ -5.2217283]
 [ -4.198509 ]
 [-11.044251 ]
 [-11.6070595]
 [ -4.0247965]
 [ -8.30008  ]
 [ -9.538327 ]
 [ -5.975234 ]
 [ -3.299306 ]
 [ -5.3752007]
 [-10.212287 ]
 [ -8.199478 ]
 [ -9.580725 ]
 [ -9.895459 ]
 [ -8.517284 ]
 [ -4.8353167]
 [ -7.603252 ]
 [ -8.446197 ]
 [ -3.550228 ]
 [ -6.2557406]
 [ -4.0849705]
 [ -5.8698964]
 [ -6.2516427]
 [ -4.6031265]
 [ -7.555948 ]
 [ -5.023001 ]
 [ -4.0138617]
 [ -2.062258 ]
 [ -7.58048  ]
 [ -7.20637  ]
 [-15.042141 ]
 [ -2.1582348]
 [ -3.3396735]
 [ -6.4694285]
 [ -8.577619 ]
 [-12.015047 ]
 [ -3.61176  ]
 [ -4.9373097]
 [ -3.6118834]
 [ -2.8593452]
 [ -6.639984 ]
 [ -6.4766927]
 [ -7.4335823]
 [ -3.4859076]
 [ -4.0705934]
 [ -7.0137553]
 [ -5.1263857]
 [ -3.834463 ]
 [ -6.0836005]
 [ -6.22829  ]
 [ -4.9592385]
 [ -4.4339046]
 [ -7.7264247]
 [ -1.9166234]
 [ -8.57047  ]]"
7,"[[56.971706]
 [56.824284]
 [57.725224]
 [49.57181 ]
 [54.5724  ]
 [52.961025]
 [45.874817]
 [51.130047]
 [54.38426 ]
 [49.05103 ]
 [59.365112]
 [49.67264 ]
 [49.641758]
 [48.998768]
 [57.327866]
 [50.560402]
 [53.73188 ]
 [53.4997  ]
 [50.96103 ]
 [58.435177]
 [58.727386]
 [53.94812 ]
 [52.91116 ]
 [60.988613]
 [60.860268]
 [57.61587 ]
 [56.36823 ]
 [49.562626]
 [51.316456]
 [57.020958]
 [36.02782 ]
 [58.25707 ]
 [51.55294 ]
 [61.388508]
 [49.564636]
 [57.40915 ]
 [50.994076]
 [57.670414]
 [55.38803 ]
 [55.536537]
 [58.41625 ]
 [51.106834]
 [53.931793]
 [50.61904 ]
 [57.74073 ]
 [46.19126 ]
 [58.934563]
 [60.949432]
 [51.247383]
 [52.83468 ]
 [54.912575]
 [61.66072 ]
 [55.040962]
 [60.946854]
 [55.879128]
 [52.33757 ]
 [59.40677 ]
 [52.417995]
 [52.624355]
 [58.385323]
 [53.6023  ]
 [55.239445]
 [44.80091 ]
 [54.156864]
 [57.928284]
 [39.739265]
 [58.564747]
 [56.74096 ]
 [57.23384 ]
 [54.23088 ]
 [45.674557]
 [56.848297]
 [53.586445]
 [51.66923 ]
 [58.790264]
 [53.923996]
 [57.673176]
 [59.383396]
 [56.674614]
 [63.118553]
 [50.56267 ]
 [58.768055]
 [53.473766]
 [54.720314]
 [58.45576 ]
 [52.7854  ]
 [49.990993]
 [60.19853 ]
 [54.98549 ]
 [61.155823]
 [44.934364]
 [62.238834]
 [53.55644 ]
 [54.116062]
 [53.59533 ]
 [53.6154  ]
 [58.955765]
 [54.32163 ]
 [59.58482 ]
 [57.45859 ]
 [58.1409  ]
 [52.13849 ]
 [44.89813 ]
 [52.519707]
 [55.425488]
 [54.377613]
 [55.103844]
 [56.716274]
 [50.910923]
 [54.28962 ]
 [55.68143 ]
 [54.997177]
 [46.834755]
 [54.98862 ]
 [50.186813]
 [53.859585]
 [48.711185]
 [58.14076 ]
 [52.5323  ]
 [56.73037 ]
 [48.438274]
 [50.344822]
 [53.48914 ]
 [57.05152 ]
 [53.185783]
 [53.501926]
 [56.08694 ]
 [63.73513 ]]"
8,"[[111.08151 ]
 [110.37222 ]
 [108.34514 ]
 [107.80562 ]
 [110.57622 ]
 [115.14339 ]
 [120.99733 ]
 [106.55359 ]
 [111.16607 ]
 [109.95902 ]
 [108.63692 ]
 [110.648674]
 [115.75591 ]
 [114.02968 ]
 [114.90347 ]
 [116.90006 ]
 [110.0972  ]
 [112.89539 ]
 [117.21099 ]
 [109.18049 ]
 [111.525154]
 [107.71144 ]
 [121.211555]
 [107.015755]
 [121.11971 ]
 [107.74823 ]
 [117.1071  ]
 [108.34157 ]
 [119.75868 ]
 [111.405815]
 [118.18871 ]
 [115.084854]
 [109.66085 ]
 [105.065254]
 [119.58001 ]
 [112.64243 ]
 [118.77918 ]
 [ 95.89562 ]
 [108.198204]
 [111.358215]
 [111.35958 ]
 [108.252235]
 [113.05153 ]
 [108.041336]
 [117.72982 ]
 [113.529305]
 [107.860016]
 [114.67288 ]
 [112.85161 ]
 [121.026665]
 [109.906105]
 [115.1539  ]
 [110.835594]
 [106.92077 ]
 [115.3613  ]
 [123.427734]
 [107.65644 ]
 [112.90727 ]
 [116.3428  ]
 [108.24508 ]
 [119.11121 ]
 [116.06371 ]
 [119.86801 ]
 [107.39915 ]
 [114.134705]
 [108.35261 ]
 [116.67641 ]
 [117.17858 ]
 [106.67212 ]
 [103.89293 ]
 [115.36854 ]
 [114.14381 ]
 [109.487404]
 [104.40848 ]
 [120.44448 ]
 [116.56878 ]
 [113.14835 ]
 [107.259   ]
 [107.28487 ]
 [116.11175 ]
 [111.6025  ]
 [102.49607 ]
 [105.27643 ]
 [105.76032 ]
 [113.36325 ]
 [109.32218 ]
 [114.15687 ]
 [110.90806 ]
 [108.44764 ]
 [109.83048 ]
 [112.280014]
 [110.791954]
 [113.01298 ]
 [113.709404]
 [108.84466 ]
 [114.560844]
 [110.25102 ]
 [114.62748 ]
 [117.35044 ]
 [112.46674 ]
 [117.145134]
 [110.56644 ]
 [111.59627 ]
 [115.70937 ]
 [118.77461 ]
 [108.15487 ]
 [101.44189 ]
 [116.03673 ]
 [124.30562 ]
 [109.44102 ]
 [106.06537 ]
 [111.49632 ]
 [108.39921 ]
 [103.257706]
 [106.20601 ]
 [112.24253 ]
 [114.72944 ]
 [109.055   ]
 [115.84442 ]
 [118.19298 ]
 [111.04685 ]
 [105.80237 ]
 [112.54286 ]
 [111.607254]
 [110.91854 ]
 [120.254684]
 [117.20134 ]
 [ 95.69646 ]]"
9,"[[171.3115 ]
 [185.03183]
 [179.52399]
 [178.90948]
 [178.07971]
 [185.0109 ]
 [180.22913]
 [178.61089]
 [173.5863 ]
 [178.78331]
 [180.157  ]
 [182.92575]
 [182.89932]
 [177.073  ]
 [169.01042]
 [158.4561 ]
 [180.30139]
 [180.37221]
 [184.54185]
 [178.12004]
 [172.7185 ]
 [181.3681 ]
 [180.52414]
 [183.4954 ]
 [172.48755]
 [171.78783]
 [168.21613]
 [178.86952]
 [162.49014]
 [166.735  ]
 [159.97997]
 [178.73154]
 [177.76782]
 [184.18857]
 [177.12827]
 [176.32324]
 [173.41821]
 [181.23344]
 [177.9592 ]
 [175.34322]
 [171.1626 ]
 [183.794  ]
 [172.37181]
 [172.69974]
 [177.17653]
 [184.55742]
 [179.27617]
 [170.88669]
 [182.25264]
 [182.8402 ]
 [174.4049 ]
 [172.45428]
 [179.24289]
 [180.1071 ]
 [183.84915]
 [178.8892 ]
 [178.7893 ]
 [177.83514]
 [174.87624]
 [177.17847]
 [180.0316 ]
 [174.5697 ]
 [182.04642]
 [177.02188]
 [178.63606]
 [174.319  ]
 [167.90117]
 [174.00336]
 [181.09872]
 [173.30124]
 [175.60251]
 [160.88681]
 [171.76988]
 [181.61612]
 [178.82106]
 [175.50807]
 [159.42577]
 [177.39401]
 [176.05917]
 [178.88972]
 [170.1922 ]
 [170.76537]
 [178.49103]
 [163.23108]
 [173.652  ]
 [170.95059]
 [180.59267]
 [175.39432]
 [184.32494]
 [185.42435]
 [178.27525]
 [180.41563]
 [170.62253]
 [176.47357]
 [180.10886]
 [181.06935]
 [182.90819]
 [171.60341]
 [175.03624]
 [167.61299]
 [173.4621 ]
 [169.47485]
 [178.23505]
 [175.6371 ]
 [173.37772]
 [177.98871]
 [172.7052 ]
 [178.16429]
 [178.92673]
 [182.8549 ]
 [178.77644]
 [172.28941]
 [169.79193]
 [183.464  ]
 [168.21355]
 [184.96068]
 [173.31401]
 [162.43362]
 [179.17339]
 [183.70947]
 [166.59773]
 [177.10051]
 [177.91818]
 [185.92883]
 [181.63199]
 [171.97818]
 [170.17856]
 [167.65057]]"
10,"[[234.68498]
 [226.75212]
 [238.90201]
 [234.24022]
 [234.34593]
 [234.87352]
 [241.8206 ]
 [230.82904]
 [229.56209]
 [222.35475]
 [222.41898]
 [239.21043]
 [241.8759 ]
 [231.3253 ]
 [239.95615]
 [233.34749]
 [234.28134]
 [233.27522]
 [236.63573]
 [236.10081]
 [236.51126]
 [230.38301]
 [225.87553]
 [229.1239 ]
 [228.51695]
 [232.60432]
 [228.44714]
 [241.68854]
 [237.62044]
 [223.9585 ]
 [235.17888]
 [225.73135]
 [225.85301]
 [229.92862]
 [226.7964 ]
 [232.44   ]
 [231.62611]
 [227.5998 ]
 [238.59122]
 [224.1795 ]
 [230.10866]
 [240.114  ]
 [237.23987]
 [225.92273]
 [231.58408]
 [241.05557]
 [234.76819]
 [227.12923]
 [230.74951]
 [234.80188]
 [234.75978]
 [245.453  ]
 [225.24437]
 [223.98552]
 [230.55159]
 [235.66344]
 [238.4572 ]
 [231.81493]
 [239.9298 ]
 [234.87222]
 [229.01505]
 [228.56477]
 [226.0232 ]
 [240.07605]
 [233.1945 ]
 [241.732  ]
 [233.2116 ]
 [239.5049 ]
 [232.38495]
 [243.55441]
 [244.87451]
 [234.11876]
 [237.83331]
 [238.41386]
 [239.40942]
 [234.51382]
 [233.21338]
 [239.38857]
 [237.38081]
 [240.38152]
 [234.40361]
 [232.79387]
 [237.28116]
 [238.13968]
 [235.9429 ]
 [236.41507]
 [237.67476]
 [245.57724]
 [231.13615]
 [248.46971]
 [238.89326]
 [233.54614]
 [231.4614 ]
 [230.5751 ]
 [241.11191]
 [227.77797]
 [232.61745]
 [235.35936]
 [229.11565]
 [229.87206]
 [233.62704]
 [242.6163 ]
 [239.19336]
 [240.05484]
 [236.57051]
 [226.28445]
 [236.32852]
 [231.99908]
 [235.62422]
 [227.9763 ]
 [234.03056]
 [226.63896]
 [238.90988]
 [230.69553]
 [237.25023]
 [228.26457]
 [237.8546 ]
 [240.5284 ]
 [234.12637]
 [236.31067]
 [235.2932 ]
 [227.22511]
 [226.9839 ]
 [234.69478]
 [238.48686]
 [243.8308 ]
 [232.31317]
 [239.18674]]"
