episode,total_reward
1,0.0
2,0.0
3,0.0
4,0.0
5,"[[94.69768 ]
 [94.7375  ]
 [94.66449 ]
 [94.67529 ]
 [94.60241 ]
 [94.638885]
 [94.63756 ]
 [94.642296]
 [94.74622 ]
 [94.62619 ]
 [94.65543 ]
 [94.696365]
 [94.63821 ]
 [94.61664 ]
 [94.62794 ]
 [94.696144]
 [94.67282 ]
 [94.71589 ]
 [94.68463 ]
 [94.63981 ]
 [94.672966]
 [94.65001 ]
 [94.59549 ]
 [94.67399 ]
 [94.72281 ]
 [94.58028 ]
 [94.67207 ]
 [94.60598 ]
 [94.5903  ]
 [94.63418 ]
 [94.716934]
 [94.63635 ]
 [94.662285]
 [94.66365 ]
 [94.61997 ]
 [94.73455 ]
 [94.66457 ]
 [94.76855 ]
 [94.65524 ]
 [94.73628 ]
 [94.57798 ]
 [94.80133 ]
 [94.68451 ]
 [94.66634 ]
 [94.643135]
 [94.63146 ]
 [94.6071  ]
 [94.76427 ]
 [94.57363 ]
 [94.66963 ]
 [94.56077 ]
 [94.65054 ]
 [94.579254]
 [94.67788 ]
 [94.6292  ]
 [94.61374 ]
 [94.70101 ]
 [94.65357 ]
 [94.746475]
 [94.6264  ]
 [94.674545]
 [94.638695]
 [94.64176 ]
 [94.62928 ]]"
6,"[[186.24068]
 [186.24834]
 [186.39087]
 [186.39221]
 [185.83916]
 [185.5992 ]
 [186.24196]
 [186.44606]
 [186.14246]
 [186.65878]
 [186.04811]
 [186.4686 ]
 [186.14407]
 [186.43883]
 [186.16559]
 [185.99355]
 [186.02425]
 [186.36272]
 [185.84618]
 [186.35347]
 [186.28764]
 [186.21236]
 [186.24352]
 [186.1844 ]
 [186.02411]
 [186.38817]
 [186.2644 ]
 [185.78024]
 [186.09679]
 [186.0516 ]
 [186.23305]
 [186.5605 ]
 [186.36377]
 [186.03535]
 [186.49522]
 [186.4346 ]
 [186.29553]
 [186.45717]
 [185.98073]
 [186.03047]
 [186.238  ]
 [186.22253]
 [185.98355]
 [186.36229]
 [186.15102]
 [186.49393]
 [185.61516]
 [186.46336]
 [185.44916]
 [186.10127]
 [186.54189]
 [185.64496]
 [186.31458]
 [186.49278]
 [186.33711]
 [186.25656]
 [185.63417]
 [185.96616]
 [186.48898]
 [186.24608]
 [186.49533]
 [186.22238]
 [186.32674]
 [186.52771]]"
7,"[[247.10158]
 [246.99216]
 [247.18777]
 [246.63054]
 [246.05748]
 [246.18777]
 [246.15262]
 [247.14171]
 [246.11417]
 [247.50691]
 [246.8581 ]
 [247.15233]
 [245.9401 ]
 [246.3655 ]
 [246.12225]
 [245.98262]
 [246.95432]
 [246.73471]
 [246.33327]
 [245.11629]
 [247.39877]
 [246.61778]
 [246.3421 ]
 [246.03189]
 [246.89143]
 [245.88536]
 [246.76387]
 [247.01353]
 [245.56607]
 [244.62129]
 [247.49866]
 [245.9563 ]
 [246.98099]
 [245.75693]
 [246.16402]
 [246.00287]
 [245.77673]
 [247.0696 ]
 [246.38644]
 [245.93417]
 [246.65672]
 [245.01277]
 [246.71022]
 [245.71289]
 [246.21886]
 [246.10341]
 [246.15158]
 [247.2368 ]
 [247.27057]
 [245.92769]
 [245.95863]
 [246.38873]
 [246.14543]
 [244.95706]
 [247.14224]
 [246.09499]
 [246.84753]
 [245.82755]
 [246.44193]
 [246.3144 ]
 [246.44812]
 [244.96283]
 [246.76227]
 [247.39647]]"
8,"[[308.78244]
 [309.89377]
 [308.8867 ]
 [307.89365]
 [310.5148 ]
 [307.46625]
 [309.09113]
 [310.15393]
 [309.4056 ]
 [307.7787 ]
 [309.14676]
 [308.33255]
 [310.00232]
 [310.51624]
 [310.18204]
 [310.75095]
 [306.46967]
 [307.5255 ]
 [310.30292]
 [307.40988]
 [306.56766]
 [309.42474]
 [308.83295]
 [309.89462]
 [307.7527 ]
 [310.67786]
 [311.2433 ]
 [308.82956]
 [309.33957]
 [309.31522]
 [309.29938]
 [310.4825 ]
 [308.53265]
 [308.9171 ]
 [307.128  ]
 [308.22592]
 [309.07602]
 [310.04202]
 [307.9453 ]
 [311.65082]
 [310.36   ]
 [309.57733]
 [307.2546 ]
 [309.82938]
 [310.5121 ]
 [309.25555]
 [309.553  ]
 [310.04984]
 [309.43365]
 [306.8299 ]
 [309.42807]
 [307.41077]
 [307.22913]
 [309.01172]
 [309.55563]
 [311.78723]
 [306.42557]
 [310.54224]
 [309.34845]
 [308.80838]
 [304.9131 ]
 [310.7133 ]
 [308.22107]
 [308.67636]]"
9,"[[382.60162]
 [381.73874]
 [384.66   ]
 [383.7233 ]
 [382.26724]
 [380.56546]
 [383.74316]
 [383.59634]
 [380.97803]
 [385.77512]
 [382.62122]
 [382.15872]
 [381.6285 ]
 [384.83057]
 [383.1898 ]
 [380.0734 ]
 [385.2386 ]
 [384.2202 ]
 [382.65884]
 [385.40228]
 [383.05093]
 [386.21027]
 [383.35452]
 [383.54233]
 [379.031  ]
 [383.01553]
 [381.40738]
 [381.62402]
 [383.6764 ]
 [380.9027 ]
 [385.6571 ]
 [380.62415]
 [384.93234]
 [381.46225]
 [381.17667]
 [382.48145]
 [384.63757]
 [383.59576]
 [383.1522 ]
 [383.6795 ]
 [383.97302]
 [386.06815]
 [383.99527]
 [385.10782]
 [383.45615]
 [383.20093]
 [385.6828 ]
 [381.46127]
 [384.36325]
 [386.0067 ]
 [382.0098 ]
 [385.06958]
 [387.42844]
 [382.12067]
 [382.42627]
 [383.70724]
 [383.3328 ]
 [386.2711 ]
 [380.7829 ]
 [384.6364 ]
 [380.34485]
 [384.09393]
 [382.64035]
 [381.94577]]"
10,"[[455.53766]
 [454.819  ]
 [450.3766 ]
 [454.35916]
 [449.3267 ]
 [448.6757 ]
 [454.34637]
 [450.41315]
 [455.46716]
 [451.6274 ]
 [455.37552]
 [455.49612]
 [453.49484]
 [456.68927]
 [454.5672 ]
 [456.45767]
 [453.8677 ]
 [453.42175]
 [456.11923]
 [452.87616]
 [452.80536]
 [449.84186]
 [452.73834]
 [452.9814 ]
 [452.34335]
 [456.18857]
 [451.2762 ]
 [451.30734]
 [453.10916]
 [452.13913]
 [453.0292 ]
 [453.50912]
 [458.12576]
 [455.91165]
 [453.30728]
 [452.63794]
 [452.53925]
 [455.1185 ]
 [455.7484 ]
 [456.3111 ]
 [451.3923 ]
 [452.89032]
 [454.3661 ]
 [452.40152]
 [452.65137]
 [450.25525]
 [453.5287 ]
 [453.62082]
 [452.0524 ]
 [456.2732 ]
 [456.40103]
 [454.95883]
 [452.14   ]
 [447.92978]
 [456.0074 ]
 [451.17984]
 [454.82123]
 [453.48712]
 [453.97482]
 [451.09338]
 [457.72168]
 [451.23593]
 [456.5497 ]
 [451.85938]]"
