episode,total_reward
1,"[[17.054123 ]
 [12.379435 ]
 [19.9713   ]
 [22.53727  ]
 [14.943994 ]
 [29.6177   ]
 [17.59295  ]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.203265 ]
 [ 6.5652943]
 [ 6.7207484]
 [ 5.6298404]
 [ 4.8570466]
 [ 4.26398  ]
 [ 7.3832097]
 [ 1.6509256]
 [ 5.2138   ]
 [ 2.6063552]
 [ 2.3686206]
 [ 4.6434407]
 [ 1.4696662]
 [ 1.4002522]
 [ 4.5363617]
 [ 4.4047937]
 [ 7.127144 ]
 [ 8.366458 ]
 [ 9.329293 ]
 [19.878086 ]
 [12.874422 ]
 [22.917603 ]
 [27.26722  ]
 [ 6.1156316]
 [ 7.203265 ]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.3592305]
 [ 7.203265 ]
 [ 7.032015 ]
 [ 7.032015 ]
 [ 6.254916 ]
 [ 6.5652943]
 [ 4.3845572]]"
2,"[[72.85728 ]
 [78.43615 ]
 [67.573166]
 [63.36222 ]
 [74.98568 ]
 [58.009884]
 [69.675415]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.10107 ]
 [78.78763 ]
 [78.82396 ]
 [78.52449 ]
 [78.35437 ]
 [78.38772 ]
 [79.3104  ]
 [76.85205 ]
 [78.697296]
 [77.61639 ]
 [77.91879 ]
 [78.83118 ]
 [77.29322 ]
 [77.700485]
 [79.15435 ]
 [79.22925 ]
 [79.84266 ]
 [79.885315]
 [79.95577 ]
 [66.913124]
 [77.20979 ]
 [61.78057 ]
 [58.335796]
 [78.84582 ]
 [79.10107 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.13005 ]
 [79.10107 ]
 [78.890495]
 [78.890495]
 [78.70858 ]
 [78.78763 ]
 [78.15411 ]]"
3,"[[119.93491 ]
 [152.24174 ]
 [ 90.51861 ]
 [ 54.921677]
 [129.83574 ]
 [-40.651535]
 [101.57318 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [173.4543  ]
 [175.84737 ]
 [175.13895 ]
 [180.016   ]
 [183.58363 ]
 [186.85583 ]
 [173.24986 ]
 [198.30746 ]
 [182.64742 ]
 [194.22993 ]
 [196.43535 ]
 [185.7773  ]
 [200.29623 ]
 [201.83832 ]
 [186.88823 ]
 [187.67221 ]
 [176.08142 ]
 [170.49539 ]
 [166.55896 ]
 [ 85.60504 ]
 [145.24129 ]
 [ 40.55547 ]
 [-21.966892]
 [178.41776 ]
 [173.4543  ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [172.72679 ]
 [173.4543  ]
 [173.7086  ]
 [173.7086  ]
 [177.25214 ]
 [175.84737 ]
 [185.55766 ]]"
4,"[[ 213.40813 ]
 [ 256.31058 ]
 [ 167.04063 ]
 [  94.500725]
 [ 223.1715  ]
 [-153.42186 ]
 [ 179.36794 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 290.4468  ]
 [ 294.455   ]
 [ 293.24713 ]
 [ 301.58176 ]
 [ 307.88654 ]
 [ 313.69995 ]
 [ 290.26462 ]
 [ 322.52438 ]
 [ 306.5949  ]
 [ 320.18317 ]
 [ 321.05557 ]
 [ 311.75458 ]
 [ 320.4882  ]
 [ 320.15442 ]
 [ 312.4854  ]
 [ 313.0014  ]
 [ 295.97546 ]
 [ 286.17075 ]
 [ 279.4761  ]
 [ 158.56656 ]
 [ 245.93845 ]
 [  55.43594 ]
 [-105.66524 ]
 [ 298.90668 ]
 [ 290.4468  ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 289.21347 ]
 [ 290.4468  ]
 [ 290.81317 ]
 [ 290.81317 ]
 [ 296.85312 ]
 [ 294.455   ]
 [ 311.30658 ]]"
5,"[[431.9176 ]
 [446.21436]
 [415.47638]
 [386.64   ]
 [434.0052 ]
 [276.84238]
 [417.0193 ]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.9535 ]
 [461.76797]
 [461.25015]
 [465.1842 ]
 [467.46893]
 [468.30157]
 [459.83633]
 [469.34756]
 [466.53333]
 [468.41937]
 [468.08102]
 [465.73837]
 [467.6512 ]
 [467.13974]
 [464.25806]
 [463.83685]
 [460.60403]
 [457.2862 ]
 [453.65164]
 [391.2367 ]
 [434.0947 ]
 [328.17166]
 [225.76505]
 [465.12094]
 [460.1386 ]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [459.41785]
 [460.32312]
 [460.6395 ]
 [460.6506 ]
 [465.31088]
 [463.4871 ]
 [472.1464 ]]"
6,"[[592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]
 [592.4549]]"
7,"[[692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]
 [692.5646]]"
8,"[[782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]
 [782.6877]]"
9,"[[873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]
 [873.2975]]"
10,"[[963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]
 [963.03455]]"
