episode,Q_value
1,0.6037418842315674
2,53.79966735839844
3,145.44131469726562
4,155.8611602783203
5,2.2458972930908203
6,-307.23876953125
7,-671.1361083984375
8,-1131.845947265625
9,-1543.347900390625
10,-2007.628173828125
11,-2480.4189453125
12,-2854.282470703125
13,-3350.3427734375
14,-3555.8330078125
15,-4312.9931640625
16,-4803.35888671875
17,-5221.45263671875
18,-5694.291015625
19,-6094.30712890625
20,-6604.8798828125
21,-7045.08740234375
22,-7526.318359375
23,-7764.6884765625
24,-7450.958984375
25,-7413.6533203125
26,-7199.1845703125
27,-7205.4130859375
28,-6934.18359375
29,-6885.34765625
30,-6835.9228515625
31,-6726.64990234375
32,-6713.83642578125
33,-6200.53125
34,-6493.16943359375
35,-6427.873046875
36,-6273.48779296875
37,-6194.84326171875
38,-6182.97216796875
39,-5979.97119140625
40,-6018.12841796875
41,-5872.19873046875
42,-5864.228515625
43,-5446.2578125
44,-5599.96484375
45,-5509.34716796875
46,-5389.65185546875
47,-5405.6845703125
48,-5387.47607421875
49,-5210.3642578125
50,-5230.4638671875
51,-5217.12939453125
52,-5110.21875
53,-4872.96630859375
54,-4969.5107421875
55,-4784.8974609375
56,-4714.6181640625
57,-4517.529296875
58,-4678.576171875
59,-4531.06884765625
60,-4453.90576171875
61,-4249.353515625
62,-4096.58154296875
63,-4208.87060546875
64,-4284.2919921875
65,-4071.6103515625
66,-4021.11181640625
67,-4102.48046875
68,-3974.024658203125
69,-3933.066650390625
70,-3774.30126953125
71,-3593.307861328125
72,-3706.17041015625
73,-3567.06298828125
74,-3561.7568359375
75,-3395.47998046875
76,-3338.62353515625
77,-3397.12109375
78,-3403.17431640625
79,-3259.3173828125
80,-3148.863037109375
81,-3082.27734375
82,-2695.421875
83,-2976.28662109375
84,-2975.44189453125
85,-2943.169921875
86,-2775.044677734375
87,-2782.41455078125
88,-2670.90771484375
89,-2791.619140625
90,-2619.607421875
91,-2406.444580078125
92,-2433.88671875
93,-2388.52734375
94,-2264.42529296875
95,-2107.258544921875
96,-1883.89111328125
97,-1662.373291015625
98,-1296.0860595703125
99,-1087.822265625
100,-673.6641845703125
101,-385.6261291503906
102,-242.819580078125
103,-111.07048797607422
104,154.16802978515625
105,395.86199951171875
106,691.8116455078125
107,866.6077880859375
108,1134.729736328125
109,1183.4805908203125
110,1446.6015625
111,1690.6387939453125
112,1975.635009765625
113,2030.9425048828125
114,2331.93994140625
115,2589.49267578125
116,2600.24755859375
117,3002.521240234375
118,3051.50341796875
119,3281.27392578125
120,3251.84033203125
121,3666.904541015625
122,3763.26611328125
123,3819.2939453125
124,3863.224609375
