episode,Q_value
1,-0.0033175020944327116
2,2.4198834896087646
3,8.58108139038086
4,35.862735748291016
5,48.327110290527344
6,101.70751190185547
7,108.60932922363281
8,241.25201416015625
9,349.42987060546875
10,525.9124145507812
11,627.7969970703125
12,718.3546142578125
13,615.467041015625
14,615.6844482421875
15,611.0983276367188
16,646.821533203125
17,1239.6871337890625
18,966.3494873046875
19,828.2178955078125
20,1602.7066650390625
21,1121.059326171875
22,1865.427734375
23,1406.497802734375
24,1279.49951171875
25,2222.36376953125
26,1975.39306640625
27,1743.1375732421875
28,2190.07275390625
29,2155.13623046875
30,1734.6533203125
31,1210.66748046875
32,1350.3525390625
33,1892.5760498046875
34,1416.268310546875
35,1029.119140625
36,417.1221618652344
37,753.0950927734375
38,581.4371948242188
39,762.4017333984375
40,646.72216796875
41,527.177001953125
42,656.606201171875
43,979.9347534179688
44,860.7646484375
45,611.598388671875
46,652.754150390625
47,620.0103759765625
48,782.13330078125
49,1091.995361328125
50,1017.4434814453125
51,1502.2506103515625
52,1341.14306640625
53,1601.41943359375
54,1666.689697265625
55,2274.1142578125
56,1614.48583984375
57,1856.675537109375
