episode,total_reward
1,"[[1.4494351]
 [1.6003498]
 [1.9270638]
 [1.4575481]
 [1.6007744]
 [1.6403085]
 [1.7549167]
 [1.5854276]
 [1.4445052]
 [1.5671437]
 [1.303093 ]
 [1.8481796]
 [1.5676349]
 [1.5888841]
 [1.4838705]
 [1.524731 ]
 [1.7991484]
 [1.5142179]
 [1.8532164]
 [1.6920791]
 [1.7025224]
 [1.6965382]
 [1.7318279]
 [1.880512 ]
 [1.7244306]
 [2.2035575]
 [1.1523192]
 [1.2799959]
 [1.6495826]
 [1.827603 ]
 [1.2596117]
 [1.4468994]
 [1.5337452]
 [1.5430951]
 [1.7307097]
 [2.1367977]
 [1.7489598]
 [1.3892536]
 [1.7294095]
 [1.9967577]
 [1.5825007]
 [1.6322992]
 [1.4539759]
 [1.9284179]
 [2.3617048]
 [1.4838537]
 [2.2478354]
 [1.4787579]
 [1.7949461]
 [1.8782172]
 [1.7293364]
 [1.8363757]
 [1.7006823]
 [1.8732288]
 [1.5061098]
 [1.8291004]
 [1.5009749]
 [1.5746031]
 [1.4081024]
 [1.9019911]
 [1.4072846]
 [1.7647312]
 [1.9078041]
 [1.6936983]
 [1.738439 ]
 [1.9098568]
 [1.9983872]
 [1.8262941]
 [1.6587169]
 [1.5755866]
 [1.575844 ]
 [1.4868795]
 [2.0468724]
 [1.5094628]
 [1.5812098]
 [1.5072038]
 [1.9407458]
 [1.5647727]
 [1.6816056]
 [1.670036 ]
 [1.856775 ]
 [1.5404638]
 [1.4187642]
 [1.6946727]
 [1.5495101]
 [1.4430083]
 [1.7001971]
 [1.7578772]
 [1.6483394]
 [1.2441493]
 [2.0605752]
 [1.5475883]
 [1.4912398]
 [1.7631347]
 [1.5354245]
 [1.8067031]
 [1.8347692]
 [1.7994723]
 [1.4693552]
 [1.6351863]
 [1.5785468]
 [1.609852 ]
 [1.4211694]
 [1.6855617]
 [1.6299562]
 [1.6672139]
 [1.453429 ]
 [1.6753045]
 [1.6749989]
 [1.8179644]
 [1.5833929]
 [1.7900364]
 [1.711961 ]
 [1.6898677]
 [1.4970493]
 [1.9182051]
 [1.9109621]
 [1.4655452]
 [1.6413463]
 [1.6156876]
 [1.5318358]
 [1.5662453]
 [1.5514553]
 [1.3993744]
 [1.5303448]
 [1.468459 ]
 [1.8973402]
 [1.660949 ]]"
2,"[[82.93759 ]
 [82.8383  ]
 [83.500404]
 [82.64601 ]
 [81.15597 ]
 [82.362724]
 [86.82141 ]
 [82.51562 ]
 [81.86229 ]
 [84.03729 ]
 [82.243225]
 [84.683044]
 [82.25394 ]
 [83.19939 ]
 [84.903625]
 [84.163445]
 [84.77142 ]
 [82.8747  ]
 [79.626015]
 [81.97624 ]
 [77.44149 ]
 [79.469376]
 [83.16958 ]
 [80.859245]
 [83.948746]
 [83.0011  ]
 [82.5625  ]
 [85.97821 ]
 [84.80223 ]
 [83.933624]
 [83.69202 ]
 [80.894775]
 [79.50923 ]
 [83.75238 ]
 [81.20158 ]
 [83.72097 ]
 [76.64104 ]
 [81.973724]
 [80.84338 ]
 [80.21659 ]
 [85.35975 ]
 [80.40478 ]
 [85.10358 ]
 [82.5249  ]
 [78.54341 ]
 [85.42879 ]
 [80.97133 ]
 [78.53708 ]
 [80.30245 ]
 [81.76153 ]
 [81.44817 ]
 [82.12516 ]
 [81.49361 ]
 [86.04012 ]
 [85.16157 ]
 [84.85565 ]
 [83.48203 ]
 [79.44638 ]
 [80.71674 ]
 [83.65653 ]
 [85.031235]
 [85.45599 ]
 [80.544426]
 [81.746735]
 [79.068016]
 [84.448074]
 [80.58978 ]
 [82.81327 ]
 [79.75423 ]
 [82.89253 ]
 [81.54635 ]
 [85.175156]
 [85.490005]
 [81.98161 ]
 [81.36324 ]
 [82.859406]
 [86.75707 ]
 [82.65602 ]
 [86.56336 ]
 [79.218025]
 [85.611275]
 [83.21378 ]
 [80.206566]
 [84.06058 ]
 [83.18021 ]
 [83.11482 ]
 [87.563934]
 [82.589386]
 [84.20613 ]
 [81.05433 ]
 [84.26562 ]
 [79.21204 ]
 [81.773994]
 [78.410995]
 [79.65761 ]
 [82.34154 ]
 [81.63186 ]
 [82.16039 ]
 [82.736786]
 [81.686775]
 [85.81295 ]
 [80.86364 ]
 [79.57631 ]
 [81.05681 ]
 [81.79751 ]
 [83.12402 ]
 [82.39585 ]
 [85.235176]
 [84.050285]
 [81.56178 ]
 [80.811615]
 [79.80886 ]
 [83.70717 ]
 [86.25701 ]
 [82.37447 ]
 [82.15478 ]
 [80.90532 ]
 [82.54907 ]
 [83.191536]
 [83.374794]
 [83.0764  ]
 [78.73925 ]
 [82.847885]
 [82.18172 ]
 [79.44809 ]
 [84.81006 ]
 [80.91808 ]
 [82.38533 ]]"
3,"[[296.6752 ]
 [267.44778]
 [296.90933]
 [268.76013]
 [275.27524]
 [248.73639]
 [287.87677]
 [259.69098]
 [283.35623]
 [295.31442]
 [275.25696]
 [288.84033]
 [289.8671 ]
 [278.66733]
 [275.7202 ]
 [300.46762]
 [290.6966 ]
 [277.24426]
 [280.1508 ]
 [292.92728]
 [276.43463]
 [267.30533]
 [293.12326]
 [268.77335]
 [302.9259 ]
 [301.0094 ]
 [277.2328 ]
 [283.70062]
 [272.10074]
 [284.2874 ]
 [276.43658]
 [297.9442 ]
 [285.01825]
 [285.51898]
 [276.85828]
 [270.43958]
 [264.8994 ]
 [263.80637]
 [278.46753]
 [303.59503]
 [290.74783]
 [303.6756 ]
 [275.03046]
 [287.89548]
 [292.53882]
 [291.71884]
 [289.33945]
 [293.843  ]
 [301.01956]
 [280.76828]
 [280.6022 ]
 [273.4684 ]
 [287.8754 ]
 [281.43484]
 [298.25845]
 [295.69528]
 [284.70447]
 [272.91623]
 [293.4675 ]
 [263.39288]
 [285.29688]
 [271.5592 ]
 [287.38596]
 [294.31403]
 [274.54095]
 [286.91562]
 [268.74078]
 [296.02087]
 [298.14212]
 [287.47336]
 [269.1986 ]
 [289.7338 ]
 [271.28152]
 [289.0936 ]
 [260.97375]
 [271.4499 ]
 [282.28348]
 [300.32764]
 [267.03946]
 [286.2832 ]
 [288.27908]
 [284.52527]
 [289.20032]
 [295.51053]
 [278.05533]
 [271.4868 ]
 [311.8828 ]
 [277.37576]
 [271.76242]
 [266.06107]
 [288.40784]
 [285.95834]
 [298.59515]
 [282.77136]
 [281.32056]
 [268.4873 ]
 [293.96112]
 [283.7827 ]
 [294.8358 ]
 [268.14514]
 [301.68805]
 [283.18353]
 [281.85068]
 [286.02756]
 [270.86224]
 [267.62863]
 [290.96573]
 [304.33087]
 [288.12665]
 [285.47562]
 [277.48828]
 [290.05487]
 [257.11905]
 [280.29797]
 [286.4364 ]
 [299.95068]
 [306.88373]
 [282.57358]
 [279.51495]
 [290.46936]
 [295.43704]
 [281.3115 ]
 [257.30405]
 [273.07767]
 [270.80203]
 [274.6333 ]
 [294.006  ]
 [274.4692 ]]"
4,"[[583.3418 ]
 [564.1223 ]
 [547.1464 ]
 [564.8356 ]
 [531.6059 ]
 [560.87634]
 [577.7386 ]
 [583.6264 ]
 [569.71924]
 [577.5655 ]
 [558.473  ]
 [553.1658 ]
 [564.27246]
 [595.4718 ]
 [581.8865 ]
 [568.94916]
 [542.9284 ]
 [552.73047]
 [561.369  ]
 [553.4288 ]
 [547.419  ]
 [548.18317]
 [524.5301 ]
 [573.5985 ]
 [555.8977 ]
 [540.66534]
 [536.73303]
 [558.0968 ]
 [569.4552 ]
 [562.694  ]
 [562.14886]
 [547.9786 ]
 [542.344  ]
 [554.69037]
 [523.76306]
 [519.2715 ]
 [582.40137]
 [570.6555 ]
 [562.825  ]
 [567.83997]
 [563.6147 ]
 [546.97064]
 [574.4826 ]
 [533.7526 ]
 [554.0033 ]
 [558.09644]
 [583.31476]
 [542.57794]
 [554.21594]
 [561.8944 ]
 [564.13794]
 [540.57404]
 [585.8351 ]
 [585.10297]
 [586.50336]
 [560.6712 ]
 [519.7721 ]
 [528.2165 ]
 [569.37946]
 [559.2349 ]
 [566.55817]
 [561.6167 ]
 [573.70465]
 [579.2543 ]
 [541.70776]
 [565.3483 ]
 [584.94525]
 [562.06616]
 [541.47656]
 [568.92633]
 [527.3105 ]
 [549.24945]
 [556.05914]
 [543.0013 ]
 [565.5746 ]
 [555.72235]
 [550.673  ]
 [582.6779 ]
 [567.05585]
 [556.6172 ]
 [577.19073]
 [582.65796]
 [557.00714]
 [567.75433]
 [541.1394 ]
 [558.8624 ]
 [555.2447 ]
 [558.44617]
 [563.82166]
 [526.4412 ]
 [540.0961 ]
 [545.601  ]
 [572.69037]
 [554.3071 ]
 [550.4853 ]
 [570.09143]
 [565.0252 ]
 [573.18164]
 [541.9734 ]
 [571.57654]
 [582.5601 ]
 [561.88696]
 [533.11523]
 [538.32916]
 [574.04553]
 [573.1251 ]
 [567.0463 ]
 [544.39594]
 [538.5921 ]
 [572.107  ]
 [524.5222 ]
 [570.8417 ]
 [560.09204]
 [561.7906 ]
 [528.41943]
 [568.2715 ]
 [577.68884]
 [548.7735 ]
 [523.9371 ]
 [558.95557]
 [598.4917 ]
 [557.8162 ]
 [551.85284]
 [558.32275]
 [575.1904 ]
 [569.2314 ]
 [548.6973 ]
 [550.2779 ]]"
5,"[[699.2063 ]
 [699.2198 ]
 [708.363  ]
 [718.3426 ]
 [719.606  ]
 [710.12036]
 [694.23254]
 [701.00745]
 [707.96967]
 [700.5886 ]
 [713.005  ]
 [719.53314]
 [698.15076]
 [714.4289 ]
 [698.7617 ]
 [700.5268 ]
 [697.01465]
 [699.40173]
 [699.82733]
 [692.80035]
 [708.72064]
 [688.0141 ]
 [709.39844]
 [692.53516]
 [705.45746]
 [711.45746]
 [704.0132 ]
 [714.23987]
 [708.046  ]
 [694.02875]
 [710.08685]
 [709.51306]
 [710.7286 ]
 [706.94855]
 [711.8601 ]
 [707.41876]
 [712.619  ]
 [714.1659 ]
 [699.59985]
 [715.5812 ]
 [704.63873]
 [712.011  ]
 [713.06757]
 [706.6401 ]
 [702.0649 ]
 [707.09094]
 [713.3754 ]
 [712.1808 ]
 [705.8478 ]
 [695.98645]
 [706.2221 ]
 [689.232  ]
 [702.2199 ]
 [706.67725]
 [702.4106 ]
 [703.2414 ]
 [717.0055 ]
 [700.5049 ]
 [706.2061 ]
 [695.92523]
 [714.5338 ]
 [694.43   ]
 [712.98584]
 [699.5265 ]
 [692.97504]
 [724.42523]
 [697.3526 ]
 [708.8991 ]
 [718.83484]
 [716.79846]
 [715.42993]
 [700.0682 ]
 [714.2504 ]
 [709.5537 ]
 [706.8464 ]
 [704.5812 ]
 [718.5261 ]
 [709.5458 ]
 [711.17914]
 [716.6284 ]
 [704.80774]
 [721.3844 ]
 [696.3351 ]
 [705.33044]
 [704.7721 ]
 [705.1296 ]
 [720.1917 ]
 [705.3275 ]
 [698.33484]
 [695.29755]
 [705.95154]
 [710.4398 ]
 [700.7991 ]
 [723.816  ]
 [712.4852 ]
 [705.8989 ]
 [696.69604]
 [710.2799 ]
 [705.0511 ]
 [707.35144]
 [712.7964 ]
 [712.2446 ]
 [694.6531 ]
 [714.2188 ]
 [714.5099 ]
 [714.9629 ]
 [705.2478 ]
 [711.28265]
 [704.2492 ]
 [711.9222 ]
 [721.5582 ]
 [716.21246]
 [709.9334 ]
 [703.13477]
 [710.005  ]
 [719.2765 ]
 [707.46765]
 [696.18854]
 [715.50256]
 [702.6985 ]
 [710.26044]
 [702.7368 ]
 [712.2696 ]
 [701.29535]
 [702.67816]
 [699.3724 ]
 [712.1262 ]
 [700.2837 ]]"
6,"[[774.1372 ]
 [763.0479 ]
 [775.5521 ]
 [801.40765]
 [781.01654]
 [748.3928 ]
 [785.9667 ]
 [756.33453]
 [738.2588 ]
 [798.5988 ]
 [799.6845 ]
 [772.90515]
 [777.7052 ]
 [760.0926 ]
 [740.77704]
 [795.7901 ]
 [759.1367 ]
 [777.7555 ]
 [776.8715 ]
 [755.22003]
 [806.9046 ]
 [754.57306]
 [776.2493 ]
 [776.55725]
 [772.24194]
 [763.6366 ]
 [756.4907 ]
 [809.13776]
 [768.049  ]
 [767.9262 ]
 [772.96204]
 [768.7754 ]
 [787.18365]
 [747.2637 ]
 [775.4875 ]
 [788.72424]
 [777.47705]
 [759.6329 ]
 [765.7285 ]
 [757.40186]
 [796.07245]
 [726.7084 ]
 [739.6685 ]
 [757.1981 ]
 [787.5014 ]
 [805.0274 ]
 [796.5165 ]
 [802.959  ]
 [777.89075]
 [784.7348 ]
 [748.77124]
 [757.01636]
 [760.40967]
 [775.1274 ]
 [741.85236]
 [773.50134]
 [722.55054]
 [766.4577 ]
 [774.6402 ]
 [761.3372 ]
 [739.7793 ]
 [790.21277]
 [754.24243]
 [766.04425]
 [797.374  ]
 [765.65466]
 [762.9437 ]
 [781.2405 ]
 [786.78723]
 [786.263  ]
 [779.4774 ]
 [756.558  ]
 [775.57544]
 [772.5272 ]
 [756.4121 ]
 [764.2328 ]
 [768.34326]
 [737.9962 ]
 [763.9176 ]
 [790.45166]
 [732.7644 ]
 [770.9734 ]
 [769.7011 ]
 [792.1455 ]
 [776.72266]
 [791.9063 ]
 [760.83276]
 [750.20215]
 [802.98944]
 [773.5153 ]
 [755.0282 ]
 [804.4237 ]
 [757.0325 ]
 [775.71014]
 [821.47864]
 [766.4568 ]
 [771.1092 ]
 [739.88257]
 [739.3605 ]
 [776.574  ]
 [760.7418 ]
 [732.56506]
 [756.8765 ]
 [720.8288 ]
 [789.2157 ]
 [720.7567 ]
 [783.3071 ]
 [767.5626 ]
 [784.0562 ]
 [771.7939 ]
 [748.209  ]
 [764.9505 ]
 [743.1129 ]
 [769.7361 ]
 [744.0011 ]
 [805.8767 ]
 [754.2166 ]
 [739.3247 ]
 [766.88007]
 [754.36725]
 [753.4125 ]
 [805.8329 ]
 [759.4259 ]
 [809.63086]
 [790.7705 ]
 [782.0931 ]
 [758.3432 ]
 [739.03015]]"
7,"[[743.3319 ]
 [785.6706 ]
 [684.3836 ]
 [792.1256 ]
 [718.1209 ]
 [737.318  ]
 [758.03455]
 [785.06195]
 [850.0906 ]
 [796.3586 ]
 [776.83966]
 [737.57935]
 [819.02057]
 [818.9896 ]
 [800.0539 ]
 [843.8045 ]
 [829.2086 ]
 [854.8538 ]
 [750.1194 ]
 [807.7792 ]
 [729.7527 ]
 [804.5495 ]
 [782.9228 ]
 [811.3242 ]
 [688.9432 ]
 [778.5419 ]
 [811.6362 ]
 [801.69507]
 [763.24994]
 [791.9599 ]
 [748.59985]
 [787.26373]
 [731.1327 ]
 [780.14886]
 [787.51013]
 [772.2812 ]
 [780.6784 ]
 [754.10126]
 [761.96594]
 [794.1295 ]
 [794.4452 ]
 [772.97766]
 [733.8045 ]
 [879.71   ]
 [764.7725 ]
 [795.2716 ]
 [823.9321 ]
 [751.5159 ]
 [772.8643 ]
 [802.8945 ]
 [813.317  ]
 [713.01733]
 [751.1686 ]
 [813.3417 ]
 [796.06134]
 [747.44824]
 [811.3988 ]
 [784.01465]
 [812.2816 ]
 [785.5487 ]
 [791.95575]
 [744.30304]
 [762.04   ]
 [777.38354]
 [842.18353]
 [869.10004]
 [730.99896]
 [717.09174]
 [835.0969 ]
 [841.66486]
 [769.4795 ]
 [812.1776 ]
 [697.8307 ]
 [752.20825]
 [785.3713 ]
 [807.5803 ]
 [799.58936]
 [780.73694]
 [820.86053]
 [753.6788 ]
 [752.9023 ]
 [804.249  ]
 [815.0343 ]
 [801.3801 ]
 [800.72095]
 [728.5472 ]
 [774.5161 ]
 [775.16785]
 [784.63385]
 [724.58417]
 [795.41833]
 [751.117  ]
 [743.769  ]
 [807.73596]
 [801.91754]
 [777.7561 ]
 [718.70544]
 [730.4284 ]
 [763.98474]
 [692.72406]
 [809.81104]
 [809.79395]
 [853.4521 ]
 [757.5107 ]
 [836.6927 ]
 [789.2806 ]
 [716.5119 ]
 [704.33075]
 [832.5222 ]
 [795.85284]
 [847.4451 ]
 [798.3132 ]
 [770.8253 ]
 [772.713  ]
 [804.7807 ]
 [835.12885]
 [762.8008 ]
 [798.478  ]
 [733.5817 ]
 [822.28   ]
 [800.9477 ]
 [714.8675 ]
 [726.88983]
 [778.6561 ]
 [760.03516]
 [773.784  ]
 [748.50806]
 [768.27167]]"
8,"[[750.8348 ]
 [781.8828 ]
 [777.5993 ]
 [888.9859 ]
 [844.68744]
 [911.1398 ]
 [757.2932 ]
 [657.3401 ]
 [783.6419 ]
 [719.76984]
 [870.8548 ]
 [619.7148 ]
 [779.5998 ]
 [860.2167 ]
 [764.6233 ]
 [936.34973]
 [779.40686]
 [763.81006]
 [829.37036]
 [774.579  ]
 [838.22174]
 [762.92944]
 [748.462  ]
 [703.7297 ]
 [837.7678 ]
 [707.6846 ]
 [796.88055]
 [719.801  ]
 [661.8253 ]
 [878.0034 ]
 [801.264  ]
 [823.5514 ]
 [801.6958 ]
 [793.8704 ]
 [757.85345]
 [789.76416]
 [766.8179 ]
 [796.58185]
 [759.23755]
 [816.0452 ]
 [722.3311 ]
 [743.80804]
 [865.66614]
 [873.25714]
 [787.18976]
 [749.8678 ]
 [781.4035 ]
 [880.899  ]
 [786.11914]
 [830.62836]
 [758.47156]
 [851.18164]
 [764.8008 ]
 [889.7791 ]
 [742.22455]
 [683.7324 ]
 [734.34424]
 [698.00964]
 [911.83405]
 [889.46173]
 [815.47705]
 [783.2742 ]
 [830.8573 ]
 [767.59357]
 [842.5185 ]
 [748.45557]
 [875.8471 ]
 [772.2179 ]
 [745.9457 ]
 [795.87787]
 [792.30365]
 [717.1391 ]
 [802.34174]
 [831.4683 ]
 [843.4416 ]
 [789.5068 ]
 [952.09375]
 [702.076  ]
 [732.72015]
 [748.3005 ]
 [703.161  ]
 [746.6729 ]
 [809.5391 ]
 [753.1296 ]
 [807.97327]
 [730.41656]
 [707.60297]
 [853.15576]
 [811.0464 ]
 [884.4886 ]
 [800.0432 ]
 [784.00836]
 [713.55835]
 [704.9612 ]
 [753.44696]
 [789.44934]
 [822.30396]
 [807.44904]
 [791.4908 ]
 [763.6382 ]
 [784.2399 ]
 [783.60724]
 [813.26886]
 [779.0509 ]
 [813.0737 ]
 [803.3942 ]
 [775.5472 ]
 [797.79755]
 [925.3399 ]
 [691.34344]
 [857.0479 ]
 [719.68805]
 [795.214  ]
 [760.13855]
 [818.67194]
 [756.51227]
 [721.3914 ]
 [720.35614]
 [911.94556]
 [742.94135]
 [767.8859 ]
 [824.02893]
 [741.2541 ]
 [844.7239 ]
 [762.3536 ]
 [815.8585 ]
 [771.49615]
 [778.5973 ]]"
9,"[[ 926.96906]
 [ 805.76184]
 [ 782.98267]
 [ 807.0788 ]
 [ 928.235  ]
 [ 757.72626]
 [ 816.76495]
 [ 947.6267 ]
 [ 900.9343 ]
 [ 739.98944]
 [ 809.48804]
 [ 856.78296]
 [ 885.7391 ]
 [ 824.77405]
 [ 829.30743]
 [ 929.42426]
 [ 767.3392 ]
 [ 927.78235]
 [ 849.9395 ]
 [ 763.7642 ]
 [ 791.8949 ]
 [ 831.028  ]
 [ 855.374  ]
 [ 745.52405]
 [ 785.9941 ]
 [ 804.38464]
 [ 878.42633]
 [ 805.8179 ]
 [ 852.8259 ]
 [ 889.74774]
 [ 876.19305]
 [ 798.573  ]
 [ 757.8116 ]
 [ 958.0601 ]
 [ 991.5835 ]
 [ 759.2403 ]
 [ 805.5131 ]
 [ 912.1184 ]
 [ 870.2177 ]
 [ 815.23267]
 [1006.6002 ]
 [ 845.402  ]
 [ 756.2649 ]
 [ 933.43036]
 [ 794.07056]
 [ 842.67523]
 [ 915.73096]
 [ 780.1652 ]
 [ 941.64935]
 [ 723.97504]
 [ 937.6517 ]
 [ 861.4283 ]
 [ 898.6201 ]
 [ 868.24866]
 [ 946.08813]
 [ 722.4217 ]
 [ 851.94305]
 [ 711.40137]
 [ 770.9957 ]
 [ 799.56177]
 [ 761.25433]
 [ 715.9092 ]
 [ 824.6996 ]
 [ 852.1019 ]
 [ 820.07587]
 [ 783.2572 ]
 [ 883.8167 ]
 [ 887.9184 ]
 [ 846.487  ]
 [ 966.4767 ]
 [ 832.8736 ]
 [ 909.0099 ]
 [ 934.81134]
 [ 915.57275]
 [ 957.6265 ]
 [ 877.359  ]
 [ 910.34247]
 [ 870.0927 ]
 [ 802.02075]
 [ 883.1566 ]
 [ 914.561  ]
 [ 926.1648 ]
 [ 754.0307 ]
 [ 877.2712 ]
 [ 826.7619 ]
 [ 772.60516]
 [ 882.16235]
 [ 927.20746]
 [ 784.9264 ]
 [ 725.0064 ]
 [1000.14923]
 [ 960.75104]
 [ 801.7067 ]
 [ 845.3357 ]
 [ 835.2224 ]
 [ 859.84   ]
 [ 768.6544 ]
 [ 889.4134 ]
 [ 794.74725]
 [ 910.0026 ]
 [ 930.8539 ]
 [ 877.4254 ]
 [ 856.1296 ]
 [ 765.77985]
 [ 881.41754]
 [ 766.7014 ]
 [ 943.7753 ]
 [ 910.28876]
 [ 821.92474]
 [ 793.763  ]
 [ 906.1392 ]
 [ 912.60596]
 [ 775.0919 ]
 [ 964.7892 ]
 [ 854.67   ]
 [ 784.4948 ]
 [ 951.6372 ]
 [ 918.0416 ]
 [ 890.3183 ]
 [ 950.4791 ]
 [ 957.43085]
 [ 771.6866 ]
 [ 905.17035]
 [ 904.96   ]
 [ 776.50684]
 [ 617.449  ]
 [ 739.9481 ]
 [ 843.45917]]"
10,"[[1104.0873 ]
 [ 880.53705]
 [ 971.01917]
 [ 973.29474]
 [ 930.62085]
 [1021.23694]
 [ 886.5963 ]
 [1012.9433 ]
 [ 820.13196]
 [ 829.65936]
 [ 920.7168 ]
 [ 862.10767]
 [ 916.2052 ]
 [ 879.6338 ]
 [1085.8818 ]
 [ 895.3594 ]
 [ 991.4586 ]
 [ 875.21783]
 [ 868.30066]
 [ 856.94965]
 [1088.72   ]
 [1075.4224 ]
 [ 955.76685]
 [ 870.9162 ]
 [1109.8804 ]
 [1027.582  ]
 [ 970.5325 ]
 [ 984.4673 ]
 [ 915.1666 ]
 [ 937.7523 ]
 [ 963.3797 ]
 [ 889.7532 ]
 [1061.613  ]
 [1073.2593 ]
 [1048.7855 ]
 [ 858.72284]
 [ 935.21106]
 [ 806.1485 ]
 [ 992.49884]
 [ 922.56866]
 [ 839.0065 ]
 [ 962.4196 ]
 [1051.991  ]
 [ 718.112  ]
 [ 942.9475 ]
 [ 929.48584]
 [ 976.0205 ]
 [1013.736  ]
 [ 879.34784]
 [ 817.6529 ]
 [ 832.7489 ]
 [1077.8677 ]
 [1040.7582 ]
 [ 863.03094]
 [ 884.66614]
 [ 938.065  ]
 [ 892.219  ]
 [1012.1278 ]
 [ 869.7623 ]
 [ 918.9971 ]
 [ 905.3468 ]
 [ 925.71704]
 [ 948.4299 ]
 [ 979.41187]
 [1133.966  ]
 [ 996.11816]
 [ 874.9955 ]
 [ 973.8467 ]
 [1040.7969 ]
 [1030.5106 ]
 [ 992.42725]
 [ 867.31274]
 [ 955.32947]
 [ 973.6767 ]
 [ 916.2746 ]
 [ 869.5897 ]
 [1102.1449 ]
 [ 751.97516]
 [1098.0289 ]
 [1029.1904 ]
 [ 897.01385]
 [1104.6523 ]
 [ 963.91797]
 [ 997.35956]
 [ 924.379  ]
 [ 866.658  ]
 [1080.3529 ]
 [ 880.2126 ]
 [ 813.91394]
 [1003.89374]
 [1028.5962 ]
 [ 959.05585]
 [ 856.0362 ]
 [1001.03284]
 [ 945.3704 ]
 [ 880.36285]
 [ 962.2146 ]
 [ 980.8142 ]
 [ 992.2108 ]
 [ 967.2817 ]
 [ 815.3593 ]
 [ 862.0401 ]
 [1026.1727 ]
 [ 922.68396]
 [ 993.88525]
 [ 897.4776 ]
 [ 961.976  ]
 [ 992.1294 ]
 [ 907.568  ]
 [ 915.9014 ]
 [1029.2211 ]
 [ 937.04443]
 [ 901.8894 ]
 [ 818.3272 ]
 [ 943.369  ]
 [ 792.0915 ]
 [1023.7529 ]
 [1151.6414 ]
 [ 915.41925]
 [ 988.6685 ]
 [ 750.4782 ]
 [ 871.1266 ]
 [ 963.1806 ]
 [ 962.3272 ]
 [1039.2573 ]
 [1083.7455 ]
 [ 962.5713 ]
 [1015.23553]]"
