episode,Q_value
1,0.003164198249578476
2,-40.36209487915039
3,-211.6903076171875
4,-486.17596435546875
5,-744.030517578125
6,-1013.135986328125
7,-1269.6300048828125
8,-1536.829345703125
9,-1793.5712890625
10,-2117.13525390625
11,-2384.306640625
12,-2890.71240234375
13,-3286.355224609375
14,-3732.0830078125
15,-4213.912109375
16,-4673.91259765625
17,-5022.21728515625
18,-5029.09619140625
19,-4878.94580078125
20,-5360.017578125
21,-6118.8916015625
22,-6004.5654296875
23,-6376.50732421875
24,-6467.8583984375
25,-6514.55322265625
26,-6423.93359375
27,-6764.2470703125
28,-7150.0126953125
29,-7231.08154296875
30,-7346.00732421875
31,-7577.0869140625
32,-7785.0771484375
33,-8276.658203125
34,-8613.9169921875
35,-8539.07421875
36,-7916.3125
37,-8810.44921875
38,-9274.939453125
39,-9397.9833984375
40,-9323.19921875
41,-9456.68359375
42,-9640.3935546875
43,-9936.265625
44,-10115.78125
45,-10025.9931640625
46,-10621.626953125
47,-10677.306640625
48,-10682.85546875
49,-10979.76171875
50,-11139.3984375
51,-11452.6455078125
52,-11691.388671875
53,-11783.5595703125
54,-11518.134765625
55,-12041.07421875
56,-12248.6201171875
57,-12378.3056640625
58,-12687.509765625
59,-12662.7099609375
60,-13032.4580078125
61,-13346.9873046875
62,-13085.96484375
63,-13551.2919921875
64,-13525.939453125
65,-13673.251953125
66,-14001.6435546875
67,-14075.4736328125
68,-14199.8203125
69,-14155.7265625
70,-14767.318359375
71,-14801.9375
72,-13904.955078125
73,-14928.0537109375
74,-15162.033203125
75,-15139.515625
76,-15466.17578125
77,-15508.24609375
78,-15762.55859375
79,-16264.71484375
80,-16410.90234375
81,-16195.318359375
82,-16104.51953125
83,-16511.796875
84,-16640.15234375
85,-16587.5078125
86,-16779.9921875
87,-16829.70703125
88,-16839.51171875
89,-17287.064453125
90,-16882.078125
