episode,total_reward
1,"[[-26.30328 ]
 [-26.30328 ]
 [-25.721895]
 [-25.007849]
 [-24.567953]
 [-23.175797]
 [-23.170345]
 [-23.12393 ]
 [-23.086508]
 [-23.045677]
 [-22.919727]
 [-22.805166]
 [-22.694223]
 [-22.628944]
 [-22.602165]
 [-22.544914]
 [-22.239424]
 [-22.184925]
 [-21.962246]
 [-21.929873]
 [-21.835236]
 [-21.685766]
 [-21.658234]
 [-21.645586]
 [-21.619831]
 [-21.551098]
 [-21.540508]
 [-21.538305]
 [-21.497904]
 [-21.47741 ]
 [-21.426546]
 [-21.4131  ]
 [-21.398031]
 [-21.39606 ]
 [-21.362986]
 [-21.351948]
 [-21.345587]
 [-21.34264 ]
 [-21.340801]
 [-21.339302]
 [-21.33696 ]
 [-21.333958]
 [-21.333467]
 [-21.332731]
 [-21.331432]
 [-21.33071 ]
 [-21.33003 ]
 [-21.329878]
 [-21.329695]
 [-21.329428]
 [-21.329407]
 [-21.329342]
 [-21.329298]
 [-21.329285]
 [-21.329264]
 [-21.329252]
 [-21.329254]
 [-21.329245]
 [-21.329252]
 [-21.329245]
 [-21.329245]
 [-21.329243]
 [-21.329128]
 [-21.328554]]"
2,"[[-130.3657  ]
 [-130.01761 ]
 [-129.61957 ]
 [-128.16757 ]
 [-125.791504]
 [-124.33208 ]
 [-124.2719  ]
 [-122.44175 ]
 [-121.9354  ]
 [-120.425064]
 [-119.20522 ]
 [-117.642975]
 [-115.815704]
 [-113.14321 ]
 [-112.66167 ]
 [-112.587685]
 [-112.367874]
 [-112.172295]
 [-111.97489 ]
 [-111.46609 ]
 [-110.980125]
 [-110.52092 ]
 [-110.233315]
 [-110.09156 ]
 [-109.83682 ]
 [-108.632996]
 [-108.38273 ]
 [-108.10082 ]
 [-107.934105]
 [-107.770164]
 [-107.20037 ]
 [-107.05843 ]
 [-106.99575 ]
 [-106.830696]
 [-106.63877 ]
 [-106.17616 ]
 [-106.11548 ]
 [-106.06577 ]
 [-105.96349 ]
 [-105.89166 ]
 [-105.79189 ]
 [-105.69315 ]
 [-105.59625 ]
 [-105.438255]
 [-105.37252 ]
 [-105.34567 ]
 [-105.1844  ]
 [-105.098434]
 [-105.034454]
 [-104.92333 ]
 [-104.89237 ]
 [-104.86125 ]
 [-104.82907 ]
 [-104.76335 ]
 [-104.74542 ]
 [-104.69972 ]
 [-104.671906]
 [-104.6412  ]
 [-104.612335]
 [-104.59645 ]
 [-104.57945 ]
 [-104.55751 ]
 [-104.54914 ]
 [-104.53471 ]]"
3,"[[-233.78752]
 [-233.20332]
 [-232.5832 ]
 [-230.43904]
 [-227.07523]
 [-225.05865]
 [-224.99107]
 [-222.49199]
 [-221.78369]
 [-220.75499]
 [-219.96867]
 [-219.63287]
 [-219.4603 ]
 [-218.47679]
 [-217.73698]
 [-217.16602]
 [-217.01422]
 [-216.65807]
 [-216.4393 ]
 [-215.54959]
 [-215.40689]
 [-215.21481]
 [-214.55705]
 [-213.37886]
 [-212.8399 ]
 [-212.41988]
 [-211.86838]
 [-210.63547]
 [-209.9301 ]
 [-209.13521]
 [-208.79779]
 [-208.46376]
 [-208.3584 ]
 [-208.08714]
 [-207.85388]
 [-207.6027 ]
 [-206.97934]
 [-206.38544]
 [-206.30748]
 [-206.0032 ]
 [-205.65187]
 [-205.27776]
 [-205.1718 ]
 [-205.01071]
 [-204.66899]
 [-203.42075]
 [-203.3433 ]
 [-203.01057]
 [-202.69533]
 [-202.53868]
 [-202.32318]
 [-202.18103]
 [-201.59988]
 [-201.34554]
 [-201.14018]
 [-201.081  ]
 [-200.8326 ]
 [-200.72722]
 [-200.49695]
 [-199.80391]
 [-199.74107]
 [-199.66452]
 [-199.5422 ]
 [-199.44092]]"
4,"[[-362.41077]
 [-358.3083 ]
 [-356.34695]
 [-352.63187]
 [-351.8654 ]
 [-351.6039 ]
 [-351.45837]
 [-350.8749 ]
 [-350.27008]
 [-350.0772 ]
 [-349.31104]
 [-348.8033 ]
 [-348.3466 ]
 [-348.19733]
 [-347.70197]
 [-347.3175 ]
 [-346.92065]
 [-346.5259 ]
 [-346.3629 ]
 [-345.9577 ]
 [-345.44974]
 [-345.07852]
 [-344.83896]
 [-344.49173]
 [-344.0888 ]
 [-343.94037]
 [-343.35715]
 [-342.60025]
 [-342.22626]
 [-341.9964 ]
 [-341.466  ]
 [-341.18073]
 [-340.55533]
 [-340.35822]
 [-339.69296]
 [-339.34253]
 [-339.1875 ]
 [-338.72842]
 [-338.408  ]
 [-337.89487]
 [-337.32037]
 [-336.9839 ]
 [-336.7043 ]
 [-336.26837]
 [-336.03387]
 [-335.52032]
 [-335.24323]
 [-335.06622]
 [-334.8772 ]
 [-334.6733 ]
 [-334.4907 ]
 [-333.85684]
 [-333.69067]
 [-333.22565]
 [-332.82224]
 [-332.3116 ]
 [-332.02908]
 [-331.80948]
 [-331.25858]
 [-331.03973]
 [-330.877  ]
 [-330.4728 ]
 [-330.26154]
 [-329.98816]]"
5,"[[-504.29303]
 [-503.32263]
 [-502.1933 ]
 [-501.39368]
 [-499.95935]
 [-499.52985]
 [-498.50577]
 [-497.15097]
 [-496.08823]
 [-495.5168 ]
 [-494.593  ]
 [-492.63245]
 [-492.093  ]
 [-490.927  ]
 [-489.538  ]
 [-488.3957 ]
 [-487.99194]
 [-486.25555]
 [-485.45212]
 [-484.37085]
 [-483.9337 ]
 [-482.6769 ]
 [-482.4686 ]
 [-481.6665 ]
 [-480.41483]
 [-479.96274]
 [-479.29343]
 [-478.80078]
 [-478.0294 ]
 [-477.638  ]
 [-477.14365]
 [-476.71835]
 [-476.32126]
 [-475.6819 ]
 [-475.28723]
 [-475.04602]
 [-474.05576]
 [-473.80716]
 [-473.3875 ]
 [-472.54105]
 [-472.39975]
 [-471.8395 ]
 [-471.61313]
 [-471.0121 ]
 [-470.41086]
 [-470.20593]
 [-469.85587]
 [-469.57278]
 [-469.38895]
 [-469.24762]
 [-469.085  ]
 [-468.90823]
 [-468.74744]
 [-468.5386 ]
 [-468.42764]
 [-468.2204 ]
 [-467.9303 ]
 [-467.81577]
 [-467.385  ]
 [-467.2774 ]
 [-467.11517]
 [-466.9877 ]
 [-466.8597 ]
 [-466.73813]]"
6,"[[-646.2325 ]
 [-645.8985 ]
 [-645.1897 ]
 [-644.7898 ]
 [-643.7383 ]
 [-643.34106]
 [-642.61285]
 [-641.5576 ]
 [-640.69324]
 [-640.15405]
 [-639.32855]
 [-638.1534 ]
 [-637.50476]
 [-636.59064]
 [-635.6365 ]
 [-634.6577 ]
 [-634.094  ]
 [-632.89624]
 [-632.1369 ]
 [-630.7935 ]
 [-630.3445 ]
 [-629.014  ]
 [-628.671  ]
 [-627.95667]
 [-626.65344]
 [-626.04456]
 [-625.30963]
 [-624.84937]
 [-624.1607 ]
 [-623.7362 ]
 [-623.263  ]
 [-622.63257]
 [-622.18896]
 [-621.6345 ]
 [-621.17236]
 [-620.7033 ]
 [-619.8826 ]
 [-619.4842 ]
 [-619.0006 ]
 [-618.22455]
 [-617.85626]
 [-617.2715 ]
 [-616.8608 ]
 [-616.2861 ]
 [-615.5827 ]
 [-615.20807]
 [-614.7735 ]
 [-614.34894]
 [-614.0365 ]
 [-613.66547]
 [-613.30725]
 [-612.95953]
 [-612.62695]
 [-612.2609 ]
 [-611.9481 ]
 [-611.5829 ]
 [-611.1939 ]
 [-610.8973 ]
 [-610.4554 ]
 [-610.15454]
 [-609.8404 ]
 [-609.5562 ]
 [-609.2617 ]
 [-608.9726 ]]"
7,"[[-809.9111 ]
 [-807.62256]
 [-806.26776]
 [-804.5161 ]
 [-803.1299 ]
 [-802.25946]
 [-801.5134 ]
 [-800.7602 ]
 [-799.9853 ]
 [-799.223  ]
 [-798.5166 ]
 [-797.9013 ]
 [-797.099  ]
 [-796.5432 ]
 [-796.0047 ]
 [-795.56647]
 [-795.2029 ]
 [-794.09406]
 [-792.73254]
 [-788.6048 ]
 [-787.1266 ]
 [-784.56946]
 [-782.4037 ]
 [-781.3675 ]
 [-780.3881 ]
 [-779.47296]
 [-778.1553 ]
 [-777.9688 ]
 [-777.6542 ]
 [-777.40466]
 [-777.1404 ]
 [-776.6176 ]
 [-776.3884 ]
 [-776.0684 ]
 [-775.71295]
 [-775.177  ]
 [-774.5369 ]
 [-774.32385]
 [-773.90875]
 [-773.46466]
 [-773.0854 ]
 [-772.89056]
 [-772.69   ]
 [-771.9855 ]
 [-771.7318 ]
 [-771.4323 ]
 [-771.145  ]
 [-770.5705 ]
 [-770.2475 ]
 [-770.00305]
 [-769.76843]
 [-769.56525]
 [-769.3745 ]
 [-768.69763]
 [-768.35596]
 [-767.62415]
 [-767.48364]
 [-767.4012 ]
 [-767.07227]
 [-766.18774]
 [-765.6572 ]
 [-765.59296]
 [-765.1334 ]
 [-764.9503 ]]"
8,"[[-1066.8219 ]
 [-1063.2952 ]
 [-1061.8005 ]
 [-1057.3141 ]
 [-1053.6028 ]
 [-1050.9713 ]
 [-1047.0969 ]
 [-1043.3163 ]
 [-1040.8424 ]
 [-1037.3176 ]
 [-1033.8594 ]
 [-1031.4307 ]
 [-1027.8856 ]
 [-1024.3026 ]
 [-1021.85   ]
 [-1018.382  ]
 [-1015.9196 ]
 [-1013.41504]
 [-1008.7514 ]
 [-1005.23987]
 [-1002.78546]
 [ -998.52185]
 [ -996.2771 ]
 [ -994.5182 ]
 [ -992.7282 ]
 [ -991.3767 ]
 [ -989.8953 ]
 [ -988.3091 ]
 [ -986.85425]
 [ -985.5135 ]
 [ -984.2865 ]
 [ -983.0619 ]
 [ -981.8146 ]
 [ -980.604  ]
 [ -979.44165]
 [ -978.29047]
 [ -977.11206]
 [ -976.01935]
 [ -974.9442 ]
 [ -973.8932 ]
 [ -972.88855]
 [ -971.6538 ]
 [ -970.3619 ]
 [ -969.0601 ]
 [ -967.4659 ]
 [ -966.24817]
 [ -964.9243 ]
 [ -963.9101 ]
 [ -962.24786]
 [ -960.7672 ]
 [ -959.66473]
 [ -958.41846]
 [ -957.18933]
 [ -955.9731 ]
 [ -954.77246]
 [ -953.6993 ]
 [ -952.7195 ]
 [ -951.7017 ]
 [ -950.7024 ]
 [ -949.6972 ]
 [ -948.62305]
 [ -947.63196]
 [ -946.6177 ]
 [ -945.5933 ]]"
9,"[[-1330.8678]
 [-1326.5212]
 [-1318.1025]
 [-1310.056 ]
 [-1306.1744]
 [-1298.6995]
 [-1295.1411]
 [-1288.415 ]
 [-1285.2516]
 [-1279.3109]
 [-1276.526 ]
 [-1271.2521]
 [-1266.362 ]
 [-1264.063 ]
 [-1259.68  ]
 [-1255.6803]
 [-1253.8907]
 [-1248.6276]
 [-1244.8036]
 [-1244.8036]
 [-1240.3334]
 [-1235.014 ]
 [-1232.1516]
 [-1223.2819]
 [-1217.7015]
 [-1215.056 ]
 [-1212.5188]
 [-1207.6837]
 [-1205.3859]
 [-1198.8129]
 [-1196.561 ]
 [-1194.2181]
 [-1189.7891]
 [-1187.2119]
 [-1185.9718]
 [-1183.5475]
 [-1181.1581]
 [-1178.9563]
 [-1177.6217]
 [-1175.3441]
 [-1174.4728]
 [-1172.793 ]
 [-1172.1454]
 [-1171.1194]
 [-1169.7397]
 [-1169.096 ]
 [-1167.7682]
 [-1166.9054]
 [-1165.8284]
 [-1164.3811]
 [-1163.178 ]
 [-1162.2656]
 [-1161.6328]
 [-1160.4923]
 [-1159.4224]
 [-1158.9534]
 [-1158.7422]
 [-1158.2743]
 [-1157.8337]
 [-1157.3088]
 [-1156.9271]
 [-1156.5665]
 [-1156.4514]
 [-1156.3478]]"
10,"[[-1142.7709 ]
 [-1138.0562 ]
 [-1131.4084 ]
 [-1124.9812 ]
 [-1120.6388 ]
 [-1114.7963 ]
 [-1110.7461 ]
 [-1105.3796 ]
 [-1101.5824 ]
 [-1096.5955 ]
 [-1093.0321 ]
 [-1088.4021 ]
 [-1083.9592 ]
 [-1080.8065 ]
 [-1076.7784 ]
 [-1073.0347 ]
 [-1070.354  ]
 [-1066.2294 ]
 [-1062.8142 ]
 [-1061.0542 ]
 [-1057.564  ]
 [-1053.6726 ]
 [-1050.8907 ]
 [-1045.6117 ]
 [-1041.7582 ]
 [-1039.2241 ]
 [-1036.8134 ]
 [-1033.4379 ]
 [-1031.2285 ]
 [-1027.2977 ]
 [-1025.2728 ]
 [-1023.2923 ]
 [-1020.48285]
 [-1019.53796]
 [-1018.6638 ]
 [-1017.6956 ]
 [-1016.5632 ]
 [-1015.4541 ]
 [-1014.24994]
 [-1013.5221 ]
 [-1012.717  ]
 [-1011.50464]
 [-1010.83307]
 [-1009.6305 ]
 [-1008.3073 ]
 [-1007.6922 ]
 [-1005.8673 ]
 [-1005.26587]
 [-1004.6087 ]
 [-1003.07715]
 [-1002.52637]
 [-1001.63293]
 [-1001.0564 ]
 [-1000.58203]
 [ -999.2066 ]
 [ -998.3469 ]
 [ -997.8527 ]
 [ -997.019  ]
 [ -996.23755]
 [ -995.49664]
 [ -994.7831 ]
 [ -994.1419 ]
 [ -993.70593]
 [ -993.3056 ]]"
