episode,total_reward
1,-3.377090334892273
2,-2.597688864916563
3,139.62396359682106
4,143.1218921810386
5,136.3409722116594
6,183.291257772446
7,137.25443441390985
8,165.7554770022627
9,163.3012468940016
10,160.53385939300097
11,132.0885679060223
12,179.51639511287175
13,141.00456206262078
14,141.4645953607557
15,142.35803762078254
16,141.71767414927476
17,115.56995460987099
18,173.46801005840263
19,184.70081847429245
20,167.35584919452623
21,122.27643795549889
22,140.5297202736136
23,139.00101951777899
24,147.70761694669682
25,161.0693686896565
26,163.6609841233488
27,165.2670302703976
28,-3.1534254997968674
29,-3.397913631051779
30,-3.357366293668747
31,-3.363014057278633
32,-3.182801254093647
33,-2.789535593241453
34,-2.9687636867165565
35,-2.9365042001008987
36,-2.8221321776509285
37,-2.353325244039297
38,-3.086368966847658
39,-3.343630749732256
40,-3.003461569547653
41,-2.5753250010311604
