episode,total_reward
1,"[[50.2755  ]
 [50.989555]
 [51.226368]
 [50.984528]
 [50.98385 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.95942 ]
 [50.956444]
 [50.95645 ]
 [50.95645 ]
 [50.95646 ]
 [50.95646 ]
 [50.95353 ]
 [50.95649 ]
 [50.95359 ]
 [50.956528]
 [50.956543]
 [50.95656 ]
 [50.953743]
 [50.956604]
 [50.951088]
 [50.96039 ]
 [50.823593]
 [50.96112 ]
 [50.895813]
 [50.953026]
 [50.948036]
 [50.949318]
 [50.949364]
 [50.943375]
 [50.94345 ]
 [50.941185]
 [50.93348 ]
 [50.925995]
 [50.92209 ]]"
2,"[[176.50574]
 [176.50064]
 [176.62273]
 [176.71983]
 [174.70021]
 [175.51503]
 [175.27118]
 [175.45688]
 [172.3469 ]
 [176.94402]
 [176.25473]
 [174.96185]
 [177.80309]
 [178.37628]
 [180.11916]
 [179.55507]
 [181.48093]
 [180.84032]
 [183.79659]
 [181.42229]
 [176.66594]
 [184.20122]
 [177.56549]
 [174.33673]
 [179.4418 ]
 [177.8724 ]
 [178.28271]
 [176.70503]
 [179.28319]
 [179.23376]
 [181.88022]
 [179.93445]
 [180.83876]
 [181.04918]
 [182.94142]
 [181.87987]
 [182.47116]
 [182.87526]
 [178.81393]
 [180.97937]
 [182.09203]
 [181.6768 ]
 [180.82114]
 [179.50261]
 [180.50005]
 [182.76009]
 [185.1473 ]
 [183.92699]
 [183.2955 ]
 [183.67119]
 [182.26295]
 [185.2248 ]
 [192.42107]
 [187.84566]
 [190.38354]
 [183.76883]
 [186.90623]
 [187.22733]
 [185.32364]
 [184.45096]
 [187.13574]
 [188.29092]
 [191.00786]
 [187.68002]]"
3,"[[231.41783]
 [238.01697]
 [237.17183]
 [237.01598]
 [239.16125]
 [237.76749]
 [239.13957]
 [239.49959]
 [239.80473]
 [237.86241]
 [231.24065]
 [239.50621]
 [239.1105 ]
 [236.54033]
 [234.24881]
 [240.23888]
 [243.30501]
 [241.60544]
 [244.88268]
 [230.58315]
 [244.98259]
 [245.98099]
 [240.40007]
 [246.02386]
 [240.8453 ]
 [248.83044]
 [249.61723]
 [241.18102]
 [251.2197 ]
 [250.35568]
 [244.93234]
 [250.38594]
 [248.23914]
 [250.78348]
 [247.08199]
 [249.46309]
 [252.51799]
 [252.96896]
 [252.46164]
 [253.22926]
 [253.32121]
 [258.01865]
 [251.63205]
 [253.13759]
 [253.56532]
 [256.41602]
 [256.45078]
 [253.59473]
 [255.95111]
 [257.18994]
 [257.45258]
 [256.61765]
 [257.8331 ]
 [257.75784]
 [258.4849 ]
 [258.96948]
 [256.85806]
 [260.19333]
 [260.1188 ]
 [260.94028]
 [260.375  ]
 [261.44022]
 [260.96185]
 [260.54993]]"
4,"[[378.2905 ]
 [378.27087]
 [374.7413 ]
 [375.78827]
 [379.45496]
 [376.0486 ]
 [379.2714 ]
 [370.05835]
 [382.71234]
 [375.3365 ]
 [377.0014 ]
 [377.88562]
 [375.85193]
 [380.80542]
 [373.1779 ]
 [374.21173]
 [373.6649 ]
 [378.04065]
 [376.79013]
 [378.34375]
 [373.07687]
 [377.46893]
 [374.9574 ]
 [374.41687]
 [379.36438]
 [370.61026]
 [375.71304]
 [378.14847]
 [359.0181 ]
 [372.6277 ]
 [377.94345]
 [375.06866]
 [370.09634]
 [360.45557]
 [374.1065 ]
 [378.12546]
 [379.21738]
 [377.52582]
 [379.30606]
 [377.59207]
 [352.3015 ]
 [377.1267 ]
 [372.63644]
 [379.20084]
 [363.0009 ]
 [382.2649 ]
 [353.74097]
 [379.12482]
 [379.99014]
 [363.17557]
 [378.65466]
 [379.0822 ]
 [378.9601 ]
 [378.3923 ]
 [364.5722 ]
 [378.98413]
 [374.4484 ]
 [378.70197]
 [378.9957 ]
 [379.15192]
 [378.9284 ]
 [378.8113 ]
 [379.1009 ]
 [366.4166 ]]"
5,"[[529.52454]
 [521.81616]
 [524.4962 ]
 [517.00336]
 [520.7859 ]
 [524.747  ]
 [527.8064 ]
 [516.6241 ]
 [523.7662 ]
 [521.5262 ]
 [520.80963]
 [518.3158 ]
 [511.6267 ]
 [525.8956 ]
 [514.1449 ]
 [517.04645]
 [506.9997 ]
 [518.0018 ]
 [521.3696 ]
 [517.7653 ]
 [516.5052 ]
 [515.15576]
 [522.367  ]
 [513.04193]
 [508.2937 ]
 [511.62646]
 [516.0997 ]
 [515.7999 ]
 [511.63824]
 [513.68774]
 [516.08997]
 [506.29102]
 [511.35925]
 [510.98013]
 [517.6046 ]
 [515.1995 ]
 [512.1228 ]
 [525.804  ]
 [514.7789 ]
 [504.62946]
 [509.331  ]
 [513.6281 ]
 [510.14124]
 [513.35046]
 [510.38144]
 [514.8488 ]
 [504.87048]
 [512.09216]
 [511.88495]
 [508.54095]
 [518.95654]
 [513.1766 ]
 [512.37775]
 [507.9248 ]
 [508.8344 ]
 [512.72504]
 [510.14105]
 [512.75586]
 [511.43225]
 [511.5864 ]
 [510.51654]
 [510.655  ]
 [513.61774]
 [507.41388]]"
6,"[[661.89325]
 [656.7088 ]
 [657.0155 ]
 [662.552  ]
 [654.63226]
 [660.0145 ]
 [665.66205]
 [659.67694]
 [665.4076 ]
 [658.9318 ]
 [657.2667 ]
 [663.1976 ]
 [651.729  ]
 [660.52704]
 [657.48413]
 [663.736  ]
 [644.1789 ]
 [662.71906]
 [666.5115 ]
 [662.75543]
 [666.3215 ]
 [652.2224 ]
 [661.73724]
 [651.63605]
 [639.8175 ]
 [651.7349 ]
 [658.6517 ]
 [651.7452 ]
 [658.12067]
 [656.2564 ]
 [654.4413 ]
 [639.3703 ]
 [648.995  ]
 [653.9403 ]
 [665.6035 ]
 [655.40405]
 [655.5785 ]
 [665.4984 ]
 [652.70044]
 [634.0551 ]
 [654.62695]
 [652.08954]
 [647.71893]
 [651.3583 ]
 [650.75604]
 [648.8554 ]
 [648.72723]
 [648.4577 ]
 [647.0104 ]
 [648.1696 ]
 [656.6458 ]
 [655.6978 ]
 [649.0885 ]
 [637.0294 ]
 [650.6649 ]
 [652.4993 ]
 [644.8024 ]
 [650.9298 ]
 [646.64874]
 [645.22327]
 [642.54193]
 [647.1392 ]
 [659.0803 ]
 [643.099  ]]"
7,"[[738.567  ]
 [761.32275]
 [738.9605 ]
 [793.1936 ]
 [766.2434 ]
 [766.12244]
 [792.1718 ]
 [778.8183 ]
 [799.0269 ]
 [778.13873]
 [779.9067 ]
 [795.39667]
 [789.2122 ]
 [765.23535]
 [791.2444 ]
 [800.3626 ]
 [779.91235]
 [804.36725]
 [804.3203 ]
 [803.3545 ]
 [804.15356]
 [784.5456 ]
 [800.5054 ]
 [785.48395]
 [780.6194 ]
 [786.9144 ]
 [805.473  ]
 [792.27747]
 [805.5147 ]
 [803.16473]
 [795.9171 ]
 [784.69604]
 [788.2152 ]
 [796.57434]
 [808.2819 ]
 [804.27106]
 [800.27936]
 [798.5048 ]
 [794.7344 ]
 [782.2792 ]
 [803.8464 ]
 [801.055  ]
 [790.4213 ]
 [795.9888 ]
 [798.877  ]
 [791.5771 ]
 [791.1743 ]
 [790.58923]
 [789.2159 ]
 [789.88446]
 [798.67175]
 [805.2009 ]
 [790.7999 ]
 [782.83124]
 [799.9544 ]
 [802.1402 ]
 [791.8853 ]
 [800.3828 ]
 [793.95734]
 [789.2671 ]
 [789.37646]
 [795.5968 ]
 [802.2287 ]
 [790.55334]]"
8,"[[742.1115 ]
 [739.9923 ]
 [740.7732 ]
 [756.6483 ]
 [739.6285 ]
 [740.2665 ]
 [728.1098 ]
 [763.2403 ]
 [766.63434]
 [739.7271 ]
 [738.24457]
 [744.4388 ]
 [757.2874 ]
 [777.11115]
 [750.94354]
 [786.90173]
 [762.6036 ]
 [765.83075]
 [792.5668 ]
 [813.4573 ]
 [792.8135 ]
 [798.3266 ]
 [814.8984 ]
 [878.5258 ]
 [810.1722 ]
 [824.30676]
 [851.426  ]
 [841.4363 ]
 [910.55145]
 [967.3923 ]
 [911.4911 ]
 [928.8432 ]
 [957.5814 ]
 [903.40247]
 [913.0227 ]
 [960.94714]
 [959.4576 ]
 [958.278  ]
 [925.88776]
 [957.71014]
 [930.7274 ]
 [950.2792 ]
 [947.38855]
 [950.8411 ]
 [954.9758 ]
 [949.0201 ]
 [955.94135]
 [941.05133]
 [948.9968 ]
 [928.1976 ]
 [943.6081 ]
 [955.8696 ]
 [950.3588 ]
 [943.7339 ]
 [942.09393]
 [940.09937]
 [946.2829 ]
 [941.8427 ]
 [939.4278 ]
 [939.6737 ]
 [948.8269 ]
 [946.114  ]
 [912.9465 ]
 [936.66425]]"
9,"[[ 826.39716]
 [ 854.4849 ]
 [ 863.6549 ]
 [ 899.8995 ]
 [ 912.4571 ]
 [ 927.25256]
 [ 937.862  ]
 [ 963.326  ]
 [1016.5152 ]
 [1042.6418 ]
 [1041.641  ]
 [1047.4021 ]
 [1057.5397 ]
 [1054.6277 ]
 [1055.6047 ]
 [1076.8823 ]
 [1055.2351 ]
 [1083.5052 ]
 [1081.4985 ]
 [1126.7618 ]
 [1109.5597 ]
 [1108.5938 ]
 [1063.8271 ]
 [1134.725  ]
 [1082.4551 ]
 [1129.6068 ]
 [1136.2168 ]
 [1117.8477 ]
 [1132.4991 ]
 [1134.3055 ]
 [1133.3038 ]
 [1130.2975 ]
 [1147.078  ]
 [1113.4934 ]
 [1115.1854 ]
 [1130.508  ]
 [1124.8849 ]
 [1122.0944 ]
 [1116.4487 ]
 [1124.6885 ]
 [1111.0134 ]
 [1111.4706 ]
 [1118.8846 ]
 [1119.6653 ]
 [1098.2079 ]
 [1100.595  ]
 [1110.1498 ]
 [1108.6536 ]
 [1113.4332 ]
 [1100.2672 ]
 [1100.3837 ]
 [1113.3309 ]
 [1109.6772 ]
 [1106.9581 ]
 [1103.7576 ]
 [1103.1005 ]
 [1104.1212 ]
 [1097.5406 ]
 [1097.4851 ]
 [1113.9847 ]
 [1110.9208 ]
 [1102.1544 ]
 [1083.3467 ]
 [1083.601  ]]"
10,"[[1028.4932]
 [1044.2574]
 [1100.1852]
 [1076.958 ]
 [1243.3628]
 [1260.6504]
 [1212.5917]
 [1267.0957]
 [1294.4017]
 [1266.3539]
 [1267.7887]
 [1274.0637]
 [1259.0159]
 [1272.021 ]
 [1252.5469]
 [1291.733 ]
 [1248.0953]
 [1270.9075]
 [1251.8706]
 [1263.5857]
 [1270.5549]
 [1229.4114]
 [1229.1521]
 [1254.3999]
 [1193.7543]
 [1257.8016]
 [1273.9963]
 [1229.405 ]
 [1236.6436]
 [1266.2495]
 [1237.156 ]
 [1231.6268]
 [1293.2922]
 [1239.3704]
 [1270.7871]
 [1255.5045]
 [1255.6287]
 [1255.7178]
 [1261.3735]
 [1263.6389]
 [1249.0443]
 [1236.9884]
 [1260.0343]
 [1285.7354]
 [1225.5309]
 [1225.9316]
 [1245.9128]
 [1251.4152]
 [1248.8348]
 [1247.2407]
 [1212.0294]
 [1249.1179]
 [1230.2455]
 [1242.3195]
 [1237.8525]
 [1243.7625]
 [1241.3926]
 [1227.3738]
 [1232.8085]
 [1253.6759]
 [1237.6758]
 [1233.7942]
 [1196.8403]
 [1192.129 ]]"
