episode,total_reward
1,0.0
2,0.0
3,0.0
4,0.0
5,"[[-62.34348 ]
 [-62.460075]
 [-62.094944]
 [-62.893852]
 [-62.990944]
 [-61.080627]
 [-62.601223]
 [-62.167454]
 [-62.90561 ]
 [-62.391598]
 [-62.07989 ]
 [-62.09384 ]
 [-62.5853  ]
 [-62.223724]
 [-62.278084]
 [-63.06242 ]
 [-62.82064 ]
 [-62.907818]
 [-62.195988]
 [-62.813255]
 [-61.26243 ]
 [-60.830822]
 [-63.05079 ]
 [-62.44122 ]
 [-62.02952 ]
 [-62.416195]
 [-62.908367]
 [-61.017113]
 [-62.75304 ]
 [-62.948357]
 [-61.29133 ]
 [-62.866596]
 [-62.22337 ]
 [-62.140736]
 [-63.023926]
 [-62.807293]
 [-62.185394]
 [-62.385   ]
 [-62.56894 ]
 [-63.253223]
 [-63.246143]
 [-62.526745]
 [-62.472153]
 [-63.10601 ]
 [-63.20714 ]
 [-63.197147]
 [-62.367397]
 [-62.17676 ]
 [-62.986023]
 [-62.96491 ]
 [-63.214115]
 [-63.099632]
 [-61.583107]
 [-61.848988]
 [-62.702583]
 [-61.65149 ]
 [-62.820564]
 [-62.211506]
 [-62.19723 ]
 [-62.508472]
 [-62.313797]
 [-62.515865]
 [-62.458164]
 [-61.685974]]"
6,"[[-16.313513 ]
 [-16.198444 ]
 [-15.9628105]
 [-16.053925 ]
 [-14.863853 ]
 [-15.016368 ]
 [-16.18218  ]
 [-16.556103 ]
 [-17.061697 ]
 [-16.55682  ]
 [-14.855517 ]
 [-14.877083 ]
 [-15.551821 ]
 [-15.540066 ]
 [-16.445667 ]
 [-15.42443  ]
 [-14.985192 ]
 [-14.647065 ]
 [-15.300551 ]
 [-15.298112 ]
 [-15.276826 ]
 [-15.7614975]
 [-16.360777 ]
 [-16.48323  ]
 [-16.979391 ]
 [-16.091316 ]
 [-17.227394 ]
 [-14.625497 ]
 [-14.799546 ]
 [-15.004886 ]
 [-15.610324 ]
 [-15.795025 ]
 [-15.418315 ]
 [-16.798279 ]
 [-15.835541 ]
 [-15.230264 ]
 [-16.384483 ]
 [-17.07036  ]
 [-15.16952  ]
 [-16.669947 ]
 [-16.337082 ]
 [-16.817427 ]
 [-14.6103525]
 [-15.664927 ]
 [-16.768513 ]
 [-15.726961 ]
 [-16.755297 ]
 [-16.685602 ]
 [-14.87332  ]
 [-17.317299 ]
 [-17.366577 ]
 [-16.042007 ]
 [-16.394268 ]
 [-17.069973 ]
 [-15.265128 ]
 [-17.147303 ]
 [-16.58925  ]
 [-14.717371 ]
 [-15.650287 ]
 [-14.792941 ]
 [-15.437697 ]
 [-15.58961  ]
 [-14.695349 ]
 [-16.748554 ]]"
7,"[[52.806126]
 [52.41086 ]
 [53.699368]
 [52.45675 ]
 [53.041466]
 [51.79961 ]
 [52.888287]
 [47.2746  ]
 [52.282715]
 [52.787136]
 [51.44436 ]
 [52.04863 ]
 [52.280872]
 [51.88578 ]
 [53.94869 ]
 [53.551647]
 [53.660923]
 [53.22955 ]
 [53.076374]
 [52.346916]
 [55.658184]
 [50.320904]
 [53.83533 ]
 [53.79664 ]
 [51.98309 ]
 [52.031055]
 [52.908897]
 [54.8019  ]
 [53.70913 ]
 [53.3751  ]
 [53.67747 ]
 [51.302387]
 [51.885143]
 [50.506954]
 [50.39221 ]
 [53.462193]
 [53.09428 ]
 [50.54407 ]
 [52.757015]
 [52.36194 ]
 [51.58852 ]
 [47.6837  ]
 [53.519646]
 [53.85863 ]
 [53.6537  ]
 [51.54049 ]
 [50.84991 ]
 [52.36429 ]
 [52.410286]
 [51.93272 ]
 [52.49928 ]
 [53.225624]
 [51.850407]
 [53.46619 ]
 [51.09214 ]
 [53.278774]
 [54.287247]
 [50.661644]
 [51.73617 ]
 [55.01368 ]
 [51.079975]
 [52.71811 ]
 [54.647655]
 [51.557335]]"
8,"[[118.36058 ]
 [120.37869 ]
 [119.3933  ]
 [117.95358 ]
 [117.32414 ]
 [111.3104  ]
 [120.75339 ]
 [116.63244 ]
 [116.27124 ]
 [119.477615]
 [119.6273  ]
 [117.390015]
 [117.83385 ]
 [120.5286  ]
 [118.18301 ]
 [118.12649 ]
 [116.9193  ]
 [118.936165]
 [117.00191 ]
 [115.10032 ]
 [112.6056  ]
 [117.91473 ]
 [119.32006 ]
 [113.99001 ]
 [115.35153 ]
 [119.63267 ]
 [121.200874]
 [120.017845]
 [117.18304 ]
 [113.30725 ]
 [118.60222 ]
 [115.4931  ]
 [114.6973  ]
 [117.8918  ]
 [118.782524]
 [118.456436]
 [119.783714]
 [116.30515 ]
 [113.95857 ]
 [116.61256 ]
 [118.37578 ]
 [117.551414]
 [116.00112 ]
 [120.14496 ]
 [117.52612 ]
 [115.75114 ]
 [120.94757 ]
 [118.319145]
 [114.06922 ]
 [118.016075]
 [114.825676]
 [118.70433 ]
 [121.19763 ]
 [119.25518 ]
 [114.31309 ]
 [115.69341 ]
 [113.7769  ]
 [119.31585 ]
 [118.37202 ]
 [119.427734]
 [120.427734]
 [116.9734  ]
 [115.62536 ]
 [116.26165 ]]"
9,"[[179.1879 ]
 [180.6898 ]
 [177.00105]
 [176.82622]
 [178.25783]
 [175.92654]
 [178.72937]
 [178.64734]
 [180.28702]
 [178.3415 ]
 [174.43858]
 [180.57814]
 [176.46281]
 [179.52469]
 [171.43475]
 [177.34746]
 [180.6227 ]
 [176.93059]
 [175.94173]
 [175.74858]
 [174.83757]
 [177.67212]
 [179.54797]
 [177.63512]
 [177.55692]
 [174.71873]
 [177.31836]
 [176.15158]
 [179.96552]
 [178.99368]
 [171.03398]
 [180.6476 ]
 [176.33983]
 [177.10968]
 [178.2385 ]
 [177.58252]
 [178.26886]
 [178.67274]
 [169.99236]
 [171.51837]
 [178.31111]
 [180.72777]
 [174.81691]
 [179.7851 ]
 [176.05988]
 [178.38919]
 [180.16371]
 [171.63316]
 [181.43906]
 [174.14363]
 [181.0498 ]
 [180.19757]
 [178.54338]
 [176.75479]
 [180.1992 ]
 [175.08217]
 [181.59023]
 [176.62144]
 [176.96431]
 [177.29575]
 [176.66878]
 [176.31801]
 [180.95197]
 [173.84918]]"
10,"[[233.10437]
 [240.69212]
 [229.85681]
 [235.86423]
 [235.3267 ]
 [231.45415]
 [236.70398]
 [236.53737]
 [235.48114]
 [233.76868]
 [235.07872]
 [231.92796]
 [237.36115]
 [236.39479]
 [235.18344]
 [234.76857]
 [240.97464]
 [228.88686]
 [237.24875]
 [234.54587]
 [233.17735]
 [236.56021]
 [237.27881]
 [240.48004]
 [233.81349]
 [234.09782]
 [227.31856]
 [239.17868]
 [234.92572]
 [235.4516 ]
 [237.26556]
 [231.2015 ]
 [230.4755 ]
 [235.97287]
 [236.70717]
 [229.74464]
 [234.55328]
 [238.54185]
 [239.03287]
 [233.10107]
 [236.96213]
 [240.08359]
 [240.6358 ]
 [239.91791]
 [238.26001]
 [233.3067 ]
 [231.95268]
 [236.59483]
 [237.17924]
 [238.31004]
 [234.70036]
 [234.39569]
 [237.42908]
 [236.90808]
 [235.1563 ]
 [236.83398]
 [238.66107]
 [235.45795]
 [239.06853]
 [233.77156]
 [231.8249 ]
 [233.52707]
 [236.43468]
 [240.31096]]"
