episode,total_reward
1,"[[-24.719526]
 [-24.228502]
 [-24.588957]
 [-24.574835]
 [-25.094412]
 [-24.893091]
 [-24.502693]
 [-24.901894]
 [-24.146431]
 [-25.395609]
 [-24.89576 ]
 [-25.094526]
 [-23.83202 ]
 [-25.128996]
 [-25.071249]
 [-24.16954 ]
 [-24.5679  ]
 [-24.525188]
 [-25.111315]
 [-24.923079]
 [-24.063654]
 [-24.115368]
 [-24.29836 ]
 [-24.89595 ]
 [-24.483803]
 [-24.852741]
 [-23.597544]
 [-24.413528]
 [-24.695757]
 [-23.267887]
 [-23.91167 ]
 [-24.654125]
 [-24.953203]
 [-24.642384]
 [-25.044792]
 [-25.028898]
 [-24.676956]
 [-24.760395]
 [-25.150759]
 [-23.400152]
 [-24.720757]
 [-23.89999 ]
 [-24.97061 ]
 [-24.681564]
 [-24.767212]
 [-25.392561]
 [-25.198309]
 [-25.213741]
 [-24.844755]
 [-24.019491]
 [-24.864954]
 [-25.110748]
 [-25.03579 ]
 [-25.560005]
 [-23.875366]
 [-24.937513]
 [-24.709772]
 [-24.456274]
 [-24.792185]
 [-24.934156]
 [-24.301886]
 [-25.325037]
 [-25.25875 ]
 [-24.295612]
 [-24.455412]
 [-24.184917]
 [-24.900139]
 [-24.23714 ]
 [-24.781124]
 [-24.824955]
 [-24.746197]
 [-25.429293]
 [-23.977797]
 [-22.875229]
 [-23.75979 ]
 [-25.105642]
 [-23.981182]
 [-23.97078 ]
 [-25.430439]
 [-24.429115]
 [-24.333096]
 [-24.322289]
 [-24.443468]
 [-23.379805]
 [-23.639746]
 [-24.024899]
 [-24.964714]
 [-24.823019]
 [-24.627554]
 [-24.394022]
 [-25.689894]
 [-24.468754]
 [-23.968592]
 [-25.023504]
 [-24.88445 ]
 [-24.242659]
 [-24.289272]
 [-24.86491 ]
 [-24.69942 ]
 [-24.351612]
 [-24.341055]
 [-24.739225]
 [-24.45749 ]
 [-24.796207]
 [-24.651924]
 [-24.701775]
 [-23.79357 ]
 [-24.781208]
 [-24.37404 ]
 [-24.732517]
 [-24.171892]
 [-25.472918]
 [-24.732138]
 [-24.62054 ]
 [-24.83017 ]
 [-25.060095]
 [-24.933153]
 [-25.281   ]
 [-24.820114]
 [-25.144485]
 [-24.460022]
 [-24.239946]
 [-24.826843]
 [-25.320024]
 [-24.989689]
 [-25.230757]
 [-24.706057]
 [-24.750328]]"
2,"[[-5.6892147 ]
 [-0.6894336 ]
 [ 1.4793984 ]
 [-2.4525774 ]
 [-2.0735903 ]
 [ 1.4892634 ]
 [-3.556304  ]
 [-3.819477  ]
 [-3.465879  ]
 [ 3.8046305 ]
 [-4.0956554 ]
 [-3.2318523 ]
 [-1.1333548 ]
 [ 6.327417  ]
 [-6.8970914 ]
 [-1.4844627 ]
 [-2.622153  ]
 [-4.830426  ]
 [-2.502045  ]
 [-5.0513315 ]
 [ 1.640843  ]
 [-9.124102  ]
 [ 0.5289967 ]
 [-6.503602  ]
 [ 1.8589023 ]
 [-1.7864864 ]
 [-0.994082  ]
 [ 5.315085  ]
 [-3.7442398 ]
 [-9.331764  ]
 [-0.54525524]
 [-4.6259694 ]
 [-0.80545783]
 [-4.5914135 ]
 [ 1.829442  ]
 [-1.5773917 ]
 [ 3.3715794 ]
 [-7.9578285 ]
 [-5.366034  ]
 [-4.9033422 ]
 [-0.4139174 ]
 [ 2.111709  ]
 [-6.9808917 ]
 [-2.5001574 ]
 [-8.614811  ]
 [-3.9448872 ]
 [-3.4382777 ]
 [-2.9609919 ]
 [ 0.8951242 ]
 [-7.2844496 ]
 [-8.764523  ]
 [-4.4140415 ]
 [ 0.3914362 ]
 [-9.666498  ]
 [-3.5038695 ]
 [ 1.4992877 ]
 [ 0.21185267]
 [-5.1302214 ]
 [-4.3249693 ]
 [ 2.7523265 ]
 [-5.899758  ]
 [-2.3081255 ]
 [ 0.10792515]
 [-1.5705608 ]
 [-1.7446877 ]
 [-3.2390747 ]
 [-6.7324414 ]
 [-4.774796  ]
 [-2.9235837 ]
 [-5.35486   ]
 [ 0.47063544]
 [ 1.9351823 ]
 [-4.9235163 ]
 [-5.859071  ]
 [-4.6327477 ]
 [ 0.0867201 ]
 [-2.062358  ]
 [-2.6658783 ]
 [ 0.19167277]
 [-4.1772137 ]
 [-5.842504  ]
 [-0.44360405]
 [-1.8391913 ]
 [-0.03205112]
 [-4.848751  ]
 [-2.612708  ]
 [-6.2897906 ]
 [-7.4593    ]
 [-0.34195572]
 [-4.0182133 ]
 [ 3.082384  ]
 [-4.551538  ]
 [-5.7051    ]
 [-2.7785523 ]
 [-2.396754  ]
 [ 3.0272136 ]
 [-3.6887512 ]
 [-6.806187  ]
 [ 0.93202347]
 [-4.6708765 ]
 [-3.0230231 ]
 [-5.8754973 ]
 [-3.3012645 ]
 [-1.4923879 ]
 [-0.16194332]
 [-1.3324528 ]
 [-4.5703    ]
 [-6.436807  ]
 [-1.7924128 ]
 [-5.7017007 ]
 [ 0.58086616]
 [-2.513761  ]
 [-3.4931805 ]
 [ 1.5521989 ]
 [-7.255771  ]
 [-4.374672  ]
 [-6.3072267 ]
 [-3.2105749 ]
 [ 2.8916876 ]
 [ 2.1110723 ]
 [-5.4105325 ]
 [-4.1449094 ]
 [-5.8586235 ]
 [-2.5454843 ]
 [-4.300639  ]
 [ 3.3241904 ]
 [-2.1946557 ]
 [-4.7307353 ]]"
3,"[[69.02682 ]
 [63.22962 ]
 [69.34297 ]
 [71.06612 ]
 [70.397766]
 [68.06744 ]
 [70.24967 ]
 [68.474   ]
 [65.059044]
 [65.77319 ]
 [73.406624]
 [68.791145]
 [65.66819 ]
 [62.923004]
 [61.4096  ]
 [68.33845 ]
 [65.36047 ]
 [71.01105 ]
 [67.93106 ]
 [68.02297 ]
 [63.9602  ]
 [69.37296 ]
 [72.88555 ]
 [65.5579  ]
 [74.39833 ]
 [67.386215]
 [67.99247 ]
 [70.48887 ]
 [66.8678  ]
 [70.41871 ]
 [74.06476 ]
 [68.290726]
 [75.47707 ]
 [68.01272 ]
 [63.058   ]
 [69.67095 ]
 [65.39872 ]
 [70.01762 ]
 [71.32467 ]
 [73.061226]
 [69.65344 ]
 [75.63985 ]
 [69.482574]
 [73.81896 ]
 [64.48167 ]
 [69.95551 ]
 [72.708084]
 [67.48765 ]
 [61.811447]
 [75.492775]
 [70.41998 ]
 [73.59338 ]
 [69.199646]
 [69.734695]
 [71.28168 ]
 [69.91758 ]
 [66.47706 ]
 [62.8888  ]
 [72.00226 ]
 [64.99097 ]
 [69.86179 ]
 [72.071556]
 [76.027435]
 [70.62462 ]
 [70.24377 ]
 [65.10515 ]
 [72.35565 ]
 [70.69743 ]
 [67.64898 ]
 [69.766266]
 [69.76383 ]
 [62.25837 ]
 [65.256645]
 [72.30122 ]
 [73.18617 ]
 [71.662285]
 [68.62854 ]
 [64.6164  ]
 [78.53424 ]
 [70.06834 ]
 [68.58183 ]
 [74.747215]
 [70.02355 ]
 [73.632   ]
 [71.68054 ]
 [71.52179 ]
 [74.8906  ]
 [69.26586 ]
 [70.008514]
 [59.16434 ]
 [75.990326]
 [65.69738 ]
 [78.58075 ]
 [74.510544]
 [67.62395 ]
 [69.50039 ]
 [61.3544  ]
 [70.37622 ]
 [61.849163]
 [72.116974]
 [68.35284 ]
 [69.206764]
 [69.62142 ]
 [70.006546]
 [73.67383 ]
 [73.12758 ]
 [65.13768 ]
 [66.50537 ]
 [76.278366]
 [72.73347 ]
 [68.06946 ]
 [77.16427 ]
 [68.69473 ]
 [68.63913 ]
 [58.156696]
 [64.40403 ]
 [71.352264]
 [68.85041 ]
 [72.85791 ]
 [74.50096 ]
 [68.80397 ]
 [68.916824]
 [78.77299 ]
 [67.78992 ]
 [71.3027  ]
 [62.115227]
 [70.39425 ]
 [60.599174]]"
4,"[[131.99704 ]
 [122.212425]
 [140.61797 ]
 [128.60954 ]
 [143.25426 ]
 [140.06969 ]
 [115.83423 ]
 [132.22415 ]
 [140.0529  ]
 [129.4581  ]
 [132.51251 ]
 [114.519554]
 [130.14832 ]
 [136.89317 ]
 [137.05255 ]
 [133.31375 ]
 [135.28464 ]
 [134.71886 ]
 [129.59212 ]
 [118.04773 ]
 [118.24735 ]
 [140.63815 ]
 [125.111534]
 [140.83147 ]
 [109.76512 ]
 [134.01547 ]
 [127.291885]
 [116.343666]
 [124.29543 ]
 [126.0609  ]
 [133.44402 ]
 [129.90805 ]
 [135.53937 ]
 [120.99157 ]
 [126.62846 ]
 [128.612   ]
 [147.79823 ]
 [124.188194]
 [132.17032 ]
 [123.6765  ]
 [134.5065  ]
 [133.59445 ]
 [133.42578 ]
 [130.3477  ]
 [139.70221 ]
 [130.21614 ]
 [137.26231 ]
 [121.559715]
 [126.97475 ]
 [130.8375  ]
 [130.58662 ]
 [115.222885]
 [125.452415]
 [113.752014]
 [141.52344 ]
 [131.58499 ]
 [132.31245 ]
 [126.11355 ]
 [132.6773  ]
 [142.02022 ]
 [138.14409 ]
 [123.9164  ]
 [132.08192 ]
 [136.52052 ]
 [118.92435 ]
 [145.84207 ]
 [130.74892 ]
 [129.9226  ]
 [123.442474]
 [120.65969 ]
 [134.75237 ]
 [143.96378 ]
 [112.06532 ]
 [115.844955]
 [129.74126 ]
 [124.62392 ]
 [117.78558 ]
 [130.87094 ]
 [126.95964 ]
 [133.52621 ]
 [139.7705  ]
 [118.763145]
 [127.980736]
 [130.09447 ]
 [127.3427  ]
 [134.39633 ]
 [119.912254]
 [124.56269 ]
 [135.7135  ]
 [129.57365 ]
 [131.107   ]
 [141.65091 ]
 [121.71367 ]
 [131.15843 ]
 [132.08644 ]
 [124.96051 ]
 [132.2875  ]
 [135.68661 ]
 [126.02653 ]
 [134.45583 ]
 [139.70944 ]
 [125.30718 ]
 [132.80139 ]
 [113.93178 ]
 [127.73478 ]
 [129.42204 ]
 [134.32587 ]
 [120.37456 ]
 [118.82881 ]
 [118.58918 ]
 [133.55412 ]
 [138.29031 ]
 [142.5744  ]
 [132.66246 ]
 [133.80086 ]
 [137.87482 ]
 [130.23521 ]
 [134.8851  ]
 [134.12398 ]
 [134.44907 ]
 [124.52363 ]
 [128.33424 ]
 [127.95783 ]
 [126.681885]
 [138.52832 ]
 [127.865814]
 [121.67788 ]
 [123.703384]]"
5,"[[142.42276 ]
 [150.27629 ]
 [139.41614 ]
 [155.63315 ]
 [157.8497  ]
 [175.39275 ]
 [132.47334 ]
 [138.03258 ]
 [101.84976 ]
 [121.43169 ]
 [162.34468 ]
 [166.00555 ]
 [158.74883 ]
 [141.22343 ]
 [162.83624 ]
 [166.48616 ]
 [150.48618 ]
 [139.63664 ]
 [153.41753 ]
 [145.63979 ]
 [150.04202 ]
 [191.82901 ]
 [127.16018 ]
 [145.47354 ]
 [198.9683  ]
 [156.6706  ]
 [148.07191 ]
 [138.0859  ]
 [150.33159 ]
 [124.364586]
 [161.2648  ]
 [146.27998 ]
 [144.79152 ]
 [144.3159  ]
 [177.12009 ]
 [149.30762 ]
 [152.66924 ]
 [150.93181 ]
 [154.9187  ]
 [164.57014 ]
 [138.86487 ]
 [133.03787 ]
 [145.52966 ]
 [148.66856 ]
 [138.70871 ]
 [170.81224 ]
 [137.03902 ]
 [107.39458 ]
 [167.11594 ]
 [125.158066]
 [139.53645 ]
 [138.85387 ]
 [142.68666 ]
 [133.78586 ]
 [154.9444  ]
 [158.4816  ]
 [154.1371  ]
 [141.2641  ]
 [ 98.22555 ]
 [131.26411 ]
 [141.5225  ]
 [153.45888 ]
 [139.56882 ]
 [124.31645 ]
 [154.43413 ]
 [174.10794 ]
 [173.7622  ]
 [146.35559 ]
 [174.0297  ]
 [140.22244 ]
 [193.62666 ]
 [144.39908 ]
 [138.22743 ]
 [170.50494 ]
 [153.36026 ]
 [170.19574 ]
 [176.77069 ]
 [135.27281 ]
 [147.21371 ]
 [121.35251 ]
 [146.49696 ]
 [106.84984 ]
 [157.98343 ]
 [138.16669 ]
 [137.48982 ]
 [141.5235  ]
 [162.44366 ]
 [141.57336 ]
 [137.26154 ]
 [153.09138 ]
 [132.96028 ]
 [132.1563  ]
 [125.45537 ]
 [154.76471 ]
 [149.61078 ]
 [134.06395 ]
 [145.85251 ]
 [137.01877 ]
 [161.11418 ]
 [126.75981 ]
 [154.29141 ]
 [146.28177 ]
 [137.75262 ]
 [123.061356]
 [140.71013 ]
 [158.7059  ]
 [183.14679 ]
 [145.7923  ]
 [106.22749 ]
 [133.82065 ]
 [163.35901 ]
 [106.53892 ]
 [118.32773 ]
 [137.55487 ]
 [180.37723 ]
 [134.62393 ]
 [160.34468 ]
 [144.154   ]
 [150.51604 ]
 [134.27423 ]
 [142.8702  ]
 [141.71857 ]
 [126.83128 ]
 [143.93436 ]
 [131.96925 ]
 [146.9387  ]
 [143.76085 ]
 [124.82162 ]]"
6,"[[199.01099]
 [176.20334]
 [174.9206 ]
 [161.01358]
 [181.39941]
 [172.16986]
 [168.19618]
 [203.25156]
 [155.98042]
 [190.52826]
 [130.57196]
 [173.65646]
 [173.07628]
 [163.37695]
 [193.67117]
 [137.6495 ]
 [204.28827]
 [153.00209]
 [190.68483]
 [170.72438]
 [133.1288 ]
 [151.04889]
 [206.30167]
 [177.05978]
 [162.08205]
 [167.44168]
 [182.62184]
 [196.19951]
 [136.81943]
 [212.85435]
 [145.88173]
 [147.66534]
 [130.19789]
 [142.50331]
 [205.32631]
 [152.90782]
 [157.21147]
 [195.15753]
 [156.14194]
 [197.10388]
 [159.89615]
 [206.50601]
 [176.13214]
 [162.32262]
 [184.61722]
 [166.25546]
 [170.54715]
 [141.27306]
 [168.43138]
 [128.30515]
 [200.72687]
 [188.66734]
 [172.7825 ]
 [170.15227]
 [143.39099]
 [184.09805]
 [177.06743]
 [146.10513]
 [153.79329]
 [155.65048]
 [162.97102]
 [143.6967 ]
 [144.98537]
 [180.10184]
 [189.00377]
 [157.39574]
 [170.32954]
 [138.91301]
 [212.8685 ]
 [192.70912]
 [229.91064]
 [126.36482]
 [182.248  ]
 [196.07874]
 [137.45384]
 [182.07797]
 [164.75244]
 [197.66272]
 [200.23444]
 [194.64624]
 [171.54245]
 [145.4715 ]
 [174.30278]
 [207.51155]
 [152.39154]
 [155.11409]
 [165.50946]
 [204.69365]
 [155.71594]
 [158.36493]
 [162.96875]
 [183.71825]
 [156.58308]
 [158.527  ]
 [189.24472]
 [153.70969]
 [201.90274]
 [164.41841]
 [204.31908]
 [160.0398 ]
 [210.5261 ]
 [172.26231]
 [194.78088]
 [151.83168]
 [180.98708]
 [162.44878]
 [171.23361]
 [227.48576]
 [133.46849]
 [211.01247]
 [182.3203 ]
 [167.38951]
 [157.3099 ]
 [197.78398]
 [204.78764]
 [193.71547]
 [221.2596 ]
 [195.04716]
 [183.16191]
 [158.0588 ]
 [209.55688]
 [159.3187 ]
 [150.22612]
 [193.78714]
 [155.8091 ]
 [179.99342]
 [205.34563]
 [193.78172]]"
7,"[[127.69215]
 [170.89835]
 [184.01428]
 [212.57805]
 [194.35335]
 [211.5118 ]
 [196.73294]
 [164.51685]
 [168.56335]
 [203.1956 ]
 [200.24875]
 [184.81378]
 [233.20604]
 [214.23221]
 [174.89766]
 [166.63379]
 [201.70697]
 [218.5474 ]
 [213.33795]
 [175.497  ]
 [210.31577]
 [197.94026]
 [218.48889]
 [209.98874]
 [147.41806]
 [207.60449]
 [189.25491]
 [217.44966]
 [180.3352 ]
 [162.81418]
 [146.16974]
 [205.59909]
 [211.26662]
 [207.71893]
 [204.2019 ]
 [215.45934]
 [209.88808]
 [208.44734]
 [160.58685]
 [193.73946]
 [192.87827]
 [199.036  ]
 [203.85777]
 [150.83926]
 [255.37764]
 [196.57983]
 [203.02846]
 [222.9623 ]
 [201.29959]
 [214.32726]
 [198.38448]
 [167.59398]
 [223.7925 ]
 [216.21129]
 [222.74655]
 [149.31744]
 [206.19101]
 [191.08643]
 [173.87125]
 [200.29935]
 [224.71237]
 [209.00621]
 [223.37303]
 [234.41576]
 [225.67241]
 [162.25471]
 [154.51933]
 [181.46487]
 [207.61981]
 [194.56772]
 [202.42068]
 [240.10614]
 [158.71796]
 [204.78596]
 [205.82166]
 [196.691  ]
 [208.23042]
 [183.45927]
 [217.43437]
 [181.51389]
 [172.73674]
 [221.82089]
 [180.41367]
 [179.29929]
 [188.10068]
 [154.5266 ]
 [156.48578]
 [112.12248]
 [208.97197]
 [137.31651]
 [173.79073]
 [199.96307]
 [220.98534]
 [197.14359]
 [173.8204 ]
 [168.9187 ]
 [154.80316]
 [215.67354]
 [195.12617]
 [202.8475 ]
 [169.6735 ]
 [133.86552]
 [210.45064]
 [201.2761 ]
 [211.21083]
 [132.96587]
 [220.23953]
 [140.53966]
 [180.36978]
 [160.92812]
 [251.26143]
 [172.67183]
 [208.06026]
 [220.26775]
 [179.57277]
 [173.45819]
 [141.13649]
 [207.78732]
 [183.19719]
 [208.58385]
 [150.20738]
 [213.83115]
 [158.12119]
 [197.2935 ]
 [218.66873]
 [228.93993]
 [168.05627]
 [151.53629]]"
8,"[[255.95259]
 [141.21754]
 [174.7014 ]
 [225.22858]
 [154.97224]
 [236.7055 ]
 [210.45798]
 [184.21916]
 [210.06412]
 [178.65585]
 [198.03789]
 [248.67175]
 [264.88297]
 [245.3417 ]
 [225.0686 ]
 [270.7755 ]
 [223.44473]
 [190.56671]
 [227.83691]
 [189.0771 ]
 [169.04196]
 [214.1582 ]
 [168.70946]
 [247.9711 ]
 [283.50745]
 [206.6968 ]
 [143.611  ]
 [221.37907]
 [220.42703]
 [217.40965]
 [187.76059]
 [203.28592]
 [187.24263]
 [208.48714]
 [176.79918]
 [215.39958]
 [252.94652]
 [212.53   ]
 [143.68448]
 [168.23389]
 [195.1482 ]
 [171.11888]
 [128.37103]
 [245.58943]
 [239.7484 ]
 [165.97366]
 [230.59935]
 [140.14984]
 [189.3109 ]
 [144.0083 ]
 [209.52017]
 [244.64957]
 [192.43092]
 [205.90733]
 [251.16759]
 [269.61838]
 [140.64856]
 [185.04506]
 [239.6962 ]
 [165.33264]
 [181.64088]
 [151.27814]
 [256.19315]
 [136.59282]
 [170.1723 ]
 [234.62659]
 [237.1872 ]
 [200.3179 ]
 [154.15799]
 [206.47423]
 [234.3386 ]
 [186.74117]
 [167.44269]
 [148.04094]
 [190.05934]
 [210.16563]
 [141.45172]
 [228.05252]
 [256.89603]
 [224.10672]
 [205.75464]
 [237.80214]
 [196.4736 ]
 [192.46999]
 [226.83838]
 [215.57498]
 [167.06348]
 [276.59543]
 [249.82613]
 [274.61786]
 [206.96217]
 [240.20357]
 [217.01486]
 [112.51844]
 [239.9051 ]
 [278.39822]
 [215.90999]
 [260.3713 ]
 [165.62025]
 [266.80215]
 [191.30469]
 [255.03627]
 [216.40366]
 [180.57315]
 [192.57887]
 [249.8289 ]
 [237.39883]
 [251.80394]
 [239.02158]
 [179.48083]
 [183.56596]
 [243.36253]
 [226.18642]
 [129.36298]
 [264.27383]
 [227.55954]
 [274.35477]
 [138.77956]
 [258.75864]
 [158.33612]
 [246.51823]
 [230.25705]
 [175.96542]
 [208.412  ]
 [200.7561 ]
 [191.09949]
 [216.43378]
 [228.95406]]"
9,"[[334.47824 ]
 [148.799   ]
 [233.37346 ]
 [226.00049 ]
 [122.64377 ]
 [293.58548 ]
 [173.7359  ]
 [264.73685 ]
 [271.68735 ]
 [259.9034  ]
 [250.57022 ]
 [250.69106 ]
 [208.9789  ]
 [329.24304 ]
 [241.53235 ]
 [142.66042 ]
 [273.45032 ]
 [169.45534 ]
 [266.15884 ]
 [238.35934 ]
 [243.28236 ]
 [237.4581  ]
 [327.33432 ]
 [179.27936 ]
 [142.72191 ]
 [188.01324 ]
 [187.21199 ]
 [238.29611 ]
 [230.91446 ]
 [139.52533 ]
 [183.9043  ]
 [153.2085  ]
 [246.01147 ]
 [214.42827 ]
 [223.29716 ]
 [247.23148 ]
 [223.23691 ]
 [265.28317 ]
 [245.29727 ]
 [204.33427 ]
 [279.84164 ]
 [213.0388  ]
 [210.9664  ]
 [254.7674  ]
 [173.65067 ]
 [150.63028 ]
 [243.1385  ]
 [269.2872  ]
 [173.02992 ]
 [283.94278 ]
 [253.70343 ]
 [248.20053 ]
 [170.6524  ]
 [ 83.77292 ]
 [242.28221 ]
 [239.3353  ]
 [269.1865  ]
 [239.47014 ]
 [205.01855 ]
 [269.32016 ]
 [241.01546 ]
 [226.45056 ]
 [180.04095 ]
 [230.78607 ]
 [245.91359 ]
 [223.74698 ]
 [234.51459 ]
 [192.03989 ]
 [196.5128  ]
 [240.37294 ]
 [189.36626 ]
 [217.14113 ]
 [232.88316 ]
 [290.09076 ]
 [245.96487 ]
 [234.62831 ]
 [171.6772  ]
 [261.56226 ]
 [206.93037 ]
 [200.06694 ]
 [ 81.16743 ]
 [228.66501 ]
 [179.59471 ]
 [273.69843 ]
 [208.62234 ]
 [207.18735 ]
 [152.43315 ]
 [271.48795 ]
 [274.92133 ]
 [158.80336 ]
 [221.16495 ]
 [291.6664  ]
 [135.97499 ]
 [274.40274 ]
 [304.24774 ]
 [240.2221  ]
 [279.48523 ]
 [184.33014 ]
 [233.64488 ]
 [226.00441 ]
 [220.66487 ]
 [287.64212 ]
 [186.8717  ]
 [280.00867 ]
 [217.74675 ]
 [262.19824 ]
 [298.08972 ]
 [201.13405 ]
 [190.4484  ]
 [251.9269  ]
 [184.1802  ]
 [257.91653 ]
 [290.79507 ]
 [280.27618 ]
 [224.02208 ]
 [235.58951 ]
 [175.08214 ]
 [209.66417 ]
 [200.08015 ]
 [198.2882  ]
 [239.1341  ]
 [197.48222 ]
 [270.75153 ]
 [174.0794  ]
 [235.54489 ]
 [246.57271 ]
 [288.10538 ]
 [126.715965]]"
10,"[[244.77205]
 [254.48895]
 [197.51105]
 [193.92252]
 [186.69672]
 [283.14163]
 [255.52484]
 [212.17894]
 [247.78957]
 [177.65126]
 [170.19174]
 [229.81912]
 [316.50787]
 [238.46216]
 [207.8207 ]
 [204.93097]
 [255.87889]
 [322.53934]
 [248.53743]
 [255.03429]
 [289.49646]
 [283.4459 ]
 [266.34695]
 [203.41002]
 [296.05243]
 [210.6933 ]
 [265.4883 ]
 [229.71278]
 [260.95792]
 [256.15933]
 [220.33173]
 [191.64418]
 [242.88461]
 [291.17886]
 [261.58405]
 [261.75662]
 [211.89438]
 [313.7803 ]
 [227.77051]
 [353.57135]
 [295.9913 ]
 [139.82362]
 [224.7949 ]
 [339.7162 ]
 [245.31667]
 [377.7575 ]
 [282.3724 ]
 [226.72841]
 [180.27878]
 [247.15588]
 [303.96823]
 [192.12918]
 [143.76721]
 [244.38058]
 [126.68831]
 [190.18188]
 [219.77464]
 [250.03491]
 [338.0523 ]
 [172.27791]
 [244.55334]
 [251.09305]
 [288.60083]
 [171.27441]
 [332.23602]
 [158.14001]
 [239.91588]
 [255.77351]
 [247.7502 ]
 [244.00395]
 [290.55835]
 [163.58951]
 [253.54843]
 [260.80936]
 [196.62886]
 [194.13051]
 [125.26321]
 [219.76834]
 [198.12015]
 [202.6535 ]
 [223.6215 ]
 [180.88155]
 [259.64938]
 [281.36563]
 [143.64758]
 [275.8279 ]
 [235.84254]
 [313.2152 ]
 [209.6901 ]
 [266.90582]
 [323.2538 ]
 [292.38214]
 [182.11772]
 [261.875  ]
 [177.96672]
 [260.00977]
 [272.69122]
 [279.5734 ]
 [231.9607 ]
 [267.4019 ]
 [220.3225 ]
 [277.58682]
 [232.08853]
 [190.00777]
 [208.29144]
 [142.69954]
 [241.14674]
 [230.4689 ]
 [296.46164]
 [257.7609 ]
 [205.5794 ]
 [255.24501]
 [228.411  ]
 [151.28668]
 [321.54993]
 [212.03212]
 [224.77782]
 [346.28497]
 [241.45572]
 [183.21362]
 [195.91254]
 [217.07097]
 [256.14694]
 [296.96173]
 [247.99002]
 [263.2106 ]
 [250.44603]
 [243.03601]]"
