episode,total_reward
1,"[[-0.388637  ]
 [-0.11526977]
 [-0.38981837]
 [-0.39728367]
 [-0.51121134]
 [-0.4835037 ]
 [-0.5088899 ]
 [-0.5798661 ]
 [-0.35134834]
 [-0.3595603 ]
 [-0.2978782 ]
 [-0.47553283]
 [-0.41953874]
 [-0.15039614]
 [-0.58454394]
 [-0.30229723]
 [-0.38267112]
 [-0.5779474 ]
 [-0.4641026 ]
 [-0.14517586]
 [-0.51174283]
 [-0.40574455]
 [-0.41714194]
 [-0.57023513]
 [-0.36800608]
 [-0.3883986 ]
 [-0.4366355 ]
 [-0.42965117]
 [-0.46447587]
 [-0.35106558]
 [-0.40517306]
 [-0.61840874]
 [-0.24088037]
 [-0.41132343]
 [-0.43855068]
 [-0.4554286 ]
 [-0.37418717]
 [-0.5776428 ]
 [-0.30674934]
 [-0.37647647]
 [-0.4758696 ]
 [-0.6348302 ]
 [-0.515118  ]
 [-0.507303  ]
 [-0.24873474]
 [-0.28320825]
 [-0.64160943]
 [-0.55182064]
 [-0.6001824 ]
 [-0.52340317]
 [-0.41263705]
 [-0.39894897]
 [-0.3600587 ]
 [-0.28436816]
 [-0.5113321 ]
 [-0.49582693]
 [-0.5166939 ]
 [-0.44786996]
 [-0.34229815]
 [-0.324973  ]
 [-0.29819638]
 [-0.43388116]
 [-0.47670794]
 [-0.32941815]]"
2,"[[-64.20317 ]
 [-65.539665]
 [-65.202194]
 [-63.988792]
 [-65.302666]
 [-64.64837 ]
 [-64.34354 ]
 [-65.11717 ]
 [-66.1065  ]
 [-64.33943 ]
 [-64.741295]
 [-64.71187 ]
 [-64.75766 ]
 [-64.664604]
 [-65.159096]
 [-65.04108 ]
 [-65.109   ]
 [-65.133446]
 [-64.82424 ]
 [-65.14101 ]
 [-64.60251 ]
 [-64.53977 ]
 [-64.899666]
 [-64.995285]
 [-65.26029 ]
 [-64.53709 ]
 [-64.803505]
 [-64.63782 ]
 [-64.95283 ]
 [-65.59865 ]
 [-64.81561 ]
 [-65.281876]
 [-64.57146 ]
 [-64.87098 ]
 [-65.30547 ]
 [-64.23023 ]
 [-64.4367  ]
 [-65.335106]
 [-65.06808 ]
 [-65.45525 ]
 [-64.75797 ]
 [-65.26316 ]
 [-64.841324]
 [-64.81128 ]
 [-66.8356  ]
 [-64.45928 ]
 [-65.160995]
 [-65.41954 ]
 [-64.54206 ]
 [-64.634445]
 [-63.93316 ]
 [-64.73669 ]
 [-64.76349 ]
 [-65.02863 ]
 [-65.40429 ]
 [-65.49812 ]
 [-65.058136]
 [-64.65144 ]
 [-64.68633 ]
 [-65.29079 ]
 [-65.08892 ]
 [-64.98987 ]
 [-65.24484 ]
 [-65.34099 ]]"
3,"[[-174.81097]
 [-167.82585]
 [-173.34592]
 [-172.05981]
 [-171.3484 ]
 [-171.75467]
 [-169.14719]
 [-170.47049]
 [-172.9506 ]
 [-173.49626]
 [-171.991  ]
 [-174.37096]
 [-171.55513]
 [-171.59422]
 [-172.47455]
 [-173.38803]
 [-170.46536]
 [-172.70589]
 [-171.34659]
 [-170.25131]
 [-172.9632 ]
 [-171.22379]
 [-171.22769]
 [-170.68097]
 [-170.34317]
 [-172.37656]
 [-171.74623]
 [-172.78505]
 [-171.34946]
 [-173.45966]
 [-174.12994]
 [-170.83006]
 [-173.83983]
 [-172.31471]
 [-173.98235]
 [-170.34859]
 [-170.13042]
 [-172.25117]
 [-173.52428]
 [-169.31392]
 [-171.91316]
 [-171.57167]
 [-169.51338]
 [-170.64969]
 [-173.79108]
 [-172.4753 ]
 [-174.15103]
 [-173.64685]
 [-170.95995]
 [-171.82628]
 [-172.51224]
 [-171.53519]
 [-171.28157]
 [-174.70961]
 [-171.94562]
 [-173.30733]
 [-172.12906]
 [-172.91751]
 [-171.87941]
 [-172.48204]
 [-171.01402]
 [-172.72539]
 [-172.91418]
 [-172.22166]]"
4,"[[-276.69736]
 [-281.813  ]
 [-276.40085]
 [-277.9338 ]
 [-280.3815 ]
 [-278.67834]
 [-278.09085]
 [-275.77063]
 [-277.32346]
 [-279.64096]
 [-275.9765 ]
 [-280.4389 ]
 [-274.63922]
 [-276.54742]
 [-279.78528]
 [-277.43176]
 [-278.45584]
 [-276.48715]
 [-275.59296]
 [-280.3276 ]
 [-278.2755 ]
 [-277.1339 ]
 [-277.80215]
 [-278.01523]
 [-278.5242 ]
 [-276.61157]
 [-278.41165]
 [-279.07025]
 [-277.48245]
 [-278.4455 ]
 [-277.0826 ]
 [-278.65106]
 [-277.79715]
 [-278.0478 ]
 [-277.09787]
 [-277.2562 ]
 [-276.57834]
 [-276.7516 ]
 [-276.53674]
 [-277.87625]
 [-276.7918 ]
 [-276.88086]
 [-278.1681 ]
 [-278.62167]
 [-276.66788]
 [-277.32913]
 [-277.35587]
 [-278.0664 ]
 [-276.44244]
 [-277.95108]
 [-279.6926 ]
 [-276.46155]
 [-279.08365]
 [-275.609  ]
 [-276.74057]
 [-276.87268]
 [-277.22452]
 [-279.69513]
 [-278.15393]
 [-277.85706]
 [-279.21204]
 [-278.08798]
 [-277.19897]
 [-275.7583 ]]"
5,"[[-371.2569 ]
 [-370.4178 ]
 [-368.45294]
 [-369.92892]
 [-370.06128]
 [-368.41373]
 [-369.43268]
 [-370.64328]
 [-369.5115 ]
 [-368.2152 ]
 [-369.9285 ]
 [-369.3517 ]
 [-370.139  ]
 [-367.8784 ]
 [-368.6162 ]
 [-368.42108]
 [-369.5472 ]
 [-370.16217]
 [-370.05444]
 [-369.2807 ]
 [-370.80682]
 [-370.10843]
 [-368.51428]
 [-370.0505 ]
 [-368.6678 ]
 [-370.61746]
 [-368.74518]
 [-368.03867]
 [-369.69623]
 [-371.06046]
 [-369.42523]
 [-369.5178 ]
 [-372.04404]
 [-370.60135]
 [-369.40088]
 [-370.58713]
 [-370.97098]
 [-368.84363]
 [-368.74814]
 [-370.34262]
 [-369.53952]
 [-369.329  ]
 [-368.66818]
 [-371.2977 ]
 [-371.41824]
 [-369.0631 ]
 [-372.39832]
 [-368.70447]
 [-370.52475]
 [-371.18213]
 [-369.50833]
 [-369.84915]
 [-369.1493 ]
 [-369.26846]
 [-370.37744]
 [-368.8142 ]
 [-369.9543 ]
 [-369.9105 ]
 [-369.72162]
 [-368.79428]
 [-370.55426]
 [-369.97064]
 [-368.2653 ]
 [-368.25357]]"
6,"[[-364.7846 ]
 [-364.01718]
 [-365.23834]
 [-366.63623]
 [-363.8596 ]
 [-364.9611 ]
 [-367.40503]
 [-365.66934]
 [-367.2442 ]
 [-367.73047]
 [-366.335  ]
 [-367.4337 ]
 [-364.8904 ]
 [-365.52347]
 [-367.1628 ]
 [-366.63556]
 [-365.37473]
 [-367.3248 ]
 [-367.8919 ]
 [-367.10544]
 [-365.57275]
 [-364.56107]
 [-367.8189 ]
 [-367.42685]
 [-365.83694]
 [-364.95767]
 [-365.9388 ]
 [-367.39038]
 [-367.06897]
 [-365.4074 ]
 [-364.79697]
 [-366.13287]
 [-365.6953 ]
 [-366.39957]
 [-366.6565 ]
 [-366.78967]
 [-365.66013]
 [-365.21942]
 [-364.86722]
 [-366.04755]
 [-367.8187 ]
 [-365.08386]
 [-365.7026 ]
 [-365.62537]
 [-366.6449 ]
 [-366.6031 ]
 [-364.93744]
 [-366.0614 ]
 [-367.3335 ]
 [-367.3996 ]
 [-365.74908]
 [-367.08292]
 [-364.71155]
 [-366.51086]
 [-367.1279 ]
 [-366.4868 ]
 [-366.87097]
 [-366.677  ]
 [-366.62964]
 [-367.57   ]
 [-367.0384 ]
 [-365.65744]
 [-366.0661 ]
 [-365.38382]]"
7,"[[-380.79724]
 [-383.47415]
 [-377.09195]
 [-384.63263]
 [-382.48297]
 [-381.0771 ]
 [-383.85782]
 [-384.34064]
 [-381.103  ]
 [-384.8614 ]
 [-382.65613]
 [-377.35803]
 [-382.43777]
 [-381.44553]
 [-385.72696]
 [-379.70242]
 [-382.51645]
 [-379.91455]
 [-382.76816]
 [-379.66895]
 [-381.3648 ]
 [-384.11426]
 [-378.16193]
 [-383.54086]
 [-383.8319 ]
 [-383.74786]
 [-380.51355]
 [-379.11182]
 [-382.0947 ]
 [-380.789  ]
 [-380.9093 ]
 [-385.2229 ]
 [-382.98105]
 [-383.6395 ]
 [-379.35666]
 [-378.7736 ]
 [-382.79666]
 [-380.4588 ]
 [-382.10132]
 [-382.87408]
 [-381.53894]
 [-385.0292 ]
 [-384.78522]
 [-382.7221 ]
 [-383.47998]
 [-378.41556]
 [-381.70508]
 [-382.76636]
 [-380.8612 ]
 [-379.37762]
 [-380.19144]
 [-380.53516]
 [-381.50714]
 [-383.1816 ]
 [-384.14648]
 [-380.17938]
 [-381.068  ]
 [-384.1549 ]
 [-382.7785 ]
 [-381.78314]
 [-381.4673 ]
 [-381.89743]
 [-382.08478]
 [-381.44092]]"
8,"[[-355.5667 ]
 [-353.27097]
 [-354.62024]
 [-356.95966]
 [-351.5912 ]
 [-355.94708]
 [-353.5897 ]
 [-347.4085 ]
 [-350.8498 ]
 [-353.50632]
 [-352.6212 ]
 [-353.487  ]
 [-349.39532]
 [-355.93808]
 [-360.5542 ]
 [-353.13422]
 [-352.20648]
 [-354.0751 ]
 [-356.0108 ]
 [-355.60068]
 [-347.29697]
 [-353.08762]
 [-356.5273 ]
 [-356.7676 ]
 [-348.93494]
 [-353.96097]
 [-351.75833]
 [-353.26147]
 [-350.62848]
 [-355.04886]
 [-352.5636 ]
 [-349.05167]
 [-350.071  ]
 [-352.22037]
 [-353.3837 ]
 [-352.32538]
 [-354.3327 ]
 [-352.90036]
 [-354.81302]
 [-354.56177]
 [-356.5208 ]
 [-355.54337]
 [-351.39297]
 [-348.88028]
 [-347.2939 ]
 [-355.82825]
 [-356.57553]
 [-351.53754]
 [-354.26544]
 [-354.35153]
 [-350.39423]
 [-352.15155]
 [-352.23346]
 [-353.0396 ]
 [-356.77338]
 [-354.35583]
 [-352.60114]
 [-347.77014]
 [-355.62085]
 [-350.40903]
 [-350.4704 ]
 [-351.05255]
 [-352.32523]
 [-355.8778 ]]"
9,"[[-520.8336 ]
 [-528.5488 ]
 [-530.6669 ]
 [-527.6237 ]
 [-522.2761 ]
 [-538.9246 ]
 [-518.9662 ]
 [-525.65295]
 [-528.3072 ]
 [-526.5821 ]
 [-530.4602 ]
 [-520.93353]
 [-525.1389 ]
 [-521.88007]
 [-522.775  ]
 [-519.8357 ]
 [-533.5376 ]
 [-534.2404 ]
 [-521.3655 ]
 [-527.49677]
 [-532.9276 ]
 [-519.24835]
 [-526.9247 ]
 [-536.17914]
 [-532.4547 ]
 [-526.59674]
 [-531.8788 ]
 [-530.7504 ]
 [-532.47186]
 [-525.2403 ]
 [-528.2323 ]
 [-532.56757]
 [-524.6875 ]
 [-515.2825 ]
 [-525.95996]
 [-525.64307]
 [-526.48865]
 [-527.06586]
 [-527.3893 ]
 [-526.6827 ]
 [-531.6224 ]
 [-528.47003]
 [-522.3227 ]
 [-522.3702 ]
 [-531.96027]
 [-524.3607 ]
 [-533.2507 ]
 [-523.28235]
 [-521.83624]
 [-525.0984 ]
 [-523.17285]
 [-524.84906]
 [-529.7355 ]
 [-527.31116]
 [-522.7737 ]
 [-533.02216]
 [-528.6357 ]
 [-525.892  ]
 [-526.8428 ]
 [-530.45953]
 [-527.8959 ]
 [-535.81287]
 [-517.3115 ]
 [-530.33105]]"
10,"[[-486.8347 ]
 [-487.32568]
 [-496.0914 ]
 [-481.16183]
 [-481.67523]
 [-492.5017 ]
 [-486.20746]
 [-495.7709 ]
 [-494.33234]
 [-499.35593]
 [-490.54892]
 [-484.30316]
 [-494.674  ]
 [-496.7911 ]
 [-484.77945]
 [-479.25253]
 [-490.26834]
 [-496.3802 ]
 [-496.47226]
 [-494.5222 ]
 [-492.3742 ]
 [-497.26016]
 [-479.69867]
 [-496.0806 ]
 [-471.34973]
 [-479.98462]
 [-498.53827]
 [-478.9903 ]
 [-481.0781 ]
 [-485.9767 ]
 [-491.72238]
 [-499.5816 ]
 [-501.49582]
 [-490.98975]
 [-498.74896]
 [-487.77496]
 [-488.2332 ]
 [-481.17328]
 [-488.16895]
 [-484.09668]
 [-500.9786 ]
 [-499.57388]
 [-490.38043]
 [-499.04593]
 [-485.82465]
 [-482.82013]
 [-492.27856]
 [-498.1775 ]
 [-493.8249 ]
 [-487.238  ]
 [-485.35248]
 [-488.62592]
 [-490.89276]
 [-493.39108]
 [-491.95337]
 [-491.6344 ]
 [-490.23367]
 [-508.13205]
 [-501.55164]
 [-489.1651 ]
 [-492.55313]
 [-492.25708]
 [-496.87595]
 [-487.19278]]"
