episode,total_reward
1,-1235.76739548119
2,-1468.76178714379
3,-1481.1616140082951
4,-1479.318930823905
5,-1472.0443006698508
6,-886.272475893412
7,-900.1698599943904
8,-877.064745690647
9,-1459.1816443798841
10,-1474.2481918404878
11,-954.0233717097203
12,-738.377785510819
13,-817.958859387287
14,-1003.6893859619498
15,-1477.3425367890707
16,-1205.46641492043
17,-695.9763171099888
18,-1463.9039660425265
19,-1474.5885300770665
20,-1407.0801582171732
21,-1290.7083012889814
22,-1476.0043190409745
23,-1479.8997756207211
24,-1290.6447944392621
25,-1422.677318038227
26,-1305.6653324102008
27,-1339.3681522853603
28,-1480.9904729376638
29,-1481.3919392377998
30,-1480.876437425338
31,-1480.015453865907
32,-1480.4603627165873
33,-1480.3506908284662
34,-1480.5549044157551
35,-1480.186894766197
36,-1480.4556055703626
37,-1470.9532736396322
38,-1480.6760726500293
39,-1480.2096476725574
40,-1470.7671326387301
41,-1471.1536521328128
42,-1481.054405244535
43,-1371.8262741876588
44,-1413.6491856246857
45,-1413.6280537500159
46,-1453.5695130954468
47,-1470.1304013890378
48,-1481.4791227853884
49,-1469.9826995227386
50,-1479.8086952786946
51,-1479.9551277051626
52,-1471.4602974462712
53,-1469.8537567514081
54,-1480.420138272855
55,-1459.0592733516548
56,-1480.1216452760582
57,-1480.117494779568
58,-1468.1850965175036
59,-1480.848054838342
60,-1481.0947481276307
61,-1480.4936297132697
