x,y,z,vel_z,tar_z,acce_z,action,reward
0.0,-0.0,-4.670285352071126,-3.6186854044596357,0.0036186854044588657,-9.576905250549316,0.8,0.9885865688323975
0.0,-0.0,-4.670285352071126,0.0,0.0036186854044588657,-9.576905250549316,0.8,0.9885865688323975
0.0,-0.0,-4.672467009226481,-2.181657155354818,0.005800342559814098,-9.50043773651123,0.8,0.9727750301361082
0.0,-0.0,-4.675885995229086,-2.5642395019531246,0.009219328562418916,0.5332708358764648,0.8,1.3903625011444092
0.0,-0.0,-4.675885995229086,0.0,0.009219328562418916,0.5332708358764648,0.8,1.3903625011444092
0.0,-0.0,-4.6781300226847335,-2.2440274556477866,0.011463356018066584,0.529015064239502,0.8,1.3703790426254272
0.0,-0.0,-4.681443627675375,-1.988162994384766,0.014776961008707623,0.522691011428833,0.8,1.340872800350189
0.0,-0.0,-4.682534313201904,-1.0906855265299469,0.01586764653523698,0.5205988883972168,0.8,1.3311612367630004
0.0,-0.0,-4.684695021311442,-1.6205310821533212,0.018028354644775035,0.5164444446563721,0.8,1.3119225859642027
0.0,-0.0,-4.686828390757243,-2.1333694458007795,0.020161724090575817,0.512319803237915,0.8,1.2929284930229186
0.0,-0.0,-4.687884902954101,-1.056512196858725,0.021218236287434245,0.5102694034576416,0.8,1.2835224032402037
0.0,-0.0,-4.689977709452311,-2.0928064982096335,0.023311042785644,0.5061984062194824,0.8,1.264890694618225
0.0,-0.0,-4.69101406733195,-1.0363578796386728,0.024347400665282848,0.5041718482971191,0.8,1.255664801597595
0.0,-0.0,-4.692043749491374,-1.0296821594238272,0.025377082824706854,0.5021572113037109,0.8,1.2464983940124512
0.0,-0.0,-4.695093059539795,-1.8295860290527348,0.028426392873128314,0.4961550235748291,0.8,1.2193547129631042
0.0,-0.0,-4.697093073527018,-3.0000209808349583,0.03042640686035103,0.4941701889038086,0.8,1.2014538288116454
0.0,-0.0,-4.697093073527018,0.0,0.03042640686035103,0.4921913146972656,0.8,1.2015527725219726
0.0,-0.0,-4.699067052205404,-1.1843872070312516,0.03240038553873692,0.48630833625793457,0.8,1.1840811133384703
0.0,-0.0,-4.701979637145996,-2.9125849405924455,0.03531297047932913,0.48242807388305664,0.8,1.1580618619918823
0.0,-0.0,-4.7029376983642575,-0.9580612182617179,0.036271031697590495,0.48242807388305664,0.8,1.1494393110275267
0.0,-0.0,-4.704834779103598,-1.897080739339198,0.038168112436930635,0.47666430473327637,0.8,1.1326537728309631
0.0,-0.0,-4.706706651051839,-1.4039039611816393,0.040039984385171756,0.4728555679321289,0.8,1.1159973621368409
0.0,-0.0,-4.708553504943848,-1.3851404190063463,0.04188683827718087,0.4690825939178467,0.8,1.0995643258094787
0.0,-0.0,-4.709467601776122,-1.3711452484130848,0.042800935109455374,0.4672050476074219,0.8,1.0914313316345214
0.0,-0.0,-4.710375531514486,-0.9079297383626328,0.043708864847818774,0.4653334617614746,0.8,1.083353543281555
0.0,-0.0,-4.712172921498617,-1.7973899841308578,0.04550625483194981,0.4616200923919678,0.8,1.0673627018928526
0.0,-0.0,-4.713062445322673,-0.6671428680419916,0.04639577865600586,0.45977234840393066,0.8,1.0594493746757507
0.0,-0.0,-4.714823309580485,-1.7608642578124984,0.048156642913817826,0.4561007022857666,0.8,1.0437851786613463
0.0,-0.0,-4.715694681803385,-0.8713722229003931,0.049028015136718395,0.45427680015563965,0.8,1.0360340237617491
0.0,-0.0,-4.717419433593751,-1.7247517903645817,0.05075276692708375,0.4506528377532959,0.8,1.0206924557685852
0.0,-0.0,-4.719961865743001,-1.52545928955078,0.0532951990763344,0.4452645778656006,0.8,0.9980799794197082
0.0,-0.0,-4.720797538757324,-0.835673014322916,0.054130872090657256,0.4434823989868164,0.8,0.9906480312347412
0.0,-0.0,-4.722451305389404,-1.2403249740600575,0.05578463872273698,0.4399418830871582,0.8,0.9759411573410034
0.0,-0.0,-4.724081802368164,-1.630496978759764,0.05741513570149692,0.4364311695098877,0.8,0.961442220211029
0.0,-0.0,-4.725689220428467,-1.2055635452270563,0.059022553761799657,0.43294429779052734,0.8,0.9471498012542724
0.0,-0.0,-4.7264843304951984,-1.1926651000976551,0.05981766382853149,0.431215763092041,0.8,0.9400802373886108
0.0,-0.0,-4.727273718516032,-0.7893880208333326,0.06060705184936488,0.4294931888580322,0.8,0.9330618739128113
0.0,-0.0,-4.728057448069254,-0.5877971649169916,0.06139078140258736,0.42777061462402344,0.8,0.9260944366455077
0.0,-0.0,-4.729607931772868,-1.55048370361328,0.06294126510620135,0.42435526847839355,0.8,0.9123108506202697
0.0,-0.0,-4.731135972340902,-1.528040568033853,0.06446930567423514,0.42096972465515137,0.8,0.8987277626991271
0.0,-0.0,-4.731891632080078,-0.44450572892731366,0.06522496541341116,0.4159390926361084,0.8,0.8921783566474915
0.0,-0.0,-4.73338630994161,-2.2420167922973615,0.06671964327494262,0.4159390926361084,0.8,0.8787262558937072
0.0,-0.0,-4.734858989715576,-1.2622969491141212,0.06819232304890921,0.41261911392211914,0.8,0.8656381368637085
0.0,-0.0,-4.736309846242269,-0.9672376844618071,0.06964317957560162,0.4109680652618408,0.8,0.852662980556488
0.0,-0.0,-4.737739038467407,-1.4291922251383344,0.07107237180074044,0.4076838493347168,0.8,0.8399644613265991
0.0,-0.0,-4.739146741231282,-1.1413806193583744,0.07248007456461547,0.4028141498565674,0.8,0.8275386214256286
0.0,-0.0,-4.739842589696249,-0.9488842704079455,0.07317592302958165,0.4028141498565674,0.8,0.8212759852409363
0.0,-0.0,-4.740533129374186,-0.4708225076848806,0.07386646270751918,0.3995954990386963,0.8,0.8152220606803894
0.0,-0.0,-4.742573149998982,-2.266689583107266,0.07590648333231531,0.3948211669921875,0.8,0.7971005916595458
0.0,-0.0,-4.743242677052816,-0.5150208106407733,0.07657601038614903,0.39324164390563965,0.8,0.7911538243293762
0.0,-0.0,-4.743907006581624,-0.905903902920818,0.07724033991495727,0.39166808128356934,0.8,0.7852535367012023
0.0,-0.0,-4.745868984858195,-1.8393546342849716,0.07920231819152779,0.38698911666870117,0.8,0.7678296804428101
0.0,-0.0,-4.745868984858195,0.0,0.07920231819152779,0.38698911666870117,0.8,0.7678296804428101
0.0,-0.0,-4.747784900665283,-1.7417416428074735,0.08111823399861606,0.38236379623413086,0.8,0.7508177042007446
0.0,-0.0,-4.7484134038289385,-0.9427547454833975,0.08174673716227154,0.3808349370956421,0.8,0.7452376186847687
0.0,-0.0,-4.749655310312907,-0.7451438903808587,0.0829886436462397,0.37931203842163086,0.8,0.7341366052627564
0.0,-0.0,-4.750268761316935,-0.9201765060424797,0.08360209465026802,0.376284122467041,0.8,0.728766942024231
0.0,-0.0,-4.752079327901205,-1.234477216547191,0.08541266123453806,0.3717869520187378,0.8,0.7126967012882233
0.0,-0.0,-4.752672990163168,-0.6849949176494827,0.08600632349650095,0.3702998161315918,0.8,0.7074280977249146
0.0,-0.0,-4.753845628102621,-0.879478454589843,0.08717896143595372,0.3673434257507324,0.8,0.6970221757888794
0.0,-0.0,-4.754998826980591,-1.1159989141648925,0.08833216031392421,0.36440789699554443,0.8,0.6867901623249054
0.0,-0.0,-4.755568186442058,-0.5175995104240592,0.08890151977539062,0.36295056343078613,0.8,0.6817387938499451
0.0,-0.0,-4.756692520777385,-1.297308848454412,0.09002585411071795,0.36005377769470215,0.8,0.6717646241188049
0.0,-0.0,-4.757247543334961,-0.4061140665193891,0.09058087666829362,0.35861432552337646,0.8,0.6668413937091827
0.0,-0.0,-4.757797813415527,-0.5692449109307668,0.09113114674886003,0.35717785358428955,0.8,0.6619607865810394
0.0,-0.0,-4.759420363108317,-1.3155808319916467,0.09275369644165021,0.3529101610183716,0.8,0.6475712239742278
0.0,-0.0,-4.760478687286377,-0.7383657056231882,0.09381202061971017,0.3514975309371948,0.8,0.6381169378757476
0.0,-0.0,-4.761000903447469,-0.5222161610921181,0.094334236780802,0.3486931324005127,0.8,0.6335572123527526
0.0,-0.0,-4.761518494288127,-0.9704828262329093,0.0948518276214596,0.34729838371276855,0.8,0.6289686322212219
0.0,-0.0,-4.763043800989787,-1.0399818420410147,0.09637713432312012,0.3445237874984741,0.8,0.6153796017169952
0.0,-0.0,-4.763543128967285,-0.6809017874977868,0.0968764623006182,0.34177303314208984,0.8,0.6110231876373291
0.0,-0.0,-4.764528258641561,-0.6157060464223221,0.09786159197489397,0.3390461206436157,0.8,0.6022933661937714
0.0,-0.0,-4.765495443344116,-0.9671847025553448,0.09882877667744872,0.3363370895385742,0.8,0.5937241554260254
0.0,-0.0,-4.765972359975179,-0.47691663106282156,0.09930569330851213,0.33499300479888916,0.8,0.5894991099834442
0.0,-0.0,-4.766912905375163,-0.7054090499877923,0.10024623870849592,0.3323167562484741,0.8,0.5811680138111114
0.0,-0.0,-4.767835871378581,-0.9229660034179747,0.10116920471191371,0.32966434955596924,0.8,0.572993940114975
0.0,-0.0,-4.768290805816651,-0.45493443806966444,0.10162413914998414,0.3283470869064331,0.8,0.5689653933048248
0.0,-0.0,-4.769187657038371,-0.8968512217203701,0.10252099037170392,0.3257244825363159,0.8,0.5610248625278472
0.0,-0.0,-4.769629605611165,-0.4419485727945927,0.10296293894449793,0.32442212104797363,0.8,0.557112443447113
0.0,-0.0,-4.770500659942627,-0.522632598876955,0.10383399327595999,0.3218322992324829,0.8,0.5494024455547333
0.0,-0.0,-4.770929797490438,-0.643706321716308,0.10426313082377092,0.3205448389053345,0.8,0.5456045806407929
0.0,-0.0,-4.771775356928508,-0.6341695785522455,0.105108690261841,0.31671226024627686,0.8,0.5381861746311187
0.0,-0.0,-4.772191826502482,-0.6247043609619135,0.1055251598358149,0.31671226024627686,0.8,0.5344379484653473
0.0,-0.0,-4.7730122089385985,-0.8203824361165418,0.10634554227193149,0.3141850233078003,0.8,0.5271808683872222
0.0,-0.0,-4.774211645126343,-0.7196617126464805,0.10754497845967581,0.3104299306869507,0.8,0.5165736973285675
0.0,-0.0,-4.774603223800659,-0.3915786743164088,0.10793655713399186,0.3091871738433838,0.8,0.5131116271018982
0.0,-0.0,-4.775374142328898,-0.5781888961791987,0.10870747566223127,0.3067195415496826,0.8,0.5062967419624328
0.0,-0.0,-4.776128816604615,-0.7546742757161508,0.109462149937948,0.30426979064941406,0.8,0.4996271610260009
0.0,-0.0,-4.776500113805135,-0.37129720052083026,0.10983344713846765,0.3030538558959961,0.8,0.4963462829589843
0.0,-0.0,-4.776867405573527,-0.36729176839192945,0.11020073890686,0.30063390731811523,0.8,0.49316165447235105
0.0,-0.0,-4.77759002049764,-0.7226149241129497,0.11092335383097307,0.29942989349365234,0.8,0.48671832084655764
0.0,-0.0,-4.778296788533528,-0.5300760269165035,0.11163012186686139,0.2970397472381592,0.8,0.48047691583633423
0.0,-0.0,-4.778644275665283,-0.34748713175455953,0.11197760899861642,0.2958536148071289,0.8,0.4774088382720947
0.0,-0.0,-4.779327519734701,-0.6832440694173121,0.11266085306803397,0.29349029064178467,0.8,0.47137780785560607
0.0,-0.0,-4.779995234807332,-0.6677150726318403,0.11332856814066528,0.2911478281021118,0.8,0.46548549532890315
0.0,-0.0,-4.780647548039754,-0.3913879394531264,0.11398088137308715,0.2888217568397522,0.8,0.45973097980022426
0.0,-0.0,-4.781284586588542,-0.6370385487874296,0.11461791992187464,0.28651654720306396,0.8,0.4541128933429718
0.0,-0.0,-4.781597407658895,-0.3128210703531921,0.11493074099222778,0.2853706479072571,0.8,0.4513547986745834
0.0,-0.0,-4.782211748758952,-0.4607558250427242,0.11554508209228498,0.2830922603607178,0.8,0.4459396481513977
0.0,-0.0,-4.7828111171722405,-0.5993684132893831,0.11614445050557354,0.2808317542076111,0.8,0.4406583577394485
0.0,-0.0,-4.7831052144368496,-0.2940972646077493,0.11643854777018259,0.27970820665359497,0.8,0.4380676597356796
0.0,-0.0,-4.783682330449422,-0.577116012573246,0.1170156637827553,0.2774745225906372,0.8,0.4329852998256683
0.0,-0.0,-4.784244775772095,-0.33746719360351385,0.11757810910542776,0.27526021003723145,0.8,0.4280340075492859
0.0,-0.0,-4.784520530700684,-0.4136323928833004,0.11785386403401699,0.2741590142250061,0.8,0.4256072729825973
0.0,-0.0,-4.78479266166687,-0.2721309661865252,0.11812599500020315,0.2730622887611389,0.8,0.423212930560112
0.0,-0.0,-4.785326083501181,-0.5334218343098914,0.11865941683451364,0.270882248878479,0.8,0.41852113604545593
0.0,-0.0,-4.785845184326172,-0.5191008249918654,0.11917851765950527,0.2687186002731323,0.8,0.4139574110507965
0.0,-0.0,-4.786350059509277,-0.3029251098632823,0.1196833928426102,0.2676442265510559,0.8,0.4094672530889511
0.0,-0.0,-4.786840836207072,-0.49077669779459226,0.12017416954040527,0.2644449472427368,0.8,0.4052102267742157
0.0,-0.0,-4.787080971399943,-0.24013519287109175,0.12041430473327619,0.26338696479797363,0.8,0.403101909160614
0.0,-0.0,-4.787550799051921,-0.3523707389831579,0.12088413238525408,0.26128441095352173,0.8,0.39897858798503877
0.0,-0.0,-4.788229656219483,-0.5091428756713863,0.12156298955281564,0.25816112756729126,0.8,0.39302503764629365
0.0,-0.0,-4.788229656219483,0.0,0.12156298955281564,0.25816112756729126,0.8,0.39302503764629365
0.0,-0.0,-4.788665135701498,-0.43547948201497033,0.12199846903483103,0.25610029697418213,0.8,0.38920876383781433
0.0,-0.0,-4.789087073008219,-0.31645298004150363,0.12242040634155238,0.25405585765838623,0.8,0.38551355004310606
0.0,-0.0,-4.789292987187704,-0.20591417948405083,0.12262632052103672,0.2530395984649658,0.8,0.38371113538742063
0.0,-0.0,-4.78949556350708,-0.20257631937662893,0.12282889684041276,0.25202780961990356,0.8,0.3819385379552841
0.0,-0.0,-4.789890718460083,-0.3951549530029264,0.12322405179341622,0.25001615285873413,0.8,0.37848272621631623
0.0,-0.0,-4.790272649129232,-0.3819306691487655,0.12360598246256504,0.24801939725875854,0.8,0.3751451879739761
0.0,-0.0,-4.7906414508819575,-0.22128105163574102,0.12397478421529051,0.2460390329360962,0.8,0.3719249904155731
0.0,-0.0,-4.790997234980265,-0.35578409830728874,0.12433056831359846,0.24407505989074707,0.8,0.36882113218307494
0.0,-0.0,-4.791170279184977,-0.17304420471191775,0.12450361251830966,0.24309903383255005,0.8,0.3673125356435776
0.0,-0.0,-4.7915067354838055,-0.25234222412109353,0.1248400688171385,0.2411574125289917,0.8,0.36438151001930236
0.0,-0.0,-4.791830428441365,-0.32369295756021865,0.12516376177469812,0.23923218250274658,0.8,0.3615645349025726
0.0,-0.0,-4.791987514495849,-0.15708605448404817,0.1253208478291823,0.23827552795410156,0.8,0.3601985931396484
0.0,-0.0,-4.792292261123658,-0.3047466278076237,0.12562559445699062,0.23637264966964722,0.8,0.35755101740360257
0.0,-0.0,-4.792439937591553,-0.1476764678955066,0.12577327092488577,0.23542717099189758,0.8,0.3562692031264305
0.0,-0.0,-4.792725960413614,-0.1716136932373053,0.12605929374694735,0.2335473895072937,0.8,0.35378898680210114
0.0,-0.0,-4.792864338556925,-0.2075672149658155,0.12619767189025843,0.23261308670043945,0.8,0.3525902986526489
0.0,-0.0,-4.793131860097249,-0.267521540323891,0.12646519343058227,0.23075640201568604,0.01,0.35027543902397157
0.0,-0.0,-4.795687071482341,-0.13216610612540428,0.129020404815674,0.20543448626995087,0.01,0.328544632345438
0.0,-0.0,-4.795907068252563,-0.21999677022297995,0.12924040158589634,0.20379424095153809,0.02,0.3266466736793518
0.0,-0.0,-4.796209208170573,-0.3021399180094376,0.12954254150390643,-9.632526397705078,0.02,-0.1475091934204102
0.0,-0.0,-4.797190221150716,-0.981012980143221,0.13052355448404906,-9.431120872497559,0.02,-0.14626803398132326
0.0,-0.0,-4.798670212427775,-0.8879947662353547,0.1320035457611084,-9.355819702148438,0.02,-0.15582289695739748
0.0,-0.0,-4.799596087137858,-0.9258747100830002,0.13292942047119105,-9.318399429321289,0.02,-0.16228475570678713
0.0,-0.0,-4.801817083358765,-1.66574716567993,0.13515041669209804,-9.244001388549805,0.02,-0.17855381965637213
0.0,-0.0,-4.804527171452841,-2.7100880940755787,0.13786050478617362,-9.170198440551758,0.02,-0.19925446510314943
0.0,-0.0,-4.806064399083455,-1.5372276306152217,0.13939773241678832,-9.13351821899414,0.02,-0.2112555027008057
0.0,-0.0,-4.8095007896423345,-3.436390558878552,0.14283412297566755,-9.06059741973877,0.02,-0.23853697776794433
0.0,-0.0,-4.813416544596354,-3.9157549540202656,0.14674987792968697,-8.988249778747559,0.02,-0.27016139030456543
0.0,-0.0,-4.815552997589111,-1.6023397445678698,0.1488863309224442,-8.952296257019043,0.02,-0.28759179115295413
0.0,-0.0,-4.820180670420329,-4.627672831217409,0.15351400375366175,-8.880829811096191,0.02,-0.3256675243377686
0.0,-0.0,-4.825278202692668,-5.0975322723388246,0.15861153602600098,-8.809924125671387,0.03,-0.3680000305175781
0.0,-0.0,-4.8280019919077555,-2.723789215087868,0.1613353252410885,-8.774685859680176,0.03,-0.3907522201538086
0.0,-0.0,-4.833792304992675,-4.342734813690278,0.16712563832600846,-8.5801362991333,0.03,-0.4331375598907471
0.0,-0.0,-4.8400365829467775,-4.683208465576167,0.17336991628011056,-8.477592468261719,0.04,-0.484208869934082
0.0,-0.0,-4.843327824274699,-4.9368619918822105,0.1766611576080317,-8.477592468261719,0.04,-0.513830041885376
0.0,-0.0,-4.85024127960205,-4.148073196411148,0.18357461293538346,-8.28540325164795,0.04,-0.5664416790008545
0.0,-0.0,-4.861432282129924,-8.393251895904534,0.19476561546325666,-8.18636417388916,0.06,-0.6622087478637695
0.0,-0.0,-4.861432282129924,0.0,0.19476561546325666,-8.18636417388916,0.04,-0.6622087478637695
0.0,-0.0,-4.869425137837728,-7.992855707804296,0.2027584711710606,-7.87200927734375,0.07,-0.7184267044067383
0.0,-0.0,-4.8778378089269,-6.309503316879267,0.21117114226023315,-7.809138298034668,0.06,-0.7909971952438355
0.0,-0.0,-4.882204254468282,-4.3664455413817995,0.2155375878016148,-8.026909828186035,0.06,-0.8411837816238403
0.0,-0.0,-4.8959190368652346,-13.714782396952197,0.2292523701985676,-7.713818550109863,0.12,-0.9489622592926025
0.0,-0.0,-4.900694417953491,-4.775381088256938,0.23402775128682407,-7.65223503112793,0.07,-0.9888615131378173
0.0,-0.0,-4.9055710156758625,-4.876597722371379,0.23890434900919555,-7.621622085571289,0.07,-1.031220245361328
0.0,-0.0,-4.915621264775594,-7.537686824798577,0.24895459810892717,-7.436275482177734,0.09,-1.1124051570892335
0.0,-0.0,-4.926064960161845,-7.832771539688103,0.2593982934951784,-7.376909255981445,0.1,-1.203430104255676
0.0,-0.0,-4.931433359781901,-4.026299715042111,0.2647666931152344,-7.347393035888672,0.07,-1.250269889831543
0.0,-0.0,-4.94244640270869,-11.01304292678824,0.2757797360420229,-6.91523551940918,0.13,-1.3277794003486632
0.0,-0.0,-4.959670905272166,-17.22450256347693,0.29300423860549873,-7.233524322509766,0.19,-1.4987143635749816
0.0,-0.0,-4.959670905272166,0.0,0.29300423860549873,-7.204627990722656,0.07,-1.497269546985626
0.0,-0.0,-4.971558173497518,-11.887268225351871,0.30489150683085064,-5.6560516357421875,0.16,-1.5268261432647705
0.0,-0.0,-4.983804372946421,-9.184649586677542,0.31713770627975446,-7.104921340942383,0.14,-1.7094854235649108
0.0,-0.0,-4.990068624416987,-6.264251470565744,0.32340195775032043,-7.076501846313477,0.11,-1.7644427120685577
4.975487076274105e-21,-0.0,-4.9970273834963645,-5.219069309532638,0.3303607168296976,500.07196044921875,0.1,-26.476844473928214
9.931071842351595e-21,-0.0,-4.996932140986124,0.14286376535892792,0.3302654743194573,-8.49767780303955,0.09,-1.8972731590270997
1.4866834431354312e-20,-0.0,-4.996949296196302,-0.017155210177103537,0.33028262952963505,-8.4636869430542,0.09,-1.8957280129194258
-1.5007921121135139e-13,-1.281122100256956e-08,-4.997216343631347,-0.267047435045248,0.3305496769646803,-8.645112991333008,0.09,-1.9072027422487756
-2.790634852830228e-12,-6.012385730021682e-09,-4.9972486525774,-0.019385367631911957,0.33058198591073307,8.077457427978516,0.1,-1.8791107446031141
-4.862834209381124e-12,-6.574754252142157e-09,-4.997249729434649,-0.0010768572489420803,0.3305830627679818,1.6155245304107666,0.09,-1.5560237914356194
-1.0372900686543099e-11,-6.039794205510891e-09,-4.997249987969796,-0.00019390136003494246,0.33058332130312884,0.06461143493652344,0.1,-1.4784804639348772
-2.207173703065261e-11,-5.958992232990567e-09,-4.997249998648962,-8.009374141693108e-06,0.33058333198229484,0.0005066394805908203,0.1,-1.4752753328052688
-2.207173703065261e-11,-5.958992232990567e-09,-4.997249998648962,0.0,0.33058333198229484,0.0005066394805908203,0.1,-1.4752753328052688
