episode,total_reward
1,0.0
2,0.0
3,0.0
4,0.0
5,"[[-88.46933 ]
 [-87.69888 ]
 [-87.36886 ]
 [-87.34275 ]
 [-88.04333 ]
 [-88.88242 ]
 [-88.43312 ]
 [-87.431305]
 [-88.989395]
 [-86.936165]
 [-87.741745]
 [-89.90316 ]
 [-86.492714]
 [-87.17256 ]
 [-87.55608 ]
 [-87.522575]
 [-88.85298 ]
 [-86.73156 ]
 [-87.47812 ]
 [-89.66995 ]
 [-87.397484]
 [-88.57465 ]
 [-88.52559 ]
 [-87.26889 ]
 [-87.490906]
 [-87.970634]
 [-88.51085 ]
 [-86.26046 ]
 [-88.73893 ]
 [-90.6668  ]
 [-87.41689 ]
 [-87.18984 ]
 [-88.12691 ]
 [-87.40045 ]
 [-87.067726]
 [-88.26428 ]
 [-87.18993 ]
 [-87.66782 ]
 [-89.183   ]
 [-87.94421 ]
 [-86.87628 ]
 [-87.33234 ]
 [-90.382545]
 [-86.86416 ]
 [-86.997925]
 [-86.42457 ]
 [-89.79899 ]
 [-88.284546]
 [-88.33088 ]
 [-87.25166 ]
 [-88.47571 ]
 [-86.25796 ]
 [-87.949165]
 [-87.69409 ]
 [-87.13577 ]
 [-86.507965]
 [-88.11196 ]
 [-86.84617 ]
 [-86.226234]
 [-87.54446 ]
 [-87.23859 ]
 [-88.17954 ]
 [-87.97676 ]
 [-87.83649 ]]"
6,"[[-47.878487]
 [-48.307053]
 [-46.812057]
 [-48.58352 ]
 [-48.912506]
 [-47.36115 ]
 [-48.126743]
 [-47.569595]
 [-47.31306 ]
 [-49.868603]
 [-48.015755]
 [-47.876217]
 [-48.40871 ]
 [-49.292515]
 [-47.183487]
 [-47.414616]
 [-48.342304]
 [-47.407642]
 [-47.47875 ]
 [-46.968975]
 [-47.974518]
 [-48.239826]
 [-47.624355]
 [-46.91463 ]
 [-48.045544]
 [-47.45539 ]
 [-50.146236]
 [-47.300983]
 [-47.702602]
 [-47.42221 ]
 [-48.017403]
 [-47.946095]
 [-49.12452 ]
 [-48.205956]
 [-48.979774]
 [-48.09852 ]
 [-48.090534]
 [-47.543736]
 [-47.954414]
 [-47.210255]
 [-48.255062]
 [-48.040726]
 [-47.004875]
 [-48.45976 ]
 [-48.507675]
 [-47.181965]
 [-47.38525 ]
 [-47.429237]
 [-47.881992]
 [-47.8925  ]
 [-47.885796]
 [-47.56647 ]
 [-47.468166]
 [-47.244392]
 [-46.822803]
 [-48.138447]
 [-47.278282]
 [-48.352592]
 [-47.563843]
 [-47.471146]
 [-47.692383]
 [-47.60468 ]
 [-47.485302]
 [-47.85773 ]]"
7,"[[21.427677]
 [21.178328]
 [19.591305]
 [20.911308]
 [20.628521]
 [21.855333]
 [20.913942]
 [20.271421]
 [20.378119]
 [21.22736 ]
 [21.510635]
 [20.28984 ]
 [20.01017 ]
 [20.588345]
 [21.755533]
 [20.633162]
 [21.3848  ]
 [21.153557]
 [21.525337]
 [21.286692]
 [21.09797 ]
 [20.68912 ]
 [20.096529]
 [21.567211]
 [20.669481]
 [21.693043]
 [20.112827]
 [21.450903]
 [20.464664]
 [21.037817]
 [20.804848]
 [20.232714]
 [20.294596]
 [20.981365]
 [21.575506]
 [20.543798]
 [20.763052]
 [21.690624]
 [21.573757]
 [20.821274]
 [21.31907 ]
 [21.73409 ]
 [21.582132]
 [20.579163]
 [21.616896]
 [21.829874]
 [21.333519]
 [21.1141  ]
 [21.351059]
 [20.746304]
 [20.20811 ]
 [21.5358  ]
 [20.109468]
 [19.786617]
 [21.620665]
 [20.059309]
 [21.008165]
 [20.920244]
 [20.515837]
 [21.744947]
 [20.406958]
 [20.77446 ]
 [20.574915]
 [20.846083]]"
8,"[[83.858604]
 [83.18138 ]
 [84.38486 ]
 [84.455925]
 [83.56787 ]
 [84.12326 ]
 [83.11993 ]
 [82.87283 ]
 [81.64834 ]
 [84.01215 ]
 [82.6985  ]
 [82.06959 ]
 [85.1022  ]
 [83.177574]
 [84.09245 ]
 [83.17818 ]
 [83.79321 ]
 [82.19133 ]
 [84.50406 ]
 [83.90287 ]
 [84.67844 ]
 [83.73745 ]
 [84.36494 ]
 [83.167114]
 [83.532875]
 [83.90245 ]
 [83.13614 ]
 [83.978806]
 [81.62391 ]
 [83.45525 ]
 [83.21206 ]
 [83.60343 ]
 [84.16268 ]
 [82.42129 ]
 [84.03999 ]
 [82.61661 ]
 [83.702774]
 [81.98127 ]
 [81.11934 ]
 [84.04695 ]
 [82.21013 ]
 [82.67705 ]
 [83.28024 ]
 [84.70429 ]
 [82.0062  ]
 [81.06622 ]
 [84.676605]
 [83.79494 ]
 [84.64736 ]
 [82.90753 ]
 [83.63434 ]
 [84.19415 ]
 [85.043236]
 [83.42318 ]
 [81.382324]
 [83.410866]
 [83.42946 ]
 [83.72505 ]
 [83.89463 ]
 [83.49703 ]
 [84.07855 ]
 [84.36074 ]
 [83.874565]
 [83.2133  ]]"
9,"[[141.45674]
 [143.70789]
 [143.26743]
 [144.56807]
 [141.93297]
 [142.29378]
 [140.83875]
 [143.56635]
 [138.9047 ]
 [143.89568]
 [140.47078]
 [145.0714 ]
 [140.53055]
 [142.3975 ]
 [143.75725]
 [144.24101]
 [144.67003]
 [142.38354]
 [140.65846]
 [142.96873]
 [141.42572]
 [143.38632]
 [142.96983]
 [141.79158]
 [143.27698]
 [142.82019]
 [142.42705]
 [142.75328]
 [144.54329]
 [142.33644]
 [143.08339]
 [143.23045]
 [145.00645]
 [142.95949]
 [139.75195]
 [145.39464]
 [144.59511]
 [143.2631 ]
 [142.49744]
 [142.71437]
 [141.90334]
 [142.3163 ]
 [143.30788]
 [142.9666 ]
 [140.89735]
 [143.6157 ]
 [141.46065]
 [142.52339]
 [144.92924]
 [143.34914]
 [143.88365]
 [142.77367]
 [142.01384]
 [143.36137]
 [145.02843]
 [141.41815]
 [143.2608 ]
 [142.12233]
 [143.52687]
 [144.80571]
 [140.03613]
 [142.7639 ]
 [144.44356]
 [143.35654]]"
10,"[[203.9701 ]
 [200.78694]
 [206.72433]
 [206.6236 ]
 [204.97551]
 [205.5651 ]
 [206.10435]
 [206.44508]
 [204.69316]
 [204.08736]
 [206.31084]
 [206.67168]
 [203.8267 ]
 [204.55833]
 [206.67621]
 [204.73538]
 [205.56194]
 [204.33197]
 [204.45224]
 [208.22044]
 [208.13327]
 [208.42014]
 [207.44504]
 [204.94048]
 [207.18213]
 [206.08089]
 [206.12779]
 [205.97458]
 [206.18924]
 [206.10345]
 [208.851  ]
 [207.94093]
 [207.99849]
 [203.7107 ]
 [205.6518 ]
 [204.50204]
 [203.71019]
 [204.0929 ]
 [208.51146]
 [207.50848]
 [203.94316]
 [203.26341]
 [207.76765]
 [206.18571]
 [205.11649]
 [206.26155]
 [206.79457]
 [206.04195]
 [208.16354]
 [202.1423 ]
 [205.43817]
 [206.83328]
 [207.00403]
 [204.06941]
 [208.08157]
 [207.4489 ]
 [203.45865]
 [206.33733]
 [207.2017 ]
 [205.07327]
 [203.4336 ]
 [205.08875]
 [207.39548]
 [208.33263]]"
