episode,Q_value
1,-1.4136894223720822
2,-1.1544655100813797
3,0.3825525570408364
4,-1.6822836643401264
5,-1.7878728149987464
6,-2.8785065841245414
7,-1.7350587907271207
8,-2.2793462119950147
9,-3.060236105545017
10,-2.230770161214372
11,-2.381212645531433
12,-4.341474971947184
13,-4.565205204947472
14,-3.9599743154490623
15,-2.6932552931843325
16,-3.6045107315697247
17,-6.9848997613678625
18,-3.3213532596725703
19,-4.624867070908399
20,-5.53864266749308
21,-5.98451093344294
22,-5.054135638493129
23,-4.315012016010143
24,-4.796292588969639
25,-6.289410878401834
26,-6.30239135656236
27,-13.30663080595359
28,-12.503407066362373
29,-7.573960924156753
30,-8.111864126454748
31,-3.932204574234838
32,-6.557786788098206
33,1.9115316140678755
34,-3.864726695621101
35,-8.831361481556373
36,-10.661912636016558
37,-11.227922170775374
38,-14.504442615797956
39,-9.07106868077395
40,-25.12006567344017
41,-16.622717963686036
42,-10.52111131972361
43,-13.46824432239984
44,-17.895795512648483
45,-12.028420335504759
46,-16.223079972736258
47,-26.100342881236138
48,-17.969496055669104
49,-18.94250739183976
50,-14.177187686924304
51,-8.325339173177152
52,-12.537699746955342
53,-27.7674389618572
54,-2.014419076171144
55,-46.72203989397409
56,-6.202402466283843
57,-21.295214476815364
58,-32.7750885581992
59,-35.50186405962005
60,-36.38862300507374
61,-34.12955829366073
62,-37.88218936035992
63,-34.08087310301428
64,-49.81920313587893
65,-14.140161263282858
66,-12.483472263011915
67,-24.11770673772514
68,-24.236382913482025
69,-33.63962361017265
70,-16.89511812019979
71,-45.944510677457195
72,-24.880511547160065
73,-8.978859062869521
74,-31.70130290450487
75,-21.017497621125926
76,-83.13955395447124
77,-76.93824502738214
78,-46.904976180848976
79,-19.98312200351137
80,-66.79349931466031
81,-49.035522320963324
82,-28.85372541292979
83,-18.07290498048054
84,-48.39213241810821
85,-34.169396400712905
86,-14.896788317640393
87,-69.2721075972976
88,-13.298539399771295
89,-38.81998500207076
90,-58.60218952772023
91,-51.085874552634756
92,-111.47138936814379
93,-16.28759807759435
94,-13.658484425937306
95,-109.61862646123042
96,-17.958061328157957
97,-12.283154909525473
98,-79.27364039402262
99,-13.402981761804307
100,-23.96278203407473
101,-23.99295164786686
102,-32.89908387783227
103,-32.40679048535657
104,-33.35548518906841
105,-71.14480956999589
106,-81.80603434048628
107,-31.04367573213411
108,-54.10499482662506
109,-60.196195083505245
110,-39.766639547054524
111,-25.441099075756757
112,-14.162776906417186
113,-22.494307206376178
114,-69.73594785669641
115,-32.798577163123525
116,-80.71269202767986
117,-38.96187589569099
118,-8.878772610623512
119,-54.32660567635657
120,-2.8400576728694333
121,-47.02701913423593
122,-24.283404298509826
123,-68.16022361394468
124,-71.06846837480066
125,-98.54934933645104
126,-70.87467876214528
127,-113.21649528491743
128,-61.483752314262446
129,-82.36368900933267
130,-108.69924740296783
