episode,total_reward
1,"[[-20.386078 ]
 [-18.56875  ]
 [ -6.4695477]
 [ -4.876384 ]
 [-13.918511 ]
 [ -5.6106753]
 [-12.566908 ]
 [-12.702785 ]
 [-13.038861 ]
 [-13.038861 ]
 [-13.038861 ]
 [-13.038861 ]
 [-13.038861 ]
 [-13.038861 ]
 [-13.038861 ]
 [-13.038861 ]
 [-13.038861 ]
 [-13.588342 ]
 [-13.313416 ]
 [-15.226681 ]
 [-18.431416 ]
 [-13.3058605]
 [-18.595402 ]
 [-15.729294 ]
 [-13.634723 ]
 [-13.394364 ]
 [-13.394241 ]
 [-13.390342 ]
 [-13.583035 ]
 [-13.254065 ]
 [-13.501128 ]
 [-13.174493 ]
 [-13.41534  ]
 [-13.869175 ]
 [-13.038495 ]
 [-15.34547  ]
 [-13.2676525]
 [-13.384193 ]
 [-13.597346 ]
 [-13.890137 ]
 [-13.5076475]
 [-13.652054 ]
 [-13.470409 ]
 [-13.629137 ]
 [-13.524464 ]
 [-13.59041  ]
 [-13.472721 ]
 [-13.454691 ]
 [-15.62532  ]
 [-13.639095 ]
 [-14.232048 ]
 [-15.503974 ]
 [-14.452857 ]
 [-14.173557 ]
 [-14.189608 ]
 [-14.856751 ]
 [-14.137015 ]
 [-14.563167 ]
 [-14.955682 ]
 [-16.19174  ]
 [-16.546091 ]
 [-15.941715 ]
 [-16.13135  ]
 [-15.749267 ]]"
2,"[[223.22063 ]
 [ 54.08956 ]
 [ 78.163475]
 [ 68.69772 ]
 [ 83.62949 ]
 [ 86.532814]
 [ 75.57998 ]
 [ 84.78308 ]
 [ 78.45352 ]
 [ 79.28951 ]
 [ 78.66798 ]
 [ 76.416824]
 [ 76.08729 ]
 [ 77.824745]
 [ 78.49975 ]
 [ 78.39196 ]
 [ 77.00765 ]
 [ 77.863304]
 [ 77.843475]
 [ 77.81913 ]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]
 [ 77.809364]]"
3,"[[108.98356 ]
 [102.85979 ]
 [ 94.49207 ]
 [120.49937 ]
 [ 95.34044 ]
 [110.656334]
 [113.64107 ]
 [103.518326]
 [110.637474]
 [111.169525]
 [115.9207  ]
 [ 98.66614 ]
 [104.10645 ]
 [185.31856 ]
 [120.19225 ]
 [ 95.62014 ]
 [118.49195 ]
 [109.95549 ]
 [122.723   ]
 [125.38856 ]
 [122.540276]
 [168.15244 ]
 [122.740974]
 [122.38177 ]
 [110.20794 ]
 [116.33208 ]
 [108.04315 ]
 [126.76738 ]
 [117.32336 ]
 [129.61137 ]
 [131.91632 ]
 [131.14587 ]
 [127.080734]
 [129.97635 ]
 [128.87622 ]
 [134.50336 ]
 [135.70528 ]
 [121.42459 ]
 [123.90343 ]
 [109.85986 ]
 [135.47858 ]
 [134.37787 ]
 [136.71779 ]
 [138.87962 ]
 [124.03086 ]
 [142.80467 ]
 [140.79668 ]
 [140.58556 ]
 [140.93597 ]
 [126.022064]
 [143.60666 ]
 [151.78783 ]
 [152.96297 ]
 [144.72519 ]
 [145.93509 ]
 [145.48126 ]
 [145.56055 ]
 [145.83893 ]
 [154.15918 ]
 [158.7097  ]
 [159.37453 ]
 [143.07787 ]
 [158.68875 ]
 [159.13515 ]]"
4,"[[198.3063 ]
 [201.02419]
 [197.84036]
 [201.51546]
 [201.17924]
 [200.76564]
 [203.39471]
 [205.2556 ]
 [210.00298]
 [204.26163]
 [208.84639]
 [209.05206]
 [210.36533]
 [213.60951]
 [212.5213 ]
 [209.41547]
 [199.13956]
 [208.67043]
 [202.213  ]
 [209.07854]
 [213.5813 ]
 [205.90753]
 [203.10464]
 [201.79782]
 [212.46976]
 [203.99156]
 [199.37982]
 [202.6128 ]
 [200.90584]
 [190.8843 ]
 [198.53049]
 [196.78046]
 [186.64871]
 [194.69165]
 [201.74944]
 [190.45796]
 [172.53664]
 [188.4313 ]
 [177.17401]
 [176.90718]
 [193.26384]
 [173.44724]
 [162.85641]
 [167.16545]
 [166.52649]
 [181.41475]
 [179.06218]
 [190.18417]
 [161.86023]
 [166.58353]
 [160.53728]
 [166.1161 ]
 [169.54623]
 [164.1159 ]
 [171.52353]
 [157.19913]
 [163.63068]
 [159.24188]
 [166.5973 ]
 [145.61497]
 [162.95894]
 [158.00694]
 [151.107  ]
 [156.00453]]"
5,"[[414.0663 ]
 [408.0901 ]
 [412.8488 ]
 [406.51334]
 [406.58896]
 [408.0422 ]
 [405.12296]
 [406.49115]
 [404.3485 ]
 [406.8005 ]
 [405.12155]
 [401.69467]
 [399.92307]
 [396.57587]
 [393.08237]
 [397.57132]
 [411.28128]
 [385.82718]
 [404.93018]
 [395.1145 ]
 [390.5296 ]
 [405.8058 ]
 [378.80402]
 [377.3559 ]
 [386.93057]
 [380.5379 ]
 [363.65613]
 [377.5267 ]
 [374.6804 ]
 [362.52142]
 [370.70773]
 [368.59357]
 [356.10858]
 [365.98355]
 [373.34128]
 [361.81503]
 [342.6435 ]
 [359.49115]
 [347.77383]
 [347.94495]
 [364.91483]
 [345.99384]
 [337.80048]
 [340.42703]
 [339.97626]
 [353.62073]
 [351.22192]
 [362.30173]
 [335.86606]
 [340.52582]
 [335.38348]
 [340.8457 ]
 [342.94855]
 [337.7049 ]
 [344.59116]
 [331.9596 ]
 [334.38162]
 [332.07852]
 [345.6832 ]
 [320.33246]
 [336.27216]
 [330.3889 ]
 [327.11673]
 [328.34653]]"
6,"[[610.76   ]
 [608.6535 ]
 [608.5349 ]
 [600.8814 ]
 [602.64453]
 [592.6964 ]
 [595.7153 ]
 [590.35284]
 [576.3493 ]
 [581.99677]
 [580.835  ]
 [569.57574]
 [567.0402 ]
 [574.2622 ]
 [558.28503]
 [560.9346 ]
 [600.8951 ]
 [549.6486 ]
 [597.543  ]
 [557.13184]
 [565.5771 ]
 [586.21735]
 [542.6916 ]
 [541.49194]
 [562.2801 ]
 [547.0231 ]
 [533.7635 ]
 [546.17816]
 [545.5865 ]
 [533.37964]
 [543.92456]
 [543.62976]
 [532.21014]
 [542.4546 ]
 [553.20984]
 [540.1818 ]
 [522.40076]
 [537.8913 ]
 [527.8389 ]
 [528.10126]
 [545.2638 ]
 [526.2625 ]
 [515.0554 ]
 [514.99396]
 [514.23846]
 [532.4338 ]
 [529.1719 ]
 [540.03735]
 [517.4907 ]
 [518.65686]
 [511.82867]
 [519.29   ]
 [518.3307 ]
 [511.84283]
 [520.0572 ]
 [507.9874 ]
 [505.28607]
 [505.41626]
 [528.0354 ]
 [495.79605]
 [510.07947]
 [503.44666]
 [504.6058 ]
 [501.4703 ]]"
7,"[[787.43726]
 [792.33704]
 [788.9281 ]
 [782.3376 ]
 [797.2703 ]
 [774.3427 ]
 [770.11   ]
 [765.2384 ]
 [774.8328 ]
 [751.37213]
 [753.4927 ]
 [737.2861 ]
 [743.31335]
 [781.19836]
 [730.1042 ]
 [767.5649 ]
 [758.41   ]
 [720.6508 ]
 [797.3639 ]
 [729.39734]
 [740.50616]
 [781.02124]
 [761.94244]
 [716.6756 ]
 [773.5677 ]
 [767.1795 ]
 [704.92883]
 [767.2497 ]
 [717.6692 ]
 [756.34717]
 [764.7311 ]
 [743.95496]
 [721.3943 ]
 [754.7505 ]
 [750.19824]
 [722.69653]
 [716.06244]
 [726.9039 ]
 [720.2328 ]
 [750.6718 ]
 [742.61774]
 [715.9789 ]
 [722.96936]
 [695.18414]
 [724.73065]
 [708.1113 ]
 [742.11096]
 [753.0342 ]
 [702.3051 ]
 [741.159  ]
 [731.59015]
 [737.7107 ]
 [732.77637]
 [729.25006]
 [727.9144 ]
 [722.1893 ]
 [723.0507 ]
 [717.74036]
 [733.1094 ]
 [712.32574]
 [719.40497]
 [682.3841 ]
 [681.4101 ]
 [714.8857 ]]"
8,"[[ 966.78217]
 [ 965.1266 ]
 [ 973.15533]
 [ 961.0269 ]
 [1001.6953 ]
 [ 980.54114]
 [ 953.7028 ]
 [ 954.1083 ]
 [ 992.08594]
 [ 949.0122 ]
 [ 938.7883 ]
 [ 927.94464]
 [ 959.0775 ]
 [1017.88995]
 [ 925.3187 ]
 [1002.70886]
 [ 950.5508 ]
 [ 915.0638 ]
 [1036.6604 ]
 [ 912.74896]
 [ 924.3626 ]
 [1015.08954]
 [1038.1451 ]
 [ 918.9512 ]
 [1036.5382 ]
 [1038.8838 ]
 [ 899.82996]
 [1052.499  ]
 [ 910.6037 ]
 [1048.0504 ]
 [1068.2659 ]
 [1059.4824 ]
 [ 904.87976]
 [1066.3452 ]
 [1058.1885 ]
 [ 945.5098 ]
 [ 953.99   ]
 [ 943.339  ]
 [ 941.8706 ]
 [1065.7554 ]
 [1065.5093 ]
 [ 944.2466 ]
 [1055.8368 ]
 [ 886.09753]
 [1065.7805 ]
 [ 910.263  ]
 [1078.6608 ]
 [1085.622  ]
 [ 889.7652 ]
 [1065.5685 ]
 [1065.118  ]
 [1065.0046 ]
 [1064.891  ]
 [1066.6854 ]
 [1063.6243 ]
 [1067.6841 ]
 [1067.5923 ]
 [1064.0741 ]
 [1071.9608 ]
 [1069.0677 ]
 [1072.6752 ]
 [ 884.9961 ]
 [ 870.5667 ]
 [1025.8228 ]]"
9,"[[1150.2966]
 [1147.9039]
 [1154.4976]
 [1146.2307]
 [1175.4015]
 [1161.6732]
 [1136.6354]
 [1141.2856]
 [1165.8306]
 [1137.6149]
 [1125.6985]
 [1119.3237]
 [1149.4735]
 [1187.2544]
 [1117.8331]
 [1177.4956]
 [1137.3424]
 [1108.5566]
 [1202.2816]
 [1105.386 ]
 [1114.39  ]
 [1182.8027]
 [1204.1932]
 [1108.3469]
 [1203.9255]
 [1205.7454]
 [1089.9358]
 [1216.2749]
 [1099.2695]
 [1213.3668]
 [1231.959 ]
 [1223.2312]
 [1093.2289]
 [1230.6667]
 [1222.4615]
 [1094.9722]
 [1117.1277]
 [1093.3125]
 [1105.2179]
 [1230.3755]
 [1228.671 ]
 [1107.3971]
 [1219.9331]
 [1075.5186]
 [1230.1675]
 [1096.4546]
 [1241.3564]
 [1246.7842]
 [1077.806 ]
 [1229.6572]
 [1229.3544]
 [1229.2787]
 [1229.2024]
 [1230.5343]
 [1228.3531]
 [1231.335 ]
 [1231.3837]
 [1228.7744]
 [1234.8766]
 [1232.8534]
 [1235.5814]
 [1072.7511]
 [1057.6726]
 [1193.4368]]"
10,"[[1339.5338]
 [1332.4155]
 [1335.1407]
 [1334.1526]
 [1341.9684]
 [1340.0056]
 [1326.8044]
 [1353.8129]
 [1342.7339]
 [1339.2971]
 [1327.6626]
 [1316.6532]
 [1328.4629]
 [1343.2861]
 [1321.2759]
 [1345.375 ]
 [1322.8523]
 [1319.0541]
 [1347.8059]
 [1304.5431]
 [1304.7985]
 [1340.4595]
 [1362.7433]
 [1305.383 ]
 [1363.1077]
 [1340.1688]
 [1297.2185]
 [1363.6759]
 [1299.1432]
 [1368.5538]
 [1343.1025]
 [1374.9341]
 [1321.0719]
 [1350.9833]
 [1338.1327]
 [1305.6943]
 [1286.3774]
 [1372.3718]
 [1306.9531]
 [1379.7269]
 [1337.414 ]
 [1319.0609]
 [1375.1177]
 [1315.6716]
 [1331.9952]
 [1322.8147]
 [1338.9019]
 [1387.8953]
 [1319.6685]
 [1389.311 ]
 [1384.0599]
 [1331.1631]
 [1390.1038]
 [1386.1508]
 [1292.8933]
 [1318.5667]
 [1294.9303]
 [1317.3983]
 [1394.9523]
 [1390.5217]
 [1319.8387]
 [1320.8971]
 [1252.7473]
 [1372.158 ]]"
