episode,total_reward
1,0.0
2,0.0
3,0.0
4,0.0
5,"[[-152.55502]
 [-151.94008]
 [-152.30597]
 [-152.10805]
 [-153.79459]
 [-151.54106]
 [-153.4833 ]
 [-153.08786]
 [-153.19946]
 [-152.58302]
 [-153.92703]
 [-151.22523]
 [-153.91383]
 [-152.88737]
 [-154.85522]
 [-153.33774]
 [-152.67337]
 [-153.5251 ]
 [-152.73563]
 [-151.82497]
 [-152.36633]
 [-154.24988]
 [-153.40808]
 [-153.09335]
 [-152.60202]
 [-152.62328]
 [-153.57039]
 [-153.48386]
 [-153.24901]
 [-152.65346]
 [-153.87877]
 [-153.25772]
 [-152.45477]
 [-153.79353]
 [-153.24286]
 [-152.581  ]
 [-152.16946]
 [-154.3773 ]
 [-153.69229]
 [-152.00577]
 [-152.9913 ]
 [-153.2275 ]
 [-154.07056]
 [-153.87605]
 [-153.2813 ]
 [-154.46867]
 [-152.3465 ]
 [-154.41489]
 [-152.54762]
 [-152.20137]
 [-153.56232]
 [-153.46532]
 [-153.75943]
 [-153.53404]
 [-152.58783]
 [-152.73842]
 [-151.79611]
 [-153.16962]
 [-155.37846]
 [-153.02959]
 [-153.8205 ]
 [-152.68336]
 [-154.83702]
 [-153.42691]]"
6,"[[-139.74591]
 [-140.90959]
 [-139.88313]
 [-141.04045]
 [-139.66309]
 [-141.39972]
 [-140.78235]
 [-141.23956]
 [-140.80858]
 [-139.6083 ]
 [-139.48947]
 [-140.62874]
 [-140.47342]
 [-140.36952]
 [-139.68166]
 [-140.63298]
 [-139.5321 ]
 [-141.45078]
 [-140.5467 ]
 [-141.11703]
 [-140.55782]
 [-140.38336]
 [-140.22334]
 [-140.77206]
 [-142.96689]
 [-141.80716]
 [-142.63322]
 [-139.96298]
 [-140.8216 ]
 [-140.5333 ]
 [-139.84613]
 [-141.56459]
 [-139.87778]
 [-140.07935]
 [-141.54697]
 [-140.8919 ]
 [-140.71199]
 [-139.98831]
 [-140.12897]
 [-140.64328]
 [-140.65166]
 [-141.26237]
 [-139.81902]
 [-139.65215]
 [-140.8776 ]
 [-140.62749]
 [-140.65152]
 [-139.66377]
 [-140.01117]
 [-140.92943]
 [-140.50919]
 [-140.91978]
 [-139.88893]
 [-140.60608]
 [-139.8479 ]
 [-139.4083 ]
 [-140.94662]
 [-139.77284]
 [-139.98631]
 [-140.42235]
 [-140.00334]
 [-140.83981]
 [-140.60535]
 [-141.5829 ]]"
7,"[[-73.38544 ]
 [-74.95965 ]
 [-74.37282 ]
 [-74.155014]
 [-74.805374]
 [-75.14678 ]
 [-73.85483 ]
 [-73.66124 ]
 [-74.02401 ]
 [-75.15753 ]
 [-75.58468 ]
 [-74.8056  ]
 [-73.90896 ]
 [-73.65221 ]
 [-77.19244 ]
 [-73.97008 ]
 [-74.00234 ]
 [-74.654045]
 [-75.767815]
 [-73.91496 ]
 [-75.36704 ]
 [-77.02097 ]
 [-75.88741 ]
 [-73.012535]
 [-74.11742 ]
 [-73.057785]
 [-76.007866]
 [-75.7459  ]
 [-74.30695 ]
 [-75.1713  ]
 [-75.18518 ]
 [-74.07632 ]
 [-74.56835 ]
 [-75.82427 ]
 [-77.292725]
 [-74.83567 ]
 [-73.582375]
 [-75.589615]
 [-73.57817 ]
 [-74.39495 ]
 [-74.90259 ]
 [-74.89257 ]
 [-74.672424]
 [-74.01146 ]
 [-74.21414 ]
 [-73.84372 ]
 [-74.25778 ]
 [-74.589294]
 [-73.92964 ]
 [-73.29367 ]
 [-75.28849 ]
 [-74.9759  ]
 [-74.01659 ]
 [-73.15639 ]
 [-73.62879 ]
 [-74.85614 ]
 [-73.61066 ]
 [-76.880516]
 [-74.51022 ]
 [-75.805534]
 [-74.21578 ]
 [-74.31221 ]
 [-73.42004 ]
 [-74.91229 ]]"
8,"[[-16.597416 ]
 [-13.104475 ]
 [-15.412884 ]
 [-12.37909  ]
 [-16.506208 ]
 [-13.618302 ]
 [-16.291847 ]
 [-15.1145315]
 [-16.136164 ]
 [-14.151117 ]
 [-12.784439 ]
 [-15.805589 ]
 [-12.047473 ]
 [-14.085254 ]
 [-13.386126 ]
 [-13.367138 ]
 [-12.223775 ]
 [-15.6700945]
 [-14.064687 ]
 [-13.740779 ]
 [-15.675433 ]
 [-14.21366  ]
 [-15.484726 ]
 [-14.761077 ]
 [-18.24367  ]
 [-14.212535 ]
 [-14.223428 ]
 [-16.46616  ]
 [-13.9372225]
 [-15.47752  ]
 [-14.732048 ]
 [-13.915558 ]
 [-14.409534 ]
 [-14.79651  ]
 [-13.202846 ]
 [-13.650739 ]
 [-14.127605 ]
 [-13.276248 ]
 [-14.473618 ]
 [-13.114456 ]
 [-13.222637 ]
 [-13.125239 ]
 [-13.752837 ]
 [-15.789115 ]
 [-13.547186 ]
 [-11.370378 ]
 [-14.153234 ]
 [-13.531829 ]
 [-14.841005 ]
 [-14.228626 ]
 [-14.866451 ]
 [-13.909992 ]
 [-16.09127  ]
 [-14.086375 ]
 [-14.014582 ]
 [-15.838762 ]
 [-11.862709 ]
 [-14.123143 ]
 [-11.958567 ]
 [-14.241296 ]
 [-15.747536 ]
 [-14.481248 ]
 [-12.765462 ]
 [-14.052777 ]]"
9,"[[45.551334]
 [42.025627]
 [43.474583]
 [42.962383]
 [39.756477]
 [41.65284 ]
 [41.15161 ]
 [43.862045]
 [39.205563]
 [45.18157 ]
 [45.149   ]
 [44.992104]
 [38.377743]
 [45.213818]
 [41.1415  ]
 [43.125923]
 [40.64068 ]
 [39.84185 ]
 [43.819874]
 [45.38987 ]
 [42.91958 ]
 [41.62258 ]
 [43.337887]
 [41.274784]
 [45.59008 ]
 [45.222233]
 [43.183495]
 [40.748524]
 [41.697277]
 [40.277695]
 [43.9426  ]
 [44.101357]
 [44.635002]
 [45.136333]
 [43.010113]
 [40.08781 ]
 [42.17806 ]
 [44.87405 ]
 [42.26121 ]
 [45.70123 ]
 [45.099968]
 [41.98087 ]
 [43.008476]
 [43.928703]
 [42.156002]
 [42.211327]
 [43.625317]
 [41.474377]
 [38.74013 ]
 [42.772312]
 [42.182705]
 [42.401382]
 [43.067715]
 [42.67093 ]
 [43.329926]
 [42.9853  ]
 [40.900223]
 [43.652214]
 [40.12647 ]
 [42.3794  ]
 [43.063625]
 [42.086082]
 [41.565964]
 [45.524162]]"
10,"[[104.657524]
 [ 99.00267 ]
 [ 97.09437 ]
 [105.027794]
 [104.24114 ]
 [ 97.722664]
 [104.25794 ]
 [103.51616 ]
 [105.32837 ]
 [ 97.37297 ]
 [ 96.095116]
 [103.615776]
 [104.048416]
 [104.549194]
 [ 98.503044]
 [100.42404 ]
 [ 93.659164]
 [ 92.52026 ]
 [ 97.8243  ]
 [102.22635 ]
 [104.52938 ]
 [104.94577 ]
 [ 98.3956  ]
 [ 98.40353 ]
 [ 98.907196]
 [102.20993 ]
 [104.45937 ]
 [104.17757 ]
 [104.37022 ]
 [102.43587 ]
 [ 97.01925 ]
 [104.36159 ]
 [102.63678 ]
 [100.645996]
 [ 97.93443 ]
 [105.55607 ]
 [ 95.691986]
 [101.430214]
 [ 98.44902 ]
 [ 98.20329 ]
 [ 97.4881  ]
 [100.73656 ]
 [100.62576 ]
 [101.49724 ]
 [ 96.14444 ]
 [104.04883 ]
 [104.49618 ]
 [101.89031 ]
 [104.80289 ]
 [103.09399 ]
 [101.91739 ]
 [103.967026]
 [103.585236]
 [ 98.07132 ]
 [100.07308 ]
 [100.713684]
 [102.61475 ]
 [103.749535]
 [102.22668 ]
 [100.74606 ]
 [ 96.48199 ]
 [104.31309 ]
 [ 96.47604 ]
 [105.69427 ]]"
