episode,total_reward
1,"[[84.564445]
 [84.47456 ]
 [84.662   ]
 [84.29572 ]
 [84.48228 ]
 [84.47084 ]
 [84.41471 ]
 [84.07389 ]
 [84.20729 ]
 [84.55093 ]
 [84.54573 ]
 [84.7027  ]
 [84.66005 ]
 [84.47785 ]
 [84.205315]
 [84.783844]
 [84.51068 ]
 [83.9736  ]
 [84.54401 ]
 [84.50792 ]
 [84.4216  ]
 [84.62171 ]
 [84.66995 ]
 [84.514984]
 [84.25683 ]
 [84.48982 ]
 [84.68705 ]
 [84.59095 ]
 [84.33596 ]
 [84.76346 ]
 [84.37696 ]
 [84.612305]
 [84.45246 ]
 [84.44943 ]
 [84.438965]
 [84.69731 ]
 [84.30315 ]
 [83.76643 ]
 [84.14403 ]
 [84.03187 ]
 [84.41233 ]
 [84.31839 ]
 [84.294464]
 [84.42147 ]
 [83.96536 ]
 [84.49377 ]
 [84.121475]
 [84.11994 ]
 [84.240234]
 [84.17047 ]
 [84.59792 ]
 [84.4337  ]
 [84.16351 ]
 [84.04039 ]
 [84.236984]
 [84.7435  ]
 [84.39164 ]
 [84.351616]
 [84.38453 ]
 [84.425514]
 [84.5915  ]
 [84.27673 ]
 [84.19544 ]
 [84.547615]]"
2,"[[175.45476]
 [172.92549]
 [173.82303]
 [174.32423]
 [177.34409]
 [176.96735]
 [175.38133]
 [174.52621]
 [174.64337]
 [171.00322]
 [170.7915 ]
 [174.47343]
 [175.46593]
 [175.6592 ]
 [172.98224]
 [174.38924]
 [173.1816 ]
 [175.48624]
 [170.12712]
 [176.12543]
 [172.35568]
 [174.42996]
 [174.2189 ]
 [172.89906]
 [173.36179]
 [179.14345]
 [176.04738]
 [173.94917]
 [174.53912]
 [167.97171]
 [172.92508]
 [172.04295]
 [173.15984]
 [175.44843]
 [169.0934 ]
 [176.2114 ]
 [174.65797]
 [176.27063]
 [176.2942 ]
 [172.68109]
 [174.20325]
 [172.16183]
 [176.44073]
 [174.25923]
 [177.45567]
 [175.55179]
 [174.76924]
 [173.06488]
 [175.43973]
 [175.32   ]
 [177.96333]
 [173.25203]
 [171.65485]
 [175.29799]
 [171.81816]
 [174.09236]
 [172.85434]
 [168.58408]
 [174.80292]
 [175.51228]
 [176.05334]
 [172.39714]
 [176.9827 ]
 [170.08313]]"
3,"[[220.45837]
 [224.00784]
 [220.97025]
 [219.70927]
 [218.48256]
 [230.81598]
 [223.9463 ]
 [217.44556]
 [230.19562]
 [223.23341]
 [218.07141]
 [226.46739]
 [221.92084]
 [223.95651]
 [217.0105 ]
 [224.21584]
 [230.42352]
 [227.6982 ]
 [221.29616]
 [227.15137]
 [212.219  ]
 [222.78403]
 [221.39676]
 [223.37228]
 [222.26396]
 [219.75903]
 [219.43599]
 [226.12134]
 [227.50034]
 [212.91891]
 [224.793  ]
 [220.77068]
 [219.06752]
 [217.45763]
 [220.8617 ]
 [223.03975]
 [222.89426]
 [214.87221]
 [223.4346 ]
 [218.39452]
 [221.27307]
 [219.34961]
 [223.71709]
 [226.11308]
 [224.27617]
 [228.18604]
 [228.05373]
 [224.68462]
 [218.56712]
 [226.27261]
 [217.42668]
 [220.46103]
 [218.86984]
 [221.81133]
 [219.44072]
 [228.03444]
 [216.42583]
 [226.81186]
 [221.20667]
 [221.77261]
 [222.81557]
 [227.69437]
 [223.5693 ]
 [222.58904]]"
4,"[[302.1015 ]
 [294.89713]
 [289.2795 ]
 [295.73807]
 [289.6441 ]
 [300.44766]
 [298.4545 ]
 [292.86508]
 [291.6815 ]
 [287.0401 ]
 [290.76425]
 [291.857  ]
 [302.72705]
 [302.18454]
 [304.82687]
 [289.84552]
 [295.37775]
 [294.11383]
 [292.04016]
 [301.91653]
 [289.84955]
 [294.90698]
 [296.51938]
 [294.11432]
 [299.3571 ]
 [298.0098 ]
 [297.21933]
 [294.08395]
 [289.87308]
 [294.93927]
 [300.5345 ]
 [298.9067 ]
 [296.94614]
 [299.9594 ]
 [291.74048]
 [295.4549 ]
 [294.84183]
 [288.035  ]
 [302.65106]
 [304.05536]
 [290.8656 ]
 [302.09082]
 [304.01596]
 [294.5424 ]
 [298.67374]
 [299.4817 ]
 [291.85034]
 [291.03873]
 [291.56412]
 [293.36203]
 [301.83554]
 [294.02594]
 [295.1085 ]
 [301.5307 ]
 [300.23978]
 [300.61847]
 [296.8987 ]
 [296.8971 ]
 [290.54684]
 [294.11035]
 [300.55286]
 [305.61295]
 [295.66324]
 [291.214  ]]"
5,"[[335.50473]
 [335.78964]
 [332.27353]
 [343.7479 ]
 [329.30576]
 [339.7442 ]
 [335.1701 ]
 [346.0018 ]
 [336.4489 ]
 [333.83865]
 [335.7965 ]
 [326.5769 ]
 [336.42688]
 [339.3359 ]
 [323.7756 ]
 [345.70724]
 [339.35138]
 [321.5519 ]
 [337.03064]
 [344.39465]
 [335.80573]
 [341.99033]
 [326.29736]
 [333.13132]
 [332.13593]
 [342.22482]
 [329.87778]
 [335.75992]
 [331.50888]
 [330.74826]
 [337.6584 ]
 [328.06995]
 [344.6885 ]
 [339.232  ]
 [319.68222]
 [338.38382]
 [334.8355 ]
 [338.33405]
 [330.42416]
 [334.36313]
 [332.63406]
 [339.3982 ]
 [336.33066]
 [336.4707 ]
 [333.9265 ]
 [337.68692]
 [331.44504]
 [340.8952 ]
 [331.954  ]
 [338.0806 ]
 [317.34756]
 [339.00836]
 [333.24738]
 [335.23526]
 [331.0985 ]
 [329.40775]
 [337.95435]
 [337.70966]
 [341.55945]
 [333.48145]
 [325.27167]
 [339.50058]
 [338.6677 ]
 [320.3131 ]]"
6,"[[371.9254 ]
 [369.86072]
 [372.84558]
 [376.8403 ]
 [373.47183]
 [375.5577 ]
 [376.14868]
 [365.23737]
 [366.3635 ]
 [369.40958]
 [373.59082]
 [373.9924 ]
 [357.30338]
 [381.4354 ]
 [377.16562]
 [372.22827]
 [372.20316]
 [366.25998]
 [368.48508]
 [360.84573]
 [375.77042]
 [376.65515]
 [375.80734]
 [370.90402]
 [371.43866]
 [374.2502 ]
 [372.7453 ]
 [366.3937 ]
 [374.0091 ]
 [379.28857]
 [368.56918]
 [376.03555]
 [363.89993]
 [380.4771 ]
 [372.05927]
 [372.6076 ]
 [379.2202 ]
 [358.33646]
 [378.97272]
 [366.13367]
 [366.30563]
 [372.86862]
 [371.77023]
 [364.1838 ]
 [363.8222 ]
 [361.74835]
 [382.31796]
 [373.64294]
 [371.06943]
 [374.78757]
 [382.6632 ]
 [378.82278]
 [379.48743]
 [368.02148]
 [370.05762]
 [379.80234]
 [371.95932]
 [381.78284]
 [363.7082 ]
 [371.2036 ]
 [384.55383]
 [374.6488 ]
 [372.27133]
 [366.4139 ]]"
7,"[[441.1977 ]
 [437.3811 ]
 [439.4207 ]
 [439.94376]
 [424.3989 ]
 [442.50128]
 [433.58282]
 [436.66302]
 [428.5212 ]
 [445.02243]
 [391.21494]
 [444.44418]
 [441.4205 ]
 [442.68015]
 [438.67624]
 [436.4299 ]
 [420.7351 ]
 [436.65918]
 [429.2779 ]
 [433.2089 ]
 [443.70145]
 [442.10184]
 [440.3734 ]
 [400.1305 ]
 [433.1463 ]
 [434.7281 ]
 [415.61105]
 [434.67688]
 [427.47223]
 [446.06097]
 [419.4991 ]
 [438.21753]
 [441.00198]
 [431.19516]
 [439.5778 ]
 [433.9661 ]
 [411.8834 ]
 [449.09384]
 [434.37753]
 [443.11963]
 [434.97592]
 [412.89175]
 [440.2304 ]
 [433.52557]
 [435.56305]
 [432.8986 ]
 [441.31082]
 [433.2891 ]
 [419.67776]
 [439.892  ]
 [442.01337]
 [438.50992]
 [404.74313]
 [436.9676 ]
 [445.88113]
 [434.41052]
 [423.8324 ]
 [442.8021 ]
 [447.0993 ]
 [439.1114 ]
 [436.8517 ]
 [424.26956]
 [440.7068 ]
 [432.1877 ]]"
8,"[[514.7045 ]
 [516.1364 ]
 [515.9093 ]
 [515.9404 ]
 [508.3772 ]
 [515.10114]
 [513.1098 ]
 [499.9183 ]
 [520.95197]
 [517.17285]
 [513.1338 ]
 [493.79953]
 [522.76984]
 [495.755  ]
 [513.01   ]
 [488.40396]
 [485.86792]
 [521.6048 ]
 [500.6448 ]
 [510.89102]
 [504.5981 ]
 [519.44104]
 [481.703  ]
 [478.7978 ]
 [484.82184]
 [499.70328]
 [514.2834 ]
 [448.65665]
 [502.67303]
 [493.4445 ]
 [513.08276]
 [495.32568]
 [501.2549 ]
 [514.20135]
 [483.64783]
 [514.7818 ]
 [508.1721 ]
 [497.75995]
 [511.58823]
 [504.0856 ]
 [507.49808]
 [499.74884]
 [506.80542]
 [510.98135]
 [506.44043]
 [514.5939 ]
 [498.7722 ]
 [487.94128]
 [495.82175]
 [501.19687]
 [487.05573]
 [502.05472]
 [492.7556 ]
 [492.53128]
 [503.41025]
 [513.7368 ]
 [519.75073]
 [510.54434]
 [515.2481 ]
 [512.91736]
 [495.29333]
 [511.89346]
 [501.49094]
 [514.951  ]]"
9,"[[563.0174 ]
 [549.1738 ]
 [572.875  ]
 [545.2779 ]
 [557.927  ]
 [560.64496]
 [551.7296 ]
 [573.83905]
 [557.9681 ]
 [560.6636 ]
 [568.14685]
 [564.9643 ]
 [567.8406 ]
 [562.4029 ]
 [548.80743]
 [547.2337 ]
 [571.3463 ]
 [557.731  ]
 [520.5596 ]
 [551.7502 ]
 [564.10333]
 [556.5497 ]
 [553.0701 ]
 [573.96814]
 [554.6233 ]
 [562.578  ]
 [566.3265 ]
 [569.7744 ]
 [565.9639 ]
 [570.01135]
 [561.3201 ]
 [548.64386]
 [562.17395]
 [548.78503]
 [564.25085]
 [567.1458 ]
 [547.00916]
 [525.85126]
 [559.6273 ]
 [566.73267]
 [560.3992 ]
 [554.3256 ]
 [582.36   ]
 [548.56604]
 [565.8893 ]
 [553.91315]
 [569.8711 ]
 [563.3691 ]
 [570.1621 ]
 [561.3526 ]
 [554.05316]
 [540.1268 ]
 [569.66504]
 [537.8155 ]
 [548.9521 ]
 [562.1151 ]
 [564.8012 ]
 [569.9207 ]
 [555.09717]
 [561.45215]
 [569.4254 ]
 [554.55676]
 [554.696  ]
 [556.7959 ]]"
10,"[[617.11633]
 [599.32947]
 [618.86255]
 [603.94684]
 [575.69403]
 [604.615  ]
 [608.41187]
 [618.3379 ]
 [608.1097 ]
 [609.2597 ]
 [626.0925 ]
 [609.99744]
 [616.33466]
 [618.3382 ]
 [612.80756]
 [618.2313 ]
 [595.23694]
 [590.8038 ]
 [608.65106]
 [616.09515]
 [602.1558 ]
 [610.55023]
 [610.76733]
 [612.7694 ]
 [616.742  ]
 [619.9161 ]
 [620.5174 ]
 [614.65436]
 [598.5354 ]
 [605.2575 ]
 [610.49927]
 [611.32587]
 [622.19434]
 [594.00244]
 [619.38336]
 [599.8359 ]
 [602.78394]
 [611.0337 ]
 [608.4808 ]
 [614.40533]
 [603.8125 ]
 [608.826  ]
 [601.54724]
 [587.0463 ]
 [617.4579 ]
 [606.1826 ]
 [612.2261 ]
 [614.6273 ]
 [592.7278 ]
 [606.0356 ]
 [597.574  ]
 [602.2357 ]
 [601.9574 ]
 [571.8567 ]
 [612.7485 ]
 [575.5864 ]
 [617.42206]
 [617.39166]
 [606.34576]
 [615.85895]
 [609.76184]
 [611.0945 ]
 [599.68475]
 [625.60443]]"
11,"[[659.7942 ]
 [663.5806 ]
 [649.5398 ]
 [664.80005]
 [654.595  ]
 [666.91077]
 [656.07983]
 [657.80316]
 [648.77496]
 [661.2677 ]
 [650.93713]
 [665.2527 ]
 [646.717  ]
 [636.15344]
 [654.8322 ]
 [660.0732 ]
 [666.7576 ]
 [665.3892 ]
 [665.2595 ]
 [654.3813 ]
 [651.5444 ]
 [658.11035]
 [654.1314 ]
 [648.99695]
 [658.2621 ]
 [638.82715]
 [661.9764 ]
 [668.4756 ]
 [663.6832 ]
 [660.90485]
 [654.40247]
 [654.07007]
 [669.3462 ]
 [663.3694 ]
 [650.765  ]
 [661.64923]
 [647.5031 ]
 [631.3647 ]
 [662.76587]
 [664.6321 ]
 [667.16223]
 [657.41895]
 [638.8862 ]
 [667.60614]
 [666.1564 ]
 [664.3691 ]
 [661.4663 ]
 [661.39197]
 [664.0225 ]
 [660.68616]
 [643.19867]
 [635.83905]
 [639.03265]
 [669.56116]
 [653.3975 ]
 [660.1752 ]
 [671.85376]
 [655.9408 ]
 [661.07983]
 [658.4061 ]
 [650.46515]
 [632.0661 ]
 [659.3808 ]
 [676.6165 ]]"
