episode,Q_value
1,-246.02313232421875
2,-1625.0859375
3,-3587.96533203125
4,-6081.9443359375
5,-8164.59326171875
6,-9728.7080078125
7,-14787.30078125
8,-26189.70703125
9,-37032.5234375
10,-38330.84765625
11,-39938.9140625
12,-40360.58203125
13,-42089.8046875
14,-42693.4140625
15,-41666.3359375
16,-43213.06640625
17,-43633.63671875
18,-44735.109375
19,-43985.7421875
20,-46205.984375
21,-45559.28125
22,-45880.140625
23,-45946.6015625
24,-46168.515625
25,-46986.08203125
26,-47603.83203125
27,-47678.265625
28,-47389.55078125
29,-48118.72265625
30,-48769.89453125
31,-48984.5546875
32,-48748.140625
33,-48020.84375
34,-49626.59765625
35,-49697.05859375
36,-49411.1796875
37,-50102.75
38,-50434.83203125
39,-50149.19921875
40,-50008.20703125
41,-50108.015625
42,-50102.3671875
43,-50784.96484375
44,-50911.171875
45,-51198.109375
46,-51514.203125
