episode,Q_value
1,0.0015998276649042964
2,-43.00161361694336
3,-447.03448486328125
4,-1051.093017578125
5,-1229.56591796875
6,-1569.665771484375
7,-1970.521728515625
8,-2236.6611328125
9,-2406.43798828125
10,-2673.671630859375
11,-2977.21044921875
12,-3200.804931640625
13,-3491.084716796875
14,-3779.489013671875
15,-4008.8896484375
16,-4257.982421875
17,-4506.2080078125
18,-4794.7431640625
19,-4991.97021484375
20,-5280.677734375
21,-5441.8466796875
22,-5687.58349609375
23,-5982.6103515625
24,-6125.90234375
25,-6392.6240234375
26,-6662.9716796875
27,-6893.1669921875
28,-6179.12255859375
29,-7276.4990234375
30,-7369.2939453125
31,-7634.90283203125
32,-7750.60693359375
33,-8034.6318359375
34,-8295.8623046875
35,-8379.9580078125
36,-8522.7109375
37,-8849.7109375
38,-8923.041015625
39,-9477.4375
40,-9602.763671875
41,-9672.5859375
42,-9922.064453125
43,-10153.6376953125
44,-10236.908203125
45,-10493.8203125
46,-10544.4931640625
47,-10790.123046875
48,-11015.3671875
49,-11099.150390625
50,-11297.4111328125
51,-11617.443359375
52,-11567.408203125
53,-11708.51953125
54,-12016.689453125
55,-12120.654296875
56,-12092.09765625
57,-12457.6572265625
58,-12943.6142578125
59,-13316.537109375
60,-13195.7578125
61,-13771.28125
62,-14049.4228515625
63,-13742.1220703125
64,-13538.693359375
65,-13871.259765625
66,-14070.8671875
67,-14028.8583984375
68,-14322.4619140625
69,-14239.3984375
70,-14357.4453125
71,-14757.56640625
72,-15254.876953125
73,-15147.1240234375
74,-15646.181640625
75,-15492.96875
76,-16035.697265625
77,-16164.01953125
78,-15478.162109375
79,-15851.166015625
80,-16382.2021484375
81,-16508.955078125
82,-16303.44140625
83,-16550.876953125
84,-16506.77734375
85,-16635.9453125
86,-16731.703125
87,-17441.296875
88,-17339.98046875
89,-17125.541015625
90,-17292.90625
91,-17495.990234375
92,-17949.9609375
93,-18253.7890625
94,-17932.939453125
95,-17972.736328125
96,-17830.35546875
97,-18572.173828125
98,-18437.078125
99,-18194.1875
100,-18489.11328125
101,-18655.447265625
102,-18724.529296875
103,-18857.38671875
104,-19200.83984375
105,-19378.3984375
106,-18851.91796875
107,-19010.21875
108,-19359.41015625
109,-19924.373046875
110,-19717.412109375
111,-19779.9921875
112,-19718.171875
113,-19868.556640625
114,-19995.669921875
115,-20154.36328125
116,-20105.416015625
117,-20477.60546875
118,-20378.71484375
119,-21092.5
120,-20563.857421875
121,-21060.52734375
122,-21155.4453125
123,-21412.51953125
124,-21785.00390625
125,-21646.279296875
126,-22140.08984375
127,-21573.51171875
128,-21701.201171875
129,-22019.07421875
130,-21943.08984375
131,-21686.462890625
132,-22014.73828125
133,-21843.4609375
134,-22131.2734375
135,-22663.484375
136,-19560.5
137,-21862.55078125
138,-22021.953125
139,-22129.7265625
140,-21999.296875
141,-22058.234375
142,-22242.712890625
143,-22704.9921875
144,-22857.87890625
145,-22262.73046875
