x,y,z,vel_z,tar_z,acce_z,action,reward
-1.1347683903650817e-11,-1.3357730684523025e-08,-4.997250175476074,4.124736785888672,0.3305835088094069,0.261640727519989,0.8,-1.488395755017299
-1.7253235877016475e-11,-1.3468829251905846e-08,-4.997250005602837,0.0001274049282073975,0.33058333893616965,0.0104537233710289,0.8,-1.4757752181077712
-2.0399537614679276e-11,-1.3245153240859508e-08,-4.997250000139077,8.19563865661621e-06,0.3305833334724104,0.0020291656255722046,0.8,-1.475351935715677
-3.226533114760362e-11,-1.327938718986843e-08,-4.997242442021767,0.007558117310206096,0.33057577535509974,0.18923978507518768,0.8,-1.4846439674503775
-5.276765320990269e-11,-1.3226175118082514e-08,-4.997224871814251,0.010542124509811401,0.33055820514758416,0.1877289116382599,0.8,-1.4844102919105349
-6.670414591051591e-11,-1.3177874317686169e-08,-4.997212357074022,0.012514740228652954,0.33054569040735515,0.18697801232337952,0.8,-1.4842601142826037
-1.0282826442183553e-10,-1.3059771693709383e-08,-4.997179918239514,0.03243883450826009,0.33051325157284683,0.18548518419265747,0.8,-1.4838935233653234
-1.5111101999328487e-10,-1.294178086178969e-08,-4.997137665748596,0.02535149455070495,0.33047099908192923,0.1840042918920517,0.8,-1.4834392063319775
-1.8024042998850596e-10,-1.2893490482686806e-08,-4.997112883875767,0.03717280924320228,0.33044621720909984,0.18326808512210846,0.8,-1.483179359138036
-2.4932000168102304e-10,-1.2839349021002515e-08,-4.997056057552497,0.05682632327079768,0.33038939088582975,0.18180496990680695,0.8,-1.4825947664679475
-3.339371446031692e-10,-1.2869438137386168e-08,-4.996989612281323,0.06644527117411302,0.3303229456146557,0.18035341799259186,0.8,-1.4819241814318918
-3.824832894849806e-10,-1.292631092534672e-08,-4.996952806661526,0.036805619796117114,0.33028613999485934,0.1796320080757141,0.8,-1.481556860358034
-4.928607744147939e-10,-1.3143905637965266e-08,-4.996872076888879,0.06054732948541644,0.33020541022221206,0.17819777131080627,0.8,-1.480758580566344
-6.220158610403814e-10,-1.352651111119485e-08,-4.996781919151545,0.05409464240074159,0.3301152524848776,0.1767752766609192,0.8,-1.4798760361983216
-6.940290120382997e-10,-1.378952561026381e-08,-4.996733328451713,0.14577209949493394,0.33006666178504585,0.1760680228471756,0.8,-1.4794033572094285
-8.537028269491504e-10,-1.4478361739141594e-08,-4.99662916958332,0.10415886839230847,0.3299625029166533,0.17466209828853607,0.8,-1.478395631166597
-1.0352597001883624e-09,-1.540975063107908e-08,-4.996515770008166,0.06803974509239191,0.3298491033414992,0.17326772212982178,0.8,-1.4773053161830032
-1.134621759509476e-09,-1.5975837186488208e-08,-4.996455627928177,0.06014207998911557,0.32978896126151014,0.17257481813430786,0.8,-1.4767293922637243
-1.351256647315798e-09,-1.7327395577619124e-08,-4.996328504880269,0.12712304790814707,0.3296618382136023,0.1711968332529068,0.8,-1.475516385589349
-1.5927493990375298e-09,-1.899590718797602e-08,-4.996192324161529,0.10213553905487051,0.3295256574948624,0.16983002424240112,0.8,-1.4742224186711228
-1.8602541729251243e-09,-2.101027310648836e-08,-4.99604715804259,0.10887458920478842,0.3293804913759226,0.168474018573761,0.8,-1.4728481233182793
-2.1549051136086444e-09,-2.339891125302529e-08,-4.995893078297376,0.14444976113736616,0.3292264116307093,0.16780011355876923,0.8,-1.4714277103611666
-2.3127595246326868e-09,-2.4742333456136597e-08,-4.995812718073527,0.06027016788721079,0.3291460514068598,0.16646049916744232,0.8,-1.4706374876281267
-2.477816707369129e-09,-2.618976774707941e-08,-4.995730156203111,0.24768561124801614,0.32906348953644393,0.16579441726207733,0.8,-1.4698611266997323
-2.830083900562386e-09,-2.941031501298615e-08,-4.995558462540309,0.128770247101784,0.32889179587364215,0.16447119414806366,0.8,-1.4682497225801063
-3.212782218042776e-09,-3.308756125382691e-08,-4.995378067096075,0.13529658317565907,0.32871140042940805,0.16315802931785583,0.8,-1.4665605053418644
-3.626968473705953e-09,-3.72480599253322e-08,-4.995189039409161,0.283541530370712,0.3285223727424942,0.1625053584575653,0.8,-1.4648266226173454
-4.073680296793706e-09,-4.191790594632039e-08,-4.9949914480249085,0.11855483055114735,0.3283247813582415,0.16056299209594727,0.8,-1.4629511818432603
-4.309552537051786e-09,-4.445186808273623e-08,-4.994889462490876,0.07648915052413954,0.32822279582420943,0.15992075204849243,0.8,-1.4620012000353906
-4.553937079284272e-09,-4.712275085694273e-08,-4.99478536148866,0.15615150332450853,0.32811869482199274,0.15928074717521667,0.8,-1.4610322907725908
-5.0687390285020235e-09,-5.288780281868336e-08,-4.994570847849051,0.21451363960901876,0.32790418118238396,0.15800893306732178,0.8,-1.45903807731239
-5.619069061898093e-09,-5.923783419348183e-08,-4.994347974658012,0.1337239146232604,0.3276813079913454,0.15674754977226257,0.8,-1.4569691494300332
-5.907859682944642e-09,-6.26398408106373e-08,-4.994233423968156,0.17182603478431688,0.3275667573014891,0.15612095594406128,0.8,-1.4559068635308159
-6.8301564700353385e-09,-7.378976836965497e-08,-4.99387741436561,0.2670072019100187,0.32721074769894276,0.15425458550453186,0.8,-1.4526094585887166
-7.156619593236731e-09,-7.783088070330753e-08,-4.993754653135936,0.184141844511034,0.3270879864692686,0.15363767743110657,0.8,-1.4514737621189444
-7.492790151294079e-09,-8.20390823719208e-08,-4.99362985988458,0.12479325135548898,0.3269631932179129,0.15302300453186035,0.8,-1.4503198892127644
-8.560675723856548e-09,-9.569478152116063e-08,-4.99324336796999,0.23189514875411968,0.32657670130332317,0.15119388699531555,0.8,-1.4467500061076668
