episode,Q_value
1,-0.0002873047487810254
2,1.5144460201263428
3,3.0415897369384766
4,3.248891592025757
5,7.864304542541504
6,14.07747745513916
7,16.359107971191406
8,13.279853820800781
9,47.19570541381836
10,102.88262939453125
11,143.51329040527344
12,116.49420928955078
13,160.1109619140625
14,268.0671081542969
15,211.71372985839844
16,104.2813720703125
17,81.77175903320312
18,237.69886779785156
19,454.3596496582031
20,441.1705627441406
21,610.10986328125
22,593.2763671875
23,768.3379516601562
24,480.3599853515625
25,640.9014892578125
26,765.610595703125
27,941.80126953125
28,659.9019775390625
29,906.349609375
30,560.107666015625
31,341.05877685546875
32,891.2698974609375
33,1154.7498779296875
34,598.8091430664062
35,726.5272216796875
36,1223.512939453125
37,1341.271728515625
38,750.3594970703125
39,589.7025756835938
40,871.58056640625
41,1133.19140625
42,1721.5130615234375
43,584.237060546875
44,1298.888916015625
45,1389.3099365234375
46,1831.6298828125
47,1653.1063232421875
48,1685.797119140625
49,1869.471923828125
50,1460.7987060546875
51,1305.25537109375
52,1454.2686767578125
53,1493.7869873046875
54,1848.270263671875
55,2523.173095703125
56,1991.9122314453125
57,1831.0576171875
58,1752.027099609375
59,2566.92724609375
60,2019.10546875
61,2108.59326171875
62,2386.69921875
63,1549.8912353515625
64,1896.783935546875
65,2723.0029296875
66,2395.203125
67,2167.921875
68,2585.41259765625
69,3018.278564453125
70,1778.945068359375
71,1171.3330078125
72,1853.371826171875
73,1959.364501953125
74,583.7933349609375
75,1706.196044921875
76,1615.473388671875
77,1107.6904296875
78,795.7334594726562
79,808.79345703125
80,1940.89599609375
81,1995.3560791015625
82,2688.65478515625
83,2127.23974609375
84,2419.73388671875
85,1556.9002685546875
86,1629.442138671875
87,1888.771728515625
88,1857.70458984375
89,1531.84423828125
90,2491.081298828125
91,3172.458984375
92,2599.544677734375
93,3035.949462890625
94,3014.41064453125
95,2134.271484375
96,2207.6162109375
97,3015.9404296875
98,3070.117919921875
99,2723.30078125
100,2613.94189453125
101,2141.02734375
102,1490.4693603515625
103,1555.290283203125
104,2457.5771484375
105,3185.31640625
106,2882.266845703125
107,2763.09716796875
108,3779.27734375
109,3615.886474609375
110,3426.19384765625
111,4005.171875
112,2988.551025390625
113,2870.133544921875
114,3070.610595703125
115,3897.07275390625
116,3431.281982421875
117,3647.139404296875
118,3373.463134765625
119,3896.95703125
120,3904.08349609375
121,3847.4072265625
122,3813.30712890625
123,2944.68896484375
124,3847.862060546875
125,4294.9072265625
126,3836.029296875
127,4038.80029296875
128,3728.3291015625
129,2912.013916015625
130,4496.1416015625
131,3940.888916015625
132,3754.875244140625
133,3800.5595703125
134,4263.1884765625
135,4255.30419921875
136,3721.6494140625
137,4199.94140625
138,4062.4541015625
139,4059.89404296875
140,3346.13525390625
141,3593.96484375
142,3344.39404296875
143,4711.2841796875
144,4598.880859375
145,3979.88525390625
146,4378.12255859375
147,3278.808349609375
148,2375.98291015625
149,2201.342529296875
150,2631.8984375
151,3777.3701171875
152,2923.1669921875
153,4600.3046875
154,4694.8076171875
155,4330.6015625
156,4121.6865234375
157,4142.16357421875
158,5066.3388671875
159,4704.521484375
160,4342.986328125
161,4601.95556640625
162,5372.345703125
163,3447.12939453125
164,4597.6455078125
165,4506.82763671875
166,5029.8876953125
167,4647.01806640625
168,4868.953125
169,3860.02734375
170,4524.42822265625
171,4899.60693359375
172,4342.3798828125
173,5189.3720703125
174,5011.3154296875
175,3623.595947265625
176,4415.48583984375
177,4785.802734375
178,5469.3701171875
179,4397.244140625
180,3985.063720703125
181,5126.6708984375
182,5745.587890625
183,4601.4326171875
184,2697.18359375
185,2353.422119140625
186,1835.6241455078125
187,2324.010986328125
188,3388.596435546875
189,3003.046142578125
190,3851.736328125
191,4728.751953125
192,4677.83837890625
193,3529.444091796875
194,2910.455322265625
195,2241.916015625
196,2458.6181640625
197,3771.655517578125
198,2674.6630859375
199,3559.83447265625
200,5512.978515625
201,4931.03515625
202,3607.9560546875
