episode,total_reward
1,0.0
2,0.0
3,0.0
4,0.0
5,"[[39.418106]
 [40.061035]
 [40.364834]
 [38.406292]
 [38.49508 ]
 [38.796417]
 [38.534138]
 [38.850983]
 [37.549274]
 [38.343254]
 [38.24977 ]
 [40.20271 ]
 [38.34988 ]
 [38.192646]
 [38.50329 ]
 [39.20709 ]
 [39.825268]
 [39.170975]
 [38.38968 ]
 [38.527557]
 [38.014942]
 [39.688835]
 [38.8144  ]
 [38.893185]
 [40.19401 ]
 [38.234615]
 [39.093643]
 [38.05654 ]
 [38.346798]
 [37.446365]
 [40.553116]
 [37.372715]
 [37.268253]
 [39.0968  ]
 [38.63941 ]
 [38.583473]
 [38.690193]
 [39.195877]
 [38.499573]
 [38.864426]
 [37.996784]
 [39.042767]
 [39.532948]
 [37.540398]
 [38.271053]
 [37.65184 ]
 [39.771126]
 [40.096867]
 [38.017048]
 [39.00641 ]
 [38.65089 ]
 [38.826538]
 [38.46855 ]
 [39.06685 ]
 [39.28041 ]
 [38.629997]
 [39.113792]
 [37.783337]
 [38.56438 ]
 [39.81299 ]
 [37.875248]
 [39.310318]
 [38.40975 ]
 [35.921165]]"
6,"[[126.858635]
 [126.64309 ]
 [125.17367 ]
 [126.57383 ]
 [125.84746 ]
 [126.34903 ]
 [125.41911 ]
 [126.07135 ]
 [127.137886]
 [126.88354 ]
 [126.63849 ]
 [126.43618 ]
 [125.11693 ]
 [126.17033 ]
 [127.10587 ]
 [123.514114]
 [127.35232 ]
 [123.97325 ]
 [127.27174 ]
 [126.667465]
 [127.34    ]
 [128.00696 ]
 [125.730515]
 [126.99476 ]
 [126.89565 ]
 [125.48106 ]
 [124.84919 ]
 [128.12767 ]
 [127.35654 ]
 [126.75801 ]
 [124.40776 ]
 [127.73116 ]
 [126.80918 ]
 [126.32211 ]
 [128.37059 ]
 [126.788185]
 [128.55894 ]
 [127.72482 ]
 [124.07021 ]
 [124.76044 ]
 [127.69738 ]
 [127.02145 ]
 [124.58163 ]
 [125.64856 ]
 [127.734795]
 [126.45517 ]
 [127.032135]
 [127.89914 ]
 [127.13301 ]
 [125.38186 ]
 [126.526085]
 [125.78395 ]
 [124.59797 ]
 [126.98092 ]
 [126.231125]
 [127.47112 ]
 [126.88808 ]
 [127.02564 ]
 [127.993935]
 [126.09122 ]
 [127.717064]
 [127.39781 ]
 [127.17194 ]
 [125.67387 ]]"
7,"[[206.16931]
 [204.53241]
 [207.19322]
 [206.47383]
 [207.14159]
 [205.87741]
 [206.85814]
 [201.39726]
 [205.2863 ]
 [203.66026]
 [209.41429]
 [208.12192]
 [211.72527]
 [208.81374]
 [206.32178]
 [207.08423]
 [209.87013]
 [207.44221]
 [208.1703 ]
 [203.66655]
 [207.17381]
 [209.30042]
 [205.66933]
 [203.63234]
 [207.66995]
 [210.54572]
 [204.96577]
 [206.7719 ]
 [207.41478]
 [208.72664]
 [208.07495]
 [208.80238]
 [208.42586]
 [205.58382]
 [207.42912]
 [205.66394]
 [206.78445]
 [206.94196]
 [210.43422]
 [208.86394]
 [207.60085]
 [210.04448]
 [204.15184]
 [208.63422]
 [206.27092]
 [208.74474]
 [206.40247]
 [208.06712]
 [208.26933]
 [205.30971]
 [205.9428 ]
 [204.78946]
 [207.34373]
 [207.7431 ]
 [205.91779]
 [208.70454]
 [211.64963]
 [205.3603 ]
 [207.6702 ]
 [208.06558]
 [206.49261]
 [206.15741]
 [209.03607]
 [206.91504]]"
8,"[[294.48996]
 [296.5049 ]
 [291.5695 ]
 [296.34924]
 [292.7466 ]
 [283.38742]
 [294.78775]
 [297.13763]
 [295.72745]
 [296.70944]
 [294.47192]
 [289.90018]
 [300.9432 ]
 [297.7347 ]
 [296.76065]
 [296.35892]
 [301.1615 ]
 [296.00195]
 [295.0935 ]
 [291.56992]
 [301.39368]
 [289.7024 ]
 [293.84323]
 [300.08575]
 [296.49008]
 [297.2346 ]
 [293.00937]
 [293.7124 ]
 [299.90814]
 [298.37527]
 [297.31204]
 [291.50192]
 [298.64185]
 [287.5081 ]
 [295.98727]
 [292.14578]
 [296.40237]
 [300.96274]
 [290.9897 ]
 [285.13037]
 [294.40726]
 [289.97528]
 [296.84128]
 [295.39893]
 [293.1945 ]
 [295.21594]
 [295.63   ]
 [300.28668]
 [302.3152 ]
 [303.17194]
 [297.59784]
 [297.00836]
 [292.81534]
 [297.2515 ]
 [301.08896]
 [288.24097]
 [286.04013]
 [289.12534]
 [296.9607 ]
 [289.09674]
 [297.84576]
 [296.0337 ]
 [301.62143]
 [296.6813 ]]"
9,"[[403.19403]
 [393.45383]
 [399.39716]
 [392.74762]
 [389.29877]
 [389.54004]
 [392.72104]
 [392.32678]
 [402.42154]
 [382.472  ]
 [395.84473]
 [383.57428]
 [391.06058]
 [380.69812]
 [394.49637]
 [403.20377]
 [397.4137 ]
 [396.8543 ]
 [403.83978]
 [379.0689 ]
 [389.34164]
 [394.3513 ]
 [391.6223 ]
 [387.46872]
 [389.40268]
 [393.3093 ]
 [396.04904]
 [397.64835]
 [379.68036]
 [409.3302 ]
 [396.70245]
 [381.66467]
 [386.19962]
 [393.53683]
 [384.86493]
 [388.37405]
 [381.14963]
 [391.67947]
 [382.52985]
 [391.30624]
 [393.2433 ]
 [398.57562]
 [398.5948 ]
 [407.74707]
 [386.4662 ]
 [387.68573]
 [387.29517]
 [400.23267]
 [391.03372]
 [390.03854]
 [387.06265]
 [388.711  ]
 [402.61996]
 [392.23087]
 [389.80902]
 [384.38354]
 [413.00748]
 [406.31796]
 [384.6147 ]
 [394.05267]
 [392.71933]
 [377.1408 ]
 [384.07986]
 [388.1034 ]]"
10,"[[505.5607 ]
 [509.48856]
 [484.84387]
 [496.14233]
 [493.85278]
 [488.57886]
 [491.03568]
 [501.5641 ]
 [517.86017]
 [502.82913]
 [495.4749 ]
 [499.94846]
 [505.54077]
 [512.4737 ]
 [519.7651 ]
 [509.67722]
 [511.00922]
 [495.2654 ]
 [496.65558]
 [507.70554]
 [488.16238]
 [509.1481 ]
 [499.49646]
 [497.166  ]
 [507.17508]
 [490.62524]
 [503.71863]
 [500.37036]
 [504.92722]
 [493.5747 ]
 [473.12616]
 [506.43405]
 [493.34592]
 [503.96768]
 [517.7594 ]
 [521.0373 ]
 [515.6416 ]
 [505.4864 ]
 [485.1279 ]
 [490.43814]
 [477.56018]
 [506.7916 ]
 [499.59988]
 [524.22614]
 [497.24542]
 [514.01086]
 [488.86   ]
 [510.32   ]
 [488.71933]
 [488.16113]
 [474.7298 ]
 [508.72482]
 [495.51736]
 [509.891  ]
 [500.1287 ]
 [503.89417]
 [497.05954]
 [507.88995]
 [488.8142 ]
 [507.1785 ]
 [502.7545 ]
 [523.05927]
 [508.79352]
 [506.37366]]"
