episode,total_reward
1,"[[32.73965 ]
 [33.008595]
 [33.005043]
 [32.877464]
 [33.21904 ]
 [32.997246]
 [32.64154 ]
 [32.895348]
 [32.9702  ]
 [33.072567]
 [33.05838 ]
 [32.72837 ]
 [32.61883 ]
 [32.99622 ]
 [32.99085 ]
 [32.9222  ]
 [32.77395 ]
 [32.81303 ]
 [33.07857 ]
 [32.889133]
 [33.088043]
 [32.653294]
 [33.198826]
 [33.01414 ]
 [33.171524]
 [32.9074  ]
 [32.650925]
 [33.046158]
 [32.89119 ]
 [33.15262 ]
 [32.907574]
 [32.584473]
 [32.93186 ]
 [32.969246]
 [32.990498]
 [33.130257]
 [32.834988]
 [32.91771 ]
 [33.149178]
 [32.80645 ]
 [33.148613]
 [33.108536]
 [32.809498]
 [32.959633]
 [32.92896 ]
 [33.079533]
 [32.99874 ]
 [33.070007]
 [32.806026]
 [33.0026  ]
 [33.08927 ]
 [32.87206 ]
 [32.675823]
 [33.080177]
 [33.21998 ]
 [33.24206 ]
 [32.86974 ]
 [32.750736]
 [33.072094]
 [32.75705 ]
 [32.714657]
 [32.440086]
 [33.062298]
 [32.72877 ]]"
2,"[[156.41862]
 [158.027  ]
 [158.416  ]
 [158.5594 ]
 [158.33946]
 [159.73451]
 [159.13661]
 [159.56618]
 [159.9943 ]
 [157.74232]
 [157.1504 ]
 [159.16777]
 [157.84694]
 [158.27638]
 [159.31026]
 [159.96794]
 [158.20497]
 [158.4796 ]
 [158.89397]
 [158.51674]
 [158.24736]
 [159.00731]
 [160.1032 ]
 [158.9785 ]
 [158.93575]
 [158.0941 ]
 [159.35631]
 [157.88991]
 [158.222  ]
 [158.9229 ]
 [158.47923]
 [159.05652]
 [157.71733]
 [158.08447]
 [159.1277 ]
 [158.57732]
 [159.27055]
 [159.97939]
 [159.6314 ]
 [158.7513 ]
 [159.85744]
 [159.7524 ]
 [158.2404 ]
 [159.85475]
 [158.46239]
 [159.3224 ]
 [159.44576]
 [157.86452]
 [157.92064]
 [158.04683]
 [159.35976]
 [158.08214]
 [159.88316]
 [158.85088]
 [159.50972]
 [157.33885]
 [158.12212]
 [160.18123]
 [157.7784 ]
 [157.91914]
 [158.8553 ]
 [159.3137 ]
 [157.3152 ]
 [158.96715]]"
3,"[[241.2124 ]
 [241.64954]
 [240.12808]
 [238.24458]
 [245.76816]
 [242.74446]
 [242.8931 ]
 [241.38249]
 [238.52711]
 [245.63007]
 [243.5613 ]
 [242.40955]
 [246.00684]
 [241.10619]
 [242.94467]
 [237.86069]
 [238.90501]
 [240.93364]
 [247.95464]
 [247.089  ]
 [240.87439]
 [242.2927 ]
 [240.17044]
 [238.03587]
 [243.40875]
 [245.98709]
 [235.26967]
 [241.50383]
 [241.61383]
 [238.84894]
 [240.8466 ]
 [245.13081]
 [240.99841]
 [243.95993]
 [244.11214]
 [240.7867 ]
 [239.93896]
 [241.86845]
 [246.02864]
 [241.18036]
 [245.24907]
 [241.93431]
 [236.28319]
 [240.92413]
 [242.48163]
 [245.10982]
 [242.8148 ]
 [238.03664]
 [236.63344]
 [244.0738 ]
 [233.73474]
 [239.01051]
 [238.03288]
 [242.85464]
 [244.91171]
 [239.84209]
 [239.61455]
 [247.9682 ]
 [238.40353]
 [242.49709]
 [246.21114]
 [240.1252 ]
 [243.37938]
 [241.20561]]"
4,"[[290.0195 ]
 [274.89603]
 [286.00067]
 [282.28662]
 [287.17853]
 [275.6544 ]
 [287.61008]
 [283.6485 ]
 [280.48892]
 [306.77536]
 [304.74573]
 [291.62805]
 [275.49756]
 [283.22437]
 [282.47305]
 [291.71646]
 [292.942  ]
 [288.0863 ]
 [287.39145]
 [286.21896]
 [282.88428]
 [284.82553]
 [291.64316]
 [295.6247 ]
 [289.49106]
 [283.89648]
 [286.4954 ]
 [301.54993]
 [290.60272]
 [295.55832]
 [297.08987]
 [273.37222]
 [282.93405]
 [284.67944]
 [282.3953 ]
 [278.47293]
 [284.5921 ]
 [290.108  ]
 [291.65756]
 [294.14975]
 [274.5798 ]
 [293.7753 ]
 [287.1909 ]
 [290.45752]
 [284.19016]
 [296.8354 ]
 [275.8688 ]
 [282.91006]
 [291.11218]
 [286.98074]
 [286.6117 ]
 [288.43008]
 [289.0745 ]
 [292.11087]
 [280.23434]
 [289.64404]
 [276.3988 ]
 [282.20175]
 [288.45212]
 [279.25504]
 [296.67264]
 [286.57782]
 [289.97894]
 [288.45984]]"
5,"[[340.6863 ]
 [349.33646]
 [347.75015]
 [337.08728]
 [348.06143]
 [331.0874 ]
 [328.3142 ]
 [338.34195]
 [349.59335]
 [333.88892]
 [345.6241 ]
 [340.65094]
 [353.30594]
 [319.56583]
 [333.76157]
 [346.1226 ]
 [343.93884]
 [329.19205]
 [348.4299 ]
 [345.81064]
 [333.4073 ]
 [352.54932]
 [349.20908]
 [338.84842]
 [345.93686]
 [350.13058]
 [343.9496 ]
 [354.60153]
 [332.51663]
 [340.3675 ]
 [345.6428 ]
 [343.78085]
 [344.22644]
 [335.8056 ]
 [327.87192]
 [336.41476]
 [338.82355]
 [348.42633]
 [348.03082]
 [348.97797]
 [336.16672]
 [343.0389 ]
 [353.94952]
 [343.6454 ]
 [332.2553 ]
 [330.27866]
 [350.13596]
 [334.03564]
 [335.86288]
 [343.33698]
 [337.9241 ]
 [348.1905 ]
 [327.43826]
 [342.89133]
 [323.28888]
 [342.36572]
 [345.73428]
 [339.3259 ]
 [342.8062 ]
 [333.43045]
 [353.43436]
 [334.12143]
 [348.03177]
 [332.31403]]"
6,"[[385.16275]
 [374.21484]
 [388.80963]
 [401.92108]
 [402.10535]
 [391.64743]
 [391.4509 ]
 [394.63123]
 [400.67273]
 [400.72092]
 [401.24512]
 [412.9173 ]
 [399.4053 ]
 [384.5226 ]
 [389.12064]
 [375.68683]
 [414.70657]
 [360.5079 ]
 [399.0789 ]
 [384.98734]
 [386.82413]
 [396.7447 ]
 [407.45688]
 [387.05615]
 [396.33887]
 [387.22034]
 [395.0134 ]
 [385.9696 ]
 [385.67044]
 [373.78418]
 [379.25858]
 [414.0539 ]
 [401.9761 ]
 [374.4558 ]
 [409.19028]
 [398.5141 ]
 [388.0827 ]
 [414.39084]
 [374.01788]
 [403.24927]
 [404.53394]
 [395.02277]
 [400.51788]
 [372.24258]
 [404.91888]
 [390.5587 ]
 [379.44376]
 [396.92102]
 [401.09207]
 [394.07172]
 [390.711  ]
 [400.31226]
 [414.54495]
 [373.39075]
 [405.02393]
 [407.68454]
 [391.52063]
 [373.72498]
 [383.8547 ]
 [389.5879 ]
 [388.55548]
 [400.99918]
 [384.31076]
 [386.7246 ]]"
7,"[[462.44574]
 [466.25232]
 [454.04736]
 [432.74554]
 [440.81372]
 [466.35385]
 [421.65826]
 [406.9863 ]
 [445.24847]
 [425.47507]
 [428.05652]
 [401.21527]
 [421.31552]
 [403.43576]
 [443.70474]
 [454.38464]
 [388.97235]
 [455.70328]
 [426.85196]
 [455.5852 ]
 [470.31354]
 [442.09872]
 [397.30157]
 [470.99115]
 [428.36115]
 [473.32004]
 [459.14722]
 [411.7535 ]
 [438.9462 ]
 [470.96085]
 [459.53168]
 [408.94385]
 [425.4828 ]
 [445.1669 ]
 [427.93155]
 [429.46094]
 [465.5645 ]
 [432.58694]
 [406.63965]
 [420.02917]
 [413.07468]
 [416.84024]
 [419.73758]
 [445.57596]
 [435.26346]
 [421.6917 ]
 [444.59167]
 [472.03262]
 [428.61188]
 [426.4362 ]
 [465.92496]
 [450.35568]
 [425.1463 ]
 [420.36462]
 [430.5086 ]
 [421.96884]
 [441.49478]
 [424.27176]
 [461.08102]
 [456.22552]
 [419.30563]
 [442.62424]
 [436.99942]
 [431.17673]]"
8,"[[540.71014]
 [464.14886]
 [499.3821 ]
 [501.86087]
 [529.1596 ]
 [450.48004]
 [524.1824 ]
 [499.5931 ]
 [457.4978 ]
 [507.2235 ]
 [475.63297]
 [416.06662]
 [467.54977]
 [515.0136 ]
 [524.2356 ]
 [458.55948]
 [466.433  ]
 [494.02527]
 [507.4797 ]
 [444.71927]
 [490.2729 ]
 [453.24344]
 [513.9777 ]
 [450.07437]
 [466.39792]
 [472.3703 ]
 [491.20148]
 [463.72275]
 [450.0317 ]
 [477.68042]
 [499.27032]
 [484.64203]
 [455.25134]
 [489.57614]
 [492.85602]
 [458.01395]
 [475.71692]
 [469.81326]
 [486.60144]
 [437.47644]
 [503.9409 ]
 [519.6171 ]
 [550.6612 ]
 [508.8547 ]
 [496.72028]
 [437.42538]
 [510.00598]
 [482.55835]
 [482.86203]
 [507.3262 ]
 [435.83435]
 [492.538  ]
 [472.27856]
 [410.0938 ]
 [508.4021 ]
 [462.30502]
 [509.42328]
 [436.65277]
 [449.1879 ]
 [480.93622]
 [532.89215]
 [507.72775]
 [436.65964]
 [496.94064]]"
9,"[[505.3857 ]
 [507.49268]
 [519.01935]
 [523.3248 ]
 [430.5218 ]
 [524.1274 ]
 [520.571  ]
 [532.3658 ]
 [536.13605]
 [497.9668 ]
 [533.3391 ]
 [536.21576]
 [450.36835]
 [541.58636]
 [500.3868 ]
 [511.37778]
 [532.92834]
 [481.27097]
 [517.3667 ]
 [490.49765]
 [542.13495]
 [454.73465]
 [544.94995]
 [446.89835]
 [444.9019 ]
 [492.7884 ]
 [513.70306]
 [523.6919 ]
 [525.70807]
 [531.2245 ]
 [478.14343]
 [464.34662]
 [565.11017]
 [573.46967]
 [513.7402 ]
 [551.11096]
 [478.5571 ]
 [515.3794 ]
 [532.17377]
 [464.56613]
 [493.8342 ]
 [494.3077 ]
 [489.5009 ]
 [487.8831 ]
 [512.43365]
 [524.38574]
 [515.8467 ]
 [461.53143]
 [407.50656]
 [528.8049 ]
 [480.84174]
 [527.12317]
 [504.2187 ]
 [491.05826]
 [457.1771 ]
 [507.84573]
 [513.481  ]
 [503.9658 ]
 [471.92224]
 [505.15295]
 [493.38342]
 [494.43442]
 [515.7311 ]
 [510.6691 ]]"
10,"[[564.7721 ]
 [570.83154]
 [589.9608 ]
 [495.44962]
 [534.3173 ]
 [483.5648 ]
 [590.3393 ]
 [562.4823 ]
 [568.0191 ]
 [542.79205]
 [500.6247 ]
 [576.81586]
 [623.25226]
 [524.6037 ]
 [582.83154]
 [545.3626 ]
 [575.38214]
 [571.5416 ]
 [563.1162 ]
 [540.03595]
 [538.6753 ]
 [563.97516]
 [578.43616]
 [590.80695]
 [538.75085]
 [572.6087 ]
 [574.5481 ]
 [601.6849 ]
 [589.39777]
 [594.2402 ]
 [564.1742 ]
 [562.39844]
 [586.45325]
 [557.34827]
 [576.54736]
 [591.812  ]
 [606.78046]
 [597.17786]
 [553.7895 ]
 [531.99524]
 [534.9284 ]
 [568.93286]
 [566.05615]
 [630.69617]
 [606.9636 ]
 [569.1291 ]
 [540.6652 ]
 [586.19714]
 [587.4885 ]
 [544.71924]
 [513.33264]
 [618.71643]
 [459.5831 ]
 [573.67737]
 [609.2506 ]
 [511.02332]
 [545.46313]
 [586.93646]
 [563.65295]
 [600.7801 ]
 [567.8468 ]
 [577.983  ]
 [590.72375]
 [497.45792]]"
11,"[[667.26917]
 [597.0876 ]
 [665.65436]
 [632.45514]
 [542.19214]
 [672.9854 ]
 [635.86316]
 [654.5615 ]
 [593.30786]
 [583.7492 ]
 [602.14703]
 [604.4459 ]
 [581.99347]
 [608.86774]
 [659.9882 ]
 [594.84985]
 [590.7329 ]
 [512.16284]
 [535.94543]
 [538.7939 ]
 [676.6586 ]
 [552.8852 ]
 [581.83545]
 [599.5717 ]
 [618.4577 ]
 [586.66974]
 [587.0987 ]
 [693.287  ]
 [668.70844]
 [625.491  ]
 [640.1565 ]
 [634.401  ]
 [608.5071 ]
 [620.2425 ]
 [529.1098 ]
 [598.6132 ]
 [640.2268 ]
 [667.3157 ]
 [656.20197]
 [664.23193]
 [590.6767 ]
 [570.35645]
 [645.02985]
 [576.9011 ]
 [583.6622 ]
 [579.9021 ]
 [616.143  ]
 [582.27637]
 [535.29364]
 [564.3304 ]
 [550.6661 ]
 [635.0431 ]
 [483.90997]
 [506.45895]
 [682.6764 ]
 [580.5401 ]
 [641.8844 ]
 [701.08813]
 [564.815  ]
 [666.8139 ]
 [606.3723 ]
 [635.7032 ]
 [634.65027]
 [625.4832 ]]"
12,"[[595.752  ]
 [620.383  ]
 [578.18835]
 [601.5077 ]
 [582.03284]
 [590.74854]
 [680.89435]
 [558.6782 ]
 [645.20245]
 [699.1213 ]
 [658.887  ]
 [651.8982 ]
 [617.3256 ]
 [643.8407 ]
 [557.31836]
 [626.98785]
 [568.30115]
 [617.122  ]
 [552.0028 ]
 [662.1239 ]
 [607.4458 ]
 [545.393  ]
 [639.3815 ]
 [688.94727]
 [629.6709 ]
 [669.3441 ]
 [611.56476]
 [648.6899 ]
 [626.3016 ]
 [646.8192 ]
 [592.6911 ]
 [666.37213]
 [622.3883 ]
 [619.6383 ]
 [638.4496 ]
 [543.8566 ]
 [604.999  ]
 [596.14215]
 [672.6789 ]
 [644.8625 ]
 [507.48737]
 [618.2854 ]
 [669.78253]
 [638.1525 ]
 [703.3996 ]
 [620.6215 ]
 [605.25104]
 [632.27747]
 [543.5152 ]
 [589.5586 ]
 [587.916  ]
 [575.7696 ]
 [602.2303 ]
 [601.856  ]
 [594.5061 ]
 [714.8109 ]
 [630.4521 ]
 [614.09485]
 [653.9233 ]
 [625.84155]
 [582.8984 ]
 [724.9117 ]
 [580.8191 ]
 [639.88214]]"
13,"[[564.18665]
 [665.80164]
 [709.18964]
 [639.9189 ]
 [695.80316]
 [788.5133 ]
 [696.39886]
 [650.2091 ]
 [745.7207 ]
 [760.62805]
 [633.48846]
 [644.36945]
 [746.7455 ]
 [576.37024]
 [701.3633 ]
 [640.22845]
 [683.2    ]
 [773.4664 ]
 [809.3766 ]
 [670.3534 ]
 [733.2841 ]
 [691.2474 ]
 [677.4931 ]
 [768.50555]
 [649.59753]
 [670.385  ]
 [692.7738 ]
 [681.2634 ]
 [657.86053]
 [706.82574]
 [638.0512 ]
 [628.1452 ]
 [676.5071 ]
 [542.6553 ]
 [678.7174 ]
 [661.10126]
 [688.4791 ]
 [728.6766 ]
 [756.24756]
 [624.9954 ]
 [726.5662 ]
 [733.8205 ]
 [656.3318 ]
 [737.46027]
 [666.36957]
 [664.519  ]
 [608.7038 ]
 [648.8153 ]
 [678.7595 ]
 [756.04504]
 [668.0028 ]
 [775.41815]
 [737.8029 ]
 [757.34204]
 [762.35925]
 [682.5891 ]
 [715.82263]
 [700.9688 ]
 [725.3092 ]
 [663.0062 ]
 [632.96344]
 [613.30054]
 [495.24072]
 [798.12646]]"
14,"[[734.1611 ]
 [688.4815 ]
 [836.02765]
 [776.69244]
 [722.8949 ]
 [818.92865]
 [664.4377 ]
 [703.7597 ]
 [749.0769 ]
 [790.367  ]
 [896.97974]
 [592.65894]
 [649.5475 ]
 [749.0365 ]
 [681.9687 ]
 [721.51874]
 [723.696  ]
 [546.02026]
 [765.80316]
 [739.8179 ]
 [746.9691 ]
 [728.9418 ]
 [601.64435]
 [748.01483]
 [813.3377 ]
 [772.1169 ]
 [723.9998 ]
 [812.25165]
 [647.2541 ]
 [707.352  ]
 [735.07983]
 [764.95087]
 [795.9317 ]
 [522.2665 ]
 [665.12823]
 [729.27264]
 [750.80554]
 [789.37695]
 [717.1031 ]
 [744.1029 ]
 [749.96466]
 [725.5595 ]
 [739.1526 ]
 [734.2967 ]
 [705.02405]
 [689.6542 ]
 [797.69556]
 [648.2912 ]
 [799.72095]
 [642.33295]
 [706.01337]
 [722.80347]
 [735.92645]
 [785.80505]
 [722.26825]
 [805.49567]
 [710.55615]
 [677.1899 ]
 [687.323  ]
 [825.0383 ]
 [624.573  ]
 [726.29425]
 [658.13513]
 [815.0299 ]]"
15,"[[820.9504 ]
 [614.88135]
 [768.72894]
 [821.0492 ]
 [751.9906 ]
 [823.40424]
 [790.9586 ]
 [746.58636]
 [714.72437]
 [846.1058 ]
 [892.3589 ]
 [705.0929 ]
 [811.36053]
 [869.0694 ]
 [598.55597]
 [838.1775 ]
 [759.2074 ]
 [761.79193]
 [835.6552 ]
 [578.42523]
 [598.4754 ]
 [696.50037]
 [734.56616]
 [706.3967 ]
 [744.4525 ]
 [715.6347 ]
 [617.5188 ]
 [768.71216]
 [761.6291 ]
 [754.50397]
 [683.8381 ]
 [698.71436]
 [738.89435]
 [800.3912 ]
 [716.9981 ]
 [652.7349 ]
 [848.5722 ]
 [719.4273 ]
 [744.24255]
 [733.9087 ]
 [783.05133]
 [818.9388 ]
 [808.7397 ]
 [752.4014 ]
 [761.2294 ]
 [723.4181 ]
 [688.32886]
 [860.3377 ]
 [782.395  ]
 [680.2679 ]
 [880.0002 ]
 [642.30023]
 [699.4248 ]
 [709.9175 ]
 [791.51965]
 [808.2888 ]
 [670.0471 ]
 [757.2543 ]
 [762.18304]
 [796.7412 ]
 [731.9985 ]
 [560.9535 ]
 [883.0901 ]
 [718.3327 ]]"
16,"[[782.2034 ]
 [852.3746 ]
 [740.7494 ]
 [739.59326]
 [679.6528 ]
 [793.7215 ]
 [629.72614]
 [872.3436 ]
 [872.0325 ]
 [754.6546 ]
 [732.9127 ]
 [745.1676 ]
 [740.4338 ]
 [724.85876]
 [734.0206 ]
 [832.4435 ]
 [794.3314 ]
 [755.7995 ]
 [652.53314]
 [721.45355]
 [701.4565 ]
 [741.4143 ]
 [828.60016]
 [814.0035 ]
 [677.9469 ]
 [726.3269 ]
 [785.28284]
 [802.2056 ]
 [735.476  ]
 [783.43945]
 [803.8738 ]
 [792.81067]
 [686.54913]
 [786.628  ]
 [801.06635]
 [706.7041 ]
 [739.77515]
 [848.6323 ]
 [627.33136]
 [719.9954 ]
 [675.0808 ]
 [797.86993]
 [746.15247]
 [645.92126]
 [835.7936 ]
 [667.03595]
 [936.21216]
 [837.8678 ]
 [934.51447]
 [711.24896]
 [737.7531 ]
 [817.3779 ]
 [792.13196]
 [811.67487]
 [731.4644 ]
 [734.57135]
 [721.79706]
 [644.1515 ]
 [883.61633]
 [785.35956]
 [732.162  ]
 [697.9207 ]
 [735.2533 ]
 [691.5747 ]]"
17,"[[ 910.248  ]
 [ 835.9797 ]
 [ 787.2732 ]
 [ 834.9864 ]
 [ 812.06964]
 [ 831.0411 ]
 [ 911.27295]
 [ 672.5267 ]
 [ 830.9514 ]
 [ 753.8847 ]
 [ 830.80914]
 [ 689.29333]
 [ 803.33905]
 [ 882.07196]
 [ 642.485  ]
 [ 805.30505]
 [ 982.5782 ]
 [ 788.56384]
 [ 849.7408 ]
 [ 787.7856 ]
 [ 701.5765 ]
 [ 754.71155]
 [ 810.0037 ]
 [ 787.7096 ]
 [ 814.7234 ]
 [1050.5217 ]
 [ 775.31494]
 [ 733.3355 ]
 [ 790.7788 ]
 [ 934.30426]
 [ 770.6576 ]
 [ 688.60187]
 [ 837.8924 ]
 [ 788.13165]
 [ 850.514  ]
 [ 892.4765 ]
 [ 919.4092 ]
 [ 887.51215]
 [ 862.46515]
 [ 900.1226 ]
 [ 670.681  ]
 [ 839.373  ]
 [ 756.7665 ]
 [ 637.10706]
 [ 765.87616]
 [ 816.5709 ]
 [ 772.8922 ]
 [ 910.97595]
 [ 967.0176 ]
 [1020.7766 ]
 [ 853.6445 ]
 [ 857.3591 ]
 [ 942.6795 ]
 [ 824.11145]
 [ 856.3025 ]
 [ 757.6327 ]
 [ 671.2888 ]
 [ 780.09735]
 [ 892.65015]
 [ 686.156  ]
 [ 837.3838 ]
 [ 873.7152 ]
 [ 900.726  ]
 [ 849.1774 ]]"
