episode,total_reward
1,0.0
2,0.0
3,0.0
4,0.0
5,"[[-15.888327 ]
 [-13.380992 ]
 [-16.599432 ]
 [-14.556692 ]
 [-14.98677  ]
 [-14.825003 ]
 [-17.127161 ]
 [-15.017221 ]
 [-16.405283 ]
 [-16.571966 ]
 [-16.954067 ]
 [-15.694479 ]
 [-16.51419  ]
 [-14.991886 ]
 [-16.686184 ]
 [-15.461734 ]
 [-15.189047 ]
 [-13.584041 ]
 [-16.214218 ]
 [-17.053867 ]
 [-14.427148 ]
 [-15.782408 ]
 [-14.411799 ]
 [-15.916775 ]
 [-16.889    ]
 [-17.178955 ]
 [-13.490773 ]
 [-15.76946  ]
 [-17.01011  ]
 [-16.386408 ]
 [-16.713932 ]
 [-14.819014 ]
 [-16.61155  ]
 [-15.023569 ]
 [-16.092392 ]
 [-15.280717 ]
 [-13.173831 ]
 [-15.3762455]
 [-16.873346 ]
 [-14.625563 ]
 [-15.272516 ]
 [-16.820713 ]
 [-16.454725 ]
 [-16.09641  ]
 [-14.931672 ]
 [-14.5531025]
 [-15.02798  ]
 [-17.03823  ]
 [-16.448427 ]
 [-16.228489 ]
 [-16.323803 ]
 [-14.335423 ]
 [-15.817466 ]
 [-15.935311 ]
 [-16.272573 ]
 [-15.4992075]
 [-16.462152 ]
 [-16.193184 ]
 [-15.535841 ]
 [-14.750095 ]
 [-15.796416 ]
 [-17.305296 ]
 [-16.974855 ]
 [-16.266151 ]]"
6,"[[28.35508 ]
 [27.84053 ]
 [26.668373]
 [30.390322]
 [30.7253  ]
 [26.22597 ]
 [27.200365]
 [27.918535]
 [27.693262]
 [28.863626]
 [28.529528]
 [27.331505]
 [26.83375 ]
 [27.930483]
 [28.047197]
 [29.306675]
 [28.869877]
 [27.769447]
 [27.648407]
 [29.424171]
 [29.228193]
 [30.58039 ]
 [27.659426]
 [28.138573]
 [29.27244 ]
 [30.813583]
 [29.474834]
 [27.804335]
 [27.096054]
 [27.578629]
 [27.632137]
 [29.246553]
 [26.985588]
 [28.17826 ]
 [29.381435]
 [30.002409]
 [29.09159 ]
 [28.492365]
 [27.864946]
 [26.80563 ]
 [28.339615]
 [29.961685]
 [27.043432]
 [27.070885]
 [27.847736]
 [30.028784]
 [27.987717]
 [29.751005]
 [29.313105]
 [31.405985]
 [29.968304]
 [29.365118]
 [26.774725]
 [27.359169]
 [28.200817]
 [28.13187 ]
 [28.95212 ]
 [27.309242]
 [26.343714]
 [28.859016]
 [30.78841 ]
 [28.4697  ]
 [28.925177]
 [27.68223 ]]"
7,"[[78.671585]
 [81.6606  ]
 [79.87334 ]
 [78.784744]
 [79.6415  ]
 [82.19187 ]
 [79.17519 ]
 [79.32036 ]
 [82.71897 ]
 [80.13369 ]
 [81.29761 ]
 [80.5682  ]
 [82.92457 ]
 [79.49376 ]
 [76.88641 ]
 [78.97783 ]
 [79.58209 ]
 [78.48316 ]
 [79.67574 ]
 [79.79685 ]
 [81.3314  ]
 [80.14511 ]
 [80.44466 ]
 [81.4195  ]
 [79.78305 ]
 [77.31905 ]
 [80.96392 ]
 [78.42479 ]
 [80.98651 ]
 [81.71325 ]
 [81.62946 ]
 [78.84191 ]
 [80.90912 ]
 [78.7834  ]
 [80.03525 ]
 [78.68395 ]
 [76.59326 ]
 [81.56316 ]
 [79.44728 ]
 [79.154945]
 [78.40757 ]
 [78.40608 ]
 [78.60524 ]
 [79.97706 ]
 [79.191864]
 [77.23273 ]
 [79.50796 ]
 [82.16797 ]
 [78.59304 ]
 [79.307365]
 [82.14153 ]
 [77.82883 ]
 [80.7242  ]
 [79.901955]
 [80.649345]
 [78.6337  ]
 [80.79884 ]
 [78.20773 ]
 [84.00793 ]
 [78.12454 ]
 [81.845924]
 [81.06835 ]
 [80.11446 ]
 [80.873405]]"
8,"[[125.445435]
 [124.730255]
 [128.97832 ]
 [128.96652 ]
 [124.662125]
 [126.98461 ]
 [125.68373 ]
 [125.419136]
 [124.75194 ]
 [126.4572  ]
 [125.018295]
 [125.91329 ]
 [125.76243 ]
 [127.09435 ]
 [125.44869 ]
 [128.30214 ]
 [126.86531 ]
 [124.05514 ]
 [121.1168  ]
 [123.51103 ]
 [126.05771 ]
 [127.68624 ]
 [125.21364 ]
 [121.65207 ]
 [126.14582 ]
 [123.41306 ]
 [124.26754 ]
 [129.35648 ]
 [125.01215 ]
 [128.89227 ]
 [123.875015]
 [127.05293 ]
 [126.113434]
 [123.84968 ]
 [126.422676]
 [125.48133 ]
 [127.84101 ]
 [127.19606 ]
 [125.70159 ]
 [131.03099 ]
 [125.96664 ]
 [124.20077 ]
 [130.2004  ]
 [125.75568 ]
 [126.02799 ]
 [128.56609 ]
 [126.20213 ]
 [125.21779 ]
 [125.71395 ]
 [125.540115]
 [124.92314 ]
 [126.63484 ]
 [126.957855]
 [123.18497 ]
 [127.842255]
 [126.231125]
 [126.6593  ]
 [126.91806 ]
 [127.24684 ]
 [129.15997 ]
 [124.83458 ]
 [124.981544]
 [130.86989 ]
 [126.75254 ]]"
9,"[[165.38411]
 [174.96376]
 [170.16362]
 [172.49216]
 [170.01312]
 [168.53806]
 [168.27254]
 [170.02715]
 [176.74918]
 [168.65587]
 [173.18596]
 [169.962  ]
 [173.91035]
 [166.09145]
 [166.93878]
 [167.89705]
 [171.09181]
 [172.16899]
 [169.02354]
 [170.30418]
 [172.99287]
 [173.3443 ]
 [170.88614]
 [173.07738]
 [170.42308]
 [171.67885]
 [169.60492]
 [167.0959 ]
 [168.67305]
 [167.52774]
 [169.55853]
 [174.18533]
 [169.67668]
 [170.38258]
 [166.92204]
 [169.97916]
 [173.68524]
 [169.36671]
 [166.07776]
 [167.4932 ]
 [176.30464]
 [172.64464]
 [170.07635]
 [171.17264]
 [169.51132]
 [169.03442]
 [170.71674]
 [174.18579]
 [171.9767 ]
 [170.63133]
 [165.07039]
 [167.64967]
 [172.21597]
 [170.44397]
 [170.53987]
 [171.30759]
 [168.28217]
 [172.02171]
 [171.7749 ]
 [169.19284]
 [172.78796]
 [169.67259]
 [169.1263 ]
 [173.3099 ]]"
10,"[[222.89273]
 [219.4981 ]
 [220.30557]
 [218.57318]
 [226.2629 ]
 [219.57156]
 [217.98732]
 [217.44638]
 [218.92377]
 [223.80836]
 [225.68993]
 [226.56787]
 [215.08577]
 [226.95155]
 [221.73828]
 [223.2562 ]
 [223.42557]
 [222.94589]
 [219.21346]
 [223.26596]
 [219.42609]
 [221.87526]
 [224.69073]
 [217.73691]
 [223.92773]
 [220.90733]
 [219.04665]
 [219.31216]
 [223.48854]
 [224.31557]
 [226.30232]
 [222.24345]
 [221.04329]
 [223.84361]
 [219.93097]
 [222.6189 ]
 [222.27937]
 [219.06674]
 [221.65419]
 [223.10442]
 [220.26756]
 [215.73546]
 [219.42035]
 [223.91556]
 [223.45688]
 [217.70042]
 [222.20943]
 [220.48343]
 [223.50609]
 [222.47224]
 [227.33339]
 [219.3824 ]
 [220.32436]
 [217.4914 ]
 [225.36937]
 [224.07442]
 [221.94135]
 [217.49054]
 [216.44629]
 [221.67957]
 [224.47263]
 [215.52281]
 [217.47957]
 [221.02574]]"
