episode,total_reward
1,"[[-0.5544967 ]
 [-0.6693657 ]
 [-0.64820176]
 [-0.5598868 ]
 [-0.69120896]
 [-0.69249785]
 [-0.61470777]
 [-0.7087004 ]
 [-0.58313656]
 [-0.5866028 ]
 [-0.56815517]
 [-0.70667696]
 [-0.7394765 ]
 [-0.5261835 ]
 [-0.60297364]
 [-0.686956  ]
 [-0.6272893 ]
 [-0.7338525 ]
 [-0.64161843]
 [-0.62966144]
 [-0.5930971 ]
 [-0.69939744]
 [-0.5726528 ]
 [-0.71841806]
 [-0.6150669 ]
 [-0.71679837]
 [-0.5919557 ]
 [-0.6905634 ]
 [-0.6600142 ]
 [-0.5281003 ]
 [-0.6091307 ]
 [-0.62246436]
 [-0.55916   ]
 [-0.51102024]
 [-0.6225087 ]
 [-0.861339  ]
 [-0.59095633]
 [-0.67640847]
 [-0.66305745]
 [-0.61957157]
 [-0.62702507]
 [-0.5951241 ]
 [-0.46527696]
 [-0.51662713]
 [-0.63688785]
 [-0.6839986 ]
 [-0.5709972 ]
 [-0.58431035]
 [-0.56833583]
 [-0.6227871 ]
 [-0.6099406 ]
 [-0.75122094]
 [-0.5930514 ]
 [-0.59613675]
 [-0.80183214]
 [-0.5473466 ]
 [-0.5419016 ]
 [-0.71368027]
 [-0.58129025]
 [-0.57375693]
 [-0.59687275]
 [-0.66122615]
 [-0.60566187]
 [-0.65628916]
 [-0.6372691 ]
 [-0.5329947 ]
 [-0.65122306]
 [-0.71052104]
 [-0.5253872 ]
 [-0.5886912 ]
 [-0.55121297]
 [-0.676232  ]
 [-0.60716206]
 [-0.57682097]
 [-0.5809585 ]
 [-0.68699956]
 [-0.65856993]
 [-0.6870053 ]
 [-0.5781625 ]
 [-0.5893861 ]
 [-0.74485403]
 [-0.52708733]
 [-0.64414716]
 [-0.52333236]
 [-0.58846366]
 [-0.5544034 ]
 [-0.6624252 ]
 [-0.59950864]
 [-0.6815897 ]
 [-0.5645632 ]
 [-0.6333017 ]
 [-0.566622  ]
 [-0.6367088 ]
 [-0.75713366]
 [-0.53198975]
 [-0.6829791 ]
 [-0.48174173]
 [-0.7281724 ]
 [-0.66004694]
 [-0.63469905]
 [-0.6446367 ]
 [-0.709233  ]
 [-0.61467326]
 [-0.6077303 ]
 [-0.6344286 ]
 [-0.66158485]
 [-0.60889   ]
 [-0.55531996]
 [-0.5205173 ]
 [-0.64044935]
 [-0.60811234]
 [-0.564248  ]
 [-0.7555983 ]
 [-0.6494462 ]
 [-0.693166  ]
 [-0.48628706]
 [-0.7138093 ]
 [-0.62540823]
 [-0.5947784 ]
 [-0.5973327 ]
 [-0.5585239 ]
 [-0.61198205]
 [-0.5531103 ]
 [-0.68900204]
 [-0.7799642 ]
 [-0.6039876 ]
 [-0.81313777]
 [-0.7602126 ]]"
2,"[[-50.78927 ]
 [-53.433002]
 [-44.828346]
 [-53.18604 ]
 [-56.048355]
 [-44.272663]
 [-46.12595 ]
 [-48.308445]
 [-46.171783]
 [-57.4265  ]
 [-43.731445]
 [-47.95069 ]
 [-45.5404  ]
 [-49.517895]
 [-47.944508]
 [-45.14695 ]
 [-55.168453]
 [-48.251194]
 [-48.884747]
 [-47.72968 ]
 [-65.81698 ]
 [-55.607605]
 [-53.66354 ]
 [-52.987827]
 [-60.670982]
 [-54.639336]
 [-43.880463]
 [-50.76551 ]
 [-49.98671 ]
 [-52.103115]
 [-47.674427]
 [-51.9185  ]
 [-50.736855]
 [-55.91881 ]
 [-49.42942 ]
 [-50.63291 ]
 [-46.531185]
 [-45.3663  ]
 [-47.054874]
 [-46.66757 ]
 [-46.729477]
 [-48.65345 ]
 [-50.96138 ]
 [-52.991177]
 [-46.13571 ]
 [-50.335114]
 [-42.765156]
 [-50.91811 ]
 [-47.10455 ]
 [-49.444084]
 [-53.41035 ]
 [-56.240158]
 [-42.157536]
 [-49.635468]
 [-52.93171 ]
 [-44.83214 ]
 [-49.761147]
 [-45.62825 ]
 [-41.425858]
 [-49.121418]
 [-50.66095 ]
 [-48.71779 ]
 [-50.060673]
 [-50.20949 ]
 [-57.898796]
 [-60.957558]
 [-49.236538]
 [-45.359703]
 [-46.81957 ]
 [-56.13688 ]
 [-57.35683 ]
 [-50.672565]
 [-50.79771 ]
 [-53.47221 ]
 [-47.13567 ]
 [-48.656525]
 [-50.857704]
 [-63.386463]
 [-53.812454]
 [-42.813435]
 [-51.067036]
 [-52.610744]
 [-46.527916]
 [-56.04698 ]
 [-53.52172 ]
 [-52.55452 ]
 [-46.40203 ]
 [-48.658764]
 [-51.308258]
 [-56.520428]
 [-47.470337]
 [-48.128025]
 [-44.74593 ]
 [-43.290817]
 [-56.616013]
 [-56.760834]
 [-49.55379 ]
 [-52.82866 ]
 [-48.950153]
 [-58.38091 ]
 [-49.439014]
 [-50.218636]
 [-42.526905]
 [-47.64323 ]
 [-50.175858]
 [-48.245956]
 [-48.790073]
 [-51.866585]
 [-46.336315]
 [-57.096626]
 [-46.374634]
 [-46.050926]
 [-52.454315]
 [-50.7431  ]
 [-46.267056]
 [-48.655064]
 [-50.188297]
 [-49.333584]
 [-51.46035 ]
 [-46.99841 ]
 [-54.42272 ]
 [-50.92912 ]
 [-47.452065]
 [-49.585228]
 [-52.31537 ]
 [-56.564175]
 [-47.816967]
 [-46.218548]]"
3,"[[-113.24717 ]
 [-151.23492 ]
 [-115.27205 ]
 [-112.94877 ]
 [-101.637375]
 [-120.480675]
 [-142.4561  ]
 [-122.90147 ]
 [-122.060196]
 [-129.98456 ]
 [-117.159325]
 [-138.95236 ]
 [-135.4856  ]
 [-164.88155 ]
 [-138.78322 ]
 [-143.39491 ]
 [-139.76578 ]
 [-136.20216 ]
 [-132.77118 ]
 [-118.53698 ]
 [-112.127304]
 [-167.87277 ]
 [-144.12279 ]
 [-128.93436 ]
 [-146.81532 ]
 [-131.81726 ]
 [-134.49597 ]
 [-132.79407 ]
 [-106.7476  ]
 [-154.61919 ]
 [-126.978035]
 [-141.54695 ]
 [-134.65016 ]
 [-137.61389 ]
 [-136.79655 ]
 [-141.36678 ]
 [-105.93921 ]
 [-119.02416 ]
 [-110.241035]
 [-126.69012 ]
 [-152.89426 ]
 [-131.42715 ]
 [-124.77162 ]
 [-107.210205]
 [-124.293175]
 [-112.987   ]
 [-121.12686 ]
 [-113.03276 ]
 [-133.97603 ]
 [-156.19879 ]
 [-130.90627 ]
 [-114.183235]
 [-166.02835 ]
 [-133.2135  ]
 [-120.76408 ]
 [-129.80003 ]
 [-115.98102 ]
 [-146.11084 ]
 [-141.32022 ]
 [-123.23975 ]
 [-145.68675 ]
 [-144.9287  ]
 [-144.88702 ]
 [-139.9332  ]
 [-137.59743 ]
 [-143.96332 ]
 [-126.3257  ]
 [-122.635056]
 [-137.99472 ]
 [-113.76497 ]
 [-118.22451 ]
 [-123.680244]
 [-131.32596 ]
 [-147.78683 ]
 [-143.23756 ]
 [-154.7556  ]
 [-102.743996]
 [-130.19107 ]
 [-141.12234 ]
 [-139.69101 ]
 [-131.01892 ]
 [-114.10368 ]
 [-124.33528 ]
 [-136.79932 ]
 [-134.93988 ]
 [-142.31284 ]
 [-131.97925 ]
 [-145.33578 ]
 [-125.16126 ]
 [-108.00927 ]
 [-143.84846 ]
 [-118.12983 ]
 [-136.84326 ]
 [-168.94838 ]
 [-145.54617 ]
 [-114.753815]
 [-116.15978 ]
 [-158.33336 ]
 [-113.69145 ]
 [-145.52104 ]
 [-147.24187 ]
 [-127.58353 ]
 [-116.630325]
 [-133.79857 ]
 [-150.06393 ]
 [-111.26726 ]
 [-122.60097 ]
 [-124.41625 ]
 [-127.66367 ]
 [-142.42949 ]
 [-128.44583 ]
 [-140.30801 ]
 [-103.09969 ]
 [-119.20262 ]
 [-117.06738 ]
 [-102.30003 ]
 [-119.48845 ]
 [-146.1238  ]
 [-168.697   ]
 [-118.47152 ]
 [-122.840744]
 [-104.20299 ]
 [-115.8011  ]
 [-131.74907 ]
 [-128.69846 ]
 [-141.01868 ]
 [-138.00269 ]
 [-155.04446 ]]"
4,"[[-147.5785  ]
 [-252.5096  ]
 [-195.50418 ]
 [-151.79549 ]
 [-231.70387 ]
 [-234.38841 ]
 [-195.3449  ]
 [-205.78055 ]
 [-165.03102 ]
 [-167.7575  ]
 [-211.11275 ]
 [-124.670944]
 [-193.14786 ]
 [-178.01659 ]
 [-211.06891 ]
 [-141.057   ]
 [-151.08762 ]
 [-148.03764 ]
 [-180.48251 ]
 [-203.49564 ]
 [-196.36716 ]
 [-183.96928 ]
 [-276.55075 ]
 [-147.84543 ]
 [-170.08766 ]
 [-178.4893  ]
 [-185.91434 ]
 [-166.43741 ]
 [-123.74394 ]
 [-189.33467 ]
 [-158.7006  ]
 [-189.94681 ]
 [-163.19713 ]
 [-143.79524 ]
 [-146.2571  ]
 [-184.18452 ]
 [-223.8857  ]
 [-223.40814 ]
 [-160.2299  ]
 [-217.46938 ]
 [-180.07774 ]
 [-180.39821 ]
 [-178.7704  ]
 [-178.94597 ]
 [-198.18387 ]
 [-176.82834 ]
 [-173.05972 ]
 [-208.0988  ]
 [-162.96248 ]
 [-154.17487 ]
 [-207.11902 ]
 [-185.62881 ]
 [-234.39314 ]
 [-171.59222 ]
 [-246.4345  ]
 [-198.54909 ]
 [-212.22255 ]
 [-189.8154  ]
 [-162.69371 ]
 [-151.29135 ]
 [-149.9747  ]
 [-209.49358 ]
 [-170.47437 ]
 [-203.0053  ]
 [-203.38982 ]
 [-160.04782 ]
 [-188.34366 ]
 [-188.57648 ]
 [-170.96107 ]
 [-174.36516 ]
 [-166.50377 ]
 [-198.18803 ]
 [-197.12892 ]
 [-193.92001 ]
 [-151.96727 ]
 [-246.8636  ]
 [-200.71992 ]
 [-175.9721  ]
 [-161.52922 ]
 [-232.94324 ]
 [-179.21936 ]
 [-198.94534 ]
 [-195.81122 ]
 [-176.82756 ]
 [-207.78851 ]
 [-238.7117  ]
 [-198.22572 ]
 [-211.97923 ]
 [-220.14932 ]
 [-178.55983 ]
 [-229.9528  ]
 [-187.93713 ]
 [-186.08832 ]
 [-199.52927 ]
 [-162.12386 ]
 [-175.27695 ]
 [-160.96478 ]
 [-171.89369 ]
 [-198.8741  ]
 [-177.26471 ]
 [-201.7222  ]
 [-200.05255 ]
 [-234.5747  ]
 [-167.46278 ]
 [-165.3865  ]
 [-179.7723  ]
 [-168.45538 ]
 [-234.75142 ]
 [-153.23886 ]
 [-193.46677 ]
 [-210.26633 ]
 [-168.75545 ]
 [-145.12238 ]
 [-206.66202 ]
 [-209.51216 ]
 [-156.09167 ]
 [-227.83455 ]
 [-143.722   ]
 [-213.48871 ]
 [-203.85771 ]
 [-170.24083 ]
 [-204.08855 ]
 [-170.11884 ]
 [-196.14497 ]
 [-173.50476 ]
 [-175.73917 ]
 [-210.29538 ]
 [-171.12915 ]]"
5,"[[-195.8236 ]
 [-252.54959]
 [-222.2105 ]
 [-256.22107]
 [-228.71013]
 [-187.5942 ]
 [-237.66693]
 [-274.19327]
 [-236.23224]
 [-271.72955]
 [-235.18454]
 [-295.19138]
 [-333.93176]
 [-286.9474 ]
 [-240.77838]
 [-279.19543]
 [-273.53638]
 [-240.65533]
 [-324.09753]
 [-263.38336]
 [-255.71808]
 [-211.37181]
 [-254.29968]
 [-216.49861]
 [-239.73734]
 [-248.92577]
 [-229.18217]
 [-191.09708]
 [-212.81161]
 [-274.67123]
 [-238.05125]
 [-260.56836]
 [-227.14417]
 [-184.29588]
 [-365.7283 ]
 [-243.48282]
 [-235.8748 ]
 [-229.38759]
 [-266.57474]
 [-251.25204]
 [-295.5316 ]
 [-211.45659]
 [-231.98419]
 [-211.68628]
 [-256.3776 ]
 [-244.01607]
 [-214.87418]
 [-195.16624]
 [-248.63145]
 [-205.15567]
 [-182.96138]
 [-221.30472]
 [-217.69662]
 [-293.08487]
 [-193.03825]
 [-273.9695 ]
 [-310.4813 ]
 [-257.93085]
 [-232.57053]
 [-248.84349]
 [-309.2878 ]
 [-224.22925]
 [-193.97064]
 [-232.65543]
 [-274.77377]
 [-216.82846]
 [-216.34865]
 [-222.2172 ]
 [-252.26854]
 [-205.78284]
 [-246.22646]
 [-229.18304]
 [-230.97377]
 [-235.41092]
 [-256.7719 ]
 [-207.821  ]
 [-257.04086]
 [-217.87968]
 [-287.4763 ]
 [-260.3179 ]
 [-226.29027]
 [-195.26222]
 [-219.37659]
 [-229.30273]
 [-259.60443]
 [-278.15515]
 [-253.90193]
 [-241.59193]
 [-232.03413]
 [-245.34903]
 [-282.32428]
 [-285.58682]
 [-296.92606]
 [-230.54713]
 [-244.44601]
 [-260.72852]
 [-244.30203]
 [-194.10284]
 [-264.29068]
 [-254.79716]
 [-194.86482]
 [-224.3531 ]
 [-237.33647]
 [-270.04126]
 [-228.05534]
 [-232.39699]
 [-244.63896]
 [-287.58856]
 [-223.94136]
 [-226.43367]
 [-282.679  ]
 [-190.216  ]
 [-194.86868]
 [-272.7202 ]
 [-301.79477]
 [-249.18225]
 [-191.92622]
 [-224.22165]
 [-215.22879]
 [-230.89153]
 [-211.36696]
 [-228.09285]
 [-225.13136]
 [-252.23245]
 [-279.9699 ]
 [-217.38075]
 [-298.2178 ]
 [-336.5373 ]]"
6,"[[-349.14346]
 [-293.54425]
 [-327.90155]
 [-311.2751 ]
 [-285.8403 ]
 [-378.3869 ]
 [-316.05255]
 [-314.41   ]
 [-308.37128]
 [-291.39957]
 [-361.34277]
 [-308.7341 ]
 [-380.103  ]
 [-348.59943]
 [-316.52313]
 [-349.1739 ]
 [-281.09616]
 [-300.2078 ]
 [-364.41766]
 [-355.4426 ]
 [-324.9142 ]
 [-398.91568]
 [-280.1153 ]
 [-327.09024]
 [-248.65048]
 [-321.45258]
 [-327.42584]
 [-353.05005]
 [-282.52985]
 [-314.73068]
 [-267.7686 ]
 [-287.09668]
 [-321.5545 ]
 [-267.89883]
 [-282.19763]
 [-329.30103]
 [-283.98907]
 [-339.30377]
 [-263.5649 ]
 [-344.804  ]
 [-449.35022]
 [-348.04895]
 [-328.95502]
 [-374.76202]
 [-373.1265 ]
 [-289.34894]
 [-339.88455]
 [-261.1243 ]
 [-383.5718 ]
 [-385.2921 ]
 [-314.45486]
 [-332.13956]
 [-349.1496 ]
 [-382.45062]
 [-361.32495]
 [-323.2269 ]
 [-315.98294]
 [-339.77444]
 [-349.71838]
 [-288.21143]
 [-308.93887]
 [-306.3088 ]
 [-285.16544]
 [-311.28217]
 [-383.35355]
 [-396.6888 ]
 [-287.73312]
 [-350.94263]
 [-268.8804 ]
 [-242.92633]
 [-363.56107]
 [-313.71582]
 [-344.77682]
 [-301.8958 ]
 [-291.391  ]
 [-288.52246]
 [-334.2622 ]
 [-421.3748 ]
 [-398.83594]
 [-337.40994]
 [-437.37927]
 [-311.01917]
 [-343.0291 ]
 [-354.12173]
 [-353.46033]
 [-272.12067]
 [-285.63028]
 [-362.10193]
 [-322.40472]
 [-402.32553]
 [-383.2093 ]
 [-325.94354]
 [-299.84808]
 [-363.07065]
 [-364.86435]
 [-328.9622 ]
 [-333.4527 ]
 [-375.72272]
 [-267.3419 ]
 [-345.0816 ]
 [-259.5117 ]
 [-321.59726]
 [-339.62003]
 [-333.68643]
 [-280.763  ]
 [-323.73196]
 [-266.3544 ]
 [-288.08734]
 [-257.45947]
 [-410.2081 ]
 [-313.31723]
 [-319.0853 ]
 [-299.47546]
 [-285.25964]
 [-324.04572]
 [-329.13492]
 [-345.18158]
 [-359.5528 ]
 [-324.32477]
 [-336.5424 ]
 [-255.4501 ]
 [-284.79245]
 [-265.74927]
 [-353.96555]
 [-350.17612]
 [-305.56403]
 [-316.81784]
 [-278.01315]]"
7,"[[-406.15057]
 [-386.51456]
 [-504.37503]
 [-514.8061 ]
 [-408.17245]
 [-573.16565]
 [-486.652  ]
 [-419.1797 ]
 [-468.2985 ]
 [-383.71542]
 [-512.83875]
 [-407.71115]
 [-447.23087]
 [-463.004  ]
 [-432.64175]
 [-523.69794]
 [-548.1961 ]
 [-411.95447]
 [-433.73483]
 [-506.0564 ]
 [-466.15256]
 [-454.26242]
 [-450.69644]
 [-488.5281 ]
 [-432.6678 ]
 [-493.34665]
 [-444.9837 ]
 [-464.9037 ]
 [-455.92694]
 [-409.2896 ]
 [-506.76663]
 [-506.44424]
 [-430.40326]
 [-411.6386 ]
 [-420.87164]
 [-444.077  ]
 [-515.79114]
 [-463.99353]
 [-386.45404]
 [-405.36642]
 [-479.8998 ]
 [-462.74426]
 [-547.32904]
 [-541.2439 ]
 [-410.78912]
 [-383.7162 ]
 [-461.45795]
 [-483.1015 ]
 [-458.36557]
 [-480.2779 ]
 [-456.48975]
 [-431.173  ]
 [-417.17584]
 [-429.15356]
 [-471.0327 ]
 [-556.8567 ]
 [-373.1004 ]
 [-415.23065]
 [-400.358  ]
 [-454.9403 ]
 [-458.13373]
 [-410.23218]
 [-474.49237]
 [-540.16876]
 [-428.43646]
 [-422.68536]
 [-448.79413]
 [-543.4436 ]
 [-460.74017]
 [-539.39825]
 [-444.04358]
 [-479.30728]
 [-401.6972 ]
 [-435.53745]
 [-547.8093 ]
 [-480.22403]
 [-567.1802 ]
 [-487.52203]
 [-436.12836]
 [-492.9533 ]
 [-430.79947]
 [-470.691  ]
 [-482.32965]
 [-402.2174 ]
 [-548.27844]
 [-395.51013]
 [-524.8468 ]
 [-449.39395]
 [-434.6915 ]
 [-485.30432]
 [-401.3103 ]
 [-431.5311 ]
 [-437.41315]
 [-529.8103 ]
 [-492.01562]
 [-438.2162 ]
 [-484.32562]
 [-495.0008 ]
 [-510.46396]
 [-468.37888]
 [-524.19464]
 [-405.50797]
 [-397.54694]
 [-508.46115]
 [-492.74838]
 [-556.70337]
 [-484.67703]
 [-546.7015 ]
 [-445.0956 ]
 [-461.86823]
 [-470.28238]
 [-490.6322 ]
 [-423.23358]
 [-507.60526]
 [-424.51352]
 [-571.3294 ]
 [-497.28046]
 [-392.3184 ]
 [-537.0034 ]
 [-491.15863]
 [-471.87814]
 [-423.22046]
 [-391.69406]
 [-488.1576 ]
 [-456.7916 ]
 [-417.4343 ]
 [-421.47873]
 [-451.03372]]"
8,"[[-655.8914 ]
 [-660.5661 ]
 [-619.9101 ]
 [-671.293  ]
 [-575.1179 ]
 [-626.48236]
 [-656.2601 ]
 [-623.57874]
 [-604.6557 ]
 [-677.7388 ]
 [-630.0724 ]
 [-707.2779 ]
 [-679.0503 ]
 [-712.1905 ]
 [-588.9759 ]
 [-708.7951 ]
 [-614.50824]
 [-611.9869 ]
 [-644.4974 ]
 [-628.3807 ]
 [-607.57745]
 [-599.09125]
 [-587.99457]
 [-636.4939 ]
 [-667.16956]
 [-579.19135]
 [-667.1934 ]
 [-637.5813 ]
 [-671.602  ]
 [-800.7595 ]
 [-629.18634]
 [-626.6924 ]
 [-707.87494]
 [-676.8089 ]
 [-740.0295 ]
 [-639.30176]
 [-631.45026]
 [-635.9101 ]
 [-706.6617 ]
 [-603.6921 ]
 [-624.78876]
 [-723.3797 ]
 [-713.9797 ]
 [-726.72424]
 [-678.3099 ]
 [-672.41174]
 [-678.6156 ]
 [-655.2514 ]
 [-726.15826]
 [-641.1221 ]
 [-629.18164]
 [-681.58496]
 [-614.7295 ]
 [-587.6288 ]
 [-738.4476 ]
 [-638.4494 ]
 [-690.6736 ]
 [-724.10187]
 [-691.45734]
 [-709.5149 ]
 [-672.0968 ]
 [-601.0129 ]
 [-658.2891 ]
 [-630.1467 ]
 [-675.85205]
 [-664.9274 ]
 [-746.7838 ]
 [-678.91394]
 [-715.77026]
 [-596.7052 ]
 [-654.31915]
 [-719.05054]
 [-680.6478 ]
 [-633.84406]
 [-617.7669 ]
 [-589.8659 ]
 [-675.9751 ]
 [-687.1352 ]
 [-705.03424]
 [-677.31445]
 [-681.6241 ]
 [-654.74365]
 [-634.1153 ]
 [-653.74536]
 [-569.871  ]
 [-696.1699 ]
 [-636.04645]
 [-585.29895]
 [-617.3365 ]
 [-559.01044]
 [-618.25824]
 [-560.5671 ]
 [-676.5942 ]
 [-635.20886]
 [-611.5705 ]
 [-564.1447 ]
 [-647.80225]
 [-627.07117]
 [-619.96545]
 [-628.1264 ]
 [-706.2811 ]
 [-601.53033]
 [-599.845  ]
 [-620.9856 ]
 [-638.9189 ]
 [-588.5473 ]
 [-632.26263]
 [-564.4005 ]
 [-650.7562 ]
 [-693.4204 ]
 [-645.0506 ]
 [-756.12897]
 [-655.69055]
 [-699.26764]
 [-650.75635]
 [-604.78754]
 [-568.01654]
 [-669.7151 ]
 [-688.83514]
 [-694.0434 ]
 [-632.28174]
 [-680.0008 ]
 [-704.04565]
 [-609.61896]
 [-701.15216]
 [-622.7511 ]
 [-653.77637]
 [-665.12006]]"
9,"[[-923.96783]
 [-799.11707]
 [-987.8062 ]
 [-796.2376 ]
 [-865.0839 ]
 [-867.6833 ]
 [-834.40204]
 [-867.2892 ]
 [-935.45996]
 [-985.8429 ]
 [-859.891  ]
 [-878.245  ]
 [-796.701  ]
 [-977.1937 ]
 [-874.41815]
 [-867.0801 ]
 [-885.9442 ]
 [-893.6551 ]
 [-921.4725 ]
 [-852.3417 ]
 [-793.126  ]
 [-885.35535]
 [-930.9476 ]
 [-967.8841 ]
 [-941.7377 ]
 [-836.1271 ]
 [-963.9811 ]
 [-958.2547 ]
 [-787.7641 ]
 [-797.6159 ]
 [-808.345  ]
 [-867.92175]
 [-844.98834]
 [-838.04767]
 [-839.5028 ]
 [-983.9754 ]
 [-791.4116 ]
 [-987.0508 ]
 [-792.01685]
 [-846.42615]
 [-790.3799 ]
 [-882.98804]
 [-863.24646]
 [-916.29785]
 [-850.40894]
 [-760.25775]
 [-781.8022 ]
 [-878.62195]
 [-841.1331 ]
 [-945.7117 ]
 [-875.20056]
 [-842.9838 ]
 [-827.8784 ]
 [-916.8514 ]
 [-863.50854]
 [-919.9342 ]
 [-963.10205]
 [-967.27075]
 [-762.5338 ]
 [-837.9141 ]
 [-897.2974 ]
 [-789.4179 ]
 [-866.4355 ]
 [-819.1311 ]
 [-913.9652 ]
 [-873.3636 ]
 [-764.7928 ]
 [-805.5359 ]
 [-861.2662 ]
 [-943.99713]
 [-935.73065]
 [-831.6854 ]
 [-988.019  ]
 [-895.5835 ]
 [-765.6109 ]
 [-888.991  ]
 [-835.6703 ]
 [-777.17596]
 [-841.0334 ]
 [-798.4754 ]
 [-856.11975]
 [-810.3442 ]
 [-812.61505]
 [-833.5883 ]
 [-780.10175]
 [-803.11066]
 [-879.7859 ]
 [-930.7839 ]
 [-898.8195 ]
 [-848.4922 ]
 [-826.8715 ]
 [-869.771  ]
 [-848.3598 ]
 [-912.41406]
 [-901.6736 ]
 [-877.39026]
 [-799.13794]
 [-919.8674 ]
 [-841.59686]
 [-853.3401 ]
 [-763.30066]
 [-801.69116]
 [-832.3209 ]
 [-837.96796]
 [-865.64215]
 [-873.6229 ]
 [-939.1608 ]
 [-961.0469 ]
 [-774.2164 ]
 [-824.29803]
 [-892.17224]
 [-787.0412 ]
 [-810.73236]
 [-767.8055 ]
 [-897.88196]
 [-833.3162 ]
 [-922.442  ]
 [-811.9259 ]
 [-790.5433 ]
 [-927.3283 ]
 [-910.81757]
 [-867.7361 ]
 [-913.35333]
 [-916.3535 ]
 [-813.1102 ]
 [-796.7069 ]
 [-910.60254]
 [-897.597  ]]"
10,"[[ -932.5357 ]
 [ -906.4141 ]
 [ -965.58154]
 [-1006.6095 ]
 [-1074.6881 ]
 [-1074.6956 ]
 [-1076.0155 ]
 [-1144.2495 ]
 [ -977.4592 ]
 [-1156.4418 ]
 [-1074.2004 ]
 [-1066.4308 ]
 [-1038.9678 ]
 [-1057.985  ]
 [-1069.4325 ]
 [-1225.6968 ]
 [-1024.2003 ]
 [-1113.6882 ]
 [-1033.6843 ]
 [-1039.6389 ]
 [-1221.7524 ]
 [-1028.5721 ]
 [-1012.63184]
 [ -946.5805 ]
 [ -969.96765]
 [-1100.9662 ]
 [ -964.7182 ]
 [-1061.072  ]
 [ -963.10254]
 [ -970.17255]
 [-1076.2416 ]
 [ -964.9105 ]
 [ -956.7046 ]
 [-1077.8793 ]
 [ -966.1746 ]
 [ -945.8353 ]
 [-1105.47   ]
 [-1117.5675 ]
 [ -986.98724]
 [ -954.616  ]
 [ -959.0531 ]
 [-1086.629  ]
 [ -922.14087]
 [-1197.1206 ]
 [-1073.0889 ]
 [-1029.2059 ]
 [ -899.2085 ]
 [-1064.4606 ]
 [ -973.997  ]
 [ -938.3859 ]
 [ -961.7595 ]
 [ -968.795  ]
 [-1017.84546]
 [-1057.3807 ]
 [-1129.7449 ]
 [ -951.9948 ]
 [ -950.64575]
 [ -971.3023 ]
 [-1027.0371 ]
 [-1047.5981 ]
 [-1101.4847 ]
 [ -914.1806 ]
 [-1076.3793 ]
 [ -932.6822 ]
 [-1114.287  ]
 [-1008.18866]
 [-1022.45917]
 [-1091.7687 ]
 [-1042.1307 ]
 [-1062.3088 ]
 [ -939.49194]
 [-1067.9033 ]
 [-1165.1057 ]
 [ -996.21344]
 [-1058.207  ]
 [-1013.70483]
 [-1091.6221 ]
 [ -984.8087 ]
 [-1065.8795 ]
 [-1073.6675 ]
 [ -971.1592 ]
 [-1026.757  ]
 [-1029.7924 ]
 [-1024.3627 ]
 [ -931.86334]
 [ -893.8881 ]
 [ -891.04456]
 [ -899.87103]
 [-1093.8772 ]
 [-1077.3219 ]
 [-1023.36194]
 [ -944.2414 ]
 [-1083.7596 ]
 [ -998.7441 ]
 [ -958.6771 ]
 [ -944.9719 ]
 [-1029.1196 ]
 [ -998.43964]
 [-1048.3932 ]
 [ -970.6999 ]
 [ -916.80054]
 [ -940.80835]
 [-1112.021  ]
 [ -998.43176]
 [-1126.7451 ]
 [ -924.5462 ]
 [-1071.8346 ]
 [-1052.0034 ]
 [-1002.95734]
 [-1026.739  ]
 [ -992.7963 ]
 [-1055.4376 ]
 [-1157.7463 ]
 [-1011.0179 ]
 [-1078.4961 ]
 [-1015.3185 ]
 [ -923.5093 ]
 [-1076.56   ]
 [-1087.1128 ]
 [ -982.6098 ]
 [-1009.48944]
 [-1085.1719 ]
 [ -961.13257]
 [ -898.37836]
 [ -936.1039 ]
 [-1011.9616 ]
 [-1041.4666 ]
 [-1026.9727 ]]"
