episode,total_reward
1,"[[-7.4388046]
 [-7.3447475]
 [-7.4216566]
 [-7.347605 ]
 [-7.29462  ]
 [-7.494418 ]
 [-7.373843 ]
 [-7.4249387]
 [-7.395571 ]
 [-7.440385 ]
 [-7.3929167]
 [-7.500786 ]
 [-7.406944 ]
 [-7.3774366]
 [-7.50512  ]
 [-7.3869476]
 [-7.328371 ]
 [-7.4039755]
 [-7.4783506]
 [-7.4122267]
 [-7.3466916]
 [-7.4974146]
 [-7.5579753]
 [-7.3428082]
 [-7.460588 ]
 [-7.420149 ]
 [-7.484398 ]
 [-7.416685 ]
 [-7.4516644]
 [-7.3313913]
 [-7.3568945]
 [-7.522422 ]
 [-7.532597 ]
 [-7.367565 ]
 [-7.312072 ]
 [-7.4677362]
 [-7.431078 ]
 [-7.346253 ]
 [-7.340166 ]
 [-7.4206233]
 [-7.4269876]
 [-7.3781013]
 [-7.3388767]
 [-7.334562 ]
 [-7.2872624]
 [-7.294202 ]
 [-7.4243374]
 [-7.423145 ]
 [-7.4430866]
 [-7.3102694]
 [-7.4278584]
 [-7.36517  ]
 [-7.4489484]
 [-7.4236865]
 [-7.331593 ]
 [-7.3524656]
 [-7.339511 ]
 [-7.396425 ]
 [-7.3283186]
 [-7.3479056]
 [-7.4347534]
 [-7.346355 ]
 [-7.473444 ]
 [-7.355043 ]]"
2,"[[-66.34949 ]
 [-66.28959 ]
 [-66.38748 ]
 [-65.81672 ]
 [-66.06087 ]
 [-66.19849 ]
 [-65.7467  ]
 [-66.24591 ]
 [-65.6959  ]
 [-66.47745 ]
 [-66.32714 ]
 [-66.11081 ]
 [-65.96021 ]
 [-65.941605]
 [-65.89182 ]
 [-65.925224]
 [-65.911835]
 [-66.330055]
 [-66.45207 ]
 [-66.38471 ]
 [-66.19572 ]
 [-66.11639 ]
 [-65.675476]
 [-66.10342 ]
 [-66.21053 ]
 [-66.20501 ]
 [-66.158264]
 [-65.83079 ]
 [-65.93952 ]
 [-66.024895]
 [-66.453735]
 [-66.17928 ]
 [-66.0701  ]
 [-65.52271 ]
 [-66.23177 ]
 [-65.93133 ]
 [-66.028114]
 [-66.4596  ]
 [-66.05711 ]
 [-65.81929 ]
 [-66.19947 ]
 [-66.4292  ]
 [-66.06718 ]
 [-66.33346 ]
 [-66.69222 ]
 [-66.108116]
 [-66.11192 ]
 [-65.97459 ]
 [-65.87678 ]
 [-66.83522 ]
 [-65.64046 ]
 [-65.99863 ]
 [-66.13569 ]
 [-65.92776 ]
 [-66.06401 ]
 [-66.39897 ]
 [-65.792496]
 [-66.13399 ]
 [-66.13652 ]
 [-66.09559 ]
 [-65.98273 ]
 [-66.58026 ]
 [-66.186   ]
 [-66.17009 ]]"
3,"[[-153.83327]
 [-154.1162 ]
 [-154.32   ]
 [-154.58455]
 [-155.28365]
 [-155.39124]
 [-154.19966]
 [-155.38673]
 [-153.40497]
 [-153.95233]
 [-154.43848]
 [-154.31525]
 [-155.47993]
 [-154.63057]
 [-154.41158]
 [-154.84235]
 [-153.92401]
 [-154.87747]
 [-155.1484 ]
 [-153.85378]
 [-154.78157]
 [-155.05206]
 [-154.2088 ]
 [-154.47498]
 [-154.75885]
 [-154.3644 ]
 [-155.17136]
 [-156.51657]
 [-154.76578]
 [-154.31474]
 [-154.37798]
 [-154.39513]
 [-155.099  ]
 [-155.54773]
 [-155.31508]
 [-154.81335]
 [-154.5302 ]
 [-154.4191 ]
 [-155.22441]
 [-154.5489 ]
 [-154.6464 ]
 [-154.2274 ]
 [-155.13887]
 [-154.77585]
 [-155.19016]
 [-154.84125]
 [-154.0197 ]
 [-154.26852]
 [-155.03795]
 [-155.20706]
 [-154.62335]
 [-155.18613]
 [-155.414  ]
 [-154.40746]
 [-154.18031]
 [-154.09538]
 [-155.4535 ]
 [-154.32422]
 [-154.0787 ]
 [-154.51001]
 [-155.7716 ]
 [-155.18207]
 [-153.89351]
 [-154.82474]]"
4,"[[-266.59042]
 [-267.6287 ]
 [-267.70447]
 [-265.86212]
 [-269.4155 ]
 [-268.56415]
 [-268.9052 ]
 [-265.53445]
 [-267.38583]
 [-267.71002]
 [-268.04968]
 [-267.6796 ]
 [-268.58804]
 [-265.69278]
 [-268.28323]
 [-270.4794 ]
 [-267.88025]
 [-266.18915]
 [-266.88947]
 [-268.70975]
 [-265.17862]
 [-268.01428]
 [-267.5237 ]
 [-267.62253]
 [-266.22647]
 [-269.11316]
 [-268.16418]
 [-267.33173]
 [-267.8626 ]
 [-267.15   ]
 [-266.9165 ]
 [-266.92545]
 [-266.69614]
 [-266.88693]
 [-265.81964]
 [-264.36005]
 [-269.04495]
 [-267.75937]
 [-268.51465]
 [-266.13373]
 [-268.4474 ]
 [-266.26572]
 [-269.04584]
 [-267.12885]
 [-267.575  ]
 [-268.11972]
 [-269.29623]
 [-267.42593]
 [-267.17175]
 [-267.46613]
 [-266.63617]
 [-267.54178]
 [-266.95636]
 [-269.08   ]
 [-266.25803]
 [-270.35065]
 [-266.74387]
 [-267.2501 ]
 [-268.10895]
 [-269.0306 ]
 [-269.49896]
 [-270.28314]
 [-268.2199 ]
 [-266.96234]]"
5,"[[-401.8645 ]
 [-402.8283 ]
 [-405.22006]
 [-401.97714]
 [-404.5291 ]
 [-401.70865]
 [-406.0544 ]
 [-410.0626 ]
 [-404.21216]
 [-405.97717]
 [-400.30435]
 [-399.4848 ]
 [-400.88193]
 [-404.6306 ]
 [-401.67328]
 [-398.3715 ]
 [-401.0179 ]
 [-398.85703]
 [-403.6419 ]
 [-404.6743 ]
 [-400.84085]
 [-402.91425]
 [-402.06323]
 [-399.48047]
 [-403.23587]
 [-401.04874]
 [-406.09396]
 [-401.2022 ]
 [-400.7297 ]
 [-403.71124]
 [-397.49216]
 [-400.95367]
 [-402.81305]
 [-407.67322]
 [-402.85983]
 [-402.9391 ]
 [-404.40445]
 [-399.0779 ]
 [-404.71677]
 [-399.88773]
 [-401.19995]
 [-403.9368 ]
 [-400.43347]
 [-402.73914]
 [-407.4048 ]
 [-403.44763]
 [-403.21558]
 [-400.33075]
 [-408.2945 ]
 [-399.67816]
 [-408.73737]
 [-402.42776]
 [-401.47165]
 [-399.3793 ]
 [-400.52078]
 [-404.01184]
 [-403.3997 ]
 [-407.30273]
 [-404.6009 ]
 [-405.45404]
 [-403.56903]
 [-403.4925 ]
 [-404.71863]
 [-402.3345 ]]"
6,"[[-552.3942 ]
 [-548.4774 ]
 [-547.1188 ]
 [-551.58466]
 [-552.9443 ]
 [-554.5079 ]
 [-548.09076]
 [-547.02014]
 [-557.1281 ]
 [-553.0023 ]
 [-549.91846]
 [-548.62756]
 [-552.9177 ]
 [-557.22626]
 [-558.09564]
 [-552.25696]
 [-544.0425 ]
 [-552.30554]
 [-551.18774]
 [-554.6071 ]
 [-547.636  ]
 [-553.853  ]
 [-556.97253]
 [-548.12067]
 [-548.27106]
 [-555.7754 ]
 [-562.63354]
 [-560.0719 ]
 [-560.0716 ]
 [-551.79974]
 [-563.8012 ]
 [-556.2724 ]
 [-555.8995 ]
 [-556.246  ]
 [-548.3888 ]
 [-556.50244]
 [-556.8556 ]
 [-554.926  ]
 [-559.08777]
 [-557.7084 ]
 [-560.13776]
 [-551.4761 ]
 [-558.98346]
 [-561.4269 ]
 [-558.6326 ]
 [-546.6067 ]
 [-545.799  ]
 [-547.16125]
 [-558.2132 ]
 [-554.3959 ]
 [-551.6004 ]
 [-558.97455]
 [-563.8853 ]
 [-548.50073]
 [-554.00903]
 [-550.19354]
 [-558.73236]
 [-551.3856 ]
 [-562.88165]
 [-556.6113 ]
 [-554.0464 ]
 [-551.8557 ]
 [-564.6533 ]
 [-557.03796]]"
7,"[[-438.78497]
 [-433.47195]
 [-437.3222 ]
 [-436.92404]
 [-422.59344]
 [-434.26297]
 [-424.66275]
 [-427.47034]
 [-424.9757 ]
 [-432.55487]
 [-434.1821 ]
 [-431.4141 ]
 [-436.27026]
 [-424.19495]
 [-433.87863]
 [-427.48868]
 [-435.613  ]
 [-428.2461 ]
 [-425.2435 ]
 [-438.15085]
 [-433.71588]
 [-436.82364]
 [-443.03073]
 [-437.0214 ]
 [-419.76562]
 [-420.71655]
 [-445.30402]
 [-434.10443]
 [-420.9512 ]
 [-416.16724]
 [-421.2592 ]
 [-428.76913]
 [-429.19644]
 [-445.58383]
 [-435.6584 ]
 [-430.06665]
 [-431.8497 ]
 [-430.4333 ]
 [-428.5357 ]
 [-436.978  ]
 [-436.75632]
 [-425.75885]
 [-431.1287 ]
 [-433.03656]
 [-425.14883]
 [-438.84235]
 [-423.03766]
 [-429.63324]
 [-437.4321 ]
 [-436.81955]
 [-433.89978]
 [-430.15747]
 [-434.48276]
 [-426.79367]
 [-427.70877]
 [-432.6653 ]
 [-434.10388]
 [-424.95764]
 [-432.97684]
 [-428.47458]
 [-435.729  ]
 [-442.72604]
 [-432.0496 ]
 [-424.03378]]"
8,"[[-828.22253]
 [-853.3936 ]
 [-824.8027 ]
 [-837.7669 ]
 [-854.5788 ]
 [-832.3348 ]
 [-804.69476]
 [-842.67365]
 [-855.9501 ]
 [-848.579  ]
 [-850.5951 ]
 [-834.23846]
 [-853.3755 ]
 [-828.25555]
 [-841.24866]
 [-850.9449 ]
 [-833.9385 ]
 [-816.86145]
 [-859.148  ]
 [-853.1585 ]
 [-832.73987]
 [-863.8492 ]
 [-828.4467 ]
 [-838.27716]
 [-857.7224 ]
 [-845.9206 ]
 [-835.9797 ]
 [-839.3144 ]
 [-825.51874]
 [-842.3373 ]
 [-836.95544]
 [-848.8828 ]
 [-857.8567 ]
 [-850.5299 ]
 [-871.93066]
 [-842.21783]
 [-831.94775]
 [-848.6508 ]
 [-811.63885]
 [-822.84375]
 [-853.8751 ]
 [-863.0272 ]
 [-828.58167]
 [-819.3745 ]
 [-853.2012 ]
 [-845.5223 ]
 [-813.94086]
 [-822.9217 ]
 [-844.39764]
 [-815.0302 ]
 [-854.05865]
 [-871.40216]
 [-843.96277]
 [-860.4131 ]
 [-818.1147 ]
 [-848.94965]
 [-866.6174 ]
 [-863.9925 ]
 [-850.79846]
 [-830.49036]
 [-838.45404]
 [-844.70667]
 [-851.7168 ]
 [-849.4915 ]]"
9,"[[ -990.2741 ]
 [ -988.6593 ]
 [-1009.47296]
 [ -990.9959 ]
 [ -982.3429 ]
 [ -990.0746 ]
 [ -975.0123 ]
 [-1013.5404 ]
 [ -992.45917]
 [ -982.99316]
 [-1004.2208 ]
 [ -984.32886]
 [-1001.141  ]
 [ -974.9545 ]
 [-1016.54865]
 [ -986.9728 ]
 [-1005.33704]
 [-1000.8932 ]
 [-1029.2587 ]
 [ -980.0545 ]
 [-1007.08044]
 [ -993.43915]
 [-1005.0587 ]
 [ -994.6999 ]
 [ -993.7633 ]
 [ -989.3854 ]
 [ -994.83813]
 [ -980.02386]
 [ -985.0586 ]
 [ -969.8466 ]
 [ -986.69147]
 [ -987.1958 ]
 [ -991.341  ]
 [ -999.97626]
 [ -966.00946]
 [ -987.545  ]
 [-1014.35895]
 [ -978.0617 ]
 [-1014.3421 ]
 [ -978.6023 ]
 [ -988.5451 ]
 [-1000.22815]
 [-1001.60016]
 [-1001.5268 ]
 [-1008.76074]
 [ -987.71686]
 [ -989.87305]
 [ -994.0041 ]
 [ -992.5297 ]
 [ -996.30475]
 [ -984.5553 ]
 [ -983.0019 ]
 [ -995.85065]
 [ -999.5271 ]
 [-1001.50183]
 [ -988.4678 ]
 [ -984.45496]
 [ -995.07477]
 [ -992.9964 ]
 [ -986.2298 ]
 [-1000.66345]
 [ -990.0911 ]
 [-1007.9356 ]
 [-1005.9528 ]]"
10,"[[-1153.4822]
 [-1140.6719]
 [-1131.9268]
 [-1136.3073]
 [-1130.478 ]
 [-1157.8988]
 [-1137.2532]
 [-1132.1223]
 [-1143.019 ]
 [-1160.6802]
 [-1142.3987]
 [-1154.1178]
 [-1154.2313]
 [-1135.7437]
 [-1141.8635]
 [-1147.0494]
 [-1140.5236]
 [-1155.5233]
 [-1150.0345]
 [-1153.0366]
 [-1134.3228]
 [-1143.3431]
 [-1140.1803]
 [-1153.7332]
 [-1137.1158]
 [-1128.5476]
 [-1160.2778]
 [-1141.2421]
 [-1161.895 ]
 [-1143.7577]
 [-1134.0837]
 [-1127.3162]
 [-1128.976 ]
 [-1152.774 ]
 [-1136.0852]
 [-1139.9137]
 [-1142.822 ]
 [-1160.0009]
 [-1149.412 ]
 [-1146.285 ]
 [-1145.4087]
 [-1135.5801]
 [-1143.4075]
 [-1153.3118]
 [-1152.1187]
 [-1154.7556]
 [-1139.3173]
 [-1154.3174]
 [-1131.985 ]
 [-1136.7747]
 [-1145.4116]
 [-1146.2417]
 [-1159.1743]
 [-1162.4879]
 [-1153.2301]
 [-1154.9991]
 [-1151.2395]
 [-1142.3455]
 [-1134.7407]
 [-1134.2236]
 [-1140.5897]
 [-1160.0526]
 [-1151.5493]
 [-1152.5399]]"
