episode,total_reward
1,"[[82.33256 ]
 [80.346275]
 [85.801865]
 [81.65532 ]
 [85.75873 ]
 [84.85084 ]
 [83.05768 ]
 [84.29214 ]
 [83.78463 ]
 [83.25079 ]
 [83.42652 ]
 [85.31158 ]
 [86.2915  ]
 [83.63766 ]
 [84.424126]
 [83.9254  ]
 [82.50033 ]
 [83.13459 ]
 [85.2456  ]
 [84.49108 ]
 [84.126915]
 [85.14308 ]
 [87.22583 ]
 [84.4334  ]
 [86.26983 ]
 [83.82905 ]
 [84.222595]
 [84.65907 ]
 [86.36865 ]
 [86.34591 ]
 [82.4221  ]
 [82.82822 ]
 [84.964836]
 [83.40364 ]
 [84.47573 ]
 [83.73355 ]
 [85.024185]
 [86.078094]
 [84.4679  ]
 [84.53307 ]
 [83.067505]
 [87.62444 ]
 [84.225975]
 [84.55096 ]
 [83.38919 ]
 [85.47865 ]
 [84.04889 ]
 [83.099174]
 [85.20013 ]
 [84.36041 ]
 [86.19954 ]
 [83.48444 ]
 [81.88539 ]
 [80.81685 ]
 [84.06594 ]
 [84.457275]
 [85.56174 ]
 [81.54138 ]
 [84.35639 ]
 [86.82523 ]
 [82.886   ]
 [82.594444]
 [85.43199 ]
 [84.008995]]"
2,"[[234.43063]
 [245.33665]
 [231.11879]
 [247.32812]
 [239.9811 ]
 [235.01439]
 [231.56303]
 [230.17413]
 [244.53583]
 [242.8506 ]
 [244.54666]
 [235.44234]
 [240.0835 ]
 [239.99663]
 [237.54515]
 [239.01617]
 [236.38971]
 [229.41634]
 [237.24901]
 [241.02565]
 [237.9303 ]
 [240.81146]
 [233.44792]
 [240.06004]
 [233.30467]
 [240.04787]
 [236.44841]
 [239.14209]
 [232.72763]
 [242.1257 ]
 [240.54501]
 [232.19508]
 [241.88794]
 [247.64842]
 [243.70505]
 [237.68631]
 [238.44559]
 [248.16473]
 [229.14223]
 [240.75566]
 [236.36414]
 [235.63162]
 [238.80835]
 [240.87819]
 [235.11682]
 [235.36086]
 [239.66826]
 [241.86372]
 [235.02567]
 [238.28348]
 [229.75372]
 [241.13857]
 [235.58595]
 [241.53783]
 [235.06834]
 [244.07503]
 [243.50345]
 [234.07727]
 [246.28114]
 [230.83406]
 [242.41588]
 [239.57417]
 [233.86992]
 [234.94147]]"
3,"[[404.46033]
 [386.8089 ]
 [402.9132 ]
 [407.70578]
 [405.83127]
 [398.95963]
 [411.4201 ]
 [403.53964]
 [397.26877]
 [401.54352]
 [392.697  ]
 [406.6618 ]
 [400.797  ]
 [402.45905]
 [409.22168]
 [402.20984]
 [410.2519 ]
 [406.56058]
 [403.92877]
 [399.2274 ]
 [395.61014]
 [408.9433 ]
 [407.12363]
 [408.0166 ]
 [403.749  ]
 [404.35165]
 [402.62167]
 [406.86755]
 [390.24112]
 [400.86206]
 [399.78824]
 [405.66296]
 [404.20355]
 [404.33414]
 [405.77814]
 [409.92227]
 [416.3179 ]
 [408.7678 ]
 [397.71225]
 [398.32135]
 [408.2782 ]
 [397.84756]
 [405.71658]
 [408.00568]
 [401.9134 ]
 [400.5008 ]
 [405.54034]
 [407.81995]
 [406.35693]
 [399.67615]
 [405.11472]
 [393.41794]
 [403.5968 ]
 [407.4586 ]
 [398.7059 ]
 [404.99628]
 [404.43207]
 [395.23785]
 [403.02307]
 [411.64865]
 [396.18417]
 [401.9708 ]
 [399.72473]
 [402.35294]]"
4,"[[627.2985 ]
 [653.3612 ]
 [623.6202 ]
 [633.64935]
 [638.056  ]
 [625.3087 ]
 [644.92706]
 [627.05646]
 [636.5336 ]
 [627.24774]
 [635.17914]
 [632.8487 ]
 [630.9964 ]
 [640.92865]
 [631.8111 ]
 [629.3006 ]
 [629.2806 ]
 [628.07996]
 [642.12415]
 [636.43536]
 [629.7539 ]
 [638.1757 ]
 [628.4457 ]
 [640.3938 ]
 [635.806  ]
 [636.18616]
 [633.5451 ]
 [648.1796 ]
 [632.89996]
 [640.41406]
 [629.796  ]
 [634.9449 ]
 [631.8656 ]
 [638.5684 ]
 [625.8283 ]
 [633.2179 ]
 [635.8128 ]
 [633.0729 ]
 [641.8068 ]
 [634.37885]
 [638.6486 ]
 [628.1325 ]
 [633.29486]
 [638.5265 ]
 [634.0208 ]
 [635.8642 ]
 [632.95105]
 [640.36536]
 [640.31647]
 [627.9656 ]
 [629.79407]
 [644.7272 ]
 [637.98755]
 [632.52106]
 [632.12366]
 [630.1809 ]
 [636.82294]
 [643.8788 ]
 [648.3347 ]
 [627.23114]
 [634.6065 ]
 [638.92474]
 [628.4534 ]
 [645.5319 ]]"
5,"[[876.20123]
 [879.3695 ]
 [878.6438 ]
 [885.1008 ]
 [886.49927]
 [878.70056]
 [893.33246]
 [866.4277 ]
 [880.7091 ]
 [883.86615]
 [869.42535]
 [868.72296]
 [866.23975]
 [866.96875]
 [881.75995]
 [879.18787]
 [865.3857 ]
 [869.5401 ]
 [860.5047 ]
 [877.699  ]
 [867.157  ]
 [880.9857 ]
 [854.6528 ]
 [875.3173 ]
 [861.8407 ]
 [889.0325 ]
 [867.29565]
 [874.5142 ]
 [873.9392 ]
 [878.4683 ]
 [868.58105]
 [865.08704]
 [876.1324 ]
 [860.7712 ]
 [857.6569 ]
 [871.3655 ]
 [868.71106]
 [866.7415 ]
 [885.46375]
 [865.49225]
 [873.1184 ]
 [867.0484 ]
 [868.15155]
 [871.6548 ]
 [887.6564 ]
 [862.5713 ]
 [872.78375]
 [883.3992 ]
 [874.07184]
 [890.6283 ]
 [873.20496]
 [887.1454 ]
 [856.36896]
 [871.9434 ]
 [872.267  ]
 [880.8561 ]
 [862.5845 ]
 [869.9041 ]
 [869.75934]
 [874.97644]
 [868.89856]
 [887.6788 ]
 [877.64496]
 [879.5823 ]]"
6,"[[1158.3668]
 [1138.3008]
 [1123.9575]
 [1150.3163]
 [1160.2886]
 [1143.0115]
 [1153.9806]
 [1120.8822]
 [1141.3168]
 [1144.9406]
 [1158.8541]
 [1158.9786]
 [1170.4338]
 [1162.7411]
 [1142.0857]
 [1148.8076]
 [1162.5557]
 [1121.4805]
 [1154.2672]
 [1118.8088]
 [1122.1357]
 [1167.5443]
 [1155.6229]
 [1143.4193]
 [1136.849 ]
 [1176.3181]
 [1176.4288]
 [1142.5404]
 [1138.9895]
 [1127.7834]
 [1171.8387]
 [1121.7749]
 [1159.7314]
 [1160.5212]
 [1140.409 ]
 [1174.1074]
 [1137.3684]
 [1135.741 ]
 [1169.9564]
 [1154.798 ]
 [1121.7856]
 [1153.4363]
 [1148.7227]
 [1118.9982]
 [1158.4459]
 [1142.5302]
 [1174.5931]
 [1189.2965]
 [1146.4259]
 [1161.1111]
 [1160.0685]
 [1142.9087]
 [1155.0876]
 [1143.9996]
 [1151.7313]
 [1161.334 ]
 [1145.5906]
 [1138.4528]
 [1156.4178]
 [1125.6165]
 [1146.4989]
 [1143.7103]
 [1164.398 ]
 [1136.7826]]"
7,"[[1465.5433]
 [1455.8851]
 [1486.7561]
 [1466.3031]
 [1485.5066]
 [1492.4694]
 [1451.2681]
 [1493.7789]
 [1434.5186]
 [1447.826 ]
 [1477.4747]
 [1473.7598]
 [1506.5942]
 [1413.8114]
 [1496.2201]
 [1463.2725]
 [1479.3821]
 [1433.8912]
 [1498.5004]
 [1477.2504]
 [1480.6572]
 [1482.641 ]
 [1424.5298]
 [1508.641 ]
 [1437.7805]
 [1458.8689]
 [1476.4235]
 [1473.6873]
 [1487.8164]
 [1482.8955]
 [1460.8419]
 [1461.1667]
 [1474.5896]
 [1443.233 ]
 [1467.663 ]
 [1490.4445]
 [1459.1571]
 [1443.7599]
 [1471.429 ]
 [1450.4271]
 [1478.1534]
 [1461.1138]
 [1464.95  ]
 [1427.777 ]
 [1454.5182]
 [1423.1135]
 [1500.521 ]
 [1466.2803]
 [1444.9471]
 [1482.1954]
 [1472.6552]
 [1482.6993]
 [1441.0917]
 [1481.2211]
 [1450.4639]
 [1444.9144]
 [1455.2316]
 [1462.3019]
 [1470.9749]
 [1460.3556]
 [1477.5259]
 [1468.8878]
 [1454.9071]
 [1438.6862]]"
8,"[[1724.0503]
 [1765.8729]
 [1755.8613]
 [1716.8503]
 [1765.2832]
 [1773.6665]
 [1748.5471]
 [1779.8615]
 [1706.8032]
 [1755.6769]
 [1755.1906]
 [1728.1415]
 [1745.0997]
 [1788.4298]
 [1743.5442]
 [1784.7102]
 [1711.5004]
 [1747.1533]
 [1776.8308]
 [1803.0366]
 [1813.1722]
 [1818.8237]
 [1757.071 ]
 [1791.82  ]
 [1790.7948]
 [1759.4592]
 [1774.7596]
 [1718.0262]
 [1755.0333]
 [1819.273 ]
 [1815.3484]
 [1775.6847]
 [1797.2584]
 [1766.5176]
 [1751.8441]
 [1765.6722]
 [1781.2526]
 [1692.8708]
 [1737.6925]
 [1762.5823]
 [1720.6737]
 [1754.3899]
 [1767.8135]
 [1741.0054]
 [1764.5643]
 [1758.5591]
 [1776.7365]
 [1852.2515]
 [1763.3804]
 [1751.7072]
 [1695.1964]
 [1747.5897]
 [1764.3252]
 [1753.098 ]
 [1767.6217]
 [1763.1847]
 [1764.9781]
 [1718.6171]
 [1798.4553]
 [1773.8594]
 [1777.7   ]
 [1748.8574]
 [1805.6984]
 [1738.1378]]"
9,"[[2117.7305]
 [2080.5447]
 [2034.3926]
 [2027.9606]
 [2113.4436]
 [2071.223 ]
 [2016.3994]
 [2044.1144]
 [2084.1047]
 [2110.0127]
 [2114.0972]
 [2068.0264]
 [2089.0667]
 [2040.9594]
 [2039.3845]
 [2045.1321]
 [2118.5984]
 [2119.4475]
 [2081.8508]
 [2107.5427]
 [2074.6216]
 [2153.9714]
 [2097.8955]
 [2075.678 ]
 [2102.523 ]
 [2092.507 ]
 [2108.5776]
 [2060.0964]
 [2083.358 ]
 [2043.9943]
 [2051.514 ]
 [2054.8184]
 [2054.9668]
 [2133.837 ]
 [2094.2332]
 [2097.664 ]
 [2056.4512]
 [2108.777 ]
 [2152.5771]
 [2100.6228]
 [2080.009 ]
 [2084.932 ]
 [2072.742 ]
 [2118.3538]
 [2117.012 ]
 [2076.2244]
 [2152.8247]
 [2086.8584]
 [2130.6826]
 [2119.7637]
 [2100.4797]
 [2066.199 ]
 [2143.8418]
 [2095.675 ]
 [2039.494 ]
 [2057.224 ]
 [2131.0654]
 [2081.2725]
 [2048.8633]
 [2082.448 ]
 [2109.8557]
 [2097.5994]
 [2087.1877]
 [2029.1683]]"
10,"[[2506.7905]
 [2277.034 ]
 [2379.8962]
 [2383.2463]
 [2380.978 ]
 [2441.8577]
 [2405.5125]
 [2385.1245]
 [2343.3691]
 [2344.1755]
 [2411.9404]
 [2329.707 ]
 [2408.4534]
 [2351.104 ]
 [2399.0737]
 [2441.1433]
 [2484.6675]
 [2439.3884]
 [2375.9136]
 [2388.755 ]
 [2337.4727]
 [2419.6965]
 [2380.698 ]
 [2391.4143]
 [2446.1814]
 [2407.7993]
 [2381.3918]
 [2403.4805]
 [2374.0378]
 [2373.7856]
 [2412.553 ]
 [2414.5188]
 [2367.3945]
 [2450.0454]
 [2425.044 ]
 [2442.3108]
 [2389.8828]
 [2399.7383]
 [2382.504 ]
 [2421.866 ]
 [2413.2144]
 [2342.4119]
 [2327.727 ]
 [2375.935 ]
 [2397.3684]
 [2389.8079]
 [2358.9014]
 [2411.1418]
 [2383.2449]
 [2367.203 ]
 [2379.549 ]
 [2423.4822]
 [2347.4375]
 [2401.8633]
 [2332.2747]
 [2432.9136]
 [2380.6008]
 [2359.2637]
 [2405.8093]
 [2352.6836]
 [2378.2227]
 [2428.668 ]
 [2415.8757]
 [2434.6226]]"
