episode,total_reward
1,"[[-23.502731]
 [-21.298658]
 [-19.36671 ]
 [-23.49566 ]
 [-23.289759]
 [-21.078384]
 [-22.008442]
 [-21.93737 ]
 [-23.520231]
 [-20.293179]
 [-25.447565]
 [-22.02201 ]
 [-24.71938 ]
 [-23.908787]
 [-24.480228]
 [-24.518225]
 [-21.45162 ]
 [-23.01441 ]
 [-22.408073]
 [-21.701658]
 [-23.094553]
 [-20.881437]
 [-23.96648 ]
 [-26.374731]
 [-23.985153]
 [-22.501799]
 [-21.40327 ]
 [-24.383348]
 [-24.1449  ]
 [-20.492046]
 [-22.333471]
 [-21.935625]
 [-23.707073]
 [-22.994425]
 [-22.603045]
 [-22.412344]
 [-21.881908]
 [-24.691772]
 [-22.68561 ]
 [-20.969824]
 [-21.2616  ]
 [-23.24413 ]
 [-21.249117]
 [-24.255655]
 [-22.217388]
 [-22.942007]
 [-21.600199]
 [-23.531134]
 [-23.409302]
 [-20.899374]
 [-21.045622]
 [-22.103687]
 [-22.585192]
 [-21.780792]
 [-23.183554]
 [-22.66267 ]
 [-25.598976]
 [-20.532394]
 [-23.829134]
 [-22.728756]
 [-20.038269]
 [-20.700172]
 [-22.545692]
 [-21.704666]]"
2,"[[46.371025]
 [44.88588 ]
 [43.413025]
 [44.82732 ]
 [44.921417]
 [47.752815]
 [47.49926 ]
 [41.20503 ]
 [45.468258]
 [46.117233]
 [50.617023]
 [48.38058 ]
 [47.413303]
 [44.767033]
 [46.785755]
 [39.464706]
 [44.94781 ]
 [44.945953]
 [41.617725]
 [44.38001 ]
 [47.156704]
 [43.3512  ]
 [47.28069 ]
 [44.459606]
 [45.436348]
 [41.63883 ]
 [47.628414]
 [41.67746 ]
 [42.04181 ]
 [40.96158 ]
 [39.85683 ]
 [44.92728 ]
 [47.14823 ]
 [44.438046]
 [41.09787 ]
 [43.306694]
 [46.137936]
 [47.11323 ]
 [44.68516 ]
 [43.18335 ]
 [42.07649 ]
 [39.647743]
 [48.882595]
 [44.65452 ]
 [47.483627]
 [49.072662]
 [43.04952 ]
 [45.577152]
 [46.08385 ]
 [42.949516]
 [46.859356]
 [48.057194]
 [43.97471 ]
 [45.575256]
 [49.702667]
 [46.63899 ]
 [45.668568]
 [49.570305]
 [41.03106 ]
 [48.903835]
 [48.35767 ]
 [41.468853]
 [41.69544 ]
 [45.58273 ]]"
3,"[[138.12575 ]
 [126.92057 ]
 [134.50496 ]
 [136.20737 ]
 [129.65584 ]
 [132.05379 ]
 [126.57049 ]
 [129.90822 ]
 [134.15909 ]
 [129.4985  ]
 [127.484566]
 [128.54865 ]
 [127.81097 ]
 [133.34444 ]
 [129.38925 ]
 [131.87717 ]
 [130.57547 ]
 [129.55846 ]
 [126.581856]
 [135.15933 ]
 [126.30201 ]
 [129.50404 ]
 [129.22649 ]
 [129.088   ]
 [133.77707 ]
 [125.306526]
 [135.05435 ]
 [128.782   ]
 [134.59676 ]
 [124.10843 ]
 [127.917305]
 [139.30226 ]
 [130.47142 ]
 [126.81385 ]
 [126.25713 ]
 [134.29686 ]
 [132.68762 ]
 [124.52259 ]
 [130.6615  ]
 [133.61198 ]
 [132.23013 ]
 [129.35611 ]
 [126.12824 ]
 [128.15729 ]
 [134.9999  ]
 [133.78549 ]
 [127.90948 ]
 [121.2672  ]
 [135.30722 ]
 [134.97537 ]
 [132.49866 ]
 [128.89586 ]
 [130.75117 ]
 [126.381775]
 [129.7729  ]
 [130.3329  ]
 [128.42093 ]
 [127.45889 ]
 [130.59851 ]
 [126.641174]
 [135.95691 ]
 [127.56939 ]
 [131.30011 ]
 [127.584885]]"
4,"[[214.88977]
 [209.661  ]
 [220.69052]
 [220.12492]
 [224.5091 ]
 [212.45547]
 [230.09386]
 [213.8284 ]
 [210.8436 ]
 [214.52693]
 [223.27243]
 [218.37631]
 [208.97171]
 [221.53365]
 [221.22206]
 [206.65508]
 [205.1336 ]
 [221.1621 ]
 [223.73312]
 [215.34753]
 [203.85141]
 [213.56958]
 [212.59578]
 [217.9708 ]
 [215.23889]
 [207.12988]
 [218.49316]
 [213.56885]
 [221.78085]
 [225.07257]
 [217.0232 ]
 [225.00305]
 [217.73389]
 [221.40065]
 [212.59991]
 [226.45657]
 [208.52975]
 [216.75502]
 [205.11394]
 [223.94312]
 [210.82812]
 [208.6152 ]
 [206.51268]
 [222.52211]
 [208.21613]
 [217.41075]
 [209.08192]
 [215.39935]
 [216.12973]
 [221.10179]
 [215.02461]
 [224.99062]
 [213.03442]
 [228.67369]
 [223.28053]
 [213.82698]
 [215.78633]
 [210.14449]
 [213.40486]
 [212.53406]
 [217.55312]
 [212.04399]
 [213.24628]
 [208.30115]]"
5,"[[291.78958]
 [315.02457]
 [296.19476]
 [312.91043]
 [299.42395]
 [309.6361 ]
 [309.95145]
 [307.53342]
 [288.0762 ]
 [289.81406]
 [314.94086]
 [301.14758]
 [296.5823 ]
 [290.95694]
 [304.2381 ]
 [294.6694 ]
 [301.08447]
 [307.02615]
 [295.01547]
 [294.08105]
 [303.70978]
 [301.99683]
 [308.70813]
 [304.98538]
 [314.07336]
 [302.43204]
 [295.69485]
 [304.9933 ]
 [298.51495]
 [295.10953]
 [305.74304]
 [304.7376 ]
 [308.98007]
 [300.3569 ]
 [307.87268]
 [304.79224]
 [288.5147 ]
 [297.1401 ]
 [301.76413]
 [308.67914]
 [300.27484]
 [303.09167]
 [303.09363]
 [293.83218]
 [308.5242 ]
 [308.57236]
 [290.6762 ]
 [300.32584]
 [307.54788]
 [288.41446]
 [295.90738]
 [302.88074]
 [296.50214]
 [301.79733]
 [300.39392]
 [299.67197]
 [305.31503]
 [302.54324]
 [293.883  ]
 [307.44403]
 [303.42883]
 [306.3246 ]
 [299.34732]
 [294.35797]]"
6,"[[369.68542]
 [370.78488]
 [375.44128]
 [398.87708]
 [376.98743]
 [377.45282]
 [393.58084]
 [388.567  ]
 [384.12476]
 [360.5368 ]
 [385.03952]
 [377.23294]
 [371.38828]
 [382.33984]
 [396.3696 ]
 [390.35693]
 [381.24957]
 [372.82416]
 [399.5255 ]
 [360.71393]
 [388.3749 ]
 [385.8486 ]
 [366.45996]
 [382.33414]
 [383.5338 ]
 [386.50235]
 [368.02087]
 [391.47684]
 [377.72983]
 [379.02716]
 [382.43396]
 [399.76007]
 [396.1423 ]
 [382.2847 ]
 [382.79257]
 [393.33435]
 [367.05692]
 [377.21188]
 [386.1216 ]
 [402.54532]
 [393.61282]
 [393.38437]
 [374.92514]
 [379.44034]
 [392.1746 ]
 [390.76123]
 [385.7998 ]
 [387.2812 ]
 [357.4134 ]
 [385.6694 ]
 [392.38354]
 [374.81406]
 [368.29852]
 [400.22723]
 [361.5701 ]
 [379.10916]
 [396.26816]
 [376.05573]
 [381.06628]
 [382.9486 ]
 [381.84842]
 [380.2886 ]
 [394.46158]
 [404.0594 ]]"
7,"[[463.7406 ]
 [451.34503]
 [437.94473]
 [446.16733]
 [429.11682]
 [445.98755]
 [452.73938]
 [444.57913]
 [435.54156]
 [458.3809 ]
 [433.33353]
 [457.0083 ]
 [444.644  ]
 [437.9292 ]
 [448.5901 ]
 [470.08524]
 [451.0547 ]
 [442.489  ]
 [447.4508 ]
 [438.61975]
 [439.60242]
 [434.57727]
 [442.14862]
 [460.67404]
 [460.6708 ]
 [450.5391 ]
 [455.04654]
 [445.32892]
 [454.2351 ]
 [463.72388]
 [457.77527]
 [444.35086]
 [453.30402]
 [467.49588]
 [431.1765 ]
 [459.2205 ]
 [439.5638 ]
 [455.50333]
 [457.21216]
 [461.65274]
 [435.80563]
 [437.56805]
 [460.97824]
 [465.7173 ]
 [453.08987]
 [448.95688]
 [438.663  ]
 [446.9968 ]
 [459.01456]
 [447.02615]
 [439.176  ]
 [444.3426 ]
 [462.1109 ]
 [451.54578]
 [458.40253]
 [417.21048]
 [433.84482]
 [463.1048 ]
 [452.73648]
 [442.851  ]
 [422.40402]
 [455.77765]
 [445.68628]
 [459.77307]]"
8,"[[517.2826 ]
 [502.88187]
 [528.645  ]
 [500.08612]
 [514.8597 ]
 [534.9098 ]
 [513.96155]
 [506.65958]
 [510.94647]
 [508.6748 ]
 [512.7629 ]
 [529.7565 ]
 [497.71585]
 [524.3408 ]
 [540.13055]
 [504.08746]
 [537.80853]
 [502.9733 ]
 [497.54636]
 [511.99014]
 [520.66296]
 [527.52045]
 [519.88837]
 [513.12933]
 [510.87613]
 [495.18805]
 [520.3888 ]
 [516.6434 ]
 [497.97034]
 [517.1501 ]
 [521.3443 ]
 [511.51953]
 [539.0652 ]
 [516.67413]
 [509.61798]
 [518.6933 ]
 [515.2291 ]
 [506.98935]
 [500.61243]
 [519.5483 ]
 [500.7848 ]
 [517.0809 ]
 [504.33133]
 [527.7639 ]
 [521.42975]
 [534.0114 ]
 [506.79697]
 [537.4473 ]
 [519.29675]
 [496.06885]
 [519.6956 ]
 [495.57602]
 [509.21396]
 [513.815  ]
 [502.18692]
 [511.83472]
 [486.40323]
 [518.03033]
 [499.29343]
 [527.88245]
 [505.43573]
 [519.646  ]
 [511.81342]
 [513.3436 ]]"
9,"[[577.7867 ]
 [567.8945 ]
 [549.82434]
 [570.37976]
 [558.952  ]
 [545.79645]
 [607.0239 ]
 [581.1843 ]
 [566.38635]
 [561.2843 ]
 [589.036  ]
 [574.53107]
 [546.7351 ]
 [557.05115]
 [586.6585 ]
 [594.956  ]
 [563.4098 ]
 [605.8203 ]
 [568.1672 ]
 [568.12756]
 [598.07855]
 [579.576  ]
 [557.5879 ]
 [578.57263]
 [588.47375]
 [574.2533 ]
 [581.7501 ]
 [572.97516]
 [544.364  ]
 [577.76953]
 [590.14624]
 [593.1293 ]
 [538.9284 ]
 [575.577  ]
 [579.9617 ]
 [587.23083]
 [562.8098 ]
 [577.12573]
 [552.34454]
 [554.2567 ]
 [579.2425 ]
 [569.32056]
 [576.26874]
 [592.78925]
 [569.8007 ]
 [598.52893]
 [596.3037 ]
 [586.4322 ]
 [588.1784 ]
 [604.4388 ]
 [571.3231 ]
 [582.1194 ]
 [542.03735]
 [571.79065]
 [586.5817 ]
 [548.23926]
 [581.02405]
 [570.3537 ]
 [564.2042 ]
 [582.60486]
 [565.22156]
 [581.75555]
 [603.8898 ]
 [564.42816]]"
10,"[[637.16583]
 [638.1271 ]
 [636.69904]
 [626.45776]
 [649.09717]
 [634.1891 ]
 [642.2463 ]
 [617.73553]
 [648.00073]
 [652.7723 ]
 [636.86646]
 [613.708  ]
 [622.29913]
 [628.8647 ]
 [623.5991 ]
 [596.04443]
 [621.3637 ]
 [583.5772 ]
 [638.5866 ]
 [626.1497 ]
 [630.85187]
 [618.2789 ]
 [628.1803 ]
 [622.4888 ]
 [635.5221 ]
 [675.0201 ]
 [606.0743 ]
 [642.8521 ]
 [622.4949 ]
 [635.1863 ]
 [651.0997 ]
 [615.7653 ]
 [644.2424 ]
 [648.40674]
 [631.9669 ]
 [645.5099 ]
 [663.4125 ]
 [670.9694 ]
 [600.63556]
 [647.60754]
 [655.49536]
 [624.7076 ]
 [625.9972 ]
 [636.9039 ]
 [639.1936 ]
 [642.8367 ]
 [643.8094 ]
 [628.42535]
 [642.92883]
 [642.6908 ]
 [629.0368 ]
 [646.00696]
 [623.62195]
 [648.69244]
 [639.2043 ]
 [647.841  ]
 [619.94574]
 [648.6955 ]
 [636.40234]
 [624.1924 ]
 [627.5362 ]
 [632.1912 ]
 [641.19104]
 [648.73645]]"
